#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2582--MA0766.1.GATA5	chr16	93454221	93454228	+	0.000	0.000	Merged-chr16-93454367-31
NR2004--MA0037.3.GATA3	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR4995--MA0482.1.Gata4	chr6	35380106	35380116	+	0.000	0.000	Merged-chr6-35380025-41
NR4876--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR2801--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR2782--MA0035.3.Gata1	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR6312--MA0036.3.GATA2	chr9	87025899	87025909	+	0.000	0.000	Merged-chr9-87025935-38
NR5537--MA1104.1.GATA6	chr7	90007378	90007390	+	0.000	0.000	Merged-chr7-90007418-46
NR5239--MA0035.3.Gata1	chr6	129423725	129423735	-	0.000	0.000	Merged-chr6-129423849-31
NR1240--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR2952--MA0036.3.GATA2	chr18	34783578	34783588	+	0.000	0.000	Merged-chr18-34783714-45
NR989--MA0035.3.Gata1	chr11	21220874	21220884	+	0.000	0.000	Merged-chr11-21220663-98
NR2072--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR2020--MA0035.3.Gata1	chr14	64949101	64949111	+	0.000	0.000	Merged-chr14-64949115-2
NR3966--MA1104.1.GATA6	chr3	84654323	84654335	+	0.000	0.000	Merged-chr3-84654205-56
NR2790--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR432--MA0035.3.Gata1	chr1	161693531	161693541	-	0.000	0.000	Merged-chr1-161693596-37
NR1026--MA0766.1.GATA5	chr11	30166380	30166387	+	0.000	0.000	Merged-chr11-30166468-16
NR3229--MA0766.1.GATA5	chr19	41366809	41366816	-	0.000	0.000	Merged-chr19-41366765-21
NR4916--MA0036.3.GATA2	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR3338--MA0766.1.GATA5	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR2033--MA0035.3.Gata1	chr14	70341486	70341496	-	0.000	0.000	Merged-chr14-70341335-48
NR1524--MA0037.3.GATA3	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR1428--MA1104.1.GATA6	chr12	73842213	73842225	-	0.000	0.000	Merged-chr12-73842345-69
NR517--MA0140.2.GATA1::TAL1	chr1	185193578	185193595	-	0.000	0.000	Merged-chr1-185193700-43
NR596--MA0036.3.GATA2	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR2803--MA0482.1.Gata4	chr17	65954138	65954148	+	0.000	0.000	Merged-chr17-65954196-36
NR6099--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR918--MA1104.1.GATA6	chr10	122578484	122578496	-	0.000	0.000	Merged-chr10-122578660-68
NR1266--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR2784--MA0482.1.Gata4	chr17	52064892	52064902	-	0.000	0.000	Merged-chr17-52064871-36
NR4895--MA1104.1.GATA6	chr5	143038556	143038568	-	0.000	0.000	Merged-chr5-143038769-30
NR690--MA1104.1.GATA6	chr10	40713351	40713363	+	0.000	0.000	Merged-chr10-40713251-44
NR4799--MA0037.3.GATA3	chr5	111125264	111125271	+	0.000	0.000	Merged-chr5-111125031-44
NR4481--MA1104.1.GATA6	chr4	134047864	134047876	+	0.000	0.000	Merged-chr4-134047792-28
NR5478--MA0036.3.GATA2	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR6033--MA0036.3.GATA2	chr8	121907709	121907719	+	0.000	0.000	Merged-chr8-121907786-62
NR1580--MA0037.3.GATA3	chr12	116254803	116254810	+	0.000	0.000	Merged-chr12-116254823-28
NR2902--MA0035.3.Gata1	chr18	4296070	4296080	+	0.000	0.000	Merged-chr18-4296046-21
NR4351--MA0140.2.GATA1::TAL1	chr4	88046615	88046632	+	0.000	0.000	Merged-chr4-88046485-60
NR3779--MA0482.1.Gata4	chr2	170221211	170221221	+	0.000	0.000	Merged-chr2-170221188-49
NR2587--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR2291--MA1104.1.GATA6	chr15	78835266	78835278	+	0.000	0.000	Merged-chr15-78835387-37
NR4630--MA0140.2.GATA1::TAL1	chr5	28315796	28315813	-	0.000	0.000	Merged-chr5-28315754-44
NR2992--MA0035.3.Gata1	chr18	54860619	54860629	-	0.000	0.000	Merged-chr18-54860804-67
NR3448--MA1104.1.GATA6	chr2	77271995	77272007	+	0.000	0.000	Merged-chr2-77272026-8
NR2348--MA0766.1.GATA5	chr15	103154445	103154452	-	0.000	0.000	Merged-chr15-103154383-18
NR684--MA0036.3.GATA2	chr10	39613037	39613047	+	0.000	0.000	Merged-chr10-39613248-57
NR2501--MA0035.3.Gata1	chr16	55786999	55787009	+	0.000	0.000	Merged-chr16-55786859-14
NR1446--MA0482.1.Gata4	chr12	78919296	78919306	+	0.000	0.000	Merged-chr12-78919443-34
NR2482--MA0035.3.Gata1	chr16	49797148	49797158	-	0.000	0.000	Merged-chr16-49797153-43
NR4137--MA0140.2.GATA1::TAL1	chr3	148491490	148491507	-	0.000	0.000	Merged-chr3-148491583-74
