#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR28963--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR1174--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR35655--MA0493.1.Klf1	chr2	132643404	132643414	+	0.000	0.000	Merged-chr2-132643452-47
NR4846--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR39676--MA0741.1.KLF16	chr3	105704891	105704901	+	0.000	0.000	Merged-chr3-105704887-86
NR18845--MA0039.3.KLF4	chr14	55370587	55370597	-	0.000	0.000	Merged-chr14-55370593-10
NR29198--MA0741.1.KLF16	chr18	56566035	56566045	+	0.000	0.000	Merged-chr18-56566232-24
NR62350--MA0742.1.Klf12	chr8	119840580	119840594	+	0.000	0.000	Merged-chr8-119840588-52
NR35360--MA0599.1.KLF5	chr2	125422588	125422597	-	0.000	0.000	Merged-chr2-125422559-12
NR44487--MA0742.1.Klf12	chr4	130174874	130174888	-	0.000	0.000	Merged-chr4-130174811-14
NR52356--MA1107.1.KLF9	chr6	84377898	84377910	+	0.000	0.000	Merged-chr6-84377945-1
NR14254--MA0741.1.KLF16	chr12	101897307	101897317	-	0.000	0.000	Merged-chr12-101897238-43
NR44806--MA0493.1.Klf1	chr4	135198110	135198120	+	0.000	0.000	Merged-chr4-135197991-22
NR590--MA0741.1.KLF16	chr1	43447074	43447084	-	0.000	0.000	Merged-chr1-43446926-7
NR14222--MA0740.1.KLF14	chr12	101018070	101018083	+	0.000	0.000	Merged-chr12-101018139-51
NR14191--MA0493.1.Klf1	chr12	100480786	100480796	+	0.000	0.000	Merged-chr12-100480598-53
NR385--MA0741.1.KLF16	chr1	36262286	36262296	+	0.000	0.000	Merged-chr1-36262219-41
NR10947--MA0599.1.KLF5	chr11	85140152	85140161	+	0.000	0.000	Merged-chr11-85140096-67
NR12369--MA0741.1.KLF16	chr11	120190117	120190127	-	0.000	0.000	Merged-chr11-120189977-47
NR10689--MA0741.1.KLF16	chr11	78301519	78301529	-	0.000	0.000	Merged-chr11-78301552-46
NR6998--MA0741.1.KLF16	chr10	81426764	81426774	+	0.000	0.000	Merged-chr10-81426897-5
NR39334--MA0493.1.Klf1	chr3	96635417	96635427	+	0.000	0.000	Merged-chr3-96635554-60
NR3694--MA0599.1.KLF5	chr1	165194447	165194456	+	0.000	0.000	Merged-chr1-165194301-85
NR22951--MA0599.1.KLF5	chr15	102920859	102920868	+	0.000	0.000	Merged-chr15-102920999-3
NR31214--MA0741.1.KLF16	chr19	36409638	36409648	-	0.000	0.000	Merged-chr19-36409790-61
NR51284--MA1107.1.KLF9	chr6	34877947	34877959	+	0.000	0.000	Merged-chr6-34878053-55
NR9562--MA0740.1.KLF14	chr11	49659210	49659223	-	0.000	0.000	Merged-chr11-49659123-29
NR48978--MA0599.1.KLF5	chr5	120588797	120588806	-	0.000	0.000	Merged-chr5-120588744-78
NR5735--MA0599.1.KLF5	chr10	50894849	50894858	+	0.000	0.000	Merged-chr10-50894720-41
NR16186--MA0741.1.KLF16	chr13	60654881	60654891	-	0.000	0.000	Merged-chr13-60654914-2
NR40268--MA0599.1.KLF5	chr3	127553073	127553082	-	0.000	0.000	Merged-chr3-127553183-75
NR23548--MA0493.1.Klf1	chr16	22265996	22266006	+	0.000	0.000	Merged-chr16-22266085-1
NR39057--MA0741.1.KLF16	chr3	89871059	89871069	+	0.000	0.000	Merged-chr3-89871193-44
NR34484--MA1107.1.KLF9	chr2	92729348	92729360	-	0.000	0.000	Merged-chr2-92729242-1,Merged-chr2-92729466-1
NR63164--MA0599.1.KLF5	chr9	21196263	21196272	-	0.000	0.000	Merged-chr9-21196368-25
NR24874--MA0039.3.KLF4	chr16	93447140	93447150	+	0.000	0.000	Merged-chr16-93447186-16
NR24884--MA0493.1.Klf1	chr16	93447213	93447223	+	0.000	0.000	Merged-chr16-93447186-16
NR55197--MA0599.1.KLF5	chr7	17025559	17025568	+	0.000	0.000	Merged-chr7-17025652-5
NR36310--MA1107.1.KLF9	chr2	153586781	153586793	-	0.000	0.000	Merged-chr2-153586715-28
NR32977--MA0599.1.KLF5	chr2	32601597	32601606	+	0.000	0.000	Merged-chr2-32601597-23
NR52937--MA0742.1.Klf12	chr6	99401973	99401987	+	0.000	0.000	Merged-chr6-99401904-51
NR63831--MA0599.1.KLF5	chr9	48480510	48480519	+	0.000	0.000	Merged-chr9-48480601-54
NR45304--MA0741.1.KLF16	chr4	146067501	146067511	+	0.000	0.000	Merged-chr4-146067444-32
NR53831--MA0741.1.KLF16	chr6	126166222	126166232	+	0.000	0.000	Merged-chr6-126166183-1
NR18967--MA0493.1.Klf1	chr14	59087173	59087183	+	0.000	0.000	Merged-chr14-59087274-14
NR61167--MA0741.1.KLF16	chr8	81342507	81342517	-	0.000	0.000	Merged-chr8-81342289-116
NR22485--MA0493.1.Klf1	chr15	93275328	93275338	+	0.000	0.000	Merged-chr15-93275409-98
NR3478--MA0741.1.KLF16	chr1	160307374	160307384	+	0.000	0.000	Merged-chr1-160307254-61
NR20753--MA0741.1.KLF16	chr15	27578022	27578032	+	0.000	0.000	Merged-chr15-27578127-37
NR12551--MA0657.1.KLF13	chr12	12172543	12172560	+	0.000	0.000	Merged-chr12-12172464-29
NR35409--MA0493.1.Klf1	chr2	127335993	127336003	+	0.000	0.000	Merged-chr2-127336140-52
NR26845--MA0599.1.KLF5	chr17	56264104	56264113	-	0.000	0.000	Merged-chr17-56264189-25
NR20548--MA0741.1.KLF16	chr15	6709254	6709264	+	0.000	0.000	Merged-chr15-6709101-6
NR10546--MA0741.1.KLF16	chr11	75173475	75173485	+	0.000	0.000	Merged-chr11-75173558-64
NR6584--MA0741.1.KLF16	chr10	77606569	77606579	+	0.000	0.000	Merged-chr10-77606503-166
NR61638--MA0599.1.KLF5	chr8	95633417	95633426	-	0.000	0.000	Merged-chr8-95633517-53
NR20819--MA0741.1.KLF16	chr15	31222370	31222380	-	0.000	0.000	Merged-chr15-31222442-41
NR31195--MA0741.1.KLF16	chr19	34846575	34846585	-	0.000	0.000	Merged-chr19-34846685-64
NR13381--MA0741.1.KLF16	chr12	69184147	69184157	-	0.000	0.000	Merged-chr12-69184335-85
NR2264--MA0599.1.KLF5	chr1	126817823	126817832	+	0.000	0.000	Merged-chr1-126817924-65
NR32743--MA1107.1.KLF9	chr2	27487404	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR41739--MA0741.1.KLF16	chr4	22357526	22357536	+	0.000	0.000	Merged-chr4-22357741-69
NR56175--MA0599.1.KLF5	chr7	45017857	45017866	+	0.000	0.000	Merged-chr7-45017720-50
NR35453--MA1107.1.KLF9	chr2	128392471	128392483	+	0.000	0.000	Merged-chr2-128392502-21
NR66728--MA1107.1.KLF9	chrX	9219771	9219783	-	0.000	0.000	Merged-chrX-9219820-29
NR36665--MA0599.1.KLF5	chr2	163084494	163084503	-	0.000	0.000	Merged-chr2-163084384-15
NR16043--MA0741.1.KLF16	chr13	55339471	55339481	+	0.000	0.000	Merged-chr13-55339554-36
NR7015--MA0599.1.KLF5	chr10	81477654	81477663	+	0.000	0.000	Merged-chr10-81477667-3
NR42788--MA0599.1.KLF5	chr4	63544704	63544713	+	0.000	0.000	Merged-chr4-63544778-69
NR65684--MA0599.1.KLF5	chr9	106160137	106160146	-	0.000	0.000	Merged-chr9-106160171-45
NR44962--MA1107.1.KLF9	chr4	137609861	137609873	-	0.000	0.000	Merged-chr4-137609762-50
NR58555--MA1107.1.KLF9	chr7	127181010	127181022	+	0.000	0.000	Merged-chr7-127180997-43
NR42179--MA0741.1.KLF16	chr4	44981368	44981378	+	0.000	0.000	Merged-chr4-44981531-52
NR6586--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR44596--MA0742.1.Klf12	chr4	133056286	133056300	-	0.000	0.000	Merged-chr4-133056441-57
NR38830--MA1107.1.KLF9	chr3	84345593	84345605	+	0.000	0.000	Merged-chr3-84345416-77
NR51733--MA0599.1.KLF5	chr6	51540661	51540670	-	0.000	0.000	Merged-chr6-51540676-10
NR25087--MA1107.1.KLF9	chr16	96674557	96674569	+	0.000	0.000	Merged-chr16-96674537-9
NR35283--MA0741.1.KLF16	chr2	122673095	122673105	+	0.000	0.000	Merged-chr2-122673136-39
NR22685--MA0741.1.KLF16	chr15	98634982	98634992	-	0.000	0.000	Merged-chr15-98634819-42
NR22956--MA0741.1.KLF16	chr15	102921041	102921051	-	0.000	0.000	Merged-chr15-102920999-3
NR62401--MA0599.1.KLF5	chr8	120537355	120537364	-	0.000	0.000	Merged-chr8-120537413-55
NR36431--MA1107.1.KLF9	chr2	156840368	156840380	-	0.000	0.000	Merged-chr2-156840151-65
NR8121--MA0741.1.KLF16	chr10	117918813	117918823	+	0.000	0.000	Merged-chr10-117918701-83
NR6170--MA0741.1.KLF16	chr10	66920654	66920664	+	0.000	0.000	Merged-chr10-66920672-46
NR14532--MA0599.1.KLF5	chr12	108333993	108334002	-	0.000	0.000	Merged-chr12-108333959-92
NR41530--MA0741.1.KLF16	chr4	6191013	6191023	+	0.000	0.000	Merged-chr4-6191094-54
NR3596--MA0742.1.Klf12	chr1	163383761	163383775	-	0.000	0.000	Merged-chr1-163383772-21
NR48479--MA0742.1.Klf12	chr5	112319541	112319555	+	0.000	0.000	Merged-chr5-112319581-13
NR36899--MA0740.1.KLF14	chr2	167777980	167777993	-	0.000	0.000	Merged-chr2-167777871-79
NR9769--MA0741.1.KLF16	chr11	53852029	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR15006--MA0742.1.Klf12	chr12	118198974	118198988	+	0.000	0.000	Merged-chr12-118198819-49
NR44555--MA0740.1.KLF14	chr4	132510566	132510579	-	0.000	0.000	Merged-chr4-132510415-64
NR49915--MA0741.1.KLF16	chr5	137502593	137502603	-	0.000	0.000	Merged-chr5-137502544-104
NR46404--MA0742.1.Klf12	chr5	24685712	24685726	+	0.000	0.000	Merged-chr5-24685796-115
NR21848--MA0599.1.KLF5	chr15	77956720	77956729	+	0.000	0.000	Merged-chr15-77956720-50
NR67053--MA0742.1.Klf12	chrX	56609764	56609778	+	0.000	0.000	Merged-chrX-56609887-66
NR12463--MA1107.1.KLF9	chr11	121712900	121712912	+	0.000	0.000	Merged-chr11-121712816-9
NR13675--MA0599.1.KLF5	chr12	78861640	78861649	-	0.000	0.000	Merged-chr12-78861657-96
NR64799--MA1107.1.KLF9	chr9	78401884	78401896	-	0.000	0.000	Merged-chr9-78401745-13
NR47759--MA0741.1.KLF16	chr5	93135736	93135746	-	0.000	0.000	Merged-chr5-93135813-27
NR48194--MA0493.1.Klf1	chr5	105840142	105840152	+	0.000	0.000	Merged-chr5-105840151-44
NR22014--MA0039.3.KLF4	chr15	80711051	80711061	-	0.000	0.000	Merged-chr15-80711165-82
NR67846--MA0599.1.KLF5	chrX	166323373	166323382	-	0.000	0.000	Merged-chrX-166323438-29
NR49158--MA1107.1.KLF9	chr5	124075986	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR63227--MA0741.1.KLF16	chr9	21760522	21760532	-	0.000	0.000	Merged-chr9-21760442-62
NR32815--MA0741.1.KLF16	chr2	29725201	29725211	+	0.000	0.000	Merged-chr2-29725132-37
NR30593--MA0741.1.KLF16	chr19	6974936	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR20591--MA0741.1.KLF16	chr15	8616183	8616193	+	0.000	0.000	Merged-chr15-8616259-27
NR7127--MA0599.1.KLF5	chr10	83534142	83534151	+	0.000	0.000	Merged-chr10-83533900-47
NR67631--MA0599.1.KLF5	chrX	151520607	151520616	+	0.000	0.000	Merged-chrX-151520837-93
NR8533--MA0039.3.KLF4	chr10	127337754	127337764	+	0.000	0.000	Merged-chr10-127337702-25
NR62185--MA1107.1.KLF9	chr8	116638103	116638115	+	0.000	0.000	Merged-chr8-116638207-51
NR43733--MA0741.1.KLF16	chr4	115710035	115710045	-	0.000	0.000	Merged-chr4-115710043-30
NR25606--MA0039.3.KLF4	chr17	21488970	21488980	-	0.000	0.000	Merged-chr17-21489154-64
NR56180--MA0657.1.KLF13	chr7	45120451	45120468	+	0.000	0.000	Merged-chr7-45120364-12
NR20928--MA0741.1.KLF16	chr15	36283240	36283250	+	0.000	0.000	Merged-chr15-36282913-112
NR3453--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR13490--MA0741.1.KLF16	chr12	72536121	72536131	-	0.000	0.000	Merged-chr12-72536304-66
NR7108--MA1107.1.KLF9	chr10	83161883	83161895	+	0.000	0.000	Merged-chr10-83161895-41
NR35467--MA0742.1.Klf12	chr2	128470704	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR22611--MA0599.1.KLF5	chr15	96638243	96638252	+	0.000	0.000	Merged-chr15-96638375-49
NR62513--MA0599.1.KLF5	chr8	122282066	122282075	-	0.000	0.000	Merged-chr8-122281860-90
NR13761--MA0741.1.KLF16	chr12	81853603	81853613	-	0.000	0.000	Merged-chr12-81853682-19
NR3519--MA0742.1.Klf12	chr1	161876853	161876867	+	0.000	0.000	Merged-chr1-161876687-148
NR45713--MA0599.1.KLF5	chr4	152186651	152186660	-	0.000	0.000	Merged-chr4-152186778-42
NR56935--MA1107.1.KLF9	chr7	80803364	80803376	+	0.000	0.000	Merged-chr7-80803211-85
NR44239--MA0741.1.KLF16	chr4	126202857	126202867	+	0.000	0.000	Merged-chr4-126202610-98
NR39689--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR18364--MA0742.1.Klf12	chr14	32165735	32165749	-	0.000	0.000	Merged-chr14-32165639-52
NR47994--MA0039.3.KLF4	chr5	100916656	100916666	-	0.000	0.000	Merged-chr5-100916697-39
