#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR41562--MA0039.3.KLF4	chr6	38360276	38360286	-	0.000	0.000	Merged-chr6-38360325-47
NR31868--MA1107.1.KLF9	chr3	88022958	88022970	+	0.000	0.000	Merged-chr3-88023115-51
NR31653--MA1107.1.KLF9	chr3	79239049	79239061	-	0.000	0.000	Merged-chr3-79239225-51
NR33909--MA1107.1.KLF9	chr4	24898774	24898786	-	0.000	0.000	Merged-chr4-24898967-6
NR31801--MA0740.1.KLF14	chr3	85573973	85573986	+	0.000	0.000	Merged-chr3-85574094-56
NR17778--MA1107.1.KLF9	chr15	77071699	77071711	-	0.000	0.000	Merged-chr15-77071598-27
NR11592--MA0741.1.KLF16	chr12	83951562	83951572	+	0.000	0.000	Merged-chr12-83951738-3
NR26813--MA0493.1.Klf1	chr2	9594245	9594255	+	0.000	0.000	Merged-chr2-9594121-50
NR39373--MA0740.1.KLF14	chr5	114826374	114826387	+	0.000	0.000	Merged-chr5-114826460-42
NR43872--MA1107.1.KLF9	chr6	142964871	142964883	+	0.000	0.000	Merged-chr6-142964683-116
NR1841--MA0599.1.KLF5	chr1	132341980	132341989	+	0.000	0.000	Merged-chr1-132341932-46
NR37955--MA1107.1.KLF9	chr5	37045076	37045088	+	0.000	0.000	Merged-chr5-37044965-52
NR39915--MA0740.1.KLF14	chr5	125179219	125179232	-	0.000	0.000	Merged-chr5-125178915-93
NR45652--MA0741.1.KLF16	chr7	55890161	55890171	+	0.000	0.000	Merged-chr7-55890160-26
NR23122--MA1107.1.KLF9	chr17	84181287	84181299	+	0.000	0.000	Merged-chr17-84181390-116
NR10065--MA0599.1.KLF5	chr11	116688047	116688056	-	0.000	0.000	Merged-chr11-116688042-60
NR25289--MA0493.1.Klf1	chr19	5875398	5875408	+	0.000	0.000	Merged-chr19-5875305-34
NR590--MA0741.1.KLF16	chr1	52597992	52598002	-	0.000	0.000	Merged-chr1-52598024-25
NR5474--MA0740.1.KLF14	chr10	83534141	83534154	+	0.000	0.000	Merged-chr10-83533900-47
NR9856--MA1107.1.KLF9	chr11	114636317	114636329	+	0.000	0.000	Merged-chr11-114636185-1
NR7323--MA0742.1.Klf12	chr11	31870783	31870797	-	0.000	0.000	Merged-chr11-31870754-70
NR35445--MA0741.1.KLF16	chr4	116075665	116075675	-	0.000	0.000	Merged-chr4-116075550-125
NR30796--MA1107.1.KLF9	chr2	180353575	180353587	-	0.000	0.000	Merged-chr2-180353523-20
NR2358--MA0599.1.KLF5	chr1	156939029	156939038	-	0.000	0.000	Merged-chr1-156938918-4
NR24325--MA0599.1.KLF5	chr18	65430790	65430799	+	0.000	0.000	Merged-chr18-65430843-87
NR27035--MA0599.1.KLF5	chr2	23156068	23156077	-	0.000	0.000	Merged-chr2-23156219-73
NR5815--MA0493.1.Klf1	chr10	95414775	95414785	-	0.000	0.000	Merged-chr10-95414679-23
NR19824--MA0493.1.Klf1	chr16	46010417	46010427	+	0.000	0.000	Merged-chr16-46010604-102
NR13795--MA0741.1.KLF16	chr13	85289389	85289399	-	0.000	0.000	Merged-chr13-85289179-92
NR55071--MA0493.1.Klf1	chrX	164427561	164427571	-	0.000	0.000	Merged-chrX-164427497-25
NR23538--MA0039.3.KLF4	chr18	12947646	12947656	+	0.000	0.000	Merged-chr18-12947466-4
NR52405--MA0741.1.KLF16	chr9	75071473	75071483	+	0.000	0.000	Merged-chr9-75071464-85
NR34484--MA1107.1.KLF9	chr4	53012129	53012141	-	0.000	0.000	Merged-chr4-53012213-75
NR46444--MA0493.1.Klf1	chr7	98489938	98489948	-	0.000	0.000	Merged-chr7-98489839-41
NR34812--MA0599.1.KLF5	chr4	72201030	72201039	+	0.000	0.000	Merged-chr4-72200861-128
NR6170--MA1107.1.KLF9	chr10	117209552	117209564	+	0.000	0.000	Merged-chr10-117209655-32
