#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR712--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR92--MA0508.2.PRDM1	chr1	171995425	171995434	-	0.000	0.000	Merged-chr1-171995343-37
NR693--MA0508.2.PRDM1	chr18	84951560	84951569	+	0.000	0.000	Merged-chr18-84951669-87
NR15--MA0508.2.PRDM1	chr1	40847760	40847769	+	0.000	0.000	Merged-chr1-40847809-27
NR977--MA0508.2.PRDM1	chr4	135168238	135168247	-	0.000	0.000	Merged-chr4-135168211-13
NR1201--MA0508.2.PRDM1	chr7	97749001	97749010	-	0.000	0.000	Merged-chr7-97749220-165
NR28--MA0508.2.PRDM1	chr1	69703733	69703742	-	0.000	0.000	Merged-chr1-69703794-17
NR292--MA0508.2.PRDM1	chr11	119228903	119228912	+	0.000	0.000	Merged-chr11-119228815-89
NR563--MA0508.2.PRDM1	chr16	31234186	31234195	+	0.000	0.000	Merged-chr16-31234137-43
NR71--MA0508.2.PRDM1	chr1	154786475	154786484	+	0.000	0.000	Merged-chr1-154786384-57
NR943--MA0508.2.PRDM1	chr4	63859949	63859958	+	0.000	0.000	Merged-chr4-63860082-78
NR324--MA0508.2.PRDM1	chr12	76752972	76752981	+	0.000	0.000	Merged-chr12-76753055-50
NR1214--MA0508.2.PRDM1	chr7	115495233	115495242	+	0.000	0.000	Merged-chr7-115495056-66
NR781--MA0508.2.PRDM1	chr2	65104805	65104814	-	0.000	0.000	Merged-chr2-65104683-25
NR847--MA0508.2.PRDM1	chr3	30952379	30952388	-	0.000	0.000	Merged-chr3-30952502-53
NR1323--MA0508.2.PRDM1	chr9	83023896	83023905	-	0.000	0.000	Merged-chr9-83023833-29
NR956--MA0508.2.PRDM1	chr4	101458550	101458559	+	0.000	0.000	Merged-chr4-101458526-22
NR542--MA0508.2.PRDM1	chr15	103304904	103304913	-	0.000	0.000	Merged-chr15-103304749-1
NR813--MA0508.2.PRDM1	chr2	131448203	131448212	+	0.000	0.000	Merged-chr2-131448367-26
NR380--MA0508.2.PRDM1	chr13	30933190	30933199	-	0.000	0.000	Merged-chr13-30933157-53
NR651--MA0508.2.PRDM1	chr17	70886903	70886912	-	0.000	0.000	Merged-chr17-70886838-34
NR717--MA0508.2.PRDM1	chr19	18766571	18766580	+	0.000	0.000	Merged-chr19-18766611-24
NR1065--MA0508.2.PRDM1	chr5	148379794	148379803	-	0.000	0.000	Merged-chr5-148379823-53
NR826--MA0508.2.PRDM1	chr2	152332546	152332555	+	0.000	0.000	Merged-chr2-152332475-59
NR664--MA0508.2.PRDM1	chr17	93674723	93674732	-	0.000	0.000	Merged-chr17-93674641-1
NR839--MA0508.2.PRDM1	chr2	174566135	174566144	+	0.000	0.000	Merged-chr2-174566072-46
NR76--MA0508.2.PRDM1	chr1	156206230	156206239	+	0.000	0.000	Merged-chr1-156206326-26
NR263--MA0508.2.PRDM1	chr11	90019374	90019383	-	0.000	0.000	Merged-chr11-90019347-20
NR534--MA0508.2.PRDM1	chr15	96700369	96700378	+	0.000	0.000	Merged-chr15-96700302-2
NR991--MA0508.2.PRDM1	chr4	147808609	147808618	+	0.000	0.000	Merged-chr4-147808670-28
NR372--MA0508.2.PRDM1	chr13	19300683	19300692	-	0.000	0.000	Merged-chr13-19300654-34
NR914--MA0508.2.PRDM1	chr3	143599359	143599368	-	0.000	0.000	Merged-chr3-143599322-23
NR895--MA0508.2.PRDM1	chr3	123385939	123385948	+	0.000	0.000	Merged-chr3-123385920-64
NR1166--MA0508.2.PRDM1	chr7	4082996	4083005	-	0.000	0.000	Merged-chr7-4082893-63
NR799--MA0508.2.PRDM1	chr2	105021926	105021935	-	0.000	0.000	Merged-chr2-105022109-54
