#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1504--MA0684.1.RUNX3	chr11	74420479	74420488	-	0.000	0.000	Merged-chr11-74420557-4
NR7667--MA0684.1.RUNX3	chr7	19817721	19817730	+	0.000	0.000	Merged-chr7-19817599-46
NR8920--MA0511.2.RUNX2	chr9	75094978	75094986	-	0.000	0.000	Merged-chr9-75094977-14
NR3658--MA0511.2.RUNX2	chr16	70365448	70365456	+	0.000	0.000	Merged-chr16-70365429-20
NR5444--MA0002.2.RUNX1	chr3	65537570	65537580	+	0.000	0.000	Merged-chr3-65537527-21
NR7951--MA0511.2.RUNX2	chr7	101027881	101027889	-	0.000	0.000	Merged-chr7-101027827-19
NR3288--MA0002.2.RUNX1	chr15	81539771	81539781	-	0.000	0.000	Merged-chr15-81539760-43
NR9204--MA0684.1.RUNX3	chr9	120943670	120943679	-	0.000	0.000	Merged-chr9-120943869-18
NR1008--MA0002.2.RUNX1	chr10	78075231	78075241	-	0.000	0.000	Merged-chr10-78075213-37
NR723--MA0684.1.RUNX3	chr1	189746648	189746657	-	0.000	0.000	Merged-chr1-189746591-10
NR3959--MA0684.1.RUNX3	chr17	44458079	44458088	+	0.000	0.000	Merged-chr17-44458009-9
NR6079--MA0684.1.RUNX3	chr4	89162609	89162618	+	0.000	0.000	Merged-chr4-89162377-35
NR7332--MA0511.2.RUNX2	chr6	108537078	108537086	-	0.000	0.000	Merged-chr6-108536943-79
NR5652--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR5718--MA0511.2.RUNX2	chr3	131250326	131250334	+	0.000	0.000	Merged-chr3-131250529-24
NR2891--MA0002.2.RUNX1	chr14	70057134	70057144	-	0.000	0.000	Merged-chr14-70057023-74
NR7504--MA0002.2.RUNX1	chr6	135362768	135362778	+	0.000	0.000	Merged-chr6-135362816-51
NR5282--MA0002.2.RUNX1	chr2	173455381	173455391	+	0.000	0.000	Merged-chr2-173455329-43
NR5077--MA0002.2.RUNX1	chr2	128502839	128502849	+	0.000	0.000	Merged-chr2-128502877-18
NR3816--MA0684.1.RUNX3	chr17	8225308	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR1594--MA0684.1.RUNX3	chr11	96925060	96925069	+	0.000	0.000	Merged-chr11-96925082-7
NR161--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR5619--MA0002.2.RUNX1	chr3	108164894	108164904	-	0.000	0.000	Merged-chr3-108164973-25
NR432--MA0002.2.RUNX1	chr1	136568882	136568892	+	0.000	0.000	Merged-chr1-136568866-12
NR1051--MA0002.2.RUNX1	chr10	85035479	85035489	+	0.000	0.000	Merged-chr10-85035484-19
NR4971--MA0684.1.RUNX3	chr2	92205357	92205366	-	0.000	0.000	Merged-chr2-92205451-35
NR6774--MA0002.2.RUNX1	chr5	107953099	107953109	-	0.000	0.000	Merged-chr5-107953037-18
NR26--MA0684.1.RUNX3	chr1	21780945	21780954	-	0.000	0.000	Merged-chr1-21781098-42
NR1468--MA0511.2.RUNX2	chr11	64116047	64116055	+	0.000	0.000	Merged-chr11-64115983-5
NR832--MA0684.1.RUNX3	chr10	19185984	19185993	-	0.000	0.000	Merged-chr10-19186010-100
NR1517--MA0684.1.RUNX3	chr11	75956627	75956636	+	0.000	0.000	Merged-chr11-75956797-42
NR1098--MA0002.2.RUNX1	chr10	94524081	94524091	+	0.000	0.000	Merged-chr10-94523917-65
NR6631--MA0002.2.RUNX1	chr5	75662585	75662595	+	0.000	0.000	Merged-chr5-75662405-46
NR7885--MA0684.1.RUNX3	chr7	80919434	80919443	+	0.000	0.000	Merged-chr7-80919490-53
NR7071--MA0002.2.RUNX1	chr6	30657537	30657547	-	0.000	0.000	Merged-chr6-30657423-39
NR5063--MA0684.1.RUNX3	chr2	126920547	126920556	-	0.000	0.000	Merged-chr2-126920604-39
NR3925--MA0684.1.RUNX3	chr17	32067762	32067771	+	0.000	0.000	Merged-chr17-32067769-19
NR270--MA0002.2.RUNX1	chr1	88475603	88475613	-	0.000	0.000	Merged-chr1-88475619-20
NR5728--MA0002.2.RUNX1	chr3	135402594	135402604	-	0.000	0.000	Merged-chr3-135402581-53
NR6760--MA0684.1.RUNX3	chr5	105718451	105718460	+	0.000	0.000	Merged-chr5-105718341-55
NR9151--MA0684.1.RUNX3	chr9	116264061	116264070	-	0.000	0.000	Merged-chr9-116263985-48
NR7266--MA0684.1.RUNX3	chr6	89065261	89065270	-	0.000	0.000	Merged-chr6-89065226-11
NR5314--MA0002.2.RUNX1	chr2	181591915	181591925	-	0.000	0.000	Merged-chr2-181591869-5
NR8420--MA0002.2.RUNX1	chr8	81766165	81766175	-	0.000	0.000	Merged-chr8-81766244-47
NR5936--MA0511.2.RUNX2	chr4	40172494	40172502	+	0.000	0.000	Merged-chr4-40172628-23
NR9131--MA0002.2.RUNX1	chr9	115561293	115561303	-	0.000	0.000	Merged-chr9-115561296-46
NR4855--MA0002.2.RUNX1	chr2	61514183	61514193	+	0.000	0.000	Merged-chr2-61514287-58
NR1434--MA0511.2.RUNX2	chr11	58290445	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR3492--MA0684.1.RUNX3	chr16	23280121	23280130	-	0.000	0.000	Merged-chr16-23280075-31
NR7517--MA0002.2.RUNX1	chr6	136980451	136980461	+	0.000	0.000	Merged-chr6-136980536-31
NR3287--MA0684.1.RUNX3	chr15	81539679	81539688	+	0.000	0.000	Merged-chr15-81539760-43
NR921--MA0002.2.RUNX1	chr10	58282404	58282414	+	0.000	0.000	Merged-chr10-58282409-26
NR8943--MA0002.2.RUNX1	chr9	80820301	80820311	-	0.000	0.000	Merged-chr9-80820177-30
NR5522--MA0511.2.RUNX2	chr3	94916042	94916050	+	0.000	0.000	Merged-chr3-94916123-28
NR7375--MA0684.1.RUNX3	chr6	119451208	119451217	+	0.000	0.000	Merged-chr6-119451010-23
NR7917--MA0684.1.RUNX3	chr7	96910466	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR8086--MA0684.1.RUNX3	chr7	123120676	123120685	-	0.000	0.000	Merged-chr7-123120746-3
NR5218--MA0002.2.RUNX1	chr2	163401469	163401479	+	0.000	0.000	Merged-chr2-163401452-24
NR8800--MA0002.2.RUNX1	chr9	56104474	56104484	-	0.000	0.000	Merged-chr9-56104454-58
NR9306--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR1272--MA0511.2.RUNX2	chr11	4344088	4344096	-	0.000	0.000	Merged-chr11-4344147-20
NR7084--MA0002.2.RUNX1	chr6	37046641	37046651	-	0.000	0.000	Merged-chr6-37046555-33
NR5347--MA0684.1.RUNX3	chr3	21884395	21884404	+	0.000	0.000	Merged-chr3-21884458-21
NR5618--MA0684.1.RUNX3	chr3	108061524	108061533	+	0.000	0.000	Merged-chr3-108061628-33
NR5199--MA0002.2.RUNX1	chr2	158450879	158450889	-	0.000	0.000	Merged-chr2-158450944-19
NR1321--MA0684.1.RUNX3	chr11	32013609	32013618	+	0.000	0.000	Merged-chr11-32013500-11
NR1987--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR6329--MA0684.1.RUNX3	chr4	145099991	145100000	+	0.000	0.000	Merged-chr4-145100023-41
NR825--MA0002.2.RUNX1	chr10	17775272	17775282	+	0.000	0.000	Merged-chr10-17775311-43
NR1239--MA0002.2.RUNX1	chr10	125387828	125387838	+	0.000	0.000	Merged-chr10-125387648-1
NR1400--MA0511.2.RUNX2	chr11	53770220	53770228	+	0.000	0.000	Merged-chr11-53770148-86
NR6137--MA0511.2.RUNX2	chr4	109471172	109471180	+	0.000	0.000	Merged-chr4-109471151-19
NR7834--MA0511.2.RUNX2	chr7	74599963	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR491--MA0511.2.RUNX2	chr1	156408250	156408258	-	0.000	0.000	Merged-chr1-156408256-35
NR9144--MA0002.2.RUNX1	chr9	116190063	116190073	-	0.000	0.000	Merged-chr9-116190040-14
NR7193--MA0002.2.RUNX1	chr6	67531836	67531846	+	0.000	0.000	Merged-chr6-67531589-83
NR7407--MA0684.1.RUNX3	chr6	124375733	124375742	+	0.000	0.000	Merged-chr6-124375670-49
NR6389--MA0511.2.RUNX2	chr4	155306844	155306852	+	0.000	0.000	Merged-chr4-155306831-50
NR2251--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR540--MA0684.1.RUNX3	chr1	164079559	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR7420--MA0511.2.RUNX2	chr6	125241741	125241749	-	0.000	0.000	Merged-chr6-125241695-39
NR663--MA0002.2.RUNX1	chr1	181256801	181256811	+	0.000	0.000	Merged-chr1-181256937-103
NR3899--MA0002.2.RUNX1	chr17	28085207	28085217	-	0.000	0.000	Merged-chr17-28085158-23
NR7215--MA0511.2.RUNX2	chr6	72841926	72841934	+	0.000	0.000	Merged-chr6-72841906-9
NR3028--MA0002.2.RUNX1	chr14	122187075	122187085	+	0.000	0.000	Merged-chr14-122187060-26
NR1348--MA0002.2.RUNX1	chr11	43767288	43767298	-	0.000	0.000	Merged-chr11-43767173-52
NR5436--MA0002.2.RUNX1	chr3	60408794	60408804	-	0.000	0.000	Merged-chr3-60408838-69
NR9130--MA0684.1.RUNX3	chr9	115387673	115387682	-	0.000	0.000	Merged-chr9-115387656-46
NR6862--MA0002.2.RUNX1	chr5	123765733	123765743	+	0.000	0.000	Merged-chr5-123765693-26
NR2360--MA0002.2.RUNX1	chr13	40922680	40922690	+	0.000	0.000	Merged-chr13-40922608-25
NR5959--MA0002.2.RUNX1	chr4	43964396	43964406	+	0.000	0.000	Merged-chr4-43964445-9
NR3137--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR1186--MA0002.2.RUNX1	chr10	118458933	118458943	-	0.000	0.000	Merged-chr10-118459008-40
NR4711--MA0684.1.RUNX3	chr2	24748060	24748069	+	0.000	0.000	Merged-chr2-24748146-35
NR9110--MA0002.2.RUNX1	chr9	113991043	113991053	-	0.000	0.000	Merged-chr9-113990905-47
NR5422--MA0684.1.RUNX3	chr3	52850057	52850066	+	0.000	0.000	Merged-chr3-52850315-12
NR3537--MA0684.1.RUNX3	chr16	34665803	34665812	-	0.000	0.000	Merged-chr16-34665745-9
NR8380--MA0002.2.RUNX1	chr8	68212389	68212399	-	0.000	0.000	Merged-chr8-68212337-24
