#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2919--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR6465--MA0766.1.GATA5	chr7	143785250	143785257	-	0.000	0.000	Merged-chr7-143785435-87
NR6736--MA0766.1.GATA5	chr8	125351842	125351849	+	0.000	0.000	Merged-chr8-125351679-18
NR1449--MA1104.1.GATA6	chr12	87470356	87470368	-	0.000	0.000	Merged-chr12-87470490-42
NR7124--MA0035.3.Gata1	chr9	117966653	117966663	-	0.000	0.000	Merged-chr9-117966721-20
NR621--MA1104.1.GATA6	chr1	192532234	192532246	+	0.000	0.000	Merged-chr1-192532397-12
NR3520--MA0140.2.GATA1::TAL1	chr2	4648127	4648144	-	0.000	0.000	Merged-chr2-4648182-29
NR6702--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR3371--MA0140.2.GATA1::TAL1	chr19	8019944	8019961	-	0.000	0.000	Merged-chr19-8019847-106
NR4480--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR4122--MA0036.3.GATA2	chr2	172394057	172394067	+	0.000	0.000	Merged-chr2-172393836-103
NR4798--MA0766.1.GATA5	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR5239--MA0140.2.GATA1::TAL1	chr5	105718210	105718227	-	0.000	0.000	Merged-chr5-105718341-55
NR4788--MA0036.3.GATA2	chr4	88300835	88300845	-	0.000	0.000	Merged-chr4-88300823-32
NR955--MA0035.3.Gata1	chr10	122544433	122544443	+	0.000	0.000	Merged-chr10-122544406-31
NR3049--MA0035.3.Gata1	chr17	52064893	52064903	-	0.000	0.000	Merged-chr17-52064871-36
NR2508--MA0036.3.GATA2	chr15	81308333	81308343	+	0.000	0.000	Merged-chr15-81308219-24
NR4231--MA0036.3.GATA2	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR1253--MA0037.3.GATA3	chr11	106500916	106500923	-	0.000	0.000	Merged-chr11-106501122-63
NR6111--MA0140.2.GATA1::TAL1	chr7	44496631	44496648	+	0.000	0.000	Merged-chr7-44496496-71
NR3727--MA0037.3.GATA3	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR1029--MA0036.3.GATA2	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR2487--MA0037.3.GATA3	chr15	73599774	73599781	-	0.000	0.000	Merged-chr15-73599756-21
NR3267--MA0035.3.Gata1	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR968--MA0035.3.Gata1	chr10	127759708	127759718	+	0.000	0.000	Merged-chr10-127759558-36
NR6373--MA0035.3.Gata1	chr7	125472149	125472159	+	0.000	0.000	Merged-chr7-125472313-74
NR4929--MA0036.3.GATA2	chr4	133873253	133873263	-	0.000	0.000	Merged-chr4-133873054-46
NR1808--MA1104.1.GATA6	chr13	92987044	92987056	-	0.000	0.000	Merged-chr13-92986977-41
NR6004--MA0140.2.GATA1::TAL1	chr7	16201245	16201262	+	0.000	0.000	Merged-chr7-16201318-27
NR1196--MA0482.1.Gata4	chr11	90586445	90586455	+	0.000	0.000	Merged-chr11-90586478-10
NR1467--MA0482.1.Gata4	chr12	90590816	90590826	+	0.000	0.000	Merged-chr12-90590731-11
NR6043--MA0766.1.GATA5	chr7	25848144	25848151	+	0.000	0.000	Merged-chr7-25848293-34
NR434--MA0482.1.Gata4	chr1	160081216	160081226	-	0.000	0.000	Merged-chr1-160081193-37
NR1182--MA0140.2.GATA1::TAL1	chr11	88204227	88204244	+	0.000	0.000	Merged-chr11-88204255-77
NR1646--MA0037.3.GATA3	chr13	43191941	43191948	-	0.000	0.000	Merged-chr13-43191968-21
NR6270--MA1104.1.GATA6	chr7	107788515	107788527	+	0.000	0.000	Merged-chr7-107788483-31
NR2402--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR1503--MA0037.3.GATA3	chr12	99634007	99634014	-	0.000	0.000	Merged-chr12-99633921-16
NR3113--MA0482.1.Gata4	chr17	83307181	83307191	-	0.000	0.000	Merged-chr17-83307130-30
NR6766--MA0035.3.Gata1	chr8	128595021	128595031	+	0.000	0.000	Merged-chr8-128595191-53
NR3435--MA0037.3.GATA3	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR4791--MA0482.1.Gata4	chr4	88875958	88875968	-	0.000	0.000	Merged-chr4-88875849-45
NR2511--MA0482.1.Gata4	chr15	82290392	82290402	+	0.000	0.000	Merged-chr15-82290504-11
NR7129--MA0035.3.Gata1	chr9	118488058	118488068	-	0.000	0.000	Merged-chr9-118488337-36
NR2118--MA0037.3.GATA3	chr14	52257242	52257249	+	0.000	0.000	Merged-chr14-52257060-2
NR328--MA0035.3.Gata1	chr1	128570096	128570106	+	0.000	0.000	Merged-chr1-128570257-50
NR4053--MA0035.3.Gata1	chr2	160701931	160701941	+	0.000	0.000	Merged-chr2-160701839-26
NR5952--MA0037.3.GATA3	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR3401--MA0037.3.GATA3	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR556--MA0482.1.Gata4	chr1	182225272	182225282	+	0.000	0.000	Merged-chr1-182225083-33
NR4433--MA0035.3.Gata1	chr3	126660920	126660930	-	0.000	0.000	Merged-chr3-126660767-126
NR4408--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR6630--MA0140.2.GATA1::TAL1	chr8	95001898	95001915	+	0.000	0.000	Merged-chr8-95001890-40
NR2514--MA0035.3.Gata1	chr15	82290391	82290401	+	0.000	0.000	Merged-chr15-82290504-11
NR6060--MA0035.3.Gata1	chr7	29251342	29251352	-	0.000	0.000	Merged-chr7-29251339-19
NR2413--MA0036.3.GATA2	chr15	34412344	34412354	-	0.000	0.000	Merged-chr15-34412458-31
NR6057--MA0037.3.GATA3	chr7	29251344	29251351	+	0.000	0.000	Merged-chr7-29251339-19
NR1239--MA0036.3.GATA2	chr11	101658280	101658290	+	0.000	0.000	Merged-chr11-101658454-78
NR4074--MA0036.3.GATA2	chr2	163131099	163131109	+	0.000	0.000	Merged-chr2-163131105-39
NR2763--MA0140.2.GATA1::TAL1	chr16	55754440	55754457	-	0.000	0.000	Merged-chr16-55754578-52
