#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1060--MA0508.2.PRDM1	chr2	167621494	167621503	+	0.000	0.000	Merged-chr2-167621504-22
NR1583--MA0508.2.PRDM1	chr7	81855229	81855238	+	0.000	0.000	Merged-chr7-81855095-36
NR15--MA0508.2.PRDM1	chr1	52100604	52100613	+	0.000	0.000	Merged-chr1-52100715-41
NR1487--MA0508.2.PRDM1	chr6	106793804	106793813	+	0.000	0.000	Merged-chr6-106793923-177
NR454--MA0508.2.PRDM1	chr13	24419835	24419844	+	0.000	0.000	Merged-chr13-24419838-27
NR1182--MA0508.2.PRDM1	chr3	152734479	152734488	+	0.000	0.000	Merged-chr3-152734415-9
NR1105--MA0508.2.PRDM1	chr3	71564229	71564238	+	0.000	0.000	Merged-chr3-71564100-40
NR672--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR943--MA0508.2.PRDM1	chr2	18765756	18765765	-	0.000	0.000	Merged-chr2-18765910-35
NR1357--MA0508.2.PRDM1	chr5	72938449	72938458	+	0.000	0.000	Merged-chr5-72938590-38
NR1009--MA0508.2.PRDM1	chr2	112714880	112714889	-	0.000	0.000	Merged-chr2-112714735-54
NR1466--MA0508.2.PRDM1	chr6	88756979	88756988	-	0.000	0.000	Merged-chr6-88757111-24
NR1052--MA0508.2.PRDM1	chr2	163084299	163084308	+	0.000	0.000	Merged-chr2-163084384-15
NR1323--MA0508.2.PRDM1	chr5	9101018	9101027	+	0.000	0.000	Merged-chr5-9101041-100
NR1575--MA0508.2.PRDM1	chr7	73531100	73531109	+	0.000	0.000	Merged-chr7-73531012-64
NR813--MA0508.2.PRDM1	chr18	32192333	32192342	-	0.000	0.000	Merged-chr18-32192400-28
NR794--MA0508.2.PRDM1	chr17	86187956	86187965	-	0.000	0.000	Merged-chr17-86187981-35
NR717--MA0508.2.PRDM1	chr16	84621546	84621555	-	0.000	0.000	Merged-chr16-84621546-51
NR303--MA0508.2.PRDM1	chr11	84880156	84880165	+	0.000	0.000	Merged-chr11-84880218-87
NR826--MA0508.2.PRDM1	chr18	60375874	60375883	+	0.000	0.000	Merged-chr18-60375896-42
NR1283--MA0508.2.PRDM1	chr4	133620849	133620858	+	0.000	0.000	Merged-chr4-133620771-57
NR1078--MA0508.2.PRDM1	chr3	21838229	21838238	+	0.000	0.000	Merged-chr3-21838264-19
NR1349--MA0508.2.PRDM1	chr5	53509711	53509720	-	0.000	0.000	Merged-chr5-53509705-20
NR773--MA0508.2.PRDM1	chr17	46144295	46144304	+	0.000	0.000	Merged-chr17-46144105-48
NR1729--MA0508.2.PRDM1	chr9	20651889	20651898	+	0.000	0.000	Merged-chr9-20651986-63
NR901--MA0508.2.PRDM1	chr19	32172665	32172674	+	0.000	0.000	Merged-chr19-32172725-56
NR1057--MA0508.2.PRDM1	chr2	166719507	166719516	-	0.000	0.000	Merged-chr2-166719426-29
NR133--MA0508.2.PRDM1	chr10	12985182	12985191	+	0.000	0.000	Merged-chr10-12985296-24
NR404--MA0508.2.PRDM1	chr12	101958130	101958139	+	0.000	0.000	Merged-chr12-101958185-60
NR1023--MA0508.2.PRDM1	chr2	127313001	127313010	+	0.000	0.000	Merged-chr2-127312939-16
NR55--MA0508.2.PRDM1	chr1	128103200	128103209	-	0.000	0.000	Merged-chr1-128103135-101
NR513--MA0508.2.PRDM1	chr13	109686229	109686238	+	0.000	0.000	Merged-chr13-109686286-1
NR765--MA0508.2.PRDM1	chr17	36229241	36229250	-	0.000	0.000	Merged-chr17-36229276-20
NR1307--MA0508.2.PRDM1	chr4	149542206	149542215	+	0.000	0.000	Merged-chr4-149542129-26
NR460--MA0508.2.PRDM1	chr13	30792391	30792400	-	0.000	0.000	Merged-chr13-30792464-54
NR526--MA0508.2.PRDM1	chr14	7819461	7819470	-	0.000	0.000	Merged-chr14-7819575-11
NR983--MA0508.2.PRDM1	chr2	69862637	69862646	-	0.000	0.000	Merged-chr2-69862499-13
NR34--MA0508.2.PRDM1	chr1	92473989	92473998	-	0.000	0.000	Merged-chr1-92473909-79
NR221--MA0508.2.PRDM1	chr10	117571672	117571681	+	0.000	0.000	Merged-chr10-117571495-58
NR1158--MA0508.2.PRDM1	chr3	133754889	133754898	-	0.000	0.000	Merged-chr3-133755071-7
NR1429--MA0508.2.PRDM1	chr6	29278874	29278883	+	0.000	0.000	Merged-chr6-29279043-26
NR330--MA0508.2.PRDM1	chr11	109744019	109744028	+	0.000	0.000	Merged-chr11-109744155-21
NR601--MA0508.2.PRDM1	chr14	103619463	103619472	+	0.000	0.000	Merged-chr14-103619496-1
NR409--MA0508.2.PRDM1	chr12	104062022	104062031	+	0.000	0.000	Merged-chr12-104062030-43
NR247--MA0508.2.PRDM1	chr11	6628130	6628139	+	0.000	0.000	Merged-chr11-6628019-13
NR290--MA0508.2.PRDM1	chr11	72954003	72954012	-	0.000	0.000	Merged-chr11-72953852-64
NR561--MA0508.2.PRDM1	chr14	49221841	49221850	+	0.000	0.000	Merged-chr14-49222035-53
NR322--MA0508.2.PRDM1	chr11	105385429	105385438	+	0.000	0.000	Merged-chr11-105385479-14
NR988--MA0508.2.PRDM1	chr2	75990982	75990991	+	0.000	0.000	Merged-chr2-75991050-38
NR39--MA0508.2.PRDM1	chr1	95605707	95605716	+	0.000	0.000	Merged-chr1-95605725-17
NR369--MA0508.2.PRDM1	chr12	69537945	69537954	-	0.000	0.000	Merged-chr12-69537994-76
NR226--MA0508.2.PRDM1	chr10	121427387	121427396	-	0.000	0.000	Merged-chr10-121427344-22
NR587--MA0508.2.PRDM1	chr14	75516412	75516421	-	0.000	0.000	Merged-chr14-75516404-45
NR173--MA0508.2.PRDM1	chr10	67620233	67620242	+	0.000	0.000	Merged-chr10-67620150-41
NR18--MA0508.2.PRDM1	chr1	66941078	66941087	-	0.000	0.000	Merged-chr1-66941170-13
NR314--MA0508.2.PRDM1	chr11	97703273	97703282	+	0.000	0.000	Merged-chr11-97703111-88
NR109--MA0508.2.PRDM1	chr1	180766682	180766691	+	0.000	0.000	Merged-chr1-180766596-26
NR423--MA0508.2.PRDM1	chr12	112823493	112823502	+	0.000	0.000	Merged-chr12-112823453-38
NR327--MA0508.2.PRDM1	chr11	108248567	108248576	+	0.000	0.000	Merged-chr11-108248558-56
NR1661--MA0508.2.PRDM1	chr8	36182375	36182384	-	0.000	0.000	Merged-chr8-36182321-59
NR165--MA0508.2.PRDM1	chr10	61336241	61336250	-	0.000	0.000	Merged-chr10-61336292-21
NR1770--MA0508.2.PRDM1	chr9	74142094	74142103	-	0.000	0.000	Merged-chr9-74142084-19
NR131--MA0508.2.PRDM1	chr10	12851013	12851022	+	0.000	0.000	Merged-chr10-12851139-23
NR383--MA0508.2.PRDM1	chr12	84451301	84451310	-	0.000	0.000	Merged-chr12-84451236-79
NR449--MA0508.2.PRDM1	chr13	14063585	14063594	+	0.000	0.000	Merged-chr13-14063519-130
NR558--MA0508.2.PRDM1	chr14	47476898	47476907	+	0.000	0.000	Merged-chr14-47476839-9
NR319--MA0508.2.PRDM1	chr11	101448428	101448437	-	0.000	0.000	Merged-chr11-101448490-55
