#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1819--MA0089.1.MAFG::NFE2L1	chr11	53350912	53350917	-	0.000	0.000	Merged-chr11-53350915-81
NR3198--MA0495.2.MAFF	chr13	98902674	98902694	-	0.000	0.000	Merged-chr13-98902833-22
NR9865--MA0501.1.MAF::NFE2	chr7	107702610	107702624	+	0.000	0.000	Merged-chr7-107702682-5
NR4679--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR9945--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR6376--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR92--MA0089.1.MAFG::NFE2L1	chr1	40393362	40393367	-	0.000	0.000	Merged-chr1-40393516-44
NR269--MA0089.1.MAFG::NFE2L1	chr1	86580623	86580628	+	0.000	0.000	Merged-chr1-86580596-17
NR6954--MA0089.1.MAFG::NFE2L1	chr3	65416733	65416738	-	0.000	0.000	Merged-chr3-65416822-6
NR1415--MA0089.1.MAFG::NFE2L1	chr10	108073245	108073250	-	0.000	0.000	Merged-chr10-108073189-2
NR8531--MA0495.2.MAFF	chr5	112286790	112286810	+	0.000	0.000	Merged-chr5-112286717-1
NR6123--MA0495.2.MAFF	chr2	101628662	101628682	+	0.000	0.000	Merged-chr2-101628862-31
NR3605--MA0496.2.MAFK	chr14	60746309	60746327	+	0.000	0.000	Merged-chr14-60746187-14
NR5749--MA0089.1.MAFG::NFE2L1	chr2	4559625	4559630	+	0.000	0.000	Merged-chr2-4559721-92
NR150--MA0501.1.MAF::NFE2	chr1	58029748	58029762	+	0.000	0.000	Merged-chr1-58029750-23
NR7619--MA0089.1.MAFG::NFE2L1	chr4	46630482	46630487	+	0.000	0.000	Merged-chr4-46630507-12
NR4861--MA0495.2.MAFF	chr17	34879688	34879708	+	0.000	0.000	Merged-chr17-34879793-28
NR11131--MA0659.1.MAFG	chr9	118716107	118716127	-	0.000	0.000	Merged-chr9-118716150-51
NR8569--MA0591.1.Bach1::Mafk	chr5	115312990	115313004	-	0.000	0.000	Merged-chr5-115313005-7
NR2453--MA0495.2.MAFF	chr12	69458505	69458525	+	0.000	0.000	Merged-chr12-69458442-59
NR6078--MA0591.1.Bach1::Mafk	chr2	83726286	83726300	-	0.000	0.000	Merged-chr2-83726112-7
NR2424--MA0591.1.Bach1::Mafk	chr12	51567146	51567160	+	0.000	0.000	Merged-chr12-51567271-27
NR2428--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR8259--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR11005--MA0089.1.MAFG::NFE2L1	chr9	100689883	100689888	-	0.000	0.000	Merged-chr9-100689976-48
NR2733--MA0089.1.MAFG::NFE2L1	chr12	114469074	114469079	-	0.000	0.000	Merged-chr12-114469182-47
NR1313--MA0089.1.MAFG::NFE2L1	chr10	89764281	89764286	+	0.000	0.000	Merged-chr10-89764216-3
NR1000--MA0496.2.MAFK	chr10	19939403	19939421	+	0.000	0.000	Merged-chr10-19939440-39
NR449--MA0495.2.MAFF	chr1	133146148	133146168	-	0.000	0.000	Merged-chr1-133146237-29
NR5647--MA0089.1.MAFG::NFE2L1	chr19	40819184	40819189	-	0.000	0.000	Merged-chr19-40819012-30
NR8722--MA0089.1.MAFG::NFE2L1	chr5	139303792	139303797	+	0.000	0.000	Merged-chr5-139303910-62
NR4727--MA0495.2.MAFF	chr17	6746195	6746215	-	0.000	0.000	Merged-chr17-6746171-15
NR4340--MA0501.1.MAF::NFE2	chr16	14082394	14082408	-	0.000	0.000	Merged-chr16-14082395-6
NR11261--MA0659.1.MAFG	chrX	101733928	101733948	+	0.000	0.000	Merged-chrX-101734120-41
NR1963--MA0591.1.Bach1::Mafk	chr11	79132271	79132285	+	0.000	0.000	Merged-chr11-79132078-52
NR5395--MA0501.1.MAF::NFE2	chr18	80224388	80224402	+	0.000	0.000	Merged-chr18-80224575-23
NR1900--MA0496.2.MAFK	chr11	69098728	69098746	-	0.000	0.000	Merged-chr11-69098613-81
NR7461--MA0117.2.Mafb	chr3	153835807	153835818	+	0.000	0.000	Merged-chr3-153835875-30
NR7604--MA0089.1.MAFG::NFE2L1	chr4	41314634	41314639	-	0.000	0.000	Merged-chr4-41314751-93
NR4905--MA0089.1.MAFG::NFE2L1	chr17	46835416	46835421	+	0.000	0.000	Merged-chr17-46835491-42
NR5299--MA0501.1.MAF::NFE2	chr18	65272256	65272270	-	0.000	0.000	Merged-chr18-65272227-29
NR6678--MA0496.2.MAFK	chr2	166719538	166719556	-	0.000	0.000	Merged-chr2-166719426-29
NR11243--MA0117.2.Mafb	chrX	95026237	95026248	+	0.000	0.000	Merged-chrX-95026288-90
NR2168--MA0591.1.Bach1::Mafk	chr11	109434796	109434810	-	0.000	0.000	Merged-chr11-109434619-26
