#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1259--MA0463.1.Bcl6	chr7	27609858	27609871	+	0.000	0.000	Merged-chr7-27609882-9
NR1165--MA0463.1.Bcl6	chr6	22325853	22325866	-	0.000	0.000	Merged-chr6-22325827-30
NR806--MA0463.1.Bcl6	chr2	126499986	126499999	+	0.000	0.000	Merged-chr2-126499929-54
NR1263--MA0731.1.BCL6B	chr7	30216916	30216932	+	0.000	0.000	Merged-chr7-30216934-21
NR838--MA0463.1.Bcl6	chr2	153586647	153586660	+	0.000	0.000	Merged-chr2-153586715-28
NR623--MA0463.1.Bcl6	chr17	57060522	57060535	+	0.000	0.000	Merged-chr17-57060464-86
NR1430--MA0463.1.Bcl6	chr9	80067562	80067575	+	0.000	0.000	Merged-chr9-80067411-128
NR22--MA0731.1.BCL6B	chr1	53313745	53313761	+	0.000	0.000	Merged-chr1-53313672-58
NR1003--MA0731.1.BCL6B	chr4	117267545	117267561	+	0.000	0.000	Merged-chr4-117267580-14
NR1314--MA0463.1.Bcl6	chr7	136270265	136270278	-	0.000	0.000	Merged-chr7-136270364-24
NR1255--MA0731.1.BCL6B	chr7	19310286	19310302	-	0.000	0.000	Merged-chr7-19310248-55
NR1112--MA0731.1.BCL6B	chr5	113621130	113621146	+	0.000	0.000	Merged-chr5-113621220-18
NR950--MA0731.1.BCL6B	chr3	149329796	149329812	-	0.000	0.000	Merged-chr3-149329831-17
NR664--MA0463.1.Bcl6	chr18	40308077	40308090	+	0.000	0.000	Merged-chr18-40308184-41
NR711--MA0731.1.BCL6B	chr19	18766775	18766791	+	0.000	0.000	Merged-chr19-18766611-24
NR562--MA0731.1.BCL6B	chr16	64770965	64770981	-	0.000	0.000	Merged-chr16-64770922-80
NR833--MA0731.1.BCL6B	chr2	150437809	150437825	+	0.000	0.000	Merged-chr2-150437755-14
NR678--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR1213--MA0731.1.BCL6B	chr6	120529141	120529157	-	0.000	0.000	Merged-chr6-120529161-48
NR1006--MA0463.1.Bcl6	chr4	119339289	119339302	-	0.000	0.000	Merged-chr4-119339139-34
