#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR994--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR2782--MA0035.3.Gata1	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR3857--MA1104.1.GATA6	chr9	68969101	68969113	-	0.000	0.000	Merged-chr9-68969270-17
NR2705--MA0035.3.Gata1	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR3238--MA1104.1.GATA6	chr6	140598739	140598751	-	0.000	0.000	Merged-chr6-140598794-45
NR2072--MA0766.1.GATA5	chr19	60730390	60730397	-	0.000	0.000	Merged-chr19-60730529-28
NR2020--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR989--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR612--MA0766.1.GATA5	chr11	49204196	49204203	-	0.000	0.000	Merged-chr11-49204089-8
NR136--MA0766.1.GATA5	chr1	128057473	128057480	-	0.000	0.000	Merged-chr1-128057377-21
NR3373--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR3618--MA1104.1.GATA6	chr8	84813345	84813357	+	0.000	0.000	Merged-chr8-84813219-19
NR33--MA1104.1.GATA6	chr1	43538867	43538879	-	0.000	0.000	Merged-chr1-43538951-30
NR1268--MA0036.3.GATA2	chr14	54181415	54181425	+	0.000	0.000	Merged-chr14-54181464-26
NR1253--MA1104.1.GATA6	chr14	51089606	51089618	+	0.000	0.000	Merged-chr14-51089414-103
NR3158--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR3565--MA1104.1.GATA6	chr8	33663411	33663423	-	0.000	0.000	Merged-chr8-33663493-16
NR961--MA1104.1.GATA6	chr12	114587397	114587409	-	0.000	0.000	Merged-chr12-114587375-26
NR594--MA1104.1.GATA6	chr11	31948718	31948730	+	0.000	0.000	Merged-chr11-31948537-8
NR3046--MA0766.1.GATA5	chr6	29279099	29279106	+	0.000	0.000	Merged-chr6-29279043-26
NR2883--MA0035.3.Gata1	chr5	65535550	65535560	+	0.000	0.000	Merged-chr5-65535639-23
NR3911--MA0037.3.GATA3	chr9	103426520	103426527	+	0.000	0.000	Merged-chr9-103426550-25
NR2173--MA0766.1.GATA5	chr2	62619026	62619033	-	0.000	0.000	Merged-chr2-62619105-22
NR2992--MA0035.3.Gata1	chr5	137648309	137648319	-	0.000	0.000	Merged-chr5-137648445-18
NR1218--MA0035.3.Gata1	chr14	34549215	34549225	-	0.000	0.000	Merged-chr14-34549308-78
NR304--MA0482.1.Gata4	chr10	37232273	37232283	+	0.000	0.000	Merged-chr10-37232300-62
NR3448--MA1104.1.GATA6	chr7	107708736	107708748	-	0.000	0.000	Merged-chr7-107708862-18
NR270--MA0036.3.GATA2	chr1	191803662	191803672	+	0.000	0.000	Merged-chr1-191803516-12
NR2447--MA0036.3.GATA2	chr3	52840428	52840438	+	0.000	0.000	Merged-chr3-52840378-53
NR588--MA0036.3.GATA2	chr11	23754516	23754526	-	0.000	0.000	Merged-chr11-23754497-34
NR1880--MA0035.3.Gata1	chr18	32398232	32398242	-	0.000	0.000	Merged-chr18-32398270-147
NR2110--MA0482.1.Gata4	chr2	18046714	18046724	+	0.000	0.000	Merged-chr2-18046867-13
NR2928--MA0035.3.Gata1	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR512--MA0035.3.Gata1	chr10	121268937	121268947	+	0.000	0.000	Merged-chr10-121268962-23
NR307--MA0035.3.Gata1	chr10	37232272	37232282	+	0.000	0.000	Merged-chr10-37232300-62
NR953--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR2569--MA0036.3.GATA2	chr3	126691144	126691154	-	0.000	0.000	Merged-chr3-126690917-48
NR3086--MA0482.1.Gata4	chr6	70791064	70791074	-	0.000	0.000	Merged-chr6-70791096-6
NR281--MA1104.1.GATA6	chr10	7792758	7792770	+	0.000	0.000	Merged-chr10-7792908-67
NR3009--MA0482.1.Gata4	chr5	149246270	149246280	-	0.000	0.000	Merged-chr5-149246178-51
NR2274--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR2402--MA0766.1.GATA5	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR3848--MA0140.2.GATA1::TAL1	chr9	64789550	64789567	-	0.000	0.000	Merged-chr9-64789537-48
NR328--MA0036.3.GATA2	chr10	45132512	45132522	-	0.000	0.000	Merged-chr10-45132499-25
NR134--MA0482.1.Gata4	chr1	128057473	128057483	+	0.000	0.000	Merged-chr1-128057377-21
NR405--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR60--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR514--MA0482.1.Gata4	chr10	122976185	122976195	-	0.000	0.000	Merged-chr10-122976254-31
NR1739--MA1104.1.GATA6	chr17	18718466	18718478	+	0.000	0.000	Merged-chr17-18718477-13
NR137--MA0035.3.Gata1	chr1	128057472	128057482	+	0.000	0.000	Merged-chr1-128057377-21
NR408--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR3353--MA0037.3.GATA3	chr7	47008427	47008434	+	0.000	0.000	Merged-chr7-47008275-77
