#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR31529--MA0599.1.KLF5	chr2	146062539	146062548	+	0.000	0.000	Merged-chr2-146062523-26
NR14186--MA1107.1.KLF9	chr13	55513542	55513554	+	0.000	0.000	Merged-chr13-55513377-73
NR55155--MA0039.3.KLF4	chr9	53344748	53344758	+	0.000	0.000	Merged-chr9-53344730-22
NR10134--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR31086--MA0741.1.KLF16	chr2	129297422	129297432	-	0.000	0.000	Merged-chr2-129297355-75
NR12473--MA0599.1.KLF5	chr12	100890819	100890828	-	0.000	0.000	Merged-chr12-100890798-28
NR14729--MA0599.1.KLF5	chr13	89540584	89540593	+	0.000	0.000	Merged-chr13-89540544-3
NR18756--MA0741.1.KLF16	chr15	73716728	73716738	+	0.000	0.000	Merged-chr15-73716639-32
NR26141--MA0741.1.KLF16	chr18	76161053	76161063	-	0.000	0.000	Merged-chr18-76161185-59
NR24772--MA0493.1.Klf1	chr17	88511411	88511421	-	0.000	0.000	Merged-chr17-88511397-31
NR38365--MA0493.1.Klf1	chr4	131696256	131696266	+	0.000	0.000	Merged-chr4-131696229-22
NR9408--MA0741.1.KLF16	chr11	93995358	93995368	+	0.000	0.000	Merged-chr11-93995310-5
NR52277--MA0741.1.KLF16	chr8	57653081	57653091	+	0.000	0.000	Merged-chr8-57652766-224
NR37410--MA0599.1.KLF5	chr4	101062077	101062086	-	0.000	0.000	Merged-chr4-101062010-28
NR41204--MA0039.3.KLF4	chr5	88676304	88676314	-	0.000	0.000	Merged-chr5-88676360-5
NR26190--MA1107.1.KLF9	chr18	77870170	77870182	-	0.000	0.000	Merged-chr18-77870219-23
NR15389--MA0599.1.KLF5	chr13	112800730	112800739	-	0.000	0.000	Merged-chr13-112800923-90
NR2097--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR24732--MA0741.1.KLF16	chr17	87602381	87602391	+	0.000	0.000	Merged-chr17-87602344-31
NR9528--MA0657.1.KLF13	chr11	96667186	96667203	+	0.000	0.000	Merged-chr11-96667069-36
NR28231--MA1107.1.KLF9	chr2	5003159	5003171	+	0.000	0.000	Merged-chr2-5003396-19
NR51598--MA0493.1.Klf1	chr8	14888961	14888971	-	0.000	0.000	Merged-chr8-14888762-80
NR37591--MA0742.1.Klf12	chr4	107223849	107223863	+	0.000	0.000	Merged-chr4-107223959-21
NR32307--MA0740.1.KLF14	chr2	166996325	166996338	+	0.000	0.000	Merged-chr2-166996120-88
NR50463--MA0742.1.Klf12	chr7	126272963	126272977	+	0.000	0.000	Merged-chr7-126272963-1
NR53227--MA0740.1.KLF14	chr8	95677973	95677986	+	0.000	0.000	Merged-chr8-95678137-34
NR25238--MA0741.1.KLF16	chr18	36122293	36122303	-	0.000	0.000	Merged-chr18-36122395-19
NR927--MA0741.1.KLF16	chr1	72225999	72226009	-	0.000	0.000	Merged-chr1-72226196-93
NR37283--MA0039.3.KLF4	chr4	89486123	89486133	-	0.000	0.000	Merged-chr4-89486149-23
NR48109--MA0741.1.KLF16	chr7	27258728	27258738	-	0.000	0.000	Merged-chr7-27258672-61
NR39469--MA0599.1.KLF5	chr4	149889186	149889195	-	0.000	0.000	Merged-chr4-149889246-22
NR33360--MA0742.1.Klf12	chr3	52732179	52732193	+	0.000	0.000	Merged-chr3-52732187-17
NR45108--MA0493.1.Klf1	chr6	72355424	72355434	-	0.000	0.000	Merged-chr6-72355382-57
NR56393--MA1107.1.KLF9	chr9	100460395	100460407	-	0.000	0.000	Merged-chr9-100460410-54
NR54895--MA0599.1.KLF5	chr9	44234213	44234222	-	0.000	0.000	Merged-chr9-44233913-107
NR31214--MA0741.1.KLF16	chr2	132512644	132512654	-	0.000	0.000	Merged-chr2-132512511-69
NR31063--MA0657.1.KLF13	chr2	128470702	128470719	-	0.000	0.000	Merged-chr2-128470524-44
NR28371--MA0599.1.KLF5	chr2	12924028	12924037	-	0.000	0.000	Merged-chr2-12924162-70
NR26052--MA0493.1.Klf1	chr18	74442353	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR54551--MA0742.1.Klf12	chr9	21196259	21196273	-	0.000	0.000	Merged-chr9-21196368-25
NR31220--MA0599.1.KLF5	chr2	132514135	132514144	+	0.000	0.000	Merged-chr2-132514193-4
NR4718--MA0741.1.KLF16	chr10	57795593	57795603	+	0.000	0.000	Merged-chr10-57795499-52
NR48077--MA1107.1.KLF9	chr7	25780089	25780101	+	0.000	0.000	Merged-chr7-25780138-19
NR25857--MA1107.1.KLF9	chr18	67768644	67768656	-	0.000	0.000	Merged-chr18-67768535-29
NR42495--MA0740.1.KLF14	chr5	122949455	122949468	+	0.000	0.000	Merged-chr5-122949287-47
NR52102--MA0740.1.KLF14	chr8	46470943	46470956	-	0.000	0.000	Merged-chr8-46471112-117
NR22932--MA1107.1.KLF9	chr17	29193473	29193485	+	0.000	0.000	Merged-chr17-29193494-23
NR7109--MA0741.1.KLF16	chr10	127621162	127621172	-	0.000	0.000	Merged-chr10-127621046-1
NR44615--MA0742.1.Klf12	chr6	48395580	48395594	+	0.000	0.000	Merged-chr6-48395696-62
NR54322--MA0599.1.KLF5	chr8	127588643	127588652	+	0.000	0.000	Merged-chr8-127588569-23
NR55511--MA0741.1.KLF16	chr9	65435757	65435767	+	0.000	0.000	Merged-chr9-65435912-41
NR1286--MA0599.1.KLF5	chr1	87185105	87185114	-	0.000	0.000	Merged-chr1-87185093-29
NR26178--MA0599.1.KLF5	chr18	77767808	77767817	+	0.000	0.000	Merged-chr18-77767671-52
NR23592--MA1107.1.KLF9	chr17	47171153	47171165	-	0.000	0.000	Merged-chr17-47171280-54
NR52209--MA0493.1.Klf1	chr8	54509317	54509327	-	0.000	0.000	Merged-chr8-54509417-49
NR28219--MA0599.1.KLF5	chr2	4559559	4559568	+	0.000	0.000	Merged-chr2-4559721-92
NR242--MA0741.1.KLF16	chr1	35813740	35813750	+	0.000	0.000	Merged-chr1-35813885-25
NR30443--MA0493.1.Klf1	chr2	103658762	103658772	-	0.000	0.000	Merged-chr2-103658723-12
NR23449--MA1107.1.KLF9	chr17	45119802	45119814	+	0.000	0.000	Merged-chr17-45119999-67
NR43624--MA0741.1.KLF16	chr5	144358218	144358228	-	0.000	0.000	Merged-chr5-144358177-56
NR40710--MA1107.1.KLF9	chr5	64651650	64651662	-	0.000	0.000	Merged-chr5-64651532-36
NR10275--MA0741.1.KLF16	chr11	109611685	109611695	+	0.000	0.000	Merged-chr11-109611660-96
NR22694--MA0742.1.Klf12	chr17	26244254	26244268	+	0.000	0.000	Merged-chr17-26244082-112,Merged-chr17-26244454-1
NR38119--MA0493.1.Klf1	chr4	125123054	125123064	+	0.000	0.000	Merged-chr4-125123148-48
NR9762--MA1107.1.KLF9	chr11	98942402	98942414	-	0.000	0.000	Merged-chr11-98942196-71
NR8806--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR48805--MA0740.1.KLF14	chr7	45338412	45338425	-	0.000	0.000	Merged-chr7-45338434-19
NR35563--MA0742.1.Klf12	chr3	148419630	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR15332--MA0741.1.KLF16	chr13	111634786	111634796	+	0.000	0.000	Merged-chr13-111634662-22
NR18672--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR54509--MA1107.1.KLF9	chr9	20765568	20765580	-	0.000	0.000	Merged-chr9-20765445-35
NR13563--MA0599.1.KLF5	chr13	24416091	24416100	+	0.000	0.000	Merged-chr13-24416141-118
NR43885--MA0742.1.Klf12	chr5	148775428	148775442	+	0.000	0.000	Merged-chr5-148775467-22
NR44703--MA0493.1.Klf1	chr6	51060106	51060116	+	0.000	0.000	Merged-chr6-51060161-45
NR31737--MA0741.1.KLF16	chr2	152414545	152414555	+	0.000	0.000	Merged-chr2-152414651-66
NR31910--MA0740.1.KLF14	chr2	156065654	156065667	-	0.000	0.000	Merged-chr2-156065530-64
NR15008--MA0657.1.KLF13	chr13	100015683	100015700	+	0.000	0.000	Merged-chr13-100015738-57
NR19269--MA0493.1.Klf1	chr15	80930501	80930511	+	0.000	0.000	Merged-chr15-80930587-88
NR55506--MA0599.1.KLF5	chr9	65294245	65294254	-	0.000	0.000	Merged-chr9-65294356-65
NR291--MA0599.1.KLF5	chr1	36760516	36760525	+	0.000	0.000	Merged-chr1-36760615-22
NR47333--MA0599.1.KLF5	chr6	146642477	146642486	+	0.000	0.000	Merged-chr6-146642604-68
NR57567--MA0740.1.KLF14	chrX	8132567	8132580	+	0.000	0.000	Merged-chrX-8132452-84
NR28778--MA0493.1.Klf1	chr2	28517505	28517515	-	0.000	0.000	Merged-chr2-28517592-38
NR52928--MA0741.1.KLF16	chr8	84067371	84067381	-	0.000	0.000	Merged-chr8-84067412-4
NR23659--MA0039.3.KLF4	chr17	47683038	47683048	-	0.000	0.000	Merged-chr17-47682839-51
NR2030--MA1107.1.KLF9	chr1	134747696	134747708	+	0.000	0.000	Merged-chr1-134747834-30
NR52523--MA0742.1.Klf12	chr8	70619130	70619144	+	0.000	0.000	Merged-chr8-70619084-21
NR20664--MA0599.1.KLF5	chr16	23225087	23225096	-	0.000	0.000	Merged-chr16-23225194-112
NR43846--MA0493.1.Klf1	chr5	148379709	148379719	-	0.000	0.000	Merged-chr5-148379823-53
NR23374--MA0599.1.KLF5	chr17	44079046	44079055	-	0.000	0.000	Merged-chr17-44078849-42
NR12478--MA0741.1.KLF16	chr12	100901171	100901181	+	0.000	0.000	Merged-chr12-100901378-37
NR26084--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR34042--MA0599.1.KLF5	chr3	95223145	95223154	+	0.000	0.000	Merged-chr3-95223190-16
NR50638--MA0742.1.Klf12	chr7	127842619	127842633	-	0.000	0.000	Merged-chr7-127842472-24
NR57698--MA1107.1.KLF9	chrX	17572297	17572309	+	0.000	0.000	Merged-chrX-17572112-81
NR46267--MA0741.1.KLF16	chr6	119848405	119848415	+	0.000	0.000	Merged-chr6-119848153-79
NR45807--MA0599.1.KLF5	chr6	100824841	100824850	-	0.000	0.000	Merged-chr6-100824678-47
NR46261--MA0599.1.KLF5	chr6	119848405	119848414	+	0.000	0.000	Merged-chr6-119848153-79
NR4490--MA0741.1.KLF16	chr10	40171488	40171498	-	0.000	0.000	Merged-chr10-40171372-15
NR4761--MA0741.1.KLF16	chr10	59702495	59702505	+	0.000	0.000	Merged-chr10-59702548-66
NR10393--MA0742.1.Klf12	chr11	113565796	113565810	+	0.000	0.000	Merged-chr11-113565665-54
NR23159--MA0740.1.KLF14	chr17	34972196	34972209	+	0.000	0.000	Merged-chr17-34972191-70
NR39166--MA0741.1.KLF16	chr4	141735091	141735101	-	0.000	0.000	Merged-chr4-141735028-51
NR47534--MA0493.1.Klf1	chr7	6286398	6286408	-	0.000	0.000	Merged-chr7-6286404-52
