#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR6870--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR10085--MA0002.2.RUNX1	chr8	84893836	84893846	+	0.000	0.000	Merged-chr8-84893870-45
NR5844--MA0684.1.RUNX3	chr2	46372995	46373004	+	0.000	0.000	Merged-chr2-46373080-32
NR3416--MA0002.2.RUNX1	chr14	63905926	63905936	+	0.000	0.000	Merged-chr14-63906056-16
NR7504--MA0002.2.RUNX1	chr4	120037111	120037121	+	0.000	0.000	Merged-chr4-120037230-21
NR5348--MA0002.2.RUNX1	chr18	81211045	81211055	+	0.000	0.000	Merged-chr18-81210997-16
NR9979--MA0684.1.RUNX3	chr8	57579907	57579916	+	0.000	0.000	Merged-chr8-57580004-34
NR10594--MA0684.1.RUNX3	chr9	75805158	75805167	+	0.000	0.000	Merged-chr9-75805166-16
NR1246--MA0684.1.RUNX3	chr10	80848619	80848628	-	0.000	0.000	Merged-chr10-80848752-35
NR5761--MA0511.2.RUNX2	chr2	26964483	26964491	-	0.000	0.000	Merged-chr2-26964427-62
NR10944--MA0511.2.RUNX2	chrX	47998588	47998596	-	0.000	0.000	Merged-chrX-47998612-33
NR2400--MA0002.2.RUNX1	chr12	100988529	100988539	-	0.000	0.000	Merged-chr12-100988724-71
NR5457--MA0002.2.RUNX1	chr19	17163619	17163629	-	0.000	0.000	Merged-chr19-17163651-34
NR270--MA0002.2.RUNX1	chr1	82900760	82900770	+	0.000	0.000	Merged-chr1-82900738-32
NR5413--MA0511.2.RUNX2	chr19	8019914	8019922	-	0.000	0.000	Merged-chr19-8019847-106
NR10369--MA0002.2.RUNX1	chr9	15029223	15029233	+	0.000	0.000	Merged-chr9-15029277-27
NR2652--MA0002.2.RUNX1	chr13	21160944	21160954	-	0.000	0.000	Merged-chr13-21161115-55
NR3429--MA0002.2.RUNX1	chr14	65071105	65071115	-	0.000	0.000	Merged-chr14-65071184-53
NR9482--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR650--MA0002.2.RUNX1	chr1	156615519	156615529	+	0.000	0.000	Merged-chr1-156615670-66
NR7202--MA0511.2.RUNX2	chr4	40721076	40721084	+	0.000	0.000	Merged-chr4-40721165-38
NR9055--MA0684.1.RUNX3	chr6	136944726	136944735	+	0.000	0.000	Merged-chr6-136944749-25
NR5317--MA0511.2.RUNX2	chr18	77767860	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR5695--MA0684.1.RUNX3	chr2	13410351	13410360	+	0.000	0.000	Merged-chr2-13410185-66
NR96--MA0002.2.RUNX1	chr1	39896692	39896702	+	0.000	0.000	Merged-chr1-39896761-43
NR4841--MA0684.1.RUNX3	chr17	57131990	57131999	+	0.000	0.000	Merged-chr17-57131873-41
NR10891--MA0511.2.RUNX2	chr9	121985248	121985256	+	0.000	0.000	Merged-chr9-121985208-26
NR9035--MA0002.2.RUNX1	chr6	131421771	131421781	+	0.000	0.000	Merged-chr6-131421811-26
NR7355--MA0002.2.RUNX1	chr4	89487212	89487222	-	0.000	0.000	Merged-chr4-89487235-21
NR5675--MA0002.2.RUNX1	chr2	10101324	10101334	+	0.000	0.000	Merged-chr2-10101354-20
NR702--MA0684.1.RUNX3	chr1	164503359	164503368	-	0.000	0.000	Merged-chr1-164503488-46
NR10735--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR3124--MA0002.2.RUNX1	chr13	113816054	113816064	-	0.000	0.000	Merged-chr13-113816059-33
NR10587--MA0002.2.RUNX1	chr9	75115525	75115535	-	0.000	0.000	Merged-chr9-75115492-20
NR7212--MA0002.2.RUNX1	chr4	43000568	43000578	+	0.000	0.000	Merged-chr4-43000576-6
NR7878--MA0002.2.RUNX1	chr5	33438283	33438293	-	0.000	0.000	Merged-chr5-33438418-12
NR5204--MA0684.1.RUNX3	chr18	60481245	60481254	-	0.000	0.000	Merged-chr18-60481199-20
NR6630--MA0684.1.RUNX3	chr3	55113209	55113218	-	0.000	0.000	Merged-chr3-55113267-4
NR2079--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR2522--MA0002.2.RUNX1	chr12	115371965	115371975	+	0.000	0.000	Merged-chr12-115372046-26
NR3233--MA0002.2.RUNX1	chr14	25628764	25628774	+	0.000	0.000	Merged-chr14-25628678-27
NR3899--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR10696--MA0002.2.RUNX1	chr9	88366544	88366554	-	0.000	0.000	Merged-chr9-88366454-19
NR10967--MA0002.2.RUNX1	chrX	59508504	59508514	+	0.000	0.000	Merged-chrX-59508552-38
NR3--MA0002.2.RUNX1	chr1	6454075	6454085	+	0.000	0.000	Merged-chr1-6454252-50
NR7987--MA0002.2.RUNX1	chr5	65901096	65901106	-	0.000	0.000	Merged-chr5-65901111-39
NR3633--MA0684.1.RUNX3	chr14	116210411	116210420	+	0.000	0.000	Merged-chr14-116210530-30
NR6862--MA0002.2.RUNX1	chr3	109740742	109740752	-	0.000	0.000	Merged-chr3-109740806-11
NR5787--MA0511.2.RUNX2	chr2	30693523	30693531	-	0.000	0.000	Merged-chr2-30693390-54
NR3441--MA0511.2.RUNX2	chr14	66279749	66279757	+	0.000	0.000	Merged-chr14-66279529-49
NR7097--MA0002.2.RUNX1	chr3	152950475	152950485	-	0.000	0.000	Merged-chr3-152950391-40
NR7639--MA0002.2.RUNX1	chr4	140857336	140857346	+	0.000	0.000	Merged-chr4-140857232-22
NR11015--MA0511.2.RUNX2	chrX	101767452	101767460	-	0.000	0.000	Merged-chrX-101767433-48
NR8794--MA0002.2.RUNX1	chr6	98992970	98992980	-	0.000	0.000	Merged-chr6-98993074-69
NR1457--MA0002.2.RUNX1	chr10	120702075	120702085	-	0.000	0.000	Merged-chr10-120702025-41
NR10205--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
