#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1809--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR4388--MA0117.2.Mafb	chr16	75855587	75855598	-	0.000	0.000	Merged-chr16-75855662-51
NR1892--MA0501.1.MAF::NFE2	chr11	86369760	86369774	-	0.000	0.000	Merged-chr11-86369884-20
NR3198--MA0495.2.MAFF	chr14	8099810	8099830	-	0.000	0.000	Merged-chr14-8099733-53
NR6376--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR92--MA0089.1.MAFG::NFE2L1	chr1	38557862	38557867	+	0.000	0.000	Merged-chr1-38557840-50
NR7763--MA0501.1.MAF::NFE2	chr4	89487123	89487137	+	0.000	0.000	Merged-chr4-89487235-21
NR1906--MA0089.1.MAFG::NFE2L1	chr11	89003711	89003716	+	0.000	0.000	Merged-chr11-89003713-16
NR2421--MA0496.2.MAFK	chr12	91604328	91604346	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR5043--MA0089.1.MAFG::NFE2L1	chr18	23913006	23913011	+	0.000	0.000	Merged-chr18-23913027-4
NR6123--MA0495.2.MAFF	chr2	104561558	104561578	-	0.000	0.000	Merged-chr2-104561694-40
NR2334--MA0659.1.MAFG	chr12	77666582	77666602	-	0.000	0.000	Merged-chr12-77666709-12
NR8994--MA0659.1.MAFG	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR361--MA0659.1.MAFG	chr1	85652329	85652349	+	0.000	0.000	Merged-chr1-85652245-53
NR4329--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR4705--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR10596--MA0117.2.Mafb	chr8	127446917	127446928	+	0.000	0.000	Merged-chr8-127446843-1
NR1262--MA0659.1.MAFG	chr10	79937280	79937300	+	0.000	0.000	Merged-chr10-79937148-47
NR10456--MA0501.1.MAF::NFE2	chr8	105827422	105827436	-	0.000	0.000	Merged-chr8-105827361-75
NR2748--MA0496.2.MAFK	chr13	45623885	45623903	-	0.000	0.000	Merged-chr13-45624002-39
NR2055--MA0089.1.MAFG::NFE2L1	chr11	113617867	113617872	+	0.000	0.000	Merged-chr11-113617843-27
NR241--MA0089.1.MAFG::NFE2L1	chr1	67864412	67864417	+	0.000	0.000	Merged-chr1-67864335-2
NR271--MA0591.1.Bach1::Mafk	chr1	72870502	72870516	-	0.000	0.000	Merged-chr1-72870469-25
NR5130--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR8620--MA0496.2.MAFK	chr5	118709907	118709925	-	0.000	0.000	Merged-chr5-118710096-15
NR8247--MA0591.1.Bach1::Mafk	chr5	33521073	33521087	-	0.000	0.000	Merged-chr5-33521045-58
NR1522--MA0501.1.MAF::NFE2	chr10	123190269	123190283	+	0.000	0.000	Merged-chr10-123190347-22
NR10375--MA0495.2.MAFF	chr8	90961818	90961838	-	0.000	0.000	Merged-chr8-90961787-20
NR947--MA0089.1.MAFG::NFE2L1	chr10	4671392	4671397	-	0.000	0.000	Merged-chr10-4671393-20
NR5345--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR1309--MA0496.2.MAFK	chr10	86786283	86786301	+	0.000	0.000	Merged-chr10-86786135-22
NR2746--MA0591.1.Bach1::Mafk	chr13	45623887	45623901	-	0.000	0.000	Merged-chr13-45624002-39
NR7898--MA0495.2.MAFF	chr4	122829478	122829498	+	0.000	0.000	Merged-chr4-122829434-12
NR3623--MA0496.2.MAFK	chr14	99142308	99142326	+	0.000	0.000	Merged-chr14-99142358-34
NR10266--MA0089.1.MAFG::NFE2L1	chr8	68277247	68277252	-	0.000	0.000	Merged-chr8-68277344-43
NR18--MA0501.1.MAF::NFE2	chr1	13155550	13155564	+	0.000	0.000	Merged-chr1-13155528-52
NR894--MA0501.1.MAF::NFE2	chr1	189973258	189973272	-	0.000	0.000	Merged-chr1-189973185-50
NR7110--MA0495.2.MAFF	chr3	108124463	108124483	-	0.000	0.000	Merged-chr3-108124378-33
NR2510--MA0501.1.MAF::NFE2	chr12	107975928	107975942	+	0.000	0.000	Merged-chr12-107975799-8
NR1000--MA0496.2.MAFK	chr10	17880385	17880403	-	0.000	0.000	Merged-chr10-17880349-11
NR7658--MA0117.2.Mafb	chr4	59278554	59278565	+	0.000	0.000	Merged-chr4-59278599-46
NR10247--MA0117.2.Mafb	chr8	61480133	61480144	-	0.000	0.000	Merged-chr8-61480025-26
NR133--MA0659.1.MAFG	chr1	52012515	52012535	-	0.000	0.000	Merged-chr1-52012625-13
NR5156--MA0089.1.MAFG::NFE2L1	chr18	53647840	53647845	-	0.000	0.000	Merged-chr18-53647754-9
NR7231--MA0495.2.MAFF	chr3	129621502	129621522	+	0.000	0.000	Merged-chr3-129621588-32
NR9081--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR4727--MA0495.2.MAFF	chr17	35301916	35301936	-	0.000	0.000	Merged-chr17-35301957-54
NR4531--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR1034--MA0659.1.MAFG	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR4853--MA0591.1.Bach1::Mafk	chr17	70797433	70797447	-	0.000	0.000	Merged-chr17-70797319-37
NR10568--MA0089.1.MAFG::NFE2L1	chr8	126536297	126536302	-	0.000	0.000	Merged-chr8-126536353-14
NR5734--MA0089.1.MAFG::NFE2L1	chr2	17855771	17855776	-	0.000	0.000	Merged-chr2-17855738-13
NR2466--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR6314--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	-	0.000	0.000	Merged-chr2-132874056-29
NR9267--MA0496.2.MAFK	chr6	120955348	120955366	+	0.000	0.000	Merged-chr6-120955395-24
NR7343--MA0495.2.MAFF	chr3	145118654	145118674	-	0.000	0.000	Merged-chr3-145118726-71
NR4309--MA0501.1.MAF::NFE2	chr16	44140578	44140592	+	0.000	0.000	Merged-chr16-44140552-3
NR6398--MA0501.1.MAF::NFE2	chr2	148594863	148594877	-	0.000	0.000	Merged-chr2-148594843-2
NR2303--MA0501.1.MAF::NFE2	chr12	70713620	70713634	-	0.000	0.000	Merged-chr12-70713725-41
NR9699--MA0591.1.Bach1::Mafk	chr7	75283132	75283146	-	0.000	0.000	Merged-chr7-75283067-12
NR9502--MA0117.2.Mafb	chr7	12803791	12803802	+	0.000	0.000	Merged-chr7-12803632-59
NR9577--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR8157--MA0089.1.MAFG::NFE2L1	chr5	9107393	9107398	+	0.000	0.000	Merged-chr5-9107352-33
NR5268--MA0117.2.Mafb	chr18	68234736	68234747	+	0.000	0.000	Merged-chr18-68234781-25
NR659--MA0496.2.MAFK	chr1	151682937	151682955	+	0.000	0.000	Merged-chr1-151683056-48
NR7233--MA0659.1.MAFG	chr3	129621502	129621522	+	0.000	0.000	Merged-chr3-129621588-32
NR1108--MA0501.1.MAF::NFE2	chr10	43330942	43330956	+	0.000	0.000	Merged-chr10-43330902-16
NR11015--MA0659.1.MAFG	chr9	92602540	92602560	-	0.000	0.000	Merged-chr9-92602445-4
NR9488--MA0501.1.MAF::NFE2	chr7	4445432	4445446	-	0.000	0.000	Merged-chr7-4445528-58
NR3130--MA0501.1.MAF::NFE2	chr13	113418359	113418373	-	0.000	0.000	Merged-chr13-113418245-6
NR5252--MA0591.1.Bach1::Mafk	chr18	66471589	66471603	-	0.000	0.000	Merged-chr18-66471661-3
NR8244--MA0089.1.MAFG::NFE2L1	chr5	33335609	33335614	+	0.000	0.000	Merged-chr5-33335620-54
