#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR28963--MA0741.1.KLF16	chr18	76222444	76222454	+	0.000	0.000	Merged-chr18-76222464-24
NR13517--MA1107.1.KLF9	chr12	85624839	85624851	-	0.000	0.000	Merged-chr12-85624723-56
NR56374--MA0742.1.Klf12	chr8	13494555	13494569	-	0.000	0.000	Merged-chr8-13494435-15
NR62755--MA0741.1.KLF16	chr9	120011338	120011348	-	0.000	0.000	Merged-chr9-120011388-73
NR31628--MA0741.1.KLF16	chr2	19553974	19553984	-	0.000	0.000	Merged-chr2-19554188-54
NR9310--MA0740.1.KLF14	chr11	67025080	67025093	+	0.000	0.000	Merged-chr11-67025090-52
NR59515--MA1107.1.KLF9	chr9	7764018	7764030	+	0.000	0.000	Merged-chr9-7764239-129
NR28446--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR15389--MA0599.1.KLF5	chr13	48878794	48878803	+	0.000	0.000	Merged-chr13-48878705-53
NR7630--MA0740.1.KLF14	chr10	128337726	128337739	-	0.000	0.000	Merged-chr10-128337849-72
NR52017--MA0599.1.KLF5	chr7	16980381	16980390	+	0.000	0.000	Merged-chr7-16980470-23
NR9528--MA0657.1.KLF13	chr11	72689937	72689954	+	0.000	0.000	Merged-chr11-72690099-58
NR50202--MA0741.1.KLF16	chr6	115134863	115134873	-	0.000	0.000	Merged-chr6-115134991-29
NR24414--MA0493.1.Klf1	chr17	3326536	3326546	-	0.000	0.000	Merged-chr17-3326553-34
NR16671--MA0742.1.Klf12	chr13	101540665	101540679	+	0.000	0.000	Merged-chr13-101540748-63
NR11696--MA0493.1.Klf1	chr11	116782802	116782812	-	0.000	0.000	Merged-chr11-116782885-34
NR32846--MA1107.1.KLF9	chr2	70844842	70844854	-	0.000	0.000	Merged-chr2-70845075-67
NR44806--MA0493.1.Klf1	chr5	67607714	67607724	-	0.000	0.000	Merged-chr5-67607762-80
NR590--MA0741.1.KLF16	chr1	44101584	44101594	+	0.000	0.000	Merged-chr1-44101717-6
NR46439--MA1107.1.KLF9	chr5	121848900	121848912	-	0.000	0.000	Merged-chr5-121848925-46
NR2981--MA0742.1.Klf12	chr1	165174113	165174127	-	0.000	0.000	Merged-chr1-165174283-37
NR12098--MA0741.1.KLF16	chr12	3781588	3781598	+	0.000	0.000	Merged-chr12-3781537-41
NR42470--MA0599.1.KLF5	chr4	135433917	135433926	-	0.000	0.000	Merged-chr4-135433954-85
NR17902--MA0741.1.KLF16	chr14	47104866	47104876	+	0.000	0.000	Merged-chr14-47104934-63
NR56636--MA0741.1.KLF16	chr8	26976998	26977008	+	0.000	0.000	Merged-chr8-26976904-74
NR20847--MA0493.1.Klf1	chr15	77851352	77851362	+	0.000	0.000	Merged-chr15-77851362-6
NR28344--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR14993--MA0599.1.KLF5	chr13	30831553	30831562	+	0.000	0.000	Merged-chr13-30831512-31
NR11043--MA0599.1.KLF5	chr11	103332795	103332804	-	0.000	0.000	Merged-chr11-103332732-14
NR41693--MA0493.1.Klf1	chr4	123342952	123342962	+	0.000	0.000	Merged-chr4-123342949-82
NR51907--MA0493.1.Klf1	chr7	16018657	16018667	-	0.000	0.000	Merged-chr7-16018621-23
NR55286--MA0493.1.Klf1	chr7	123369921	123369931	+	0.000	0.000	Merged-chr7-123369750-97
NR18733--MA0657.1.KLF13	chr14	75284260	75284277	-	0.000	0.000	Merged-chr14-75284367-55
NR40268--MA0599.1.KLF5	chr4	45084671	45084680	-	0.000	0.000	Merged-chr4-45084529-66
NR37880--MA0599.1.KLF5	chr3	100969700	100969709	+	0.000	0.000	Merged-chr3-100969599-56
NR4076--MA0493.1.Klf1	chr10	4334500	4334510	-	0.000	0.000	Merged-chr10-4334373-40
NR62873--MA0742.1.Klf12	chr9	121719080	121719094	-	0.000	0.000	Merged-chr9-121719213-142
NR11840--MA0657.1.KLF13	chr11	118739628	118739645	-	0.000	0.000	Merged-chr11-118739491-61
NR39235--MA1107.1.KLF9	chr3	146765065	146765077	+	0.000	0.000	Merged-chr3-146765113-32
NR50249--MA0741.1.KLF16	chr6	115853412	115853422	+	0.000	0.000	Merged-chr6-115853380-61
NR5158--MA0741.1.KLF16	chr10	62726132	62726142	-	0.000	0.000	Merged-chr10-62726030-37
NR60435--MA1107.1.KLF9	chr9	53301412	53301424	-	0.000	0.000	Merged-chr9-53301567-34
NR15080--MA0599.1.KLF5	chr13	36117586	36117595	+	0.000	0.000	Merged-chr13-36117623-83
NR3478--MA0741.1.KLF16	chr1	180256199	180256209	+	0.000	0.000	Merged-chr1-180256121-75
NR12794--MA0740.1.KLF14	chr12	52783213	52783226	-	0.000	0.000	Merged-chr12-52783123-49
NR8211--MA1107.1.KLF9	chr11	29373591	29373603	-	0.000	0.000	Merged-chr11-29373741-75
NR12226--MA0741.1.KLF16	chr12	12289816	12289826	+	0.000	0.000	Merged-chr12-12289844-38
