#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR38965--MA0741.1.KLF16	chr4	139287699	139287709	-	0.000	0.000	Merged-chr4-139287610-26
NR31868--MA1107.1.KLF9	chr2	155538422	155538434	-	0.000	0.000	Merged-chr2-155538559-34
NR17509--MA0039.3.KLF4	chr14	75516400	75516410	+	0.000	0.000	Merged-chr14-75516404-45
NR8539--MA0599.1.KLF5	chr11	68432083	68432092	+	0.000	0.000	Merged-chr11-68432285-104
NR31086--MA0741.1.KLF16	chr2	127335974	127335984	+	0.000	0.000	Merged-chr2-127336140-52
NR40280--MA1107.1.KLF9	chr5	28329652	28329664	-	0.000	0.000	Merged-chr5-28329563-25
NR55085--MA0599.1.KLF5	chr9	53384363	53384372	+	0.000	0.000	Merged-chr9-53384323-51
NR46458--MA0599.1.KLF5	chr6	130078397	130078406	-	0.000	0.000	Merged-chr6-130078295-22
NR36809--MA0740.1.KLF14	chr4	49631953	49631966	+	0.000	0.000	Merged-chr4-49632034-71
NR42990--MA0741.1.KLF16	chr5	135118600	135118610	+	0.000	0.000	Merged-chr5-135118769-7
NR24692--MA0599.1.KLF5	chr17	78916455	78916464	-	0.000	0.000	Merged-chr17-78916603-61
NR2244--MA0741.1.KLF16	chr1	151764471	151764481	-	0.000	0.000	Merged-chr1-151764343-19
NR26733--MA0599.1.KLF5	chr18	84086793	84086802	+	0.000	0.000	Merged-chr18-84086711-77
NR24898--MA0599.1.KLF5	chr17	83732353	83732362	+	0.000	0.000	Merged-chr17-83732480-77
NR52516--MA0740.1.KLF14	chr8	72136879	72136892	-	0.000	0.000	Merged-chr8-72136702-59
NR29782--MA1107.1.KLF9	chr2	60165924	60165936	+	0.000	0.000	Merged-chr2-60166003-27
NR39813--MA0742.1.Klf12	chr4	155601373	155601387	+	0.000	0.000	Merged-chr4-155601568-119
NR49835--MA0599.1.KLF5	chr7	105633582	105633591	-	0.000	0.000	Merged-chr7-105633562-65
NR7323--MA0742.1.Klf12	chr11	4218049	4218063	-	0.000	0.000	Merged-chr11-4218223-50
NR2428--MA0039.3.KLF4	chr1	156674356	156674366	+	0.000	0.000	Merged-chr1-156674255-139
NR30457--MA0599.1.KLF5	chr2	93187529	93187538	-	0.000	0.000	Merged-chr2-93187538-54
NR30085--MA0740.1.KLF14	chr2	73892864	73892877	-	0.000	0.000	Merged-chr2-73892753-86
NR22284--MA0599.1.KLF5	chr16	94328384	94328393	+	0.000	0.000	Merged-chr16-94328439-39
NR25411--MA0740.1.KLF14	chr18	25487039	25487052	-	0.000	0.000	Merged-chr18-25487147-80
NR38551--MA0741.1.KLF16	chr4	134187207	134187217	+	0.000	0.000	Merged-chr4-134187105-62
NR5068--MA0599.1.KLF5	chr10	75129461	75129470	+	0.000	0.000	Merged-chr10-75129487-21
NR48109--MA0741.1.KLF16	chr7	27838540	27838550	+	0.000	0.000	Merged-chr7-27838608-46
NR11113--MA0039.3.KLF4	chr11	118728475	118728485	+	0.000	0.000	Merged-chr11-118728360-4
NR56907--MA0741.1.KLF16	chr9	116369142	116369152	-	0.000	0.000	Merged-chr9-116369265-54
NR6484--MA0493.1.Klf1	chr10	117148606	117148616	-	0.000	0.000	Merged-chr10-117148498-52
NR48096--MA0599.1.KLF5	chr7	27542715	27542724	+	0.000	0.000	Merged-chr7-27542736-25
NR27711--MA0599.1.KLF5	chr19	34287781	34287790	-	0.000	0.000	Merged-chr19-34287520-29
NR56730--MA0599.1.KLF5	chr9	111439062	111439071	-	0.000	0.000	Merged-chr9-111439119-15
NR23255--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR57791--MA0741.1.KLF16	chrX	73716461	73716471	-	0.000	0.000	Merged-chrX-73716479-74
NR45028--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR11249--MA0599.1.KLF5	chr11	120549832	120549841	-	0.000	0.000	Merged-chr11-120549692-49
NR7043--MA0741.1.KLF16	chr10	127151484	127151494	+	0.000	0.000	Merged-chr10-127151405-14
NR25518--MA0599.1.KLF5	chr18	34855322	34855331	-	0.000	0.000	Merged-chr18-34855284-104
NR24113--MA0741.1.KLF16	chr17	50292854	50292864	+	0.000	0.000	Merged-chr17-50292906-47
NR11639--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR54322--MA0599.1.KLF5	chr8	128685712	128685721	-	0.000	0.000	Merged-chr8-128685727-159
NR55197--MA0599.1.KLF5	chr9	57076190	57076199	-	0.000	0.000	Merged-chr9-57076336-141
NR22433--MA0741.1.KLF16	chr16	97535980	97535990	-	0.000	0.000	Merged-chr16-97535705-142
NR45699--MA0741.1.KLF16	chr6	113076695	113076705	+	0.000	0.000	Merged-chr6-113076869-153
NR33368--MA0493.1.Klf1	chr3	35754039	35754049	-	0.000	0.000	Merged-chr3-35754323-108
NR15080--MA0599.1.KLF5	chr13	92611079	92611088	-	0.000	0.000	Merged-chr13-92610910-95
NR242--MA0741.1.KLF16	chr1	34462899	34462909	+	0.000	0.000	Merged-chr1-34462977-38
NR27614--MA0740.1.KLF14	chr19	29362019	29362032	-	0.000	0.000	Merged-chr19-29361880-50
NR5126--MA0740.1.KLF14	chr10	75935804	75935817	+	0.000	0.000	Merged-chr10-75935964-54
NR49821--MA0493.1.Klf1	chr7	105356550	105356560	-	0.000	0.000	Merged-chr7-105356441-22
NR38397--MA0599.1.KLF5	chr4	132533699	132533708	-	0.000	0.000	Merged-chr4-132533524-64
NR12226--MA0741.1.KLF16	chr12	70453045	70453055	-	0.000	0.000	Merged-chr12-70453103-61
NR21193--MA1107.1.KLF9	chr16	32202929	32202941	+	0.000	0.000	Merged-chr16-32202879-27
NR22270--MA0493.1.Klf1	chr16	94246192	94246202	+	0.000	0.000	Merged-chr16-94246329-14
NR53377--MA0742.1.Klf12	chr8	107424800	107424814	-	0.000	0.000	Merged-chr8-107424953-57
NR20721--MA0740.1.KLF14	chr16	10412205	10412218	-	0.000	0.000	Merged-chr16-10412067-63
NR53545--MA0493.1.Klf1	chr8	111769477	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR48805--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR40916--MA1107.1.KLF9	chr5	65901126	65901138	+	0.000	0.000	Merged-chr5-65901111-39
NR23112--MA0740.1.KLF14	chr17	27325348	27325361	+	0.000	0.000	Merged-chr17-27325215-15
NR21521--MA0599.1.KLF5	chr16	52086953	52086962	-	0.000	0.000	Merged-chr16-52086970-39
NR12758--MA0742.1.Klf12	chr12	94083629	94083643	+	0.000	0.000	Merged-chr12-94083592-14
NR371--MA0493.1.Klf1	chr1	37884659	37884669	+	0.000	0.000	Merged-chr1-37884608-6
NR21860--MA1107.1.KLF9	chr16	76422634	76422646	-	0.000	0.000	Merged-chr16-76422823-13
NR41913--MA0599.1.KLF5	chr5	112215379	112215388	+	0.000	0.000	Merged-chr5-112215474-7
NR8636--MA0039.3.KLF4	chr11	69581605	69581615	-	0.000	0.000	Merged-chr11-69581385-45
NR36665--MA0599.1.KLF5	chr4	43972419	43972428	+	0.000	0.000	Merged-chr4-43972345-49
NR57591--MA0493.1.Klf1	chrX	48147978	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR55845--MA1107.1.KLF9	chr9	79895076	79895088	+	0.000	0.000	Merged-chr9-79895109-7
NR8421--MA0039.3.KLF4	chr11	61855231	61855241	-	0.000	0.000	Merged-chr11-61855241-5
NR52354--MA0740.1.KLF14	chr8	70839573	70839586	-	0.000	0.000	Merged-chr8-70839608-68
NR38706--MA0599.1.KLF5	chr4	135946419	135946428	+	0.000	0.000	Merged-chr4-135946528-48
NR6586--MA0039.3.KLF4	chr10	118302306	118302316	+	0.000	0.000	Merged-chr10-118302448-26
NR11911--MA0493.1.Klf1	chr12	40037520	40037530	+	0.000	0.000	Merged-chr12-40037679-115
NR42623--MA0740.1.KLF14	chr5	124096018	124096031	-	0.000	0.000	Merged-chr5-124095874-61
NR16948--MA0740.1.KLF14	chr14	54464158	54464171	+	0.000	0.000	Merged-chr14-54464203-140
