#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3307--MA0002.2.RUNX1	chr17	30522926	30522936	-	0.000	0.000	Merged-chr17-30522901-7
NR5543--MA0511.2.RUNX2	chr5	3497661	3497669	-	0.000	0.000	Merged-chr5-3497810-31
NR7001--MA0684.1.RUNX3	chr8	27206959	27206968	+	0.000	0.000	Merged-chr8-27206826-29
NR3641--MA0684.1.RUNX3	chr18	39758461	39758470	+	0.000	0.000	Merged-chr18-39758407-11
NR4985--MA0002.2.RUNX1	chr3	135325137	135325147	+	0.000	0.000	Merged-chr3-135324961-25
NR2910--MA0002.2.RUNX1	chr16	10665351	10665361	+	0.000	0.000	Merged-chr16-10665545-75
NR723--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR7776--MA0684.1.RUNX3	chr9	121985248	121985257	+	0.000	0.000	Merged-chr9-121985208-26
NR3274--MA0684.1.RUNX3	chr17	23547016	23547025	+	0.000	0.000	Merged-chr17-23546957-76
NR3397--MA0002.2.RUNX1	chr17	52463554	52463564	+	0.000	0.000	Merged-chr17-52463426-13
NR1051--MA0002.2.RUNX1	chr10	128504839	128504849	-	0.000	0.000	Merged-chr10-128504918-39
NR1117--MA0002.2.RUNX1	chr11	19989277	19989287	-	0.000	0.000	Merged-chr11-19989399-61
NR6015--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR1739--MA0511.2.RUNX2	chr12	98453479	98453487	+	0.000	0.000	Merged-chr12-98453618-41
NR1098--MA0002.2.RUNX1	chr11	11657343	11657353	-	0.000	0.000	Merged-chr11-11657249-55
NR2943--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR7342--MA0002.2.RUNX1	chr9	7510086	7510096	+	0.000	0.000	Merged-chr9-7510063-49
NR5457--MA0002.2.RUNX1	chr4	137890844	137890854	-	0.000	0.000	Merged-chr4-137890747-20
NR541--MA0002.2.RUNX1	chr1	179240818	179240828	-	0.000	0.000	Merged-chr1-179240877-38
NR86--MA0511.2.RUNX2	chr1	43207414	43207422	+	0.000	0.000	Merged-chr1-43207362-30
NR5043--MA0002.2.RUNX1	chr3	146045005	146045015	+	0.000	0.000	Merged-chr3-146045142-29
NR3363--MA0002.2.RUNX1	chr17	46378755	46378765	+	0.000	0.000	Merged-chr17-46378659-16
NR7074--MA0511.2.RUNX2	chr8	69749745	69749753	+	0.000	0.000	Merged-chr8-69749904-57
NR1355--MA0684.1.RUNX3	chr11	85324192	85324201	-	0.000	0.000	Merged-chr11-85324179-42
