#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR6376--MA0089.1.MAFG::NFE2L1	chr4	83234360	83234365	-	0.000	0.000	Merged-chr4-83234214-31
NR430--MA0089.1.MAFG::NFE2L1	chr1	138955193	138955198	+	0.000	0.000	Merged-chr1-138955036-38
NR1789--MA0591.1.Bach1::Mafk	chr11	116406578	116406592	-	0.000	0.000	Merged-chr11-116406570-59
NR2459--MA0089.1.MAFG::NFE2L1	chr13	45912087	45912092	+	0.000	0.000	Merged-chr13-45912065-13
NR1226--MA0117.2.Mafb	chr10	99448051	99448062	+	0.000	0.000	Merged-chr10-99448196-17
NR7886--MA0117.2.Mafb	chr6	140817082	140817093	+	0.000	0.000	Merged-chr6-140817043-66
NR3883--MA0501.1.MAF::NFE2	chr16	87642408	87642422	-	0.000	0.000	Merged-chr16-87642367-32
NR869--MA0496.2.MAFK	chr10	21504635	21504653	+	0.000	0.000	Merged-chr10-21504659-28
NR8633--MA0591.1.Bach1::Mafk	chr8	70808317	70808331	-	0.000	0.000	Merged-chr8-70808420-14
NR5749--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR6678--MA0089.1.MAFG::NFE2L1	chr4	144894044	144894049	+	0.000	0.000	Merged-chr4-144893886-50
NR7970--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR5551--MA0591.1.Bach1::Mafk	chr2	167004601	167004615	+	0.000	0.000	Merged-chr2-167004660-28
NR8912--MA0501.1.MAF::NFE2	chr9	20961733	20961747	+	0.000	0.000	Merged-chr9-20961726-34
NR548--MA0591.1.Bach1::Mafk	chr1	165075763	165075777	+	0.000	0.000	Merged-chr1-165075837-38
NR7000--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR5454--MA0501.1.MAF::NFE2	chr2	152914601	152914615	+	0.000	0.000	Merged-chr2-152914724-49
NR2983--MA0591.1.Bach1::Mafk	chr14	56284450	56284464	+	0.000	0.000	Merged-chr14-56284559-51
