#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR441--MA0508.2.PRDM1	chr12	100928450	100928459	-	0.000	0.000	Merged-chr12-100928517-22
NR92--MA0508.2.PRDM1	chr1	151011218	151011227	+	0.000	0.000	Merged-chr1-151011231-27
NR1378--MA0508.2.PRDM1	chr5	65654061	65654070	+	0.000	0.000	Merged-chr5-65654078-14
NR15--MA0508.2.PRDM1	chr1	40393373	40393382	+	0.000	0.000	Merged-chr1-40393516-44
NR1506--MA0508.2.PRDM1	chr6	85137553	85137562	+	0.000	0.000	Merged-chr6-85137603-78
NR930--MA0508.2.PRDM1	chr19	40545151	40545160	+	0.000	0.000	Merged-chr19-40545079-13
NR454--MA0508.2.PRDM1	chr12	115119644	115119653	-	0.000	0.000	Merged-chr12-115119779-55
NR1615--MA0508.2.PRDM1	chr7	48132222	48132231	-	0.000	0.000	Merged-chr7-48132201-46
NR1139--MA0508.2.PRDM1	chr3	84711013	84711022	+	0.000	0.000	Merged-chr3-84710907-12
NR977--MA0508.2.PRDM1	chr2	35233009	35233018	-	0.000	0.000	Merged-chr2-35233017-25
NR420--MA0508.2.PRDM1	chr12	80115884	80115893	-	0.000	0.000	Merged-chr12-80115734-50
NR1628--MA0508.2.PRDM1	chr7	64373931	64373940	+	0.000	0.000	Merged-chr7-64373946-61
NR1009--MA0508.2.PRDM1	chr2	79087414	79087423	-	0.000	0.000	Merged-chr2-79087442-58
NR1737--MA0508.2.PRDM1	chr8	109853549	109853558	-	0.000	0.000	Merged-chr8-109853670-31
NR704--MA0508.2.PRDM1	chr16	27349519	27349528	-	0.000	0.000	Merged-chr16-27349554-54
NR1118--MA0508.2.PRDM1	chr3	32420042	32420051	+	0.000	0.000	Merged-chr3-32420097-47
NR685--MA0508.2.PRDM1	chr15	98969819	98969828	-	0.000	0.000	Merged-chr15-98969873-9
NR1479--MA0508.2.PRDM1	chr6	42324304	42324313	-	0.000	0.000	Merged-chr6-42324232-2
NR922--MA0508.2.PRDM1	chr19	29372000	29372009	-	0.000	0.000	Merged-chr19-29372024-45
NR97--MA0508.2.PRDM1	chr1	155040530	155040539	-	0.000	0.000	Merged-chr1-155040391-76
NR303--MA0508.2.PRDM1	chr11	51636452	51636461	-	0.000	0.000	Merged-chr11-51636554-3
NR969--MA0508.2.PRDM1	chr2	29622699	29622708	+	0.000	0.000	Merged-chr2-29622559-44
NR284--MA0508.2.PRDM1	chr10	130322868	130322877	-	0.000	0.000	Merged-chr10-130322822-49
NR664--MA0508.2.PRDM1	chr15	76251937	76251946	-	0.000	0.000	Merged-chr15-76251941-7
NR839--MA0508.2.PRDM1	chr18	10869543	10869552	-	0.000	0.000	Merged-chr18-10869637-25
NR1729--MA0508.2.PRDM1	chr8	94354661	94354670	+	0.000	0.000	Merged-chr8-94354585-34
NR901--MA0508.2.PRDM1	chr19	5088494	5088503	-	0.000	0.000	Merged-chr19-5088339-71
NR425--MA0508.2.PRDM1	chr12	84175876	84175885	+	0.000	0.000	Merged-chr12-84175952-55
NR1044--MA0508.2.PRDM1	chr2	119477616	119477625	+	0.000	0.000	Merged-chr2-119477609-138
NR1315--MA0508.2.PRDM1	chr4	139330790	139330799	+	0.000	0.000	Merged-chr4-139330878-48
NR76--MA0508.2.PRDM1	chr1	133012394	133012403	+	0.000	0.000	Merged-chr1-133012523-20
NR948--MA0508.2.PRDM1	chr19	58087227	58087236	-	0.000	0.000	Merged-chr19-58087296-13
NR1296--MA0508.2.PRDM1	chr4	128728620	128728629	+	0.000	0.000	Merged-chr4-128728655-13
NR534--MA0508.2.PRDM1	chr13	108044469	108044478	+	0.000	0.000	Merged-chr13-108044472-63
NR805--MA0508.2.PRDM1	chr17	50729678	50729687	+	0.000	0.000	Merged-chr17-50729760-39
NR1153--MA0508.2.PRDM1	chr3	101010781	101010790	+	0.000	0.000	Merged-chr3-101010885-53
NR991--MA0508.2.PRDM1	chr2	52590975	52590984	+	0.000	0.000	Merged-chr2-52591094-36
NR120--MA0508.2.PRDM1	chr1	171033702	171033711	-	0.000	0.000	Merged-chr1-171033722-93
NR786--MA0508.2.PRDM1	chr17	36229241	36229250	-	0.000	0.000	Merged-chr17-36229276-20
NR372--MA0508.2.PRDM1	chr11	115460181	115460190	-	0.000	0.000	Merged-chr11-115460107-26
NR752--MA0508.2.PRDM1	chr16	93687085	93687094	+	0.000	0.000	Merged-chr16-93687116-36
NR133--MA0508.2.PRDM1	chr1	177667227	177667236	-	0.000	0.000	Merged-chr1-177667213-17
NR927--MA0508.2.PRDM1	chr19	34583375	34583384	+	0.000	0.000	Merged-chr19-34583205-74
NR351--MA0508.2.PRDM1	chr11	101552366	101552375	-	0.000	0.000	Merged-chr11-101552447-130
NR622--MA0508.2.PRDM1	chr15	12856971	12856980	-	0.000	0.000	Merged-chr15-12856981-25
NR417--MA0508.2.PRDM1	chr12	77309307	77309316	-	0.000	0.000	Merged-chr12-77309425-13
NR68--MA0508.2.PRDM1	chr1	127653720	127653729	-	0.000	0.000	Merged-chr1-127653505-23
NR731--MA0508.2.PRDM1	chr16	55637018	55637027	+	0.000	0.000	Merged-chr16-55636906-56
NR1145--MA0508.2.PRDM1	chr3	96764769	96764778	+	0.000	0.000	Merged-chr3-96764776-19
NR983--MA0508.2.PRDM1	chr2	44354957	44354966	-	0.000	0.000	Merged-chr2-44354925-23
NR778--MA0508.2.PRDM1	chr17	29660669	29660678	-	0.000	0.000	Merged-chr17-29660811-69
NR364--MA0508.2.PRDM1	chr11	110897214	110897223	+	0.000	0.000	Merged-chr11-110897111-25
NR906--MA0508.2.PRDM1	chr19	11055829	11055838	+	0.000	0.000	Merged-chr19-11055893-27
NR221--MA0508.2.PRDM1	chr10	81249703	81249712	-	0.000	0.000	Merged-chr10-81249714-12
NR377--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR919--MA0508.2.PRDM1	chr19	21863656	21863665	-	0.000	0.000	Merged-chr19-21863590-59
NR691--MA0508.2.PRDM1	chr16	10741345	10741354	+	0.000	0.000	Merged-chr16-10741370-34
NR486--MA0508.2.PRDM1	chr13	34163153	34163162	+	0.000	0.000	Merged-chr13-34163217-77
NR757--MA0508.2.PRDM1	chr16	96061193	96061202	-	0.000	0.000	Merged-chr16-96061094-16
NR614--MA0508.2.PRDM1	chr14	121916888	121916897	+	0.000	0.000	Merged-chr14-121916983-20
NR595--MA0508.2.PRDM1	chr14	101640577	101640586	-	0.000	0.000	Merged-chr14-101640435-68
NR452--MA0508.2.PRDM1	chr12	112823444	112823453	-	0.000	0.000	Merged-chr12-112823453-38
NR518--MA0508.2.PRDM1	chr13	91180409	91180418	-	0.000	0.000	Merged-chr13-91180481-23
NR499--MA0508.2.PRDM1	chr13	63257112	63257121	-	0.000	0.000	Merged-chr13-63256972-7
NR1389--MA0508.2.PRDM1	chr5	76951353	76951362	+	0.000	0.000	Merged-chr5-76951369-96
NR26--MA0508.2.PRDM1	chr1	59180231	59180240	-	0.000	0.000	Merged-chr1-59180254-19
NR879--MA0508.2.PRDM1	chr18	70598098	70598107	+	0.000	0.000	Merged-chr18-70597990-21
NR194--MA0508.2.PRDM1	chr10	44821711	44821720	+	0.000	0.000	Merged-chr10-44821803-43
NR226--MA0508.2.PRDM1	chr10	82778359	82778368	+	0.000	0.000	Merged-chr10-82778212-17
NR683--MA0508.2.PRDM1	chr15	97849858	97849867	+	0.000	0.000	Merged-chr15-97849644-64
NR1097--MA0508.2.PRDM1	chr2	173448682	173448691	+	0.000	0.000	Merged-chr2-173448878-59
NR239--MA0508.2.PRDM1	chr10	95297816	95297825	-	0.000	0.000	Merged-chr10-95297882-9
NR1129--MA0508.2.PRDM1	chr3	55494380	55494389	-	0.000	0.000	Merged-chr3-55494225-1
NR696--MA0508.2.PRDM1	chr16	14439460	14439469	-	0.000	0.000	Merged-chr16-14439328-12
NR967--MA0508.2.PRDM1	chr2	26933685	26933694	+	0.000	0.000	Merged-chr2-26933520-84
NR205--MA0508.2.PRDM1	chr10	62508046	62508055	+	0.000	0.000	Merged-chr10-62508148-1
NR109--MA0508.2.PRDM1	chr1	165705877	165705886	+	0.000	0.000	Merged-chr1-165706080-46
NR1108--MA0508.2.PRDM1	chr3	5272106	5272115	-	0.000	0.000	Merged-chr3-5272073-63
NR199--MA0508.2.PRDM1	chr10	57463527	57463536	+	0.000	0.000	Merged-chr10-57463564-15
NR327--MA0508.2.PRDM1	chr11	83118250	83118259	-	0.000	0.000	Merged-chr11-83118266-24
NR579--MA0508.2.PRDM1	chr14	73244295	73244304	-	0.000	0.000	Merged-chr14-73244258-38
NR165--MA0508.2.PRDM1	chr10	8370263	8370272	+	0.000	0.000	Merged-chr10-8370203-10
NR797--MA0508.2.PRDM1	chr17	45433479	45433488	-	0.000	0.000	Merged-chr17-45433642-78
NR1531--MA0508.2.PRDM1	chr6	115480464	115480473	-	0.000	0.000	Merged-chr6-115480536-31
NR1640--MA0508.2.PRDM1	chr7	80918134	80918143	+	0.000	0.000	Merged-chr7-80918248-31
NR1892--MA0508.2.PRDM1	chrX	103622468	103622477	+	0.000	0.000	Merged-chrX-103622282-68
NR396--MA0508.2.PRDM1	chr12	33158495	33158504	-	0.000	0.000	Merged-chr12-33158359-51
NR253--MA0508.2.PRDM1	chr10	107869222	107869231	-	0.000	0.000	Merged-chr10-107868994-49
NR266--MA0508.2.PRDM1	chr10	117393427	117393436	-	0.000	0.000	Merged-chr10-117393432-68
NR808--MA0508.2.PRDM1	chr17	65604619	65604628	+	0.000	0.000	Merged-chr17-65604481-30
NR1871--MA0508.2.PRDM1	chrX	23697449	23697458	-	0.000	0.000	Merged-chrX-23697547-21
NR1632--MA0508.2.PRDM1	chr7	73531100	73531109	+	0.000	0.000	Merged-chr7-73531012-64
NR1741--MA0508.2.PRDM1	chr8	115232602	115232611	+	0.000	0.000	Merged-chr8-115232618-16
