#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1809--MA0501.1.MAF::NFE2	chr12	3359625	3359639	-	0.000	0.000	Merged-chr12-3359484-30
NR79--MA0501.1.MAF::NFE2	chr1	39527656	39527670	+	0.000	0.000	Merged-chr1-39527584-17
NR430--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR261--MA0501.1.MAF::NFE2	chr1	88264731	88264745	+	0.000	0.000	Merged-chr1-88264925-4
NR4738--MA0501.1.MAF::NFE2	chr18	75455342	75455356	+	0.000	0.000	Merged-chr18-75455371-73
NR92--MA0089.1.MAFG::NFE2L1	chr1	43092277	43092282	-	0.000	0.000	Merged-chr1-43092392-80
NR663--MA0496.2.MAFK	chr1	179848075	179848093	+	0.000	0.000	Merged-chr1-179847918-28
NR5044--MA0659.1.MAFG	chr19	55921601	55921621	-	0.000	0.000	Merged-chr19-55921677-2
NR361--MA0659.1.MAFG	chr1	120245346	120245366	+	0.000	0.000	Merged-chr1-120245236-2
NR8448--MA0089.1.MAFG::NFE2L1	chr6	142040169	142040174	+	0.000	0.000	Merged-chr6-142040279-57
NR2784--MA0501.1.MAF::NFE2	chr13	112318293	112318307	+	0.000	0.000	Merged-chr13-112318352-37
NR10167--MA0591.1.Bach1::Mafk	chrX	160138319	160138333	-	0.000	0.000	Merged-chrX-160138243-80
NR7998--MA0117.2.Mafb	chr6	31803430	31803441	+	0.000	0.000	Merged-chr6-31803356-16
NR5873--MA0591.1.Bach1::Mafk	chr2	165407897	165407911	-	0.000	0.000	Merged-chr2-165408039-24
NR1589--MA0501.1.MAF::NFE2	chr11	94370927	94370941	+	0.000	0.000	Merged-chr11-94371007-27
NR202--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR7571--MA0495.2.MAFF	chr5	74523446	74523466	+	0.000	0.000	Merged-chr5-74523613-7
NR4621--MA0117.2.Mafb	chr18	56399786	56399797	-	0.000	0.000	Merged-chr18-56399965-54
NR7978--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR119--MA0501.1.MAF::NFE2	chr1	52022568	52022582	+	0.000	0.000	Merged-chr1-52022428-39
NR543--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR8571--MA0591.1.Bach1::Mafk	chr7	19272325	19272339	-	0.000	0.000	Merged-chr7-19272512-2
NR2766--MA0496.2.MAFK	chr13	109822601	109822619	-	0.000	0.000	Merged-chr13-109822486-79
NR10151--MA0089.1.MAFG::NFE2L1	chrX	151520616	151520621	+	0.000	0.000	Merged-chrX-151520837-93
NR2038--MA0591.1.Bach1::Mafk	chr12	84218907	84218921	+	0.000	0.000	Merged-chr12-84218783-53
NR2325--MA0117.2.Mafb	chr13	9760110	9760121	-	0.000	0.000	Merged-chr13-9760247-44
NR5035--MA0117.2.Mafb	chr19	53972147	53972158	-	0.000	0.000	Merged-chr19-53972113-29
NR3661--MA0117.2.Mafb	chr15	99345084	99345095	+	0.000	0.000	Merged-chr15-99345266-10
NR6346--MA0501.1.MAF::NFE2	chr3	105187595	105187609	-	0.000	0.000	Merged-chr3-105187650-1
NR1916--MA0659.1.MAFG	chr12	40244074	40244094	+	0.000	0.000	Merged-chr12-40244001-31
NR1591--MA0496.2.MAFK	chr11	94370922	94370940	-	0.000	0.000	Merged-chr11-94371007-27
NR4880--MA0089.1.MAFG::NFE2L1	chr19	11965707	11965712	+	0.000	0.000	Merged-chr19-11965731-84
NR2303--MA0501.1.MAF::NFE2	chr13	5757505	5757519	+	0.000	0.000	Merged-chr13-5757363-53
NR8648--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR7334--MA0501.1.MAF::NFE2	chr5	8660503	8660517	+	0.000	0.000	Merged-chr5-8660427-82
NR8157--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR3968--MA0496.2.MAFK	chr16	87700099	87700117	+	0.000	0.000	Merged-chr16-87700097-27
NR1153--MA0495.2.MAFF	chr10	111226767	111226787	+	0.000	0.000	Merged-chr10-111226760-41
NR7788--MA0117.2.Mafb	chr5	125434136	125434147	-	0.000	0.000	Merged-chr5-125434117-50
NR7647--MA0496.2.MAFK	chr5	100466828	100466846	-	0.000	0.000	Merged-chr5-100466890-43
NR1934--MA0659.1.MAFG	chr12	51543641	51543661	+	0.000	0.000	Merged-chr12-51543736-20
NR8244--MA0089.1.MAFG::NFE2L1	chr6	108185569	108185574	-	0.000	0.000	Merged-chr6-108185514-51
NR5659--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	+	0.000	0.000	Merged-chr2-132874056-29
NR4424--MA0591.1.Bach1::Mafk	chr17	83267753	83267767	-	0.000	0.000	Merged-chr17-83267702-59
NR4983--MA0591.1.Bach1::Mafk	chr19	43523644	43523658	-	0.000	0.000	Merged-chr19-43523434-47
NR339--MA0117.2.Mafb	chr1	107534012	107534023	+	0.000	0.000	Merged-chr1-107533964-30
NR3511--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR7981--MA0089.1.MAFG::NFE2L1	chr6	30617181	30617186	-	0.000	0.000	Merged-chr6-30617295-15
NR2218--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR7688--MA0495.2.MAFF	chr5	107524495	107524515	+	0.000	0.000	Merged-chr5-107524666-44
NR9310--MA0501.1.MAF::NFE2	chr8	84914102	84914116	+	0.000	0.000	Merged-chr8-84914135-5
NR454--MA0089.1.MAFG::NFE2L1	chr1	136625573	136625578	+	0.000	0.000	Merged-chr1-136625526-2
NR2644--MA0089.1.MAFG::NFE2L1	chr13	89668353	89668358	+	0.000	0.000	Merged-chr13-89668210-22
NR7307--MA0496.2.MAFK	chr4	156255098	156255116	+	0.000	0.000	Merged-chr4-156255097-67
NR5190--MA0591.1.Bach1::Mafk	chr2	28540185	28540199	+	0.000	0.000	Merged-chr2-28540150-39
NR9118--MA0501.1.MAF::NFE2	chr7	144857378	144857392	+	0.000	0.000	Merged-chr7-144857340-18
NR3438--MA0659.1.MAFG	chr15	59596867	59596887	+	0.000	0.000	Merged-chr15-59596634-94
NR8636--MA0591.1.Bach1::Mafk	chr7	30973823	30973837	+	0.000	0.000	Merged-chr7-30973937-62
NR122--MA0496.2.MAFK	chr1	52454613	52454631	+	0.000	0.000	Merged-chr1-52454811-49
NR8848--MA0089.1.MAFG::NFE2L1	chr7	101547951	101547956	+	0.000	0.000	Merged-chr7-101547952-32
NR10085--MA0591.1.Bach1::Mafk	chrX	77509296	77509310	+	0.000	0.000	Merged-chrX-77509424-59
NR1890--MA0089.1.MAFG::NFE2L1	chr12	28829738	28829743	-	0.000	0.000	Merged-chr12-28829718-31
NR4729--MA0089.1.MAFG::NFE2L1	chr18	74789551	74789556	-	0.000	0.000	Merged-chr18-74789604-25
NR1526--MA0089.1.MAFG::NFE2L1	chr11	80505098	80505103	+	0.000	0.000	Merged-chr11-80505144-23
NR7898--MA0496.2.MAFK	chr5	146303587	146303605	-	0.000	0.000	Merged-chr5-146303586-42
NR6054--MA0659.1.MAFG	chr2	181319651	181319671	+	0.000	0.000	Merged-chr2-181319811-50
NR5850--MA0501.1.MAF::NFE2	chr2	163155369	163155383	-	0.000	0.000	Merged-chr2-163155228-25
NR8444--MA0089.1.MAFG::NFE2L1	chr6	140767095	140767100	+	0.000	0.000	Merged-chr6-140766985-92
