#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR5447--MA0089.1.MAFG::NFE2L1	chr19	21866250	21866255	-	0.000	0.000	Merged-chr19-21866018-69
NR1796--MA0501.1.MAF::NFE2	chr11	60935553	60935567	-	0.000	0.000	Merged-chr11-60935533-50
NR67--MA0591.1.Bach1::Mafk	chr1	36262318	36262332	+	0.000	0.000	Merged-chr1-36262219-41
NR4593--MA0089.1.MAFG::NFE2L1	chr17	6153952	6153957	-	0.000	0.000	Merged-chr17-6153777-10
NR7763--MA0591.1.Bach1::Mafk	chr4	135240430	135240444	-	0.000	0.000	Merged-chr4-135240576-11
NR6116--MA0659.1.MAFG	chr2	90904454	90904474	-	0.000	0.000	Merged-chr2-90904623-58
NR10744--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR4948--MA0659.1.MAFG	chr17	80520738	80520758	+	0.000	0.000	Merged-chr17-80520754-23
NR9850--MA0501.1.MAF::NFE2	chr7	142340706	142340720	+	0.000	0.000	Merged-chr7-142340765-26
NR8714--MA0496.2.MAFK	chr6	49161927	49161945	-	0.000	0.000	Merged-chr6-49161850-8
NR10082--MA0591.1.Bach1::Mafk	chr8	86773174	86773188	+	0.000	0.000	Merged-chr8-86773052-11
NR6142--MA0591.1.Bach1::Mafk	chr2	101628665	101628679	-	0.000	0.000	Merged-chr2-101628862-31
NR2341--MA0495.2.MAFF	chr12	51845104	51845124	-	0.000	0.000	Merged-chr12-51845032-54
NR3475--MA0089.1.MAFG::NFE2L1	chr14	65598233	65598238	-	0.000	0.000	Merged-chr14-65598424-35
NR3360--MA0089.1.MAFG::NFE2L1	chr14	31685681	31685686	+	0.000	0.000	Merged-chr14-31685752-32
NR5345--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR10555--MA0089.1.MAFG::NFE2L1	chr9	75541761	75541766	-	0.000	0.000	Merged-chr9-75541698-38
NR4451--MA0501.1.MAF::NFE2	chr16	78237140	78237154	-	0.000	0.000	Merged-chr16-78236959-38
NR1390--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR119--MA0501.1.MAF::NFE2	chr1	44032312	44032326	-	0.000	0.000	Merged-chr1-44032423-20
NR6141--MA0495.2.MAFF	chr2	101628662	101628682	+	0.000	0.000	Merged-chr2-101628862-31
NR2428--MA0117.2.Mafb	chr12	79692249	79692260	-	0.000	0.000	Merged-chr12-79692424-46
NR7706--MA0089.1.MAFG::NFE2L1	chr4	126046988	126046993	-	0.000	0.000	Merged-chr4-126047082-53
NR2213--MA0117.2.Mafb	chr12	8521721	8521732	-	0.000	0.000	Merged-chr12-8521654-50
NR3623--MA0496.2.MAFK	chr14	105177468	105177486	-	0.000	0.000	Merged-chr14-105177397-2
NR872--MA0591.1.Bach1::Mafk	chr1	180547067	180547081	-	0.000	0.000	Merged-chr1-180546978-3
NR15--MA0089.1.MAFG::NFE2L1	chr1	13162375	13162380	+	0.000	0.000	Merged-chr1-13162385-61
NR4012--MA0089.1.MAFG::NFE2L1	chr15	86054364	86054369	-	0.000	0.000	Merged-chr15-86054318-51
NR8893--MA0591.1.Bach1::Mafk	chr6	86847918	86847932	-	0.000	0.000	Merged-chr6-86847960-16
NR10151--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR793--MA0496.2.MAFK	chr1	165691838	165691856	+	0.000	0.000	Merged-chr1-165691684-32
NR2038--MA0591.1.Bach1::Mafk	chr11	105093095	105093109	-	0.000	0.000	Merged-chr11-105093103-10
NR104--MA0501.1.MAF::NFE2	chr1	43224401	43224415	-	0.000	0.000	Merged-chr1-43224405-37
NR1528--MA0089.1.MAFG::NFE2L1	chr10	119031225	119031230	+	0.000	0.000	Merged-chr10-119031155-35
NR5396--MA0495.2.MAFF	chr19	9100871	9100891	+	0.000	0.000	Merged-chr19-9100672-23
NR6778--MA0089.1.MAFG::NFE2L1	chr3	59260918	59260923	+	0.000	0.000	Merged-chr3-59260932-51
NR688--MA0117.2.Mafb	chr1	151973366	151973377	+	0.000	0.000	Merged-chr1-151973357-25
NR10944--MA0089.1.MAFG::NFE2L1	chrX	75056329	75056334	-	0.000	0.000	Merged-chrX-75056362-10
NR4991--MA0495.2.MAFF	chr17	86850850	86850870	-	0.000	0.000	Merged-chr17-86850931-27
NR5243--MA0089.1.MAFG::NFE2L1	chr18	67248868	67248873	-	0.000	0.000	Merged-chr18-67248991-53
NR8433--MA0501.1.MAF::NFE2	chr5	135957789	135957803	+	0.000	0.000	Merged-chr5-135957645-50
NR10453--MA0089.1.MAFG::NFE2L1	chr9	57521325	57521330	-	0.000	0.000	Merged-chr9-57521344-55
NR4084--MA0117.2.Mafb	chr15	99644037	99644048	-	0.000	0.000	Merged-chr15-99643998-26
NR3415--MA0117.2.Mafb	chr14	52004441	52004452	+	0.000	0.000	Merged-chr14-52004381-49
NR8885--MA0495.2.MAFF	chr6	86822861	86822881	+	0.000	0.000	Merged-chr6-86822835-49
NR8648--MA0089.1.MAFG::NFE2L1	chr6	29617800	29617805	-	0.000	0.000	Merged-chr6-29617839-5
NR28--MA0089.1.MAFG::NFE2L1	chr1	16688419	16688424	+	0.000	0.000	Merged-chr1-16688563-89
NR4529--MA0089.1.MAFG::NFE2L1	chr16	93746679	93746684	-	0.000	0.000	Merged-chr16-93746709-33
NR3109--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR2417--MA0496.2.MAFK	chr12	77085411	77085429	+	0.000	0.000	Merged-chr12-77085387-48
NR1368--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR3753--MA0496.2.MAFK	chr15	34390210	34390228	-	0.000	0.000	Merged-chr15-34390161-14
NR6750--MA0089.1.MAFG::NFE2L1	chr3	51131451	51131456	-	0.000	0.000	Merged-chr3-51131493-3
NR5330--MA0089.1.MAFG::NFE2L1	chr18	81385816	81385821	-	0.000	0.000	Merged-chr18-81385709-31
NR8430--MA0117.2.Mafb	chr5	135713469	135713480	+	0.000	0.000	Merged-chr5-135713648-47
NR10245--MA0496.2.MAFK	chr8	123287511	123287529	+	0.000	0.000	Merged-chr8-123287508-25
NR10171--MA0117.2.Mafb	chr8	111955336	111955347	-	0.000	0.000	Merged-chr8-111955328-48
NR4616--MA0089.1.MAFG::NFE2L1	chr17	8305956	8305961	+	0.000	0.000	Merged-chr17-8305975-23
NR4501--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR4746--MA0591.1.Bach1::Mafk	chr17	35759066	35759080	+	0.000	0.000	Merged-chr17-35758886-16
NR1992--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR5284--MA0501.1.MAF::NFE2	chr18	75455342	75455356	+	0.000	0.000	Merged-chr18-75455371-73
NR2492--MA0591.1.Bach1::Mafk	chr12	90576280	90576294	+	0.000	0.000	Merged-chr12-90576423-51
NR3970--MA0501.1.MAF::NFE2	chr15	80704286	80704300	+	0.000	0.000	Merged-chr15-80704480-26
NR2871--MA0501.1.MAF::NFE2	chr13	43476295	43476309	-	0.000	0.000	Merged-chr13-43476378-13
NR3125--MA0591.1.Bach1::Mafk	chr13	101533081	101533095	+	0.000	0.000	Merged-chr13-101533206-46
NR5065--MA0495.2.MAFF	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR4662--MA0659.1.MAFG	chr17	24084863	24084883	-	0.000	0.000	Merged-chr17-24084802-20
NR2644--MA0089.1.MAFG::NFE2L1	chr12	113023311	113023316	-	0.000	0.000	Merged-chr12-113023273-19
NR6272--MA0089.1.MAFG::NFE2L1	chr2	125735600	125735605	-	0.000	0.000	Merged-chr2-125735684-57
NR5398--MA0117.2.Mafb	chr19	9100880	9100891	-	0.000	0.000	Merged-chr19-9100672-23
NR789--MA0496.2.MAFK	chr1	165609615	165609633	-	0.000	0.000	Merged-chr1-165609765-26
NR2148--MA0501.1.MAF::NFE2	chr11	116406679	116406693	-	0.000	0.000	Merged-chr11-116406570-59
NR6531--MA0591.1.Bach1::Mafk	chr2	164938922	164938936	+	0.000	0.000	Merged-chr2-164938958-38
NR3082--MA0089.1.MAFG::NFE2L1	chr13	95813820	95813825	-	0.000	0.000	Merged-chr13-95813903-46
NR5467--MA0591.1.Bach1::Mafk	chr19	30924467	30924481	+	0.000	0.000	Merged-chr19-30924347-34
NR2476--MA0495.2.MAFF	chr12	87411186	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR10850--MA0495.2.MAFF	chr9	120960864	120960884	-	0.000	0.000	Merged-chr9-120960803-26
NR2261--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR2368--MA0089.1.MAFG::NFE2L1	chr12	69102146	69102151	-	0.000	0.000	Merged-chr12-69102156-32
NR3660--MA0089.1.MAFG::NFE2L1	chr14	121147264	121147269	+	0.000	0.000	Merged-chr14-121147378-58
NR9525--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR5830--MA0496.2.MAFK	chr2	29661859	29661877	-	0.000	0.000	Merged-chr2-29662052-49
NR2760--MA0501.1.MAF::NFE2	chr13	13557103	13557117	-	0.000	0.000	Merged-chr13-13557258-36
NR756--MA0089.1.MAFG::NFE2L1	chr1	161734765	161734770	+	0.000	0.000	Merged-chr1-161734917-117
NR2079--MA0089.1.MAFG::NFE2L1	chr11	109193450	109193455	+	0.000	0.000	Merged-chr11-109193354-25
NR7994--MA0089.1.MAFG::NFE2L1	chr5	24969624	24969629	+	0.000	0.000	Merged-chr5-24969658-12
NR2455--MA0089.1.MAFG::NFE2L1	chr12	83597346	83597351	+	0.000	0.000	Merged-chr12-83597256-51
NR7800--MA0495.2.MAFF	chr4	141861994	141862014	-	0.000	0.000	Merged-chr4-141862091-43
NR2015--MA0495.2.MAFF	chr11	98925396	98925416	+	0.000	0.000	Merged-chr11-98925291-3
NR2831--MA0089.1.MAFG::NFE2L1	chr13	32993542	32993547	-	0.000	0.000	Merged-chr13-32993550-50
NR2342--MA0591.1.Bach1::Mafk	chr12	51845107	51845121	+	0.000	0.000	Merged-chr12-51845032-54
NR7024--MA0089.1.MAFG::NFE2L1	chr3	106685083	106685088	-	0.000	0.000	Merged-chr3-106684977-48
NR1726--MA0501.1.MAF::NFE2	chr11	46454724	46454738	-	0.000	0.000	Merged-chr11-46454823-30
NR7795--MA0496.2.MAFK	chr4	140948237	140948255	+	0.000	0.000	Merged-chr4-140948211-54
NR7590--MA0089.1.MAFG::NFE2L1	chr4	102981979	102981984	-	0.000	0.000	Merged-chr4-102981884-20
NR6983--MA0591.1.Bach1::Mafk	chr3	101245334	101245348	+	0.000	0.000	Merged-chr3-101245474-18
NR4891--MA0089.1.MAFG::NFE2L1	chr17	71204745	71204750	-	0.000	0.000	Merged-chr17-71204716-50
NR3652--MA0501.1.MAF::NFE2	chr14	120275574	120275588	-	0.000	0.000	Merged-chr14-120275634-49
NR39--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR5819--MA0501.1.MAF::NFE2	chr2	28540201	28540215	+	0.000	0.000	Merged-chr2-28540150-39
NR3556--MA0501.1.MAF::NFE2	chr14	78559181	78559195	+	0.000	0.000	Merged-chr14-78559223-28
NR7584--MA0501.1.MAF::NFE2	chr4	102393740	102393754	-	0.000	0.000	Merged-chr4-102393739-36
NR4098--MA0117.2.Mafb	chr15	100312613	100312624	-	0.000	0.000	Merged-chr15-100312549-27
NR7853--MA0591.1.Bach1::Mafk	chr4	147579611	147579625	-	0.000	0.000	Merged-chr4-147579504-4
NR9299--MA0089.1.MAFG::NFE2L1	chr6	146734402	146734407	-	0.000	0.000	Merged-chr6-146734350-25
NR9681--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR5743--MA0117.2.Mafb	chr2	11653541	11653552	+	0.000	0.000	Merged-chr2-11653612-53
NR6472--MA0089.1.MAFG::NFE2L1	chr2	158133365	158133370	+	0.000	0.000	Merged-chr2-158133215-37
NR5052--MA0089.1.MAFG::NFE2L1	chr18	5989916	5989921	+	0.000	0.000	Merged-chr18-5989979-54
NR9519--MA0495.2.MAFF	chr7	80191736	80191756	+	0.000	0.000	Merged-chr7-80191647-10
NR11001--MA0089.1.MAFG::NFE2L1	chrX	106136097	106136102	-	0.000	0.000	Merged-chrX-106135909-80
NR2353--MA0089.1.MAFG::NFE2L1	chr12	52818837	52818842	-	0.000	0.000	Merged-chr12-52818712-31
NR5547--MA0501.1.MAF::NFE2	chr19	53464923	53464937	-	0.000	0.000	Merged-chr19-53464901-55
NR2145--MA0495.2.MAFF	chr11	116406679	116406699	+	0.000	0.000	Merged-chr11-116406570-59
NR869--MA0089.1.MAFG::NFE2L1	chr1	179845083	179845088	+	0.000	0.000	Merged-chr1-179845076-29
NR8997--MA0496.2.MAFK	chr6	100189817	100189835	-	0.000	0.000	Merged-chr6-100189758-1
NR1322--MA0591.1.Bach1::Mafk	chr10	82982414	82982428	-	0.000	0.000	Merged-chr10-82982520-21
NR8382--MA0591.1.Bach1::Mafk	chr5	124354095	124354109	+	0.000	0.000	Merged-chr5-124354231-76
NR920--MA0501.1.MAF::NFE2	chr1	185193695	185193709	-	0.000	0.000	Merged-chr1-185193700-43
NR1504--MA0501.1.MAF::NFE2	chr10	117985193	117985207	-	0.000	0.000	Merged-chr10-117985120-21
NR6535--MA0501.1.MAF::NFE2	chr2	165407894	165407908	-	0.000	0.000	Merged-chr2-165408039-24
NR5354--MA0089.1.MAFG::NFE2L1	chr18	84419247	84419252	-	0.000	0.000	Merged-chr18-84419143-8
NR10400--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR5730--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR5761--MA0117.2.Mafb	chr2	14312728	14312739	+	0.000	0.000	Merged-chr2-14312633-23
NR1611--MA0089.1.MAFG::NFE2L1	chr10	130324372	130324377	-	0.000	0.000	Merged-chr10-130324467-31
NR3497--MA0501.1.MAF::NFE2	chr14	70341442	70341456	-	0.000	0.000	Merged-chr14-70341335-48
NR7281--MA0495.2.MAFF	chr3	152912878	152912898	+	0.000	0.000	Merged-chr3-152912643-81
NR6278--MA0117.2.Mafb	chr2	125948442	125948453	+	0.000	0.000	Merged-chr2-125948432-8
NR3698--MA0659.1.MAFG	chr15	9535388	9535408	+	0.000	0.000	Merged-chr15-9535427-15
NR10536--MA0591.1.Bach1::Mafk	chr9	73089437	73089451	+	0.000	0.000	Merged-chr9-73089587-62
NR10752--MA0495.2.MAFF	chr9	107888839	107888859	+	0.000	0.000	Merged-chr9-107888726-2
NR4331--MA0117.2.Mafb	chr16	45942409	45942420	-	0.000	0.000	Merged-chr16-45942365-39
NR10327--MA0501.1.MAF::NFE2	chr9	14248437	14248451	-	0.000	0.000	Merged-chr9-14248366-20
NR10003--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR10873--MA0495.2.MAFF	chr9	123740893	123740913	+	0.000	0.000	Merged-chr9-123740966-33
NR5656--MA0089.1.MAFG::NFE2L1	chr2	3912860	3912865	+	0.000	0.000	Merged-chr2-3912872-30
NR1774--MA0591.1.Bach1::Mafk	chr11	57805261	57805275	+	0.000	0.000	Merged-chr11-57805317-26
NR10506--MA0495.2.MAFF	chr9	68972412	68972432	+	0.000	0.000	Merged-chr9-68972513-17
NR9409--MA0117.2.Mafb	chr7	44572413	44572424	-	0.000	0.000	Merged-chr7-44572491-3
NR10751--MA0089.1.MAFG::NFE2L1	chr9	107771162	107771167	+	0.000	0.000	Merged-chr9-107771032-67
NR9499--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR3407--MA0089.1.MAFG::NFE2L1	chr14	48199267	48199272	-	0.000	0.000	Merged-chr14-48199252-26
