#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1147--MA0463.1.Bcl6	chr4	147848425	147848438	+	0.000	0.000	Merged-chr4-147848412-69
NR358--MA0463.1.Bcl6	chr13	12412143	12412156	-	0.000	0.000	Merged-chr13-12412239-11
NR1053--MA0463.1.Bcl6	chr4	8919389	8919402	-	0.000	0.000	Merged-chr4-8919592-3
NR1259--MA0463.1.Bcl6	chr5	144294987	144295000	+	0.000	0.000	Merged-chr5-144295152-24
NR264--MA0463.1.Bcl6	chr11	104614044	104614057	+	0.000	0.000	Merged-chr11-104614030-34
NR1165--MA0463.1.Bcl6	chr5	3460934	3460947	+	0.000	0.000	Merged-chr5-3460999-61
NR1071--MA0463.1.Bcl6	chr4	46404354	46404367	-	0.000	0.000	Merged-chr4-46404308-42
NR1277--MA0463.1.Bcl6	chr6	29916869	29916882	+	0.000	0.000	Merged-chr6-29917052-59
NR1651--MA0731.1.BCL6B	chrX	105710855	105710871	+	0.000	0.000	Merged-chrX-105710929-18
NR918--MA0463.1.Bcl6	chr2	167505401	167505414	-	0.000	0.000	Merged-chr2-167505349-52
NR1604--MA0463.1.Bcl6	chr9	105643038	105643051	+	0.000	0.000	Merged-chr9-105643016-54
NR721--MA0463.1.Bcl6	chr18	76222497	76222510	-	0.000	0.000	Merged-chr18-76222464-24
NR166--MA0463.1.Bcl6	chr10	94378508	94378521	+	0.000	0.000	Merged-chr10-94378414-58
NR902--MA0731.1.BCL6B	chr2	155514877	155514893	-	0.000	0.000	Merged-chr2-155514842-20
NR1085--MA0463.1.Bcl6	chr4	88179521	88179534	+	0.000	0.000	Merged-chr4-88179548-21
NR1011--MA0731.1.BCL6B	chr3	122169628	122169644	-	0.000	0.000	Merged-chr3-122169765-35
NR296--MA0463.1.Bcl6	chr12	52097684	52097697	-	0.000	0.000	Merged-chr12-52097764-52
NR726--MA0463.1.Bcl6	chr18	84091793	84091806	+	0.000	0.000	Merged-chr18-84092020-89
NR990--MA0463.1.Bcl6	chr3	100502654	100502667	+	0.000	0.000	Merged-chr3-100502700-47
NR838--MA0463.1.Bcl6	chr2	75055298	75055311	+	0.000	0.000	Merged-chr2-75055098-51
NR610--MA0731.1.BCL6B	chr16	91035980	91035996	+	0.000	0.000	Merged-chr16-91036080-23
NR1024--MA0731.1.BCL6B	chr3	139064354	139064370	+	0.000	0.000	Merged-chr3-139064319-48
NR591--MA0731.1.BCL6B	chr16	52129695	52129711	+	0.000	0.000	Merged-chr16-52129675-51
NR1645--MA0463.1.Bcl6	chrX	73214350	73214363	+	0.000	0.000	Merged-chrX-73214374-69
NR1590--MA0731.1.BCL6B	chr9	94668747	94668763	+	0.000	0.000	Merged-chr9-94668774-42
NR60--MA0463.1.Bcl6	chr1	136255787	136255800	-	0.000	0.000	Merged-chr1-136255836-2
NR516--MA0463.1.Bcl6	chr15	58870054	58870067	+	0.000	0.000	Merged-chr15-58870112-33
NR732--MA0731.1.BCL6B	chr19	9993075	9993091	+	0.000	0.000	Merged-chr19-9993156-28
NR413--MA0463.1.Bcl6	chr13	99148454	99148467	+	0.000	0.000	Merged-chr13-99148566-18
