#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR3605--MA1104.1.GATA6	chr2	160397666	160397678	+	0.000	0.000	Merged-chr2-160397546-3
NR2505--MA0766.1.GATA5	chr16	75984113	75984120	-	0.000	0.000	Merged-chr16-75984013-36
NR3216--MA0766.1.GATA5	chr2	44425758	44425765	-	0.000	0.000	Merged-chr2-44425815-56
NR636--MA0036.3.GATA2	chr10	39613037	39613047	+	0.000	0.000	Merged-chr10-39613248-57
NR1221--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR4045--MA0037.3.GATA3	chr3	153835878	153835885	+	0.000	0.000	Merged-chr3-153835875-30
NR3044--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR667--MA0140.2.GATA1::TAL1	chr10	57743774	57743791	+	0.000	0.000	Merged-chr10-57743822-47
NR5738--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR3121--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR3296--MA0036.3.GATA2	chr2	70091790	70091800	-	0.000	0.000	Merged-chr2-70091832-100
NR5119--MA0482.1.Gata4	chr6	146434324	146434334	-	0.000	0.000	Merged-chr6-146434496-35
NR1369--MA0035.3.Gata1	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR1345--MA0482.1.Gata4	chr12	78919296	78919306	+	0.000	0.000	Merged-chr12-78919443-34
