#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR6223--MA0117.2.Mafb	chr2	118479638	118479649	-	0.000	0.000	Merged-chr2-118479606-59
NR655--MA0591.1.Bach1::Mafk	chr1	151613435	151613449	-	0.000	0.000	Merged-chr1-151613371-29
NR79--MA0501.1.MAF::NFE2	chr1	36262321	36262335	+	0.000	0.000	Merged-chr1-36262219-41
NR4593--MA0089.1.MAFG::NFE2L1	chr17	6658959	6658964	-	0.000	0.000	Merged-chr17-6658937-44
NR6335--MA0117.2.Mafb	chr2	136713428	136713439	+	0.000	0.000	Merged-chr2-136713421-11
NR10549--MA0496.2.MAFK	chr8	124242444	124242462	+	0.000	0.000	Merged-chr8-124242348-54
NR5821--MA0495.2.MAFF	chr2	35299661	35299681	-	0.000	0.000	Merged-chr2-35299647-29
NR7883--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR3628--MA0495.2.MAFF	chr14	99419087	99419107	-	0.000	0.000	Merged-chr14-99419131-33
NR7720--MA0591.1.Bach1::Mafk	chr4	83315762	83315776	+	0.000	0.000	Merged-chr4-83315815-4
NR6228--MA0659.1.MAFG	chr2	118883541	118883561	+	0.000	0.000	Merged-chr2-118883436-40
NR7970--MA0089.1.MAFG::NFE2L1	chr4	134124481	134124486	+	0.000	0.000	Merged-chr4-134124326-44
NR9311--MA0591.1.Bach1::Mafk	chr6	127302959	127302973	+	0.000	0.000	Merged-chr6-127302896-25
NR11207--MA0117.2.Mafb	chr9	122865930	122865941	-	0.000	0.000	Merged-chr9-122865982-50
NR5823--MA0659.1.MAFG	chr2	35299661	35299681	-	0.000	0.000	Merged-chr2-35299647-29
NR9464--MA0089.1.MAFG::NFE2L1	chr6	146521717	146521722	+	0.000	0.000	Merged-chr6-146521892-84
NR11037--MA0591.1.Bach1::Mafk	chr9	96714260	96714274	+	0.000	0.000	Merged-chr9-96714307-38
