#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4109--MA0140.2.GATA1::TAL1	chr4	154965037	154965054	+	0.000	0.000	Merged-chr4-154964941-1
NR3426--MA0482.1.Gata4	chr3	28318057	28318067	+	0.000	0.000	Merged-chr3-28318064-9
NR35--MA0036.3.GATA2	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR4462--MA0035.3.Gata1	chr6	30141191	30141201	+	0.000	0.000	Merged-chr6-30141112-2
NR4433--MA0140.2.GATA1::TAL1	chr6	11907632	11907649	-	0.000	0.000	Merged-chr6-11907677-80
NR5239--MA0035.3.Gata1	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR2134--MA0140.2.GATA1::TAL1	chr16	23175113	23175130	-	0.000	0.000	Merged-chr16-23175130-44
NR965--MA0482.1.Gata4	chr11	76599251	76599261	-	0.000	0.000	Merged-chr11-76599172-10
NR1829--MA1104.1.GATA6	chr14	71269515	71269527	-	0.000	0.000	Merged-chr14-71269621-12
NR4842--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR1169--MA0766.1.GATA5	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR2595--MA0766.1.GATA5	chr17	84633653	84633660	-	0.000	0.000	Merged-chr17-84633706-27
NR5247--MA0036.3.GATA2	chr8	36130498	36130508	-	0.000	0.000	Merged-chr8-36130475-35
NR2933--MA0482.1.Gata4	chr19	55860147	55860157	-	0.000	0.000	Merged-chr19-55860279-23
NR5476--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR583--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR660--MA0482.1.Gata4	chr10	96204411	96204421	+	0.000	0.000	Merged-chr10-96204406-28
NR1549--MA0766.1.GATA5	chr13	102665865	102665872	-	0.000	0.000	Merged-chr13-102665756-69
NR5279--MA1104.1.GATA6	chr8	69168491	69168503	+	0.000	0.000	Merged-chr8-69168549-18
NR3281--MA0037.3.GATA3	chr2	144217581	144217588	+	0.000	0.000	Merged-chr2-144217495-19
NR1868--MA0482.1.Gata4	chr14	78436105	78436115	-	0.000	0.000	Merged-chr14-78436014-44
