#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR5050--MA0684.1.RUNX3	chr4	84977525	84977534	-	0.000	0.000	Merged-chr4-84977391-25
NR3370--MA0684.1.RUNX3	chr17	34210812	34210821	-	0.000	0.000	Merged-chr17-34210763-36
NR5173--MA0002.2.RUNX1	chr4	116824969	116824979	-	0.000	0.000	Merged-chr4-116824855-47
NR3515--MA0511.2.RUNX2	chr17	83720671	83720679	-	0.000	0.000	Merged-chr17-83720681-1
NR7647--MA0002.2.RUNX1	chrX	57196486	57196496	+	0.000	0.000	Merged-chrX-57196423-53
NR5967--MA0002.2.RUNX1	chr6	51073597	51073607	-	0.000	0.000	Merged-chr6-51073558-17
NR2990--MA0511.2.RUNX2	chr16	22466505	22466513	+	0.000	0.000	Merged-chr16-22466658-43
NR6522--MA0002.2.RUNX1	chr7	80410400	80410410	+	0.000	0.000	Merged-chr7-80410451-25
NR432--MA0002.2.RUNX1	chr1	173392088	173392098	+	0.000	0.000	Merged-chr1-173392014-26
NR1051--MA0002.2.RUNX1	chr11	23818890	23818900	+	0.000	0.000	Merged-chr11-23819028-15
NR5033--MA0511.2.RUNX2	chr4	70410407	70410415	+	0.000	0.000	Merged-chr4-70410445-57
NR684--MA0002.2.RUNX1	chr10	61680237	61680247	-	0.000	0.000	Merged-chr10-61680390-61
NR1517--MA0684.1.RUNX3	chr12	3547755	3547764	-	0.000	0.000	Merged-chr12-3547708-30
NR7507--MA0511.2.RUNX2	chr9	114787861	114787869	-	0.000	0.000	Merged-chr9-114787935-34
NR6360--MA0002.2.RUNX1	chr7	24610142	24610152	+	0.000	0.000	Merged-chr7-24610219-3
NR1369--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR6902--MA0002.2.RUNX1	chr8	34216264	34216274	+	0.000	0.000	Merged-chr8-34216280-115
NR7342--MA0002.2.RUNX1	chr9	70012575	70012585	+	0.000	0.000	Merged-chr9-70012774-59
NR1054--MA0511.2.RUNX2	chr11	30190390	30190398	+	0.000	0.000	Merged-chr11-30190229-31
NR2400--MA0002.2.RUNX1	chr14	61518777	61518787	-	0.000	0.000	Merged-chr14-61518892-20
NR5605--MA0684.1.RUNX3	chr5	105500788	105500797	+	0.000	0.000	Merged-chr5-105500782-74
NR7137--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR3654--MA0684.1.RUNX3	chr18	56871869	56871878	+	0.000	0.000	Merged-chr18-56871976-16
NR3777--MA0002.2.RUNX1	chr19	6304990	6305000	+	0.000	0.000	Merged-chr19-6305008-11
NR3092--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR5109--MA0002.2.RUNX1	chr4	101250496	101250506	-	0.000	0.000	Merged-chr4-101250420-26
NR3158--MA0002.2.RUNX1	chr16	76002584	76002594	-	0.000	0.000	Merged-chr16-76002490-12
NR4017--MA0684.1.RUNX3	chr2	13237526	13237535	+	0.000	0.000	Merged-chr2-13237654-25
NR1163--MA0511.2.RUNX2	chr11	64019491	64019499	+	0.000	0.000	Merged-chr11-64019417-11
NR5295--MA0002.2.RUNX1	chr4	139367695	139367705	+	0.000	0.000	Merged-chr4-139367606-11
NR5837--MA0002.2.RUNX1	chr5	151423113	151423123	-	0.000	0.000	Merged-chr5-151422935-26
NR2860--MA0511.2.RUNX2	chr15	93438922	93438930	-	0.000	0.000	Merged-chr15-93438886-30
NR6992--MA0002.2.RUNX1	chr8	88771383	88771393	+	0.000	0.000	Merged-chr8-88771445-24
NR1064--MA0002.2.RUNX1	chr11	33162289	33162299	-	0.000	0.000	Merged-chr11-33162343-10
NR5966--MA0684.1.RUNX3	chr6	50545912	50545921	+	0.000	0.000	Merged-chr6-50545714-41
NR1193--MA0684.1.RUNX3	chr11	73131192	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR5218--MA0002.2.RUNX1	chr4	129130905	129130915	-	0.000	0.000	Merged-chr4-129130759-92
NR5569--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR5281--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR4964--MA0002.2.RUNX1	chr4	41275275	41275285	+	0.000	0.000	Merged-chr4-41275221-94
NR5552--MA0684.1.RUNX3	chr5	93152256	93152265	-	0.000	0.000	Merged-chr5-93152431-86
NR5360--MA0511.2.RUNX2	chr5	3363603	3363611	-	0.000	0.000	Merged-chr5-3363536-37
NR4821--MA0002.2.RUNX1	chr3	135192019	135192029	-	0.000	0.000	Merged-chr3-135191984-24
NR2870--MA0002.2.RUNX1	chr15	95763082	95763092	-	0.000	0.000	Merged-chr15-95763066-31
NR5056--MA0002.2.RUNX1	chr4	86874406	86874416	-	0.000	0.000	Merged-chr4-86874250-69
NR6630--MA0684.1.RUNX3	chr7	106551481	106551490	+	0.000	0.000	Merged-chr7-106551313-76
NR7629--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR762--MA0511.2.RUNX2	chr10	80271340	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR7464--MA0002.2.RUNX1	chr9	106160132	106160142	+	0.000	0.000	Merged-chr9-106160171-45
NR7259--MA0002.2.RUNX1	chr9	56105222	56105232	+	0.000	0.000	Merged-chr9-56105286-1
NR663--MA0002.2.RUNX1	chr10	53374375	53374385	-	0.000	0.000	Merged-chr10-53374413-9
NR3899--MA0002.2.RUNX1	chr19	42780004	42780014	+	0.000	0.000	Merged-chr19-42779863-69
NR7593--MA0684.1.RUNX3	chr9	123754527	123754536	-	0.000	0.000	Merged-chr9-123754572-46
NR2774--MA0002.2.RUNX1	chr15	67398133	67398143	+	0.000	0.000	Merged-chr15-67398131-20
NR5436--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
