#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1938--MA0591.1.Bach1::Mafk	chr11	58189904	58189918	+	0.000	0.000	Merged-chr11-58189839-18
NR5915--MA0495.2.MAFF	chr19	4333915	4333935	+	0.000	0.000	Merged-chr19-4333820-69
NR2620--MA0089.1.MAFG::NFE2L1	chr12	75494801	75494806	+	0.000	0.000	Merged-chr12-75494766-18
NR5010--MA0496.2.MAFK	chr16	95893615	95893633	+	0.000	0.000	Merged-chr16-95893684-47
NR8958--MA0117.2.Mafb	chr5	62711167	62711178	+	0.000	0.000	Merged-chr5-62711036-55
NR4368--MA0496.2.MAFK	chr15	67290241	67290259	-	0.000	0.000	Merged-chr15-67290142-69
NR269--MA0591.1.Bach1::Mafk	chr1	74284862	74284876	+	0.000	0.000	Merged-chr1-74284786-68
NR11297--MA0089.1.MAFG::NFE2L1	chr8	111821507	111821512	+	0.000	0.000	Merged-chr8-111821367-66
NR5043--MA0089.1.MAFG::NFE2L1	chr17	5195642	5195647	+	0.000	0.000	Merged-chr17-5195608-19
NR5337--MA0496.2.MAFK	chr17	70702401	70702419	+	0.000	0.000	Merged-chr17-70702396-15
NR7377--MA0591.1.Bach1::Mafk	chr2	177464748	177464762	+	0.000	0.000	Merged-chr2-177464769-67
NR12238--MA0089.1.MAFG::NFE2L1	chrX	100476909	100476914	+	0.000	0.000	Merged-chrX-100476611-55
NR2341--MA0495.2.MAFF	chr11	120437448	120437468	-	0.000	0.000	Merged-chr11-120437513-39
NR6678--MA0089.1.MAFG::NFE2L1	chr2	84582471	84582476	+	0.000	0.000	Merged-chr2-84582461-28
NR4627--MA0501.1.MAF::NFE2	chr16	20804595	20804609	-	0.000	0.000	Merged-chr16-20804779-46
NR11997--MA0496.2.MAFK	chr9	108785484	108785502	-	0.000	0.000	Merged-chr9-108785586-3
NR1589--MA0501.1.MAF::NFE2	chr10	122604210	122604224	+	0.000	0.000	Merged-chr10-122604110-13
NR7619--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR1522--MA0501.1.MAF::NFE2	chr10	111378299	111378313	+	0.000	0.000	Merged-chr10-111378501-63
NR6427--MA0496.2.MAFK	chr2	35299662	35299680	-	0.000	0.000	Merged-chr2-35299647-29
NR7419--MA0591.1.Bach1::Mafk	chr3	9974554	9974568	+	0.000	0.000	Merged-chr3-9974623-36
NR11330--MA0496.2.MAFK	chr8	117298914	117298932	-	0.000	0.000	Merged-chr8-117298841-2
NR5268--MA0659.1.MAFG	chr17	46496927	46496947	-	0.000	0.000	Merged-chr17-46496876-35
NR3623--MA0496.2.MAFK	chr13	113322204	113322222	+	0.000	0.000	Merged-chr13-113322180-25
NR1788--MA0496.2.MAFK	chr11	32020158	32020176	-	0.000	0.000	Merged-chr11-32020422-50
NR6539--MA0496.2.MAFK	chr2	58107018	58107036	+	0.000	0.000	Merged-chr2-58107175-53
NR3286--MA0089.1.MAFG::NFE2L1	chr13	62880417	62880422	-	0.000	0.000	Merged-chr13-62880327-44
NR8893--MA0591.1.Bach1::Mafk	chr5	36724547	36724561	-	0.000	0.000	Merged-chr5-36724513-3
NR2275--MA0591.1.Bach1::Mafk	chr11	115869670	115869684	-	0.000	0.000	Merged-chr11-115869577-16
NR7290--MA0089.1.MAFG::NFE2L1	chr2	168230632	168230637	-	0.000	0.000	Merged-chr2-168230468-122
NR10297--MA0591.1.Bach1::Mafk	chr7	28382870	28382884	+	0.000	0.000	Merged-chr7-28382827-73
NR7215--MA0659.1.MAFG	chr2	157566599	157566619	+	0.000	0.000	Merged-chr2-157566753-103
NR5681--MA0591.1.Bach1::Mafk	chr18	46381137	46381151	-	0.000	0.000	Merged-chr18-46381195-31
NR7349--MA0501.1.MAF::NFE2	chr2	173789997	173790011	+	0.000	0.000	Merged-chr2-173790034-18
NR6230--MA0496.2.MAFK	chr2	4864668	4864686	-	0.000	0.000	Merged-chr2-4864669-14
NR3303--MA0117.2.Mafb	chr13	67683322	67683333	-	0.000	0.000	Merged-chr13-67683532-62
NR4808--MA0591.1.Bach1::Mafk	chr16	50737730	50737744	+	0.000	0.000	Merged-chr16-50737708-13
NR2305--MA0496.2.MAFK	chr11	116687887	116687905	-	0.000	0.000	Merged-chr11-116688042-60
NR1615--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR3588--MA0089.1.MAFG::NFE2L1	chr13	111788585	111788590	+	0.000	0.000	Merged-chr13-111788503-44
NR1591--MA0496.2.MAFK	chr10	122604205	122604223	-	0.000	0.000	Merged-chr10-122604110-13
NR2784--MA0496.2.MAFK	chr12	99979861	99979879	-	0.000	0.000	Merged-chr12-99979837-10
NR8648--MA0089.1.MAFG::NFE2L1	chr4	144894044	144894049	+	0.000	0.000	Merged-chr4-144893886-50
NR3109--MA0089.1.MAFG::NFE2L1	chr13	30972086	30972091	-	0.000	0.000	Merged-chr13-30972253-49
NR10932--MA0117.2.Mafb	chr7	143629730	143629741	-	0.000	0.000	Merged-chr7-143629700-38
NR10037--MA0659.1.MAFG	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR3791--MA0591.1.Bach1::Mafk	chr14	47533818	47533832	+	0.000	0.000	Merged-chr14-47533897-41
NR9260--MA0501.1.MAF::NFE2	chr5	115126769	115126783	+	0.000	0.000	Merged-chr5-115126925-31
NR8430--MA0117.2.Mafb	chr4	106869719	106869730	+	0.000	0.000	Merged-chr4-106869679-64
NR4616--MA0089.1.MAFG::NFE2L1	chr16	17554151	17554156	+	0.000	0.000	Merged-chr16-17554152-45
NR1934--MA0659.1.MAFG	chr11	57962791	57962811	-	0.000	0.000	Merged-chr11-57962717-47
NR11126--MA0501.1.MAF::NFE2	chr8	75084001	75084015	-	0.000	0.000	Merged-chr8-75083999-30
NR9334--MA0591.1.Bach1::Mafk	chr5	124907146	124907160	-	0.000	0.000	Merged-chr5-124907107-45
NR4505--MA0117.2.Mafb	chr15	94220987	94220998	-	0.000	0.000	Merged-chr15-94220975-16
NR3648--MA0117.2.Mafb	chr13	119649580	119649591	-	0.000	0.000	Merged-chr13-119649440-22
NR4281--MA0501.1.MAF::NFE2	chr15	53489300	53489314	-	0.000	0.000	Merged-chr15-53489381-8
NR11349--MA0495.2.MAFF	chr8	119910396	119910416	+	0.000	0.000	Merged-chr8-119910320-1
NR6124--MA0501.1.MAF::NFE2	chr19	45790763	45790777	+	0.000	0.000	Merged-chr19-45790675-51
NR11855--MA0591.1.Bach1::Mafk	chr9	88718189	88718203	-	0.000	0.000	Merged-chr9-88718244-37
NR10351--MA0089.1.MAFG::NFE2L1	chr7	44485772	44485777	+	0.000	0.000	Merged-chr7-44485840-1
NR4427--MA0089.1.MAFG::NFE2L1	chr15	80216733	80216738	-	0.000	0.000	Merged-chr15-80216610-25
