#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1378--MA0508.2.PRDM1	chr6	108535464	108535473	-	0.000	0.000	Merged-chr6-108535473-34
NR202--MA0508.2.PRDM1	chr10	95265216	95265225	-	0.000	0.000	Merged-chr10-95265143-50
NR454--MA0508.2.PRDM1	chr13	92354948	92354957	+	0.000	0.000	Merged-chr13-92354723-122
NR1344--MA0508.2.PRDM1	chr6	65585172	65585181	+	0.000	0.000	Merged-chr6-65585243-27
NR1615--MA0508.2.PRDM1	chr9	32906679	32906688	-	0.000	0.000	Merged-chr9-32906573-43
NR977--MA0508.2.PRDM1	chr2	144646519	144646528	-	0.000	0.000	Merged-chr2-144646502-21
NR1596--MA0508.2.PRDM1	chr8	122533265	122533274	+	0.000	0.000	Merged-chr8-122533289-14
NR292--MA0508.2.PRDM1	chr11	100574826	100574835	+	0.000	0.000	Merged-chr11-100574858-115
NR834--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR1453--MA0508.2.PRDM1	chr7	73531100	73531109	+	0.000	0.000	Merged-chr7-73531012-64
NR1357--MA0508.2.PRDM1	chr6	87590836	87590845	+	0.000	0.000	Merged-chr6-87590737-28
NR800--MA0508.2.PRDM1	chr18	74880281	74880290	-	0.000	0.000	Merged-chr18-74880525-86
NR324--MA0508.2.PRDM1	chr12	25430907	25430916	-	0.000	0.000	Merged-chr12-25431052-52
NR1214--MA0508.2.PRDM1	chr5	9101018	9101027	+	0.000	0.000	Merged-chr5-9101041-100
NR1009--MA0508.2.PRDM1	chr2	181581085	181581094	+	0.000	0.000	Merged-chr2-181581172-2
NR847--MA0508.2.PRDM1	chr19	37535316	37535325	-	0.000	0.000	Merged-chr19-37535192-30
NR1195--MA0508.2.PRDM1	chr4	138222591	138222600	-	0.000	0.000	Merged-chr4-138222577-29
NR685--MA0508.2.PRDM1	chr16	84621546	84621555	-	0.000	0.000	Merged-chr16-84621546-51
NR813--MA0508.2.PRDM1	chr18	89159545	89159554	+	0.000	0.000	Merged-chr18-89159613-61
NR922--MA0508.2.PRDM1	chr2	79087414	79087423	-	0.000	0.000	Merged-chr2-79087442-58
NR1336--MA0508.2.PRDM1	chr6	50416936	50416945	+	0.000	0.000	Merged-chr6-50417055-62
NR1607--MA0508.2.PRDM1	chr9	20651889	20651898	+	0.000	0.000	Merged-chr9-20651986-63
NR303--MA0508.2.PRDM1	chr11	109375608	109375617	+	0.000	0.000	Merged-chr11-109375589-56
NR393--MA0508.2.PRDM1	chr12	116620104	116620113	+	0.000	0.000	Merged-chr12-116620074-47
NR664--MA0508.2.PRDM1	chr16	44999804	44999813	+	0.000	0.000	Merged-chr16-44999747-49
NR1078--MA0508.2.PRDM1	chr3	116711247	116711256	-	0.000	0.000	Merged-chr3-116711212-6
NR630--MA0508.2.PRDM1	chr15	99715098	99715107	-	0.000	0.000	Merged-chr15-99715119-21
NR1315--MA0508.2.PRDM1	chr5	149599472	149599481	-	0.000	0.000	Merged-chr5-149599468-27
NR882--MA0508.2.PRDM1	chr2	18765900	18765909	-	0.000	0.000	Merged-chr2-18765910-35
NR805--MA0508.2.PRDM1	chr18	80979661	80979670	+	0.000	0.000	Merged-chr18-80979696-46
NR914--MA0508.2.PRDM1	chr2	69043581	69043590	-	0.000	0.000	Merged-chr2-69043604-35
NR799--MA0508.2.PRDM1	chr18	73765290	73765299	+	0.000	0.000	Merged-chr18-73765273-28
NR1023--MA0508.2.PRDM1	chr3	22041037	22041046	-	0.000	0.000	Merged-chr3-22040885-32
NR385--MA0508.2.PRDM1	chr12	115262600	115262609	-	0.000	0.000	Merged-chr12-115262701-27
NR513--MA0508.2.PRDM1	chr14	47476898	47476907	+	0.000	0.000	Merged-chr14-47476839-9
NR1179--MA0508.2.PRDM1	chr4	122898564	122898573	-	0.000	0.000	Merged-chr4-122898510-27
NR351--MA0508.2.PRDM1	chr12	84451301	84451310	-	0.000	0.000	Merged-chr12-84451236-79
NR1559--MA0508.2.PRDM1	chr8	77429894	77429903	-	0.000	0.000	Merged-chr8-77429902-19
NR731--MA0508.2.PRDM1	chr17	36836988	36836997	+	0.000	0.000	Merged-chr17-36836894-102
NR526--MA0508.2.PRDM1	chr14	62873031	62873040	+	0.000	0.000	Merged-chr14-62873140-26
NR377--MA0508.2.PRDM1	chr12	110454300	110454309	+	0.000	0.000	Merged-chr12-110454424-31
NR919--MA0508.2.PRDM1	chr2	75685510	75685519	-	0.000	0.000	Merged-chr2-75685689-38
NR1267--MA0508.2.PRDM1	chr5	105239815	105239824	+	0.000	0.000	Merged-chr5-105239792-56
