#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1223--MA0482.1.Gata4	chr11	98682373	98682383	-	0.000	0.000	Merged-chr11-98682471-63
NR1104--MA0035.3.Gata1	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR6670--MA0766.1.GATA5	chr8	111595993	111596000	-	0.000	0.000	Merged-chr8-111595874-65
NR3206--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR5087--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR1998--MA0482.1.Gata4	chr14	18820858	18820868	+	0.000	0.000	Merged-chr14-18820757-45
NR5885--MA0037.3.GATA3	chr6	135198189	135198196	-	0.000	0.000	Merged-chr6-135198234-80
NR232--MA0766.1.GATA5	chr1	90677875	90677882	-	0.000	0.000	Merged-chr1-90677857-31
NR1628--MA0140.2.GATA1::TAL1	chr13	33071971	33071988	-	0.000	0.000	Merged-chr13-33072044-31
NR822--MA0482.1.Gata4	chr10	89747977	89747987	+	0.000	0.000	Merged-chr10-89747839-80
NR2856--MA0036.3.GATA2	chr16	92980220	92980230	+	0.000	0.000	Merged-chr16-92980163-22
NR407--MA0766.1.GATA5	chr1	155784746	155784753	-	0.000	0.000	Merged-chr1-155784753-78
NR1098--MA0035.3.Gata1	chr11	58948725	58948735	-	0.000	0.000	Merged-chr11-58948790-70
NR7164--MA1104.1.GATA6	chrX	7421266	7421278	+	0.000	0.000	Merged-chrX-7421154-31
NR1524--MA1104.1.GATA6	chr12	106658546	106658558	-	0.000	0.000	Merged-chr12-106658505-23
NR4180--MA0482.1.Gata4	chr3	21996047	21996057	-	0.000	0.000	Merged-chr3-21996009-51
NR6792--MA0766.1.GATA5	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR5755--MA0037.3.GATA3	chr6	115697725	115697732	-	0.000	0.000	Merged-chr6-115697886-37
NR5245--MA1104.1.GATA6	chr5	107259798	107259810	+	0.000	0.000	Merged-chr5-107259796-31
NR2194--MA0766.1.GATA5	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR6942--MA1104.1.GATA6	chr9	76236519	76236531	-	0.000	0.000	Merged-chr9-76236642-42
NR554--MA0035.3.Gata1	chr1	181379791	181379801	+	0.000	0.000	Merged-chr1-181379828-26
NR825--MA0035.3.Gata1	chr10	89747976	89747986	+	0.000	0.000	Merged-chr10-89747839-80
NR1629--MA0482.1.Gata4	chr13	36886172	36886182	-	0.000	0.000	Merged-chr13-36886287-43
NR4940--MA0482.1.Gata4	chr4	140815640	140815650	+	0.000	0.000	Merged-chr4-140815831-84
NR137--MA0037.3.GATA3	chr1	72236989	72236996	-	0.000	0.000	Merged-chr1-72236787-75
