#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1147--MA0463.1.Bcl6	chr3	32438122	32438135	-	0.000	0.000	Merged-chr3-32438051-51
NR1324--MA0731.1.BCL6B	chr4	110020439	110020455	-	0.000	0.000	Merged-chr4-110020467-31
NR1720--MA0463.1.Bcl6	chr7	89500188	89500201	-	0.000	0.000	Merged-chr7-89500080-22
NR479--MA0463.1.Bcl6	chr12	118198697	118198710	-	0.000	0.000	Merged-chr12-118198819-49
NR1071--MA0463.1.Bcl6	chr2	125866159	125866172	+	0.000	0.000	Merged-chr2-125866332-46
NR1542--MA0731.1.BCL6B	chr6	29272518	29272534	+	0.000	0.000	Merged-chr6-29272695-53
NR1032--MA0731.1.BCL6B	chr2	83744753	83744769	-	0.000	0.000	Merged-chr2-83744684-15
NR1725--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR631--MA0731.1.BCL6B	chr14	103033507	103033523	+	0.000	0.000	Merged-chr14-103033598-47
NR954--MA0463.1.Bcl6	chr19	44078437	44078450	+	0.000	0.000	Merged-chr19-44078434-18
NR972--MA0463.1.Bcl6	chr2	18895094	18895107	-	0.000	0.000	Merged-chr2-18894970-14
NR1895--MA0731.1.BCL6B	chr9	62412374	62412390	+	0.000	0.000	Merged-chr9-62412387-14
NR744--MA0463.1.Bcl6	chr16	42172789	42172802	+	0.000	0.000	Merged-chr16-42172689-43
NR1757--MA0463.1.Bcl6	chr7	128724875	128724888	-	0.000	0.000	Merged-chr7-128725026-31
NR892--MA0463.1.Bcl6	chr18	36670359	36670372	+	0.000	0.000	Merged-chr18-36670239-51
NR854--MA0731.1.BCL6B	chr17	78245441	78245457	+	0.000	0.000	Merged-chr17-78245592-60
NR1539--MA0731.1.BCL6B	chr6	15793395	15793411	-	0.000	0.000	Merged-chr6-15793359-107
NR440--MA0731.1.BCL6B	chr12	82470805	82470821	+	0.000	0.000	Merged-chr12-82470743-2
NR1330--MA0731.1.BCL6B	chr4	115102016	115102032	-	0.000	0.000	Merged-chr4-115101833-38
NR14--MA0731.1.BCL6B	chr1	38662792	38662808	-	0.000	0.000	Merged-chr1-38662810-22
NR221--MA0463.1.Bcl6	chr10	82240917	82240930	+	0.000	0.000	Merged-chr10-82241145-77
NR976--MA0731.1.BCL6B	chr2	26380546	26380562	+	0.000	0.000	Merged-chr2-26380543-45
NR566--MA0463.1.Bcl6	chr13	107837733	107837746	-	0.000	0.000	Merged-chr13-107837755-66
NR1008--MA0731.1.BCL6B	chr2	60323669	60323685	+	0.000	0.000	Merged-chr2-60323606-17
NR1579--MA0463.1.Bcl6	chr6	94543860	94543873	+	0.000	0.000	Merged-chr6-94544082-21
NR846--MA0731.1.BCL6B	chr17	70797380	70797396	+	0.000	0.000	Merged-chr17-70797319-37
NR432--MA0731.1.BCL6B	chr12	76923262	76923278	-	0.000	0.000	Merged-chr12-76923289-32
NR1024--MA0463.1.Bcl6	chr2	72283051	72283064	-	0.000	0.000	Merged-chr2-72282934-17
NR141--MA0463.1.Bcl6	chr1	180199354	180199367	-	0.000	0.000	Merged-chr1-180199535-50
NR1924--MA0463.1.Bcl6	chr9	96348912	96348925	+	0.000	0.000	Merged-chr9-96348984-8
NR825--MA0731.1.BCL6B	chr17	35823017	35823033	+	0.000	0.000	Merged-chr17-35823208-57
NR374--MA0463.1.Bcl6	chr11	106742779	106742792	-	0.000	0.000	Merged-chr11-106742740-23
NR392--MA0731.1.BCL6B	chr11	116534500	116534516	+	0.000	0.000	Merged-chr11-116534371-20
NR1077--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR1172--MA0463.1.Bcl6	chr3	84595233	84595246	+	0.000	0.000	Merged-chr3-84595329-34
NR1499--MA0463.1.Bcl6	chr5	129586225	129586238	-	0.000	0.000	Merged-chr5-129586130-49
NR1038--MA0463.1.Bcl6	chr2	93199062	93199075	+	0.000	0.000	Merged-chr2-93199242-68
NR276--MA0463.1.Bcl6	chr11	3931994	3932007	+	0.000	0.000	Merged-chr11-3931934-36
NR1074--MA0463.1.Bcl6	chr2	129873720	129873733	+	0.000	0.000	Merged-chr2-129873690-22
NR1195--MA0463.1.Bcl6	chr3	103374143	103374156	+	0.000	0.000	Merged-chr3-103374270-26
NR603--MA0463.1.Bcl6	chr14	59558951	59558964	-	0.000	0.000	Merged-chr14-59558966-13
NR191--MA0463.1.Bcl6	chr10	43004816	43004829	+	0.000	0.000	Merged-chr10-43004823-13
NR1728--MA0463.1.Bcl6	chr7	98341516	98341529	-	0.000	0.000	Merged-chr7-98341648-39
NR668--MA0731.1.BCL6B	chr15	50652005	50652021	-	0.000	0.000	Merged-chr15-50651925-26
NR1746--MA0463.1.Bcl6	chr7	114817785	114817798	+	0.000	0.000	Merged-chr7-114817676-52
NR525--MA0731.1.BCL6B	chr13	60744305	60744321	+	0.000	0.000	Merged-chr13-60744325-32
NR966--MA0463.1.Bcl6	chr2	15049399	15049412	-	0.000	0.000	Merged-chr2-15049301-58
NR975--MA0463.1.Bcl6	chr2	26380546	26380559	-	0.000	0.000	Merged-chr2-26380543-45
NR1876--MA0463.1.Bcl6	chr9	43784807	43784820	+	0.000	0.000	Merged-chr9-43784994-20
NR1518--MA0463.1.Bcl6	chr5	139161731	139161744	-	0.000	0.000	Merged-chr5-139161823-20
NR881--MA0463.1.Bcl6	chr18	23987285	23987298	-	0.000	0.000	Merged-chr18-23987124-40
NR27--MA0463.1.Bcl6	chr1	63953647	63953660	-	0.000	0.000	Merged-chr1-63953679-17
NR1782--MA0463.1.Bcl6	chr8	34622655	34622668	+	0.000	0.000	Merged-chr8-34622775-45
NR653--MA0463.1.Bcl6	chr15	12558395	12558408	-	0.000	0.000	Merged-chr15-12558296-9
NR1769--MA0463.1.Bcl6	chr7	141064305	141064318	+	0.000	0.000	Merged-chr7-141064290-23
NR1279--MA0731.1.BCL6B	chr4	21755472	21755488	+	0.000	0.000	Merged-chr4-21755446-36
NR1778--MA0463.1.Bcl6	chr8	12672243	12672256	+	0.000	0.000	Merged-chr8-12672209-68
NR425--MA0463.1.Bcl6	chr12	65172677	65172690	-	0.000	0.000	Merged-chr12-65172767-62
NR1796--MA0463.1.Bcl6	chr8	69832490	69832503	+	0.000	0.000	Merged-chr8-69832557-54
NR321--MA0731.1.BCL6B	chr11	58183760	58183776	-	0.000	0.000	Merged-chr11-58183866-40
NR844--MA0731.1.BCL6B	chr17	65870407	65870423	-	0.000	0.000	Merged-chr17-65870335-22
NR1362--MA0463.1.Bcl6	chr4	139578709	139578722	-	0.000	0.000	Merged-chr4-139578524-2
NR86--MA0463.1.Bcl6	chr1	152090779	152090792	-	0.000	0.000	Merged-chr1-152090804-1
NR1492--MA0463.1.Bcl6	chr5	124496988	124497001	-	0.000	0.000	Merged-chr5-124497096-41
NR823--MA0731.1.BCL6B	chr17	35301754	35301770	-	0.000	0.000	Merged-chr17-35301957-54
NR390--MA0731.1.BCL6B	chr11	115628145	115628161	+	0.000	0.000	Merged-chr11-115628140-53
NR727--MA0731.1.BCL6B	chr16	20804580	20804596	-	0.000	0.000	Merged-chr16-20804779-46
NR294--MA0731.1.BCL6B	chr11	43174465	43174481	+	0.000	0.000	Merged-chr11-43174624-53
NR198--MA0731.1.BCL6B	chr10	57448093	57448109	-	0.000	0.000	Merged-chr10-57448269-42
NR1936--MA0463.1.Bcl6	chr9	107563067	107563080	+	0.000	0.000	Merged-chr9-107563217-52
NR796--MA0731.1.BCL6B	chr17	12205948	12205964	-	0.000	0.000	Merged-chr17-12205812-57
NR1166--MA0463.1.Bcl6	chr3	75557548	75557561	+	0.000	0.000	Merged-chr3-75557381-3
NR377--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR719--MA0731.1.BCL6B	chr16	8728335	8728351	-	0.000	0.000	Merged-chr16-8728485-34
NR1067--MA0731.1.BCL6B	chr2	122681908	122681924	-	0.000	0.000	Merged-chr2-122681917-47
NR919--MA0463.1.Bcl6	chr18	80497083	80497096	+	0.000	0.000	Merged-chr18-80497018-4
NR1717--MA0463.1.Bcl6	chr7	88277848	88277861	+	0.000	0.000	Merged-chr7-88277726-133
NR937--MA0463.1.Bcl6	chr19	21767904	21767917	+	0.000	0.000	Merged-chr19-21767882-14
NR1761--MA0731.1.BCL6B	chr7	131112869	131112885	+	0.000	0.000	Merged-chr7-131112700-22
NR265--MA0731.1.BCL6B	chr10	122652250	122652266	-	0.000	0.000	Merged-chr10-122652152-42
NR973--MA0463.1.Bcl6	chr2	19389000	19389013	+	0.000	0.000	Merged-chr2-19388892-38
NR1507--MA0463.1.Bcl6	chr5	134437612	134437625	-	0.000	0.000	Merged-chr5-134437601-35
NR991--MA0463.1.Bcl6	chr2	38739662	38739675	-	0.000	0.000	Merged-chr2-38739625-29
NR135--MA0731.1.BCL6B	chr1	178182416	178182432	+	0.000	0.000	Merged-chr1-178182458-49
NR839--MA0463.1.Bcl6	chr17	63284435	63284448	+	0.000	0.000	Merged-chr17-63284563-27
NR745--MA0463.1.Bcl6	chr16	43625013	43625026	+	0.000	0.000	Merged-chr16-43625129-31
NR101--MA0731.1.BCL6B	chr1	159233122	159233138	-	0.000	0.000	Merged-chr1-159233046-1
NR1888--MA0463.1.Bcl6	chr9	53356884	53356897	-	0.000	0.000	Merged-chr9-53356792-29
