#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3036--MA0002.2.RUNX1	chr16	4469804	4469814	+	0.000	0.000	Merged-chr16-4469915-27
NR7001--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR5444--MA0002.2.RUNX1	chr4	40721076	40721086	-	0.000	0.000	Merged-chr4-40721165-38
NR3493--MA0002.2.RUNX1	chr17	35222533	35222543	-	0.000	0.000	Merged-chr17-35222576-28
NR7376--MA0002.2.RUNX1	chr7	128158949	128158959	+	0.000	0.000	Merged-chr7-128158931-27
NR2891--MA0002.2.RUNX1	chr15	65727289	65727299	+	0.000	0.000	Merged-chr15-65727192-50
NR5282--MA0002.2.RUNX1	chr3	143361597	143361607	+	0.000	0.000	Merged-chr3-143361589-9
NR5077--MA0002.2.RUNX1	chr3	96262929	96262939	+	0.000	0.000	Merged-chr3-96263071-120
NR1051--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR1117--MA0002.2.RUNX1	chr10	128504823	128504833	+	0.000	0.000	Merged-chr10-128504918-39
NR1673--MA0511.2.RUNX2	chr12	76943509	76943517	+	0.000	0.000	Merged-chr12-76943624-18
NR83--MA0002.2.RUNX1	chr1	45825324	45825334	-	0.000	0.000	Merged-chr1-45825325-25
NR561--MA0684.1.RUNX3	chr1	177702893	177702902	+	0.000	0.000	Merged-chr1-177702906-70
NR1451--MA0684.1.RUNX3	chr11	107693481	107693490	-	0.000	0.000	Merged-chr11-107693539-25
NR1246--MA0684.1.RUNX3	chr11	54621988	54621997	-	0.000	0.000	Merged-chr11-54622068-14
NR4951--MA0002.2.RUNX1	chr3	52401307	52401317	+	0.000	0.000	Merged-chr3-52401346-35
NR3005--MA0511.2.RUNX2	chr15	97843392	97843400	-	0.000	0.000	Merged-chr15-97843455-26
