#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR38965--MA0741.1.KLF16	chr4	88006023	88006033	+	0.000	0.000	Merged-chr4-88006036-27
NR40495--MA1107.1.KLF9	chr4	134058568	134058580	-	0.000	0.000	Merged-chr4-134058654-63
NR20439--MA0741.1.KLF16	chr15	94629116	94629126	-	0.000	0.000	Merged-chr15-94629122-22
NR8539--MA0599.1.KLF5	chr11	52268708	52268717	+	0.000	0.000	Merged-chr11-52268561-57
NR51500--MA0599.1.KLF5	chr7	73618408	73618417	+	0.000	0.000	Merged-chr7-73618526-82
NR23356--MA0599.1.KLF5	chr17	24220859	24220868	+	0.000	0.000	Merged-chr17-24220810-50
NR54210--MA0599.1.KLF5	chr8	22166426	22166435	-	0.000	0.000	Merged-chr8-22166326-62
NR46026--MA0657.1.KLF13	chr6	6955993	6956010	+	0.000	0.000	Merged-chr6-6956020-66
NR26412--MA0741.1.KLF16	chr18	46597675	46597685	-	0.000	0.000	Merged-chr18-46597780-100
NR41430--MA0742.1.Klf12	chr4	152086750	152086764	+	0.000	0.000	Merged-chr4-152086795-46
NR10303--MA0742.1.Klf12	chr11	102189797	102189811	-	0.000	0.000	Merged-chr11-102189936-68
NR52277--MA0741.1.KLF16	chr7	105633653	105633663	+	0.000	0.000	Merged-chr7-105633562-65
NR23567--MA0742.1.Klf12	chr17	27826183	27826197	-	0.000	0.000	Merged-chr17-27826379-77
NR11863--MA0741.1.KLF16	chr12	52504146	52504156	-	0.000	0.000	Merged-chr12-52504054-125
NR42079--MA0039.3.KLF4	chr5	28329652	28329662	-	0.000	0.000	Merged-chr5-28329563-25
NR1841--MA0599.1.KLF5	chr1	106714293	106714302	-	0.000	0.000	Merged-chr1-106714260-74
NR50723--MA0493.1.Klf1	chr7	35754508	35754518	+	0.000	0.000	Merged-chr7-35754427-56
NR41473--MA1107.1.KLF9	chr4	152297154	152297166	-	0.000	0.000	Merged-chr4-152297190-61
NR24700--MA0740.1.KLF14	chr17	57188912	57188925	+	0.000	0.000	Merged-chr17-57188930-47
NR58462--MA0599.1.KLF5	chr9	64737743	64737752	+	0.000	0.000	Merged-chr9-64737677-73
NR5148--MA0493.1.Klf1	chr10	58323379	58323389	+	0.000	0.000	Merged-chr10-58323476-78
NR53692--MA1107.1.KLF9	chr7	143053683	143053695	+	0.000	0.000	Merged-chr7-143053542-3
NR56094--MA0741.1.KLF16	chr8	105516226	105516236	-	0.000	0.000	Merged-chr8-105516067-32
NR15831--MA1107.1.KLF9	chr13	111796785	111796797	-	0.000	0.000	Merged-chr13-111796973-104
NR16367--MA0599.1.KLF5	chr14	20793863	20793872	-	0.000	0.000	Merged-chr14-20794001-82
NR56636--MA0741.1.KLF16	chr8	119585964	119585974	-	0.000	0.000	Merged-chr8-119585972-66
NR54965--MA0039.3.KLF4	chr8	69328983	69328993	+	0.000	0.000	Merged-chr8-69328899-30
NR33289--MA0741.1.KLF16	chr2	163750237	163750247	+	0.000	0.000	Merged-chr2-163750187-67
NR10862--MA0740.1.KLF14	chr11	116012766	116012779	+	0.000	0.000	Merged-chr11-116012659-52
NR47560--MA1107.1.KLF9	chr6	88855684	88855696	+	0.000	0.000	Merged-chr6-88855847-15
NR46158--MA0741.1.KLF16	chr6	21950005	21950015	+	0.000	0.000	Merged-chr6-21949884-124
NR33733--MA0740.1.KLF14	chr2	173000083	173000096	-	0.000	0.000	Merged-chr2-173000238-62
NR33834--MA0599.1.KLF5	chr2	174556043	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR14993--MA0599.1.KLF5	chr13	74062457	74062466	+	0.000	0.000	Merged-chr13-74062260-53
NR25499--MA0742.1.Klf12	chr17	86353925	86353939	-	0.000	0.000	Merged-chr17-86353995-34
NR46126--MA0740.1.KLF14	chr6	17629906	17629919	+	0.000	0.000	Merged-chr6-17630018-29
NR46895--MA0742.1.Klf12	chr6	55016508	55016522	+	0.000	0.000	Merged-chr6-55016500-80
NR39254--MA0599.1.KLF5	chr4	103114422	103114431	+	0.000	0.000	Merged-chr4-103114464-88
NR57791--MA0741.1.KLF16	chr9	40450016	40450026	+	0.000	0.000	Merged-chr9-40450038-65
NR48763--MA0599.1.KLF5	chr6	128355967	128355976	-	0.000	0.000	Merged-chr6-128355852-54
