#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1147--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR1542--MA0731.1.BCL6B	chr8	120276753	120276769	+	0.000	0.000	Merged-chr8-120276586-37
NR1295--MA0463.1.Bcl6	chr6	22325853	22325866	-	0.000	0.000	Merged-chr6-22325827-30
NR269--MA0463.1.Bcl6	chr11	67564460	67564473	+	0.000	0.000	Merged-chr11-67564427-31
NR1622--MA0463.1.Bcl6	chr9	106160174	106160187	+	0.000	0.000	Merged-chr9-106160171-45
NR1179--MA0463.1.Bcl6	chr4	152201739	152201752	-	0.000	0.000	Merged-chr4-152201688-8
NR399--MA0463.1.Bcl6	chr12	99407123	99407136	+	0.000	0.000	Merged-chr12-99407209-65
NR1609--MA0463.1.Bcl6	chr9	83834446	83834459	+	0.000	0.000	Merged-chr9-83834539-74
NR1534--MA0731.1.BCL6B	chr8	114506161	114506177	+	0.000	0.000	Merged-chr8-114506190-31
NR1197--MA0463.1.Bcl6	chr5	23874524	23874537	-	0.000	0.000	Merged-chr5-23874681-17
NR1412--MA0463.1.Bcl6	chr7	75828046	75828059	-	0.000	0.000	Merged-chr7-75828058-23
NR623--MA0463.1.Bcl6	chr16	8674306	8674319	-	0.000	0.000	Merged-chr16-8674308-21
NR856--MA0463.1.Bcl6	chr2	10343658	10343671	-	0.000	0.000	Merged-chr2-10343676-43
NR1385--MA0731.1.BCL6B	chr7	25282140	25282156	+	0.000	0.000	Merged-chr7-25282176-85
NR301--MA0463.1.Bcl6	chr11	97030155	97030168	+	0.000	0.000	Merged-chr11-97030056-43
NR1460--MA0731.1.BCL6B	chr7	142040895	142040911	-	0.000	0.000	Merged-chr7-142041068-7
NR1444--MA0463.1.Bcl6	chr7	132227122	132227135	-	0.000	0.000	Merged-chr7-132226896-31
NR1350--MA0463.1.Bcl6	chr6	127240322	127240335	+	0.000	0.000	Merged-chr6-127240470-92
NR711--MA0731.1.BCL6B	chr17	27909878	27909894	+	0.000	0.000	Merged-chr17-27909900-10
NR1010--MA0463.1.Bcl6	chr3	93362257	93362270	-	0.000	0.000	Merged-chr3-93362115-43
NR27--MA0731.1.BCL6B	chr1	58652805	58652821	-	0.000	0.000	Merged-chr1-58652657-88
NR566--MA0463.1.Bcl6	chr14	120572382	120572395	-	0.000	0.000	Merged-chr14-120572441-59
NR1579--MA0463.1.Bcl6	chr9	44526626	44526639	-	0.000	0.000	Merged-chr9-44526635-59
NR161--MA0731.1.BCL6B	chr10	13057151	13057167	-	0.000	0.000	Merged-chr10-13057097-43
NR1369--MA0731.1.BCL6B	chr6	143373889	143373905	-	0.000	0.000	Merged-chr6-143373914-47
NR1239--MA0463.1.Bcl6	chr5	104022046	104022059	+	0.000	0.000	Merged-chr5-104021929-50
NR1478--MA0731.1.BCL6B	chr8	31097099	31097115	+	0.000	0.000	Merged-chr8-31097238-35
NR302--MA0731.1.BCL6B	chr11	97030152	97030168	-	0.000	0.000	Merged-chr11-97030056-43
NR374--MA0463.1.Bcl6	chr12	75669771	75669784	+	0.000	0.000	Merged-chr12-75669660-74
NR1387--MA0463.1.Bcl6	chr7	27447832	27447845	+	0.000	0.000	Merged-chr7-27447621-80
NR1284--MA0463.1.Bcl6	chr5	151263549	151263562	-	0.000	0.000	Merged-chr5-151263593-10
NR1043--MA0731.1.BCL6B	chr3	130810033	130810049	-	0.000	0.000	Merged-chr3-130810133-82
NR1611--MA0463.1.Bcl6	chr9	88273565	88273578	-	0.000	0.000	Merged-chr9-88273504-34
NR831--MA0463.1.Bcl6	chr19	31199619	31199632	+	0.000	0.000	Merged-chr19-31199719-19
NR894--MA0731.1.BCL6B	chr2	62664164	62664180	-	0.000	0.000	Merged-chr2-62664337-55
NR1022--MA0731.1.BCL6B	chr3	104818059	104818075	+	0.000	0.000	Merged-chr3-104818098-119
NR1634--MA0463.1.Bcl6	chr9	118908474	118908487	-	0.000	0.000	Merged-chr9-118908380-27
NR668--MA0731.1.BCL6B	chr16	64770965	64770981	-	0.000	0.000	Merged-chr16-64770922-80
NR845--MA0463.1.Bcl6	chr19	56756642	56756655	-	0.000	0.000	Merged-chr19-56756635-43
NR505--MA0463.1.Bcl6	chr14	7989485	7989498	-	0.000	0.000	Merged-chr14-7989613-33
NR1518--MA0463.1.Bcl6	chr8	104344246	104344259	+	0.000	0.000	Merged-chr8-104344230-45
NR1648--MA0463.1.Bcl6	chrX	19168733	19168746	-	0.000	0.000	Merged-chrX-19168735-42
NR246--MA0731.1.BCL6B	chr11	3196325	3196341	+	0.000	0.000	Merged-chr11-3196330-84
NR81--MA0463.1.Bcl6	chr1	136625575	136625588	-	0.000	0.000	Merged-chr1-136625526-2
NR560--MA0731.1.BCL6B	chr14	103550684	103550700	+	0.000	0.000	Merged-chr14-103550672-31
NR626--MA0731.1.BCL6B	chr16	10774795	10774811	-	0.000	0.000	Merged-chr16-10774943-5
NR735--MA0731.1.BCL6B	chr17	65870407	65870423	-	0.000	0.000	Merged-chr17-65870335-22
NR1149--MA0731.1.BCL6B	chr4	135292735	135292751	-	0.000	0.000	Merged-chr4-135292823-34
NR430--MA0731.1.BCL6B	chr13	5757386	5757402	-	0.000	0.000	Merged-chr13-5757363-53
NR225--MA0731.1.BCL6B	chr10	105841471	105841487	+	0.000	0.000	Merged-chr10-105841335-60
NR788--MA0463.1.Bcl6	chr18	70530647	70530660	-	0.000	0.000	Merged-chr18-70530766-126
NR573--MA0463.1.Bcl6	chr15	10486030	10486043	-	0.000	0.000	Merged-chr15-10486107-67
NR605--MA0731.1.BCL6B	chr15	86173709	86173725	+	0.000	0.000	Merged-chr15-86173737-35
NR1116--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR1380--MA0463.1.Bcl6	chr7	4083103	4083116	+	0.000	0.000	Merged-chr7-4082893-63
NR439--MA0463.1.Bcl6	chr13	21735278	21735291	+	0.000	0.000	Merged-chr13-21734996-112
NR823--MA0731.1.BCL6B	chr19	14598236	14598252	+	0.000	0.000	Merged-chr19-14598034-110
NR347--MA0731.1.BCL6B	chr12	12420963	12420979	+	0.000	0.000	Merged-chr12-12421054-45
NR1018--MA0463.1.Bcl6	chr3	101236965	101236978	+	0.000	0.000	Merged-chr3-101237058-5
NR905--MA0463.1.Bcl6	chr2	78997507	78997520	-	0.000	0.000	Merged-chr2-78997509-22
NR1488--MA0463.1.Bcl6	chr8	66486578	66486591	+	0.000	0.000	Merged-chr8-66486443-62
NR1394--MA0463.1.Bcl6	chr7	38090387	38090400	-	0.000	0.000	Merged-chr7-38090413-30
NR164--MA0731.1.BCL6B	chr10	19962900	19962916	+	0.000	0.000	Merged-chr10-19962974-43
NR544--MA0731.1.BCL6B	chr14	70824219	70824235	+	0.000	0.000	Merged-chr14-70824331-12
NR815--MA0731.1.BCL6B	chr19	10486487	10486503	-	0.000	0.000	Merged-chr19-10486533-4
NR265--MA0463.1.Bcl6	chr11	60811094	60811107	+	0.000	0.000	Merged-chr11-60811220-49
NR382--MA0731.1.BCL6B	chr12	82470805	82470821	+	0.000	0.000	Merged-chr12-82470743-2
NR1278--MA0463.1.Bcl6	chr5	148928909	148928922	-	0.000	0.000	Merged-chr5-148928854-59
NR1184--MA0463.1.Bcl6	chr5	3497909	3497922	-	0.000	0.000	Merged-chr5-3497810-31
NR1623--MA0463.1.Bcl6	chr9	107563067	107563080	+	0.000	0.000	Merged-chr9-107563217-52
NR852--MA0463.1.Bcl6	chr19	60874363	60874376	+	0.000	0.000	Merged-chr19-60874475-51
NR1507--MA0463.1.Bcl6	chr8	85060065	85060078	-	0.000	0.000	Merged-chr8-85060180-46
NR870--MA0463.1.Bcl6	chr2	30415789	30415802	-	0.000	0.000	Merged-chr2-30415934-79
NR624--MA0463.1.Bcl6	chr16	10774795	10774808	-	0.000	0.000	Merged-chr16-10774943-5
NR929--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR52--MA0463.1.Bcl6	chr1	93668795	93668808	+	0.000	0.000	Merged-chr1-93668667-3
NR1655--MA0463.1.Bcl6	chrX	142902319	142902332	+	0.000	0.000	Merged-chrX-142902308-39
NR875--MA0463.1.Bcl6	chr2	36049404	36049417	-	0.000	0.000	Merged-chr2-36049261-79
NR987--MA0463.1.Bcl6	chr3	32438122	32438135	-	0.000	0.000	Merged-chr3-32438051-51
NR893--MA0463.1.Bcl6	chr2	62411685	62411698	-	0.000	0.000	Merged-chr2-62411627-90
NR637--MA0731.1.BCL6B	chr16	20804580	20804596	-	0.000	0.000	Merged-chr16-20804779-46
NR647--MA0463.1.Bcl6	chr16	29977891	29977904	-	0.000	0.000	Merged-chr16-29977874-22
NR665--MA0463.1.Bcl6	chr16	57176300	57176313	+	0.000	0.000	Merged-chr16-57176339-30
NR1217--MA0463.1.Bcl6	chr5	68012934	68012947	-	0.000	0.000	Merged-chr5-68012876-26
NR1602--MA0731.1.BCL6B	chr9	68969365	68969381	-	0.000	0.000	Merged-chr9-68969270-17
NR580--MA0463.1.Bcl6	chr15	36708581	36708594	+	0.000	0.000	Merged-chr15-36708582-23
NR106--MA0731.1.BCL6B	chr1	165682669	165682685	+	0.000	0.000	Merged-chr1-165682736-19
NR1253--MA0463.1.Bcl6	chr5	122614497	122614510	+	0.000	0.000	Merged-chr5-122614417-50
NR1291--MA0731.1.BCL6B	chr6	15793395	15793411	-	0.000	0.000	Merged-chr6-15793359-107
NR487--MA0463.1.Bcl6	chr13	107831371	107831384	+	0.000	0.000	Merged-chr13-107831387-49
NR1445--MA0731.1.BCL6B	chr7	132227122	132227138	+	0.000	0.000	Merged-chr7-132226896-31
NR702--MA0463.1.Bcl6	chr17	12371723	12371736	-	0.000	0.000	Merged-chr17-12371893-96
NR1302--MA0731.1.BCL6B	chr6	29474015	29474031	-	0.000	0.000	Merged-chr6-29474137-48
NR944--MA0463.1.Bcl6	chr2	147178113	147178126	+	0.000	0.000	Merged-chr2-147178371-100
NR1262--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR734--MA0463.1.Bcl6	chr17	65870410	65870423	+	0.000	0.000	Merged-chr17-65870335-22
NR1420--MA0463.1.Bcl6	chr7	99027399	99027412	+	0.000	0.000	Merged-chr7-99027397-37
NR846--MA0463.1.Bcl6	chr19	56770819	56770832	-	0.000	0.000	Merged-chr19-56770772-3
NR1519--MA0463.1.Bcl6	chr8	104591472	104591485	-	0.000	0.000	Merged-chr8-104591477-51
NR1304--MA0463.1.Bcl6	chr6	30401863	30401876	+	0.000	0.000	Merged-chr6-30401803-70
NR882--MA0463.1.Bcl6	chr2	44920860	44920873	+	0.000	0.000	Merged-chr2-44920790-51
NR82--MA0463.1.Bcl6	chr1	138973655	138973668	+	0.000	0.000	Merged-chr1-138973780-39
NR1206--MA0463.1.Bcl6	chr5	32714042	32714055	+	0.000	0.000	Merged-chr5-32713886-83
NR784--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR1224--MA0463.1.Bcl6	chr5	92398482	92398495	+	0.000	0.000	Merged-chr5-92398390-31
NR832--MA0731.1.BCL6B	chr19	31199616	31199632	-	0.000	0.000	Merged-chr19-31199719-19
NR1193--MA0731.1.BCL6B	chr5	16470144	16470160	+	0.000	0.000	Merged-chr5-16470042-54
NR1368--MA0731.1.BCL6B	chr6	142735547	142735563	+	0.000	0.000	Merged-chr6-142735610-23
NR1430--MA0731.1.BCL6B	chr7	109781530	109781546	-	0.000	0.000	Merged-chr7-109781592-85
NR95--MA0731.1.BCL6B	chr1	153617329	153617345	-	0.000	0.000	Merged-chr1-153617501-53
NR364--MA0463.1.Bcl6	chr12	52796211	52796224	+	0.000	0.000	Merged-chr12-52796443-43
NR410--MA0731.1.BCL6B	chr12	108634253	108634269	+	0.000	0.000	Merged-chr12-108634224-17
NR1300--MA0731.1.BCL6B	chr6	29272518	29272534	+	0.000	0.000	Merged-chr6-29272695-53
NR61--MA0731.1.BCL6B	chr1	106395688	106395704	+	0.000	0.000	Merged-chr1-106395596-30
NR476--MA0463.1.Bcl6	chr13	97435773	97435786	-	0.000	0.000	Merged-chr13-97436017-33
NR1552--MA0731.1.BCL6B	chr8	124617270	124617286	+	0.000	0.000	Merged-chr8-124617386-28
NR1185--MA0731.1.BCL6B	chr5	9107212	9107228	+	0.000	0.000	Merged-chr5-9107352-33
NR266--MA0463.1.Bcl6	chr11	61175326	61175339	+	0.000	0.000	Merged-chr11-61175090-72
NR1064--MA0463.1.Bcl6	chr3	146685379	146685392	+	0.000	0.000	Merged-chr3-146685292-26
NR750--MA0731.1.BCL6B	chr17	88597417	88597433	+	0.000	0.000	Merged-chr17-88597413-65
NR1624--MA0463.1.Bcl6	chr9	107644684	107644697	+	0.000	0.000	Merged-chr9-107644761-45
NR66--MA0731.1.BCL6B	chr1	120033229	120033245	+	0.000	0.000	Merged-chr1-120033205-45
NR1557--MA0731.1.BCL6B	chr8	128358645	128358661	+	0.000	0.000	Merged-chr8-128358520-155
NR1395--MA0731.1.BCL6B	chr7	38090387	38090403	-	0.000	0.000	Merged-chr7-38090413-30
NR633--MA0731.1.BCL6B	chr16	15637536	15637552	+	0.000	0.000	Merged-chr16-15637448-97
NR1252--MA0731.1.BCL6B	chr5	122264605	122264621	+	0.000	0.000	Merged-chr5-122264410-49
NR298--MA0463.1.Bcl6	chr11	93968394	93968407	-	0.000	0.000	Merged-chr11-93968303-68
NR1427--MA0731.1.BCL6B	chr7	108934377	108934393	-	0.000	0.000	Merged-chr7-108934410-57
NR728--MA0463.1.Bcl6	chr17	52461996	52462009	-	0.000	0.000	Merged-chr17-52461953-32
NR858--MA0463.1.Bcl6	chr2	15049399	15049412	-	0.000	0.000	Merged-chr2-15049301-58
NR755--MA0463.1.Bcl6	chr18	3281149	3281162	-	0.000	0.000	Merged-chr18-3281199-85
NR1656--MA0463.1.Bcl6	chrX	142902343	142902356	+	0.000	0.000	Merged-chrX-142902308-39
NR71--MA0463.1.Bcl6	chr1	127676878	127676891	-	0.000	0.000	Merged-chr1-127676852-3
NR625--MA0731.1.BCL6B	chr16	10774795	10774811	+	0.000	0.000	Merged-chr16-10774943-5
NR321--MA0463.1.Bcl6	chr11	103344789	103344802	+	0.000	0.000	Merged-chr11-103344829-56
NR205--MA0463.1.Bcl6	chr10	85029969	85029982	-	0.000	0.000	Merged-chr10-85030062-18
NR317--MA0463.1.Bcl6	chr11	101316121	101316134	-	0.000	0.000	Merged-chr11-101316251-71
NR1370--MA0463.1.Bcl6	chr6	143868291	143868304	+	0.000	0.000	Merged-chr6-143868417-58
NR581--MA0463.1.Bcl6	chr15	38452730	38452743	-	0.000	0.000	Merged-chr15-38452892-28
NR1124--MA0463.1.Bcl6	chr4	101998738	101998751	-	0.000	0.000	Merged-chr4-101998677-38
NR1254--MA0463.1.Bcl6	chr5	123228432	123228445	+	0.000	0.000	Merged-chr5-123228229-33
NR468--MA0731.1.BCL6B	chr13	73772828	73772844	+	0.000	0.000	Merged-chr13-73772920-55
NR705--MA0731.1.BCL6B	chr17	15431227	15431243	+	0.000	0.000	Merged-chr17-15431042-28
NR1138--MA0463.1.Bcl6	chr4	122808345	122808358	-	0.000	0.000	Merged-chr4-122808329-35
NR143--MA0463.1.Bcl6	chr1	189795467	189795480	-	0.000	0.000	Merged-chr1-189795440-7
NR447--MA0731.1.BCL6B	chr13	34096172	34096188	+	0.000	0.000	Merged-chr13-34096039-50
NR1337--MA0731.1.BCL6B	chr6	115677874	115677890	-	0.000	0.000	Merged-chr6-115677836-38
NR385--MA0463.1.Bcl6	chr12	86082553	86082566	-	0.000	0.000	Merged-chr12-86082692-8
NR600--MA0463.1.Bcl6	chr15	76351094	76351107	-	0.000	0.000	Merged-chr15-76351256-113
NR1501--MA0463.1.Bcl6	chr8	81768007	81768020	+	0.000	0.000	Merged-chr8-81767998-96
NR569--MA0731.1.BCL6B	chr14	122290613	122290629	-	0.000	0.000	Merged-chr14-122290582-19
NR535--MA0731.1.BCL6B	chr14	61971215	61971231	-	0.000	0.000	Merged-chr14-61971047-1
NR33--MA0463.1.Bcl6	chr1	66874950	66874963	-	0.000	0.000	Merged-chr1-66874962-7
NR386--MA0731.1.BCL6B	chr12	86082553	86082569	+	0.000	0.000	Merged-chr12-86082692-8
NR977--MA0463.1.Bcl6	chr2	180051155	180051168	-	0.000	0.000	Merged-chr2-180051185-31
NR365--MA0731.1.BCL6B	chr12	52824863	52824879	+	0.000	0.000	Merged-chr12-52824887-17
NR907--MA0731.1.BCL6B	chr2	90528282	90528298	+	0.000	0.000	Merged-chr2-90528384-23
NR1417--MA0463.1.Bcl6	chr7	97696750	97696763	+	0.000	0.000	Merged-chr7-97696718-62
NR749--MA0463.1.Bcl6	chr17	88597417	88597430	-	0.000	0.000	Merged-chr17-88597413-65
NR649--MA0731.1.BCL6B	chr16	32130340	32130356	+	0.000	0.000	Merged-chr16-32130229-66
NR506--MA0731.1.BCL6B	chr14	7989485	7989501	+	0.000	0.000	Merged-chr14-7989613-33
NR65--MA0463.1.Bcl6	chr1	120033229	120033242	-	0.000	0.000	Merged-chr1-120033205-45
NR879--MA0463.1.Bcl6	chr2	38739662	38739675	-	0.000	0.000	Merged-chr2-38739625-29
NR1001--MA0463.1.Bcl6	chr3	76068053	76068066	+	0.000	0.000	Merged-chr3-76068081-17
NR785--MA0463.1.Bcl6	chr18	66471488	66471501	+	0.000	0.000	Merged-chr18-66471661-3
NR427--MA0463.1.Bcl6	chr12	118101517	118101530	+	0.000	0.000	Merged-chr12-118101555-6
NR1328--MA0463.1.Bcl6	chr6	97806942	97806955	+	0.000	0.000	Merged-chr6-97807026-80
NR539--MA0463.1.Bcl6	chr14	68044927	68044940	+	0.000	0.000	Merged-chr14-68044800-35
NR214--MA0731.1.BCL6B	chr10	91182518	91182534	+	0.000	0.000	Merged-chr10-91182635-7
NR323--MA0731.1.BCL6B	chr11	104639122	104639138	+	0.000	0.000	Merged-chr11-104639154-13
NR329--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR1494--MA0463.1.Bcl6	chr8	70539308	70539321	+	0.000	0.000	Merged-chr8-70539223-96
NR859--MA0731.1.BCL6B	chr2	15049399	15049415	+	0.000	0.000	Merged-chr2-15049301-58
NR1033--MA0463.1.Bcl6	chr3	115888037	115888050	+	0.000	0.000	Merged-chr3-115888038-82
NR729--MA0731.1.BCL6B	chr17	52461996	52462012	+	0.000	0.000	Merged-chr17-52461953-32
NR137--MA0463.1.Bcl6	chr1	185193768	185193781	+	0.000	0.000	Merged-chr1-185193700-43
NR710--MA0463.1.Bcl6	chr17	27800340	27800353	+	0.000	0.000	Merged-chr17-27800159-41
NR328--MA0731.1.BCL6B	chr11	109496538	109496554	-	0.000	0.000	Merged-chr11-109496356-118
NR822--MA0463.1.Bcl6	chr19	14598236	14598249	-	0.000	0.000	Merged-chr19-14598034-110
NR379--MA0463.1.Bcl6	chr12	81788948	81788961	+	0.000	0.000	Merged-chr12-81788922-29
NR559--MA0731.1.BCL6B	chr14	103033507	103033523	+	0.000	0.000	Merged-chr14-103033598-47
NR1131--MA0731.1.BCL6B	chr4	109079933	109079949	-	0.000	0.000	Merged-chr4-109079913-32
NR742--MA0463.1.Bcl6	chr17	78418017	78418030	+	0.000	0.000	Merged-chr17-78417856-75
NR429--MA0731.1.BCL6B	chr12	118930652	118930668	+	0.000	0.000	Merged-chr12-118930773-38
NR854--MA0463.1.Bcl6	chr2	6322838	6322851	+	0.000	0.000	Merged-chr2-6322787-80
NR299--MA0463.1.Bcl6	chr11	94677100	94677113	-	0.000	0.000	Merged-chr11-94677359-58
NR760--MA0463.1.Bcl6	chr18	21300319	21300332	-	0.000	0.000	Merged-chr18-21300237-62
NR1527--MA0463.1.Bcl6	chr8	109614654	109614667	-	0.000	0.000	Merged-chr8-109614638-43
NR1433--MA0463.1.Bcl6	chr7	113250661	113250674	-	0.000	0.000	Merged-chr7-113250807-31
NR550--MA0463.1.Bcl6	chr14	76582504	76582517	-	0.000	0.000	Merged-chr14-76582624-49
NR961--MA0731.1.BCL6B	chr2	166264948	166264964	-	0.000	0.000	Merged-chr2-166264997-23
NR1657--MA0463.1.Bcl6	chrX	151521073	151521086	-	0.000	0.000	Merged-chrX-151521261-1
NR989--MA0463.1.Bcl6	chr3	37738412	37738425	+	0.000	0.000	Merged-chr3-37738517-40
NR1102--MA0463.1.Bcl6	chr4	70307286	70307299	+	0.000	0.000	Merged-chr4-70307334-49
NR1429--MA0463.1.Bcl6	chr7	109781533	109781546	+	0.000	0.000	Merged-chr7-109781592-85
NR676--MA0463.1.Bcl6	chr16	75909077	75909090	-	0.000	0.000	Merged-chr16-75909090-59
NR582--MA0463.1.Bcl6	chr15	41612536	41612549	+	0.000	0.000	Merged-chr15-41612397-47
NR224--MA0463.1.Bcl6	chr10	105841471	105841484	-	0.000	0.000	Merged-chr10-105841335-60
NR1595--MA0463.1.Bcl6	chr9	62344858	62344871	-	0.000	0.000	Merged-chr9-62344675-54
NR94--MA0731.1.BCL6B	chr1	153559668	153559684	-	0.000	0.000	Merged-chr1-153559503-28
NR1508--MA0731.1.BCL6B	chr8	85060065	85060081	+	0.000	0.000	Merged-chr8-85060180-46
