#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1504--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR7872--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR1627--MA0002.2.RUNX1	chr11	109758797	109758807	+	0.000	0.000	Merged-chr11-109758787-36
NR7396--MA0684.1.RUNX3	chr6	146434409	146434418	+	0.000	0.000	Merged-chr6-146434496-35
NR4733--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR7124--MA0002.2.RUNX1	chr6	99388827	99388837	-	0.000	0.000	Merged-chr6-99389059-78
NR5715--MA0002.2.RUNX1	chr3	149225824	149225834	-	0.000	0.000	Merged-chr3-149225806-29
NR8821--MA0002.2.RUNX1	chrX	20662971	20662981	-	0.000	0.000	Merged-chrX-20662999-43
NR6870--MA0002.2.RUNX1	chr5	151423113	151423123	-	0.000	0.000	Merged-chr5-151422935-26
NR7253--MA0684.1.RUNX3	chr6	126995692	126995701	-	0.000	0.000	Merged-chr6-126995755-15
NR7524--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR4985--MA0002.2.RUNX1	chr2	118544259	118544269	+	0.000	0.000	Merged-chr2-118544423-30
NR1564--MA0511.2.RUNX2	chr11	102739354	102739362	+	0.000	0.000	Merged-chr11-102739455-28
NR3893--MA0684.1.RUNX3	chr17	57183080	57183089	-	0.000	0.000	Merged-chr17-57183114-28
NR8950--MA0684.1.RUNX3	chrX	164318752	164318761	+	0.000	0.000	Merged-chrX-164318746-35
NR575--MA0002.2.RUNX1	chr1	180355488	180355498	+	0.000	0.000	Merged-chr1-180355394-18
NR7603--MA0511.2.RUNX2	chr7	75600614	75600622	+	0.000	0.000	Merged-chr7-75600674-52
NR5923--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR5447--MA0511.2.RUNX2	chr3	75939658	75939666	+	0.000	0.000	Merged-chr3-75939658-25
NR5077--MA0002.2.RUNX1	chr2	144231342	144231352	+	0.000	0.000	Merged-chr2-144231243-34
NR1594--MA0684.1.RUNX3	chr11	106961728	106961737	+	0.000	0.000	Merged-chr11-106961822-47
NR8930--MA0002.2.RUNX1	chrX	159080706	159080716	-	0.000	0.000	Merged-chrX-159080720-54
NR432--MA0002.2.RUNX1	chr1	153092419	153092429	-	0.000	0.000	Merged-chr1-153092391-33
NR3668--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR5682--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR5953--MA0684.1.RUNX3	chr4	82365251	82365260	+	0.000	0.000	Merged-chr4-82365199-20
NR1673--MA0511.2.RUNX2	chr11	117872115	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR7756--MA0002.2.RUNX1	chr7	106271099	106271109	-	0.000	0.000	Merged-chr7-106271098-32
NR2543--MA0002.2.RUNX1	chr13	111457918	111457928	-	0.000	0.000	Merged-chr13-111458096-35
NR5748--MA0684.1.RUNX3	chr3	153895646	153895655	+	0.000	0.000	Merged-chr3-153895730-42
NR1246--MA0684.1.RUNX3	chr11	30166353	30166362	+	0.000	0.000	Merged-chr11-30166468-16
NR955--MA0002.2.RUNX1	chr10	81510338	81510348	+	0.000	0.000	Merged-chr10-81510447-46
NR4680--MA0002.2.RUNX1	chr2	18939019	18939029	-	0.000	0.000	Merged-chr2-18939077-26
NR640--MA0511.2.RUNX2	chr1	190911886	190911894	-	0.000	0.000	Merged-chr1-190911808-69
NR3383--MA0684.1.RUNX3	chr16	24223000	24223009	+	0.000	0.000	Merged-chr16-24223189-62
NR8834--MA0002.2.RUNX1	chrX	48424762	48424772	+	0.000	0.000	Merged-chrX-48424908-65
NR5142--MA0511.2.RUNX2	chr2	156918774	156918782	+	0.000	0.000	Merged-chr2-156918803-29
NR2800--MA0684.1.RUNX3	chr14	75045425	75045434	+	0.000	0.000	Merged-chr14-75045381-29
NR8248--MA0684.1.RUNX3	chr8	114879898	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR7345--MA0511.2.RUNX2	chr6	140493270	140493278	+	0.000	0.000	Merged-chr6-140493334-8
NR3158--MA0002.2.RUNX1	chr15	80572423	80572433	-	0.000	0.000	Merged-chr15-80572443-63
NR7789--MA0684.1.RUNX3	chr7	110824212	110824221	+	0.000	0.000	Merged-chr7-110824322-44
NR3492--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR7202--MA0511.2.RUNX2	chr6	119918904	119918912	-	0.000	0.000	Merged-chr6-119918835-40
NR7868--MA0511.2.RUNX2	chr7	128158910	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR716--MA0002.2.RUNX1	chr10	19566177	19566187	+	0.000	0.000	Merged-chr10-19566068-15
NR6992--MA0002.2.RUNX1	chr6	53589949	53589959	+	0.000	0.000	Merged-chr6-53589975-53
NR3366--MA0511.2.RUNX2	chr16	23322604	23322612	-	0.000	0.000	Merged-chr16-23322651-8
NR1957--MA0511.2.RUNX2	chr12	107119318	107119326	-	0.000	0.000	Merged-chr12-107119357-16
NR4077--MA0511.2.RUNX2	chr18	32880565	32880573	-	0.000	0.000	Merged-chr18-32880667-46
NR5218--MA0002.2.RUNX1	chr2	167657066	167657076	+	0.000	0.000	Merged-chr2-167656925-59
