#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR33308--MA0741.1.KLF16	chr2	164517767	164517777	+	0.000	0.000	Merged-chr2-164517940-3
NR31086--MA0741.1.KLF16	chr2	76648245	76648255	+	0.000	0.000	Merged-chr2-76648077-91
NR46745--MA0740.1.KLF14	chr6	51544498	51544511	+	0.000	0.000	Merged-chr6-51544589-23
NR17439--MA0599.1.KLF5	chr14	67008995	67009004	-	0.000	0.000	Merged-chr14-67008836-73
NR31628--MA0741.1.KLF16	chr2	112240501	112240511	+	0.000	0.000	Merged-chr2-112240570-1
NR52160--MA0599.1.KLF5	chr7	101836992	101837001	-	0.000	0.000	Merged-chr7-101836675-61
NR28107--MA0599.1.KLF5	chr19	10605621	10605630	-	0.000	0.000	Merged-chr19-10605555-50
NR54694--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR32650--MA0599.1.KLF5	chr2	146855812	146855821	+	0.000	0.000	Merged-chr2-146855966-67
NR38285--MA0599.1.KLF5	chr4	47091899	47091908	-	0.000	0.000	Merged-chr4-47092153-114
NR9874--MA0742.1.Klf12	chr11	94629732	94629746	+	0.000	0.000	Merged-chr11-94629692-62
NR29658--MA0599.1.KLF5	chr2	22744466	22744475	-	0.000	0.000	Merged-chr2-22744632-58
NR33031--MA0039.3.KLF4	chr2	157457703	157457713	+	0.000	0.000	Merged-chr2-157457672-72
NR35360--MA0599.1.KLF5	chr3	89102058	89102067	-	0.000	0.000	Merged-chr3-89101941-62
NR29469--MA0741.1.KLF16	chr2	13544493	13544503	+	0.000	0.000	Merged-chr2-13544491-68
NR48838--MA1107.1.KLF9	chr6	129240075	129240087	-	0.000	0.000	Merged-chr6-129239949-37
NR30251--MA0599.1.KLF5	chr2	34799781	34799790	+	0.000	0.000	Merged-chr2-34799795-54
NR15850--MA0599.1.KLF5	chr13	112001456	112001465	+	0.000	0.000	Merged-chr13-112001369-98
NR11686--MA0039.3.KLF4	chr12	34990657	34990667	-	0.000	0.000	Merged-chr12-34990480-50
NR61189--MA1107.1.KLF9	chrX	77511807	77511819	-	0.000	0.000	Merged-chrX-77511881-30
NR590--MA0741.1.KLF16	chr1	44101585	44101595	+	0.000	0.000	Merged-chr1-44101717-6
NR22354--MA0039.3.KLF4	chr16	91545897	91545907	-	0.000	0.000	Merged-chr16-91545855-29
NR60941--MA0742.1.Klf12	chrX	48439329	48439343	+	0.000	0.000	Merged-chrX-48439360-33
NR30796--MA1107.1.KLF9	chr2	69802994	69803006	+	0.000	0.000	Merged-chr2-69803068-39
NR8883--MA0741.1.KLF16	chr11	62248946	62248956	+	0.000	0.000	Merged-chr11-62248917-36
NR50463--MA0742.1.Klf12	chr7	29238312	29238326	-	0.000	0.000	Merged-chr7-29238309-53
NR42756--MA0493.1.Klf1	chr5	66200137	66200147	+	0.000	0.000	Merged-chr5-66200219-43
NR14191--MA0493.1.Klf1	chr13	43751218	43751228	-	0.000	0.000	Merged-chr13-43751187-7
NR45718--MA0741.1.KLF16	chr5	147050911	147050921	-	0.000	0.000	Merged-chr5-147050957-60
NR38280--MA0741.1.KLF16	chr4	46650225	46650235	+	0.000	0.000	Merged-chr4-46650246-65
NR4532--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR25946--MA0039.3.KLF4	chr18	23987188	23987198	+	0.000	0.000	Merged-chr18-23987124-40
NR56810--MA0493.1.Klf1	chr8	121995346	121995356	-	0.000	0.000	Merged-chr8-121995236-25
NR56961--MA0657.1.KLF13	chr8	124617426	124617443	-	0.000	0.000	Merged-chr8-124617386-28
NR56907--MA0741.1.KLF16	chr8	123374444	123374454	-	0.000	0.000	Merged-chr8-123374392-1
NR38257--MA1107.1.KLF9	chr4	46485838	46485850	-	0.000	0.000	Merged-chr4-46485924-53
