#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR254--MA1107.1.KLF9	chr1	23924242	23924254	-	0.000	0.000	Merged-chr1-23924181-63
NR23750--MA0741.1.KLF16	chr17	47542187	47542197	+	0.000	0.000	Merged-chr17-47542240-31
NR15253--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR34239--MA0599.1.KLF5	chr3	89871073	89871082	+	0.000	0.000	Merged-chr3-89871193-44
NR6746--MA0741.1.KLF16	chr10	116950211	116950221	-	0.000	0.000	Merged-chr10-116950301-86
NR56850--MA0742.1.Klf12	chr9	102792177	102792191	+	0.000	0.000	Merged-chr9-102792084-52
NR39123--MA1107.1.KLF9	chr4	135313294	135313306	+	0.000	0.000	Merged-chr4-135313205-6
NR17304--MA0493.1.Klf1	chr14	70781297	70781307	-	0.000	0.000	Merged-chr14-70781292-78
NR26141--MA0741.1.KLF16	chr18	69344385	69344395	-	0.000	0.000	Merged-chr18-69344405-52
NR2590--MA0493.1.Klf1	chr1	155784564	155784574	-	0.000	0.000	Merged-chr1-155784753-78
NR24190--MA0741.1.KLF16	chr17	65951222	65951232	+	0.000	0.000	Merged-chr17-65951140-56
NR18724--MA0740.1.KLF14	chr15	58141111	58141124	-	0.000	0.000	Merged-chr15-58141006-1
NR39676--MA0741.1.KLF16	chr4	148288297	148288307	+	0.000	0.000	Merged-chr4-148288108-27
NR37410--MA0599.1.KLF5	chr4	63544704	63544713	+	0.000	0.000	Merged-chr4-63544778-69
NR39373--MA0740.1.KLF14	chr4	139574478	139574491	-	0.000	0.000	Merged-chr4-139574722-95
NR47603--MA0741.1.KLF16	chr7	5020257	5020267	-	0.000	0.000	Merged-chr7-5020467-58
NR22579--MA0493.1.Klf1	chr17	21474864	21474874	-	0.000	0.000	Merged-chr17-21475108-14
NR42514--MA0740.1.KLF14	chr5	114380504	114380517	-	0.000	0.000	Merged-chr5-114380529-85
NR23--MA0740.1.KLF14	chr1	7397690	7397703	-	0.000	0.000	Merged-chr1-7397839-113
NR37125--MA0741.1.KLF16	chr4	53491515	53491525	+	0.000	0.000	Merged-chr4-53491453-32
NR40563--MA0740.1.KLF14	chr5	24685913	24685926	-	0.000	0.000	Merged-chr5-24685796-115
NR16466--MA0742.1.Klf12	chr14	40947900	40947914	-	0.000	0.000	Merged-chr14-40947872-74
NR43972--MA0741.1.KLF16	chr5	142440817	142440827	+	0.000	0.000	Merged-chr5-142441069-143
NR35002--MA0599.1.KLF5	chr3	108383790	108383799	-	0.000	0.000	Merged-chr3-108383794-50
NR8883--MA0741.1.KLF16	chr11	69795541	69795551	+	0.000	0.000	Merged-chr11-69795506-54
NR27757--MA0740.1.KLF14	chr19	43940232	43940245	+	0.000	0.000	Merged-chr19-43940128-49
NR54093--MA0493.1.Klf1	chr8	117074430	117074440	+	0.000	0.000	Merged-chr8-117074609-38
NR38551--MA0741.1.KLF16	chr4	126753433	126753443	+	0.000	0.000	Merged-chr4-126753517-82
NR19077--MA0599.1.KLF5	chr15	74753072	74753081	+	0.000	0.000	Merged-chr15-74752931-48
NR7448--MA1107.1.KLF9	chr11	3703666	3703678	+	0.000	0.000	Merged-chr11-3703654-26
NR22951--MA0599.1.KLF5	chr17	28085159	28085168	+	0.000	0.000	Merged-chr17-28085158-23
NR4652--MA0741.1.KLF16	chr10	39731544	39731554	+	0.000	0.000	Merged-chr10-39731442-1
NR40062--MA0599.1.KLF5	chr4	155734817	155734826	-	0.000	0.000	Merged-chr4-155734868-75
NR10713--MA1107.1.KLF9	chr11	115461900	115461912	-	0.000	0.000	Merged-chr11-115461970-11
NR54402--MA0493.1.Klf1	chr8	123037169	123037179	-	0.000	0.000	Merged-chr8-123037224-33
NR9861--MA0493.1.Klf1	chr11	96064545	96064555	-	0.000	0.000	Merged-chr11-96064642-6
NR52768--MA0740.1.KLF14	chr8	70506411	70506424	+	0.000	0.000	Merged-chr8-70506542-51
NR24779--MA0741.1.KLF16	chr17	86850996	86851006	-	0.000	0.000	Merged-chr17-86850931-27
NR39235--MA1107.1.KLF9	chr4	137609853	137609865	-	0.000	0.000	Merged-chr4-137609762-50
NR54661--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR55197--MA0599.1.KLF5	chr9	35211019	35211028	+	0.000	0.000	Merged-chr9-35211181-71
NR57008--MA0742.1.Klf12	chr9	106685821	106685835	+	0.000	0.000	Merged-chr9-106685635-87
NR52937--MA0742.1.Klf12	chr8	72169382	72169396	+	0.000	0.000	Merged-chr8-72169499-55
NR23592--MA1107.1.KLF9	chr17	45507092	45507104	+	0.000	0.000	Merged-chr17-45506965-50
NR37522--MA0599.1.KLF5	chr4	82513320	82513329	-	0.000	0.000	Merged-chr4-82513258-36
NR8740--MA0741.1.KLF16	chr11	65788374	65788384	+	0.000	0.000	Merged-chr11-65788138-67
NR41326--MA0493.1.Klf1	chr5	64803106	64803116	-	0.000	0.000	Merged-chr5-64803282-82
NR5126--MA0740.1.KLF14	chr10	61452856	61452869	-	0.000	0.000	Merged-chr10-61452794-18
NR58839--MA0741.1.KLF16	chrX	153498137	153498147	-	0.000	0.000	Merged-chrX-153498293-79
NR30578--MA0599.1.KLF5	chr2	102912592	102912601	+	0.000	0.000	Merged-chr2-102912597-1
NR35409--MA0493.1.Klf1	chr3	126660886	126660896	+	0.000	0.000	Merged-chr3-126660767-126
NR7588--MA0599.1.KLF5	chr11	6415714	6415723	+	0.000	0.000	Merged-chr11-6415741-2
NR50835--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR9629--MA0599.1.KLF5	chr11	88099396	88099405	+	0.000	0.000	Merged-chr11-88099281-41
NR33742--MA0657.1.KLF13	chr3	59260857	59260874	+	0.000	0.000	Merged-chr3-59260932-51
NR15819--MA0599.1.KLF5	chr13	120300186	120300195	-	0.000	0.000	Merged-chr13-120300021-103
NR10514--MA0740.1.KLF14	chr11	109611684	109611697	+	0.000	0.000	Merged-chr11-109611660-96
NR31466--MA0741.1.KLF16	chr2	132247694	132247704	+	0.000	0.000	Merged-chr2-132247707-55
NR38378--MA1107.1.KLF9	chr4	120951733	120951745	+	0.000	0.000	Merged-chr4-120951582-67
