#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2648--MA0766.1.GATA5	chr2	29689675	29689682	+	0.000	0.000	Merged-chr2-29689675-19
NR2715--MA0482.1.Gata4	chr2	68471368	68471378	-	0.000	0.000	Merged-chr2-68471266-4
NR4980--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR493--MA1104.1.GATA6	chr10	79417357	79417369	-	0.000	0.000	Merged-chr10-79417442-89
NR856--MA0482.1.Gata4	chr11	104661608	104661618	+	0.000	0.000	Merged-chr11-104661475-50
NR35--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR2505--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR2967--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR4670--MA0140.2.GATA1::TAL1	chr8	115728642	115728659	-	0.000	0.000	Merged-chr8-115728663-11
NR3559--MA0035.3.Gata1	chr5	8374461	8374471	-	0.000	0.000	Merged-chr5-8374526-17
NR898--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR260--MA0140.2.GATA1::TAL1	chr1	151644462	151644479	+	0.000	0.000	Merged-chr1-151644358-13
NR2999--MA0036.3.GATA2	chr3	68240094	68240104	-	0.000	0.000	Merged-chr3-68240034-18
NR16--MA0482.1.Gata4	chr1	36684297	36684307	-	0.000	0.000	Merged-chr1-36684318-20
NR3787--MA0482.1.Gata4	chr5	124022517	124022527	+	0.000	0.000	Merged-chr5-124022476-27
NR4470--MA0036.3.GATA2	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR730--MA1104.1.GATA6	chr11	51760530	51760542	+	0.000	0.000	Merged-chr11-51760433-27
NR1117--MA0035.3.Gata1	chr12	115804002	115804012	+	0.000	0.000	Merged-chr12-115803897-8
NR1759--MA0482.1.Gata4	chr15	91616639	91616649	-	0.000	0.000	Merged-chr15-91616695-12
NR33--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR541--MA0035.3.Gata1	chr10	89747976	89747986	+	0.000	0.000	Merged-chr10-89747839-80
NR267--MA0037.3.GATA3	chr1	153847117	153847124	+	0.000	0.000	Merged-chr1-153847127-37
NR5070--MA1104.1.GATA6	chrX	109114147	109114159	+	0.000	0.000	Merged-chrX-109113990-42
NR220--MA1104.1.GATA6	chr1	133073436	133073448	+	0.000	0.000	Merged-chr1-133073641-31
NR793--MA0035.3.Gata1	chr11	87770968	87770978	+	0.000	0.000	Merged-chr11-87771136-20
NR487--MA0036.3.GATA2	chr10	77021477	77021487	+	0.000	0.000	Merged-chr10-77021563-39
NR2351--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR1249--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR716--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR3932--MA0037.3.GATA3	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR2285--MA0035.3.Gata1	chr18	14654056	14654066	+	0.000	0.000	Merged-chr18-14653924-40
NR600--MA1104.1.GATA6	chr10	117665803	117665815	+	0.000	0.000	Merged-chr10-117665862-11
NR4611--MA0036.3.GATA2	chr8	83779752	83779762	+	0.000	0.000	Merged-chr8-83779707-23
NR46--MA1104.1.GATA6	chr1	51820733	51820745	+	0.000	0.000	Merged-chr1-51820806-47
NR19--MA0035.3.Gata1	chr1	36684298	36684308	-	0.000	0.000	Merged-chr1-36684318-20
NR4929--MA0036.3.GATA2	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR192--MA0766.1.GATA5	chr1	127233542	127233549	+	0.000	0.000	Merged-chr1-127233373-50
NR4821--MA0035.3.Gata1	chr9	48795324	48795334	-	0.000	0.000	Merged-chr9-48795268-19
NR140--MA0035.3.Gata1	chr1	91086545	91086555	-	0.000	0.000	Merged-chr1-91086368-53
NR2835--MA0036.3.GATA2	chr2	136965555	136965565	+	0.000	0.000	Merged-chr2-136965495-19
NR4202--MA0035.3.Gata1	chr6	142809507	142809517	+	0.000	0.000	Merged-chr6-142809719-29
NR105--MA0036.3.GATA2	chr1	74726884	74726894	+	0.000	0.000	Merged-chr1-74726770-27
NR756--MA1104.1.GATA6	chr11	67048901	67048913	+	0.000	0.000	Merged-chr11-67048792-34
NR2431--MA0766.1.GATA5	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR37--MA0766.1.GATA5	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR2226--MA0766.1.GATA5	chr17	71192199	71192206	+	0.000	0.000	Merged-chr17-71192022-46
NR1962--MA0036.3.GATA2	chr16	64898527	64898537	+	0.000	0.000	Merged-chr16-64898423-6
NR3004--MA0482.1.Gata4	chr3	84093106	84093116	-	0.000	0.000	Merged-chr3-84093112-19
NR4353--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR2426--MA0035.3.Gata1	chr19	5724567	5724577	-	0.000	0.000	Merged-chr19-5724698-18
NR957--MA0482.1.Gata4	chr12	35480970	35480980	-	0.000	0.000	Merged-chr12-35480950-10
NR772--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR1279--MA1104.1.GATA6	chr13	67332554	67332566	+	0.000	0.000	Merged-chr13-67332541-54
NR3783--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR2137--MA0140.2.GATA1::TAL1	chr17	30867648	30867665	+	0.000	0.000	Merged-chr17-30867734-1
NR3958--MA1104.1.GATA6	chr6	41114180	41114192	-	0.000	0.000	Merged-chr6-41114217-6
NR585--MA0140.2.GATA1::TAL1	chr10	108167988	108168005	-	0.000	0.000	Merged-chr10-108168166-48
NR3365--MA0482.1.Gata4	chr4	88010616	88010626	-	0.000	0.000	Merged-chr4-88010715-29
NR3339--MA1104.1.GATA6	chr4	63948282	63948294	-	0.000	0.000	Merged-chr4-63948222-34
NR3687--MA0037.3.GATA3	chr5	89044954	89044961	+	0.000	0.000	Merged-chr5-89044916-44
NR4571--MA0036.3.GATA2	chr8	34398055	34398065	+	0.000	0.000	Merged-chr8-34397971-66
NR432--MA0036.3.GATA2	chr10	39991287	39991297	+	0.000	0.000	Merged-chr10-39991173-41
NR2915--MA0035.3.Gata1	chr2	167081043	167081053	-	0.000	0.000	Merged-chr2-167081117-10
NR3890--MA0140.2.GATA1::TAL1	chr5	144014951	144014968	-	0.000	0.000	Merged-chr5-144014809-51
NR3719--MA1104.1.GATA6	chr5	96200471	96200483	+	0.000	0.000	Merged-chr5-96200420-10
NR2814--MA0036.3.GATA2	chr2	128366016	128366026	-	0.000	0.000	Merged-chr2-128365920-27
NR831--MA0037.3.GATA3	chr11	99105269	99105276	-	0.000	0.000	Merged-chr11-99105109-62
NR4746--MA0036.3.GATA2	chr8	128530707	128530717	-	0.000	0.000	Merged-chr8-128530780-6
NR1083--MA1104.1.GATA6	chr12	103331557	103331569	-	0.000	0.000	Merged-chr12-103331678-52
NR1149--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR270--MA0036.3.GATA2	chr1	153847115	153847125	-	0.000	0.000	Merged-chr1-153847127-37
NR4052--MA0140.2.GATA1::TAL1	chr6	99309688	99309705	-	0.000	0.000	Merged-chr6-99309583-50
NR203--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR2699--MA0036.3.GATA2	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
