#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR170--MA0508.2.PRDM1	chr10	39600359	39600368	+	0.000	0.000	Merged-chr10-39600436-54
NR1060--MA0508.2.PRDM1	chr3	55414603	55414612	+	0.000	0.000	Merged-chr3-55414423-1
NR92--MA0508.2.PRDM1	chr1	155167682	155167691	-	0.000	0.000	Merged-chr1-155167798-18
NR964--MA0508.2.PRDM1	chr2	84809681	84809690	-	0.000	0.000	Merged-chr2-84809578-14
NR1378--MA0508.2.PRDM1	chr6	55056227	55056236	+	0.000	0.000	Merged-chr6-55056430-13
NR15--MA0508.2.PRDM1	chr1	30899015	30899024	+	0.000	0.000	Merged-chr1-30898944-13
NR1235--MA0508.2.PRDM1	chr4	145099950	145099959	-	0.000	0.000	Merged-chr4-145100023-41
NR202--MA0508.2.PRDM1	chr10	94021281	94021290	+	0.000	0.000	Merged-chr10-94021256-59
NR454--MA0508.2.PRDM1	chr13	44376101	44376110	-	0.000	0.000	Merged-chr13-44376077-22
NR1344--MA0508.2.PRDM1	chr5	149203209	149203218	-	0.000	0.000	Merged-chr5-149203183-18
NR1615--MA0508.2.PRDM1	chr8	94413698	94413707	+	0.000	0.000	Merged-chr8-94413719-53
NR311--MA0508.2.PRDM1	chr11	103346320	103346329	+	0.000	0.000	Merged-chr11-103346367-17
NR1248--MA0508.2.PRDM1	chr4	152138699	152138708	+	0.000	0.000	Merged-chr4-152138737-60
NR420--MA0508.2.PRDM1	chr12	117712709	117712718	-	0.000	0.000	Merged-chr12-117712681-21
NR672--MA0508.2.PRDM1	chr16	26581729	26581738	-	0.000	0.000	Merged-chr16-26581670-77
NR1086--MA0508.2.PRDM1	chr3	101021592	101021601	-	0.000	0.000	Merged-chr3-101021313-57
NR324--MA0508.2.PRDM1	chr11	116869751	116869760	-	0.000	0.000	Merged-chr11-116869693-21
NR1214--MA0508.2.PRDM1	chr4	124818147	124818156	+	0.000	0.000	Merged-chr4-124818011-13
NR1009--MA0508.2.PRDM1	chr2	146606417	146606426	+	0.000	0.000	Merged-chr2-146606447-27
NR781--MA0508.2.PRDM1	chr17	73009124	73009133	+	0.000	0.000	Merged-chr17-73009034-36
NR1466--MA0508.2.PRDM1	chr6	145747480	145747489	+	0.000	0.000	Merged-chr6-145747406-5
NR1737--MA0508.2.PRDM1	chrX	77509282	77509291	+	0.000	0.000	Merged-chrX-77509424-59
NR162--MA0508.2.PRDM1	chr10	30627853	30627862	-	0.000	0.000	Merged-chr10-30627801-15
NR956--MA0508.2.PRDM1	chr2	71800883	71800892	-	0.000	0.000	Merged-chr2-71801040-44
NR1575--MA0508.2.PRDM1	chr8	3631199	3631208	-	0.000	0.000	Merged-chr8-3631064-68
NR813--MA0508.2.PRDM1	chr18	48927656	48927665	+	0.000	0.000	Merged-chr18-48927689-2
NR922--MA0508.2.PRDM1	chr2	29054331	29054340	-	0.000	0.000	Merged-chr2-29054435-74
NR826--MA0508.2.PRDM1	chr18	61479915	61479924	+	0.000	0.000	Merged-chr18-61480035-15
NR1174--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR393--MA0508.2.PRDM1	chr12	101958130	101958139	+	0.000	0.000	Merged-chr12-101958185-60
NR664--MA0508.2.PRDM1	chr16	17010284	17010293	+	0.000	0.000	Merged-chr16-17010248-6
NR1078--MA0508.2.PRDM1	chr3	89887755	89887764	+	0.000	0.000	Merged-chr3-89887842-17
NR839--MA0508.2.PRDM1	chr18	80734828	80734837	+	0.000	0.000	Merged-chr18-80734835-39
NR1187--MA0508.2.PRDM1	chr4	86748582	86748591	-	0.000	0.000	Merged-chr4-86748710-108
NR1729--MA0508.2.PRDM1	chrX	7789679	7789688	+	0.000	0.000	Merged-chrX-7789819-46
NR154--MA0508.2.PRDM1	chr10	19598284	19598293	-	0.000	0.000	Merged-chr10-19598256-42
NR677--MA0508.2.PRDM1	chr16	33073294	33073303	-	0.000	0.000	Merged-chr16-33073178-28
NR263--MA0508.2.PRDM1	chr11	53128858	53128867	+	0.000	0.000	Merged-chr11-53128879-36
NR805--MA0508.2.PRDM1	chr18	13787153	13787162	+	0.000	0.000	Merged-chr18-13787099-71
NR1219--MA0508.2.PRDM1	chr4	129496812	129496821	+	0.000	0.000	Merged-chr4-129496759-24
NR752--MA0508.2.PRDM1	chr17	27017807	27017816	-	0.000	0.000	Merged-chr17-27018034-35
NR818--MA0508.2.PRDM1	chr18	54987137	54987146	-	0.000	0.000	Merged-chr18-54986948-23
NR1689--MA0508.2.PRDM1	chr9	69072415	69072424	+	0.000	0.000	Merged-chr9-69072353-12
NR765--MA0508.2.PRDM1	chr17	44557476	44557485	+	0.000	0.000	Merged-chr17-44557338-45
NR9--MA0508.2.PRDM1	chr1	20820395	20820404	+	0.000	0.000	Merged-chr1-20820206-62
NR460--MA0508.2.PRDM1	chr13	55116476	55116485	+	0.000	0.000	Merged-chr13-55116329-10
