#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR8983--MA0495.2.MAFF	chr3	142550486	142550506	-	0.000	0.000	Merged-chr3-142550449-49
NR13147--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR2799--MA0501.1.MAF::NFE2	chr12	28829728	28829742	-	0.000	0.000	Merged-chr12-28829718-31
NR11144--MA0591.1.Bach1::Mafk	chr6	51207219	51207233	-	0.000	0.000	Merged-chr6-51207089-18
NR9961--MA0495.2.MAFF	chr4	151051492	151051512	-	0.000	0.000	Merged-chr4-151051420-19
NR2994--MA0496.2.MAFK	chr12	73755845	73755863	-	0.000	0.000	Merged-chr12-73755850-33
NR11673--MA0089.1.MAFG::NFE2L1	chr6	120957348	120957353	+	0.000	0.000	Merged-chr6-120957473-22
NR1372--MA0495.2.MAFF	chr10	26325616	26325636	+	0.000	0.000	Merged-chr10-26325461-56
NR96--MA0495.2.MAFF	chr1	36162981	36163001	-	0.000	0.000	Merged-chr1-36162898-20
NR2784--MA0501.1.MAF::NFE2	chr12	25228851	25228865	+	0.000	0.000	Merged-chr12-25228819-20
NR13855--MA0495.2.MAFF	chr9	63399102	63399122	-	0.000	0.000	Merged-chr9-63399253-65
NR13640--MA0495.2.MAFF	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR6464--MA0591.1.Bach1::Mafk	chr18	56737556	56737570	+	0.000	0.000	Merged-chr18-56737571-43
NR3475--MA0089.1.MAFG::NFE2L1	chr13	30831528	30831533	-	0.000	0.000	Merged-chr13-30831512-31
NR9963--MA0659.1.MAFG	chr4	151051492	151051512	+	0.000	0.000	Merged-chr4-151051420-19
NR11760--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR10153--MA0659.1.MAFG	chr5	28402908	28402928	-	0.000	0.000	Merged-chr5-28402904-51
NR12783--MA0495.2.MAFF	chr7	136164776	136164796	+	0.000	0.000	Merged-chr7-136164647-23
NR7425--MA0117.2.Mafb	chr2	75148091	75148102	+	0.000	0.000	Merged-chr2-75148078-33
NR7556--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR10493--MA0117.2.Mafb	chr5	100872232	100872243	+	0.000	0.000	Merged-chr5-100872198-32
NR13512--MA0117.2.Mafb	chr8	122702491	122702502	-	0.000	0.000	Merged-chr8-122702580-1
NR10768--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	+	0.000	0.000	Merged-chr5-136550897-14
NR5805--MA0117.2.Mafb	chr17	22817866	22817877	-	0.000	0.000	Merged-chr17-22817720-41
NR8893--MA0591.1.Bach1::Mafk	chr3	135604828	135604842	-	0.000	0.000	Merged-chr3-135604723-37
NR13839--MA0117.2.Mafb	chr9	60688058	60688069	-	0.000	0.000	Merged-chr9-60688007-55
NR8346--MA0089.1.MAFG::NFE2L1	chr3	37161278	37161283	+	0.000	0.000	Merged-chr3-37161165-34
NR1528--MA0089.1.MAFG::NFE2L1	chr10	59636948	59636953	+	0.000	0.000	Merged-chr10-59636988-40
NR959--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR9155--MA0496.2.MAFK	chr3	157884229	157884247	+	0.000	0.000	Merged-chr3-157884103-23
NR12432--MA0501.1.MAF::NFE2	chr7	99794263	99794277	-	0.000	0.000	Merged-chr7-99794311-17
NR4793--MA0089.1.MAFG::NFE2L1	chr15	31418295	31418300	-	0.000	0.000	Merged-chr15-31418440-29
NR12790--MA0591.1.Bach1::Mafk	chr7	136894527	136894541	+	0.000	0.000	Merged-chr7-136894538-85
NR8891--MA0117.2.Mafb	chr3	135604825	135604836	+	0.000	0.000	Merged-chr3-135604723-37
NR5734--MA0089.1.MAFG::NFE2L1	chr17	8165441	8165446	-	0.000	0.000	Merged-chr17-8165441-73
NR6287--MA0089.1.MAFG::NFE2L1	chr18	12690194	12690199	-	0.000	0.000	Merged-chr18-12690231-68
NR14262--MA0501.1.MAF::NFE2	chr9	110645396	110645410	-	0.000	0.000	Merged-chr9-110645405-57
