#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1085--MA0002.2.RUNX1	chr10	118534279	118534289	-	0.000	0.000	Merged-chr10-118534229-5
NR3387--MA0511.2.RUNX2	chr17	7889200	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR7124--MA0002.2.RUNX1	chr7	112918188	112918198	-	0.000	0.000	Merged-chr7-112918016-3
NR3707--MA0684.1.RUNX3	chr17	81045692	81045701	+	0.000	0.000	Merged-chr17-81045626-69
NR1213--MA0002.2.RUNX1	chr11	43174549	43174559	+	0.000	0.000	Merged-chr11-43174624-53
NR1879--MA0002.2.RUNX1	chr12	107962043	107962053	+	0.000	0.000	Merged-chr12-107961927-37
NR7524--MA0684.1.RUNX3	chr8	91082103	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR4985--MA0002.2.RUNX1	chr3	68240113	68240123	-	0.000	0.000	Merged-chr3-68240034-18
NR2910--MA0002.2.RUNX1	chr15	59679324	59679334	-	0.000	0.000	Merged-chr15-59679234-16
NR5030--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR7918--MA0002.2.RUNX1	chr9	79810687	79810697	-	0.000	0.000	Merged-chr9-79810670-36
NR5696--MA0002.2.RUNX1	chr4	138464070	138464080	-	0.000	0.000	Merged-chr4-138464044-32
NR575--MA0002.2.RUNX1	chr1	177532840	177532850	-	0.000	0.000	Merged-chr1-177532869-13
NR6522--MA0002.2.RUNX1	chr6	86570876	86570886	+	0.000	0.000	Merged-chr6-86570900-55
NR3972--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR7110--MA0684.1.RUNX3	chr7	110824212	110824221	+	0.000	0.000	Merged-chr7-110824322-44
NR7028--MA0002.2.RUNX1	chr7	89171966	89171976	-	0.000	0.000	Merged-chr7-89172043-28
NR5553--MA0002.2.RUNX1	chr4	102675167	102675177	+	0.000	0.000	Merged-chr4-102675232-10
NR1594--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR7633--MA0684.1.RUNX3	chr8	120889335	120889344	-	0.000	0.000	Merged-chr8-120889347-18
