#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1809--MA0501.1.MAF::NFE2	chr11	88950906	88950920	-	0.000	0.000	Merged-chr11-88951020-7
NR8293--MA0496.2.MAFK	chr6	113047639	113047657	-	0.000	0.000	Merged-chr6-113047446-32
NR8031--MA0089.1.MAFG::NFE2L1	chr6	39725692	39725697	-	0.000	0.000	Merged-chr6-39725742-2
NR9961--MA0495.2.MAFF	chr9	63399102	63399122	-	0.000	0.000	Merged-chr9-63399253-65
NR3639--MA0501.1.MAF::NFE2	chr15	25817412	25817426	-	0.000	0.000	Merged-chr15-25817272-36
NR3406--MA0659.1.MAFG	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR1039--MA0089.1.MAFG::NFE2L1	chr10	59861934	59861939	+	0.000	0.000	Merged-chr10-59861851-9
NR1415--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR1578--MA0495.2.MAFF	chr11	51264658	51264678	-	0.000	0.000	Merged-chr11-51264498-29
NR150--MA0501.1.MAF::NFE2	chr1	59923458	59923472	+	0.000	0.000	Merged-chr1-59923331-34
NR8976--MA0117.2.Mafb	chr7	101348429	101348440	-	0.000	0.000	Merged-chr7-101348573-1
NR8835--MA0496.2.MAFK	chr7	72350189	72350207	-	0.000	0.000	Merged-chr7-72350151-23
NR3360--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR10017--MA0495.2.MAFF	chr9	78074138	78074158	-	0.000	0.000	Merged-chr9-78074095-46
NR6353--MA0117.2.Mafb	chr3	87408417	87408428	+	0.000	0.000	Merged-chr3-87408314-25
NR5345--MA0089.1.MAFG::NFE2L1	chr2	6460508	6460513	+	0.000	0.000	Merged-chr2-6460433-7
NR8420--MA0089.1.MAFG::NFE2L1	chr6	127617460	127617465	+	0.000	0.000	Merged-chr6-127617353-34
NR5080--MA0591.1.Bach1::Mafk	chr19	4037976	4037990	+	0.000	0.000	Merged-chr19-4037964-42
NR455--MA0117.2.Mafb	chr1	128386846	128386857	+	0.000	0.000	Merged-chr1-128386740-22
NR543--MA0089.1.MAFG::NFE2L1	chr1	138955193	138955198	+	0.000	0.000	Merged-chr1-138955036-38
NR2001--MA0495.2.MAFF	chr11	116259624	116259644	-	0.000	0.000	Merged-chr11-116259590-14
NR2038--MA0591.1.Bach1::Mafk	chr11	118266755	118266769	+	0.000	0.000	Merged-chr11-118266893-1
NR1040--MA0591.1.Bach1::Mafk	chr10	59861932	59861946	+	0.000	0.000	Merged-chr10-59861851-9
NR6253--MA0495.2.MAFF	chr3	58470213	58470233	+	0.000	0.000	Merged-chr3-58470222-35
NR6357--MA0591.1.Bach1::Mafk	chr3	88138426	88138440	-	0.000	0.000	Merged-chr3-88138554-68
NR5109--MA0496.2.MAFK	chr19	8713106	8713124	-	0.000	0.000	Merged-chr19-8713274-127
NR10019--MA0659.1.MAFG	chr9	78074138	78074158	+	0.000	0.000	Merged-chr9-78074095-46
NR469--MA0089.1.MAFG::NFE2L1	chr1	131003553	131003558	+	0.000	0.000	Merged-chr1-131003466-39
NR6365--MA0495.2.MAFF	chr3	89872363	89872383	-	0.000	0.000	Merged-chr3-89872416-43
NR5408--MA0501.1.MAF::NFE2	chr2	25500908	25500922	-	0.000	0.000	Merged-chr2-25500833-51
NR2003--MA0659.1.MAFG	chr11	116259624	116259644	+	0.000	0.000	Merged-chr11-116259590-14
NR1124--MA0089.1.MAFG::NFE2L1	chr10	77630052	77630057	-	0.000	0.000	Merged-chr10-77630089-17
NR2784--MA0496.2.MAFK	chr13	44819587	44819605	-	0.000	0.000	Merged-chr13-44819494-25
NR10124--MA0496.2.MAFK	chr9	96740563	96740581	+	0.000	0.000	Merged-chr9-96740764-95
NR8312--MA0495.2.MAFF	chr6	115480473	115480493	+	0.000	0.000	Merged-chr6-115480536-31
