#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1147--MA0463.1.Bcl6	chr4	106281644	106281657	-	0.000	0.000	Merged-chr4-106281606-32
NR1053--MA0731.1.BCL6B	chr3	101407227	101407243	+	0.000	0.000	Merged-chr3-101407155-2
NR358--MA0463.1.Bcl6	chr12	91298889	91298902	-	0.000	0.000	Merged-chr12-91299013-27
NR376--MA0463.1.Bcl6	chr12	108765939	108765952	+	0.000	0.000	Merged-chr12-108765872-68
NR918--MA0463.1.Bcl6	chr2	85034257	85034270	-	0.000	0.000	Merged-chr2-85034309-17
NR1295--MA0463.1.Bcl6	chr5	110653365	110653378	+	0.000	0.000	Merged-chr5-110653386-72
NR1032--MA0731.1.BCL6B	chr3	87742863	87742879	-	0.000	0.000	Merged-chr3-87742894-18
NR1698--MA0731.1.BCL6B	chrX	57177363	57177379	-	0.000	0.000	Merged-chrX-57177488-49
NR1604--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR64--MA0731.1.BCL6B	chr1	134518770	134518786	+	0.000	0.000	Merged-chr1-134518815-24
NR1141--MA0731.1.BCL6B	chr4	88179518	88179534	-	0.000	0.000	Merged-chr4-88179548-21
NR1622--MA0463.1.Bcl6	chr9	53341278	53341291	+	0.000	0.000	Merged-chr9-53341165-33
NR30--MA0731.1.BCL6B	chr1	80757615	80757631	-	0.000	0.000	Merged-chr1-80757990-114
NR631--MA0731.1.BCL6B	chr16	21672094	21672110	+	0.000	0.000	Merged-chr16-21672078-13
NR954--MA0463.1.Bcl6	chr2	132607901	132607914	+	0.000	0.000	Merged-chr2-132607891-50
NR860--MA0463.1.Bcl6	chr2	11266677	11266690	+	0.000	0.000	Merged-chr2-11266630-41
NR1024--MA0731.1.BCL6B	chr3	78890029	78890045	-	0.000	0.000	Merged-chr3-78890015-28
NR862--MA0731.1.BCL6B	chr2	18938991	18939007	+	0.000	0.000	Merged-chr2-18939077-26
NR1645--MA0463.1.Bcl6	chr9	80082450	80082463	+	0.000	0.000	Merged-chr9-80082362-35
NR1430--MA0463.1.Bcl6	chr7	29767380	29767393	-	0.000	0.000	Merged-chr7-29767230-27
NR1513--MA0731.1.BCL6B	chr7	139119650	139119666	-	0.000	0.000	Merged-chr7-139119627-26
NR1663--MA0463.1.Bcl6	chr9	106215647	106215660	+	0.000	0.000	Merged-chr9-106215485-26
NR874--MA0463.1.Bcl6	chr2	33853628	33853641	+	0.000	0.000	Merged-chr2-33853667-12
NR461--MA0731.1.BCL6B	chr13	106998766	106998782	-	0.000	0.000	Merged-chr13-106998870-40
NR780--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR628--MA0463.1.Bcl6	chr16	18127358	18127371	-	0.000	0.000	Merged-chr16-18127553-42
NR1529--MA0463.1.Bcl6	chr8	33508616	33508629	-	0.000	0.000	Merged-chr8-33508683-13
NR892--MA0463.1.Bcl6	chr2	60880931	60880944	-	0.000	0.000	Merged-chr2-60880763-2
NR570--MA0731.1.BCL6B	chr15	50402769	50402785	+	0.000	0.000	Merged-chr15-50402763-30
NR841--MA0731.1.BCL6B	chr19	40832127	40832143	-	0.000	0.000	Merged-chr19-40832149-1
NR1426--MA0463.1.Bcl6	chr7	25780165	25780178	+	0.000	0.000	Merged-chr7-25780138-19
NR950--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR1332--MA0463.1.Bcl6	chr6	38534853	38534866	-	0.000	0.000	Merged-chr6-38535012-59
NR1565--MA0463.1.Bcl6	chr8	95428235	95428248	-	0.000	0.000	Merged-chr8-95428212-77
NR1350--MA0463.1.Bcl6	chr6	72552470	72552483	-	0.000	0.000	Merged-chr6-72552482-2
NR1330--MA0731.1.BCL6B	chr6	31076174	31076190	-	0.000	0.000	Merged-chr6-31076077-28
NR91--MA0731.1.BCL6B	chr1	164966186	164966202	+	0.000	0.000	Merged-chr1-164966286-53
NR776--MA0463.1.Bcl6	chr18	36726052	36726065	+	0.000	0.000	Merged-chr18-36726027-47
NR1648--MA0731.1.BCL6B	chr9	86662058	86662074	-	0.000	0.000	Merged-chr9-86661955-9
NR315--MA0463.1.Bcl6	chr11	118000587	118000600	-	0.000	0.000	Merged-chr11-118000770-19
NR794--MA0463.1.Bcl6	chr18	66429403	66429416	-	0.000	0.000	Merged-chr18-66429331-35
NR221--MA0463.1.Bcl6	chr11	14117620	14117633	+	0.000	0.000	Merged-chr11-14117736-17
NR1138--MA0731.1.BCL6B	chr4	86739316	86739332	+	0.000	0.000	Merged-chr4-86739424-15
NR1409--MA0731.1.BCL6B	chr6	144330863	144330879	+	0.000	0.000	Merged-chr6-144330804-4
NR333--MA0463.1.Bcl6	chr12	55438940	55438953	-	0.000	0.000	Merged-chr12-55438958-24
NR833--MA0731.1.BCL6B	chr19	25078557	25078573	-	0.000	0.000	Merged-chr19-25078332-36
NR1140--MA0463.1.Bcl6	chr4	88179521	88179534	+	0.000	0.000	Merged-chr4-88179548-21
NR208--MA0463.1.Bcl6	chr10	127135769	127135782	-	0.000	0.000	Merged-chr10-127135675-65
NR671--MA0731.1.BCL6B	chr16	89986157	89986173	+	0.000	0.000	Merged-chr16-89986478-112
NR1467--MA0463.1.Bcl6	chr7	98090357	98090370	-	0.000	0.000	Merged-chr7-98090470-13
NR1085--MA0731.1.BCL6B	chr3	139064354	139064370	+	0.000	0.000	Merged-chr3-139064319-48
NR1364--MA0463.1.Bcl6	chr6	97806942	97806955	+	0.000	0.000	Merged-chr6-97807026-80
NR1485--MA0463.1.Bcl6	chr7	115375984	115375997	-	0.000	0.000	Merged-chr7-115376033-2
NR696--MA0463.1.Bcl6	chr16	97462224	97462237	-	0.000	0.000	Merged-chr16-97462213-2
NR338--MA0463.1.Bcl6	chr12	72085618	72085631	+	0.000	0.000	Merged-chr12-72085712-110
NR1597--MA0463.1.Bcl6	chr8	128506209	128506222	+	0.000	0.000	Merged-chr8-128506100-25
NR1382--MA0463.1.Bcl6	chr6	119502188	119502201	-	0.000	0.000	Merged-chr6-119502216-31
NR1239--MA0463.1.Bcl6	chr5	34575177	34575190	-	0.000	0.000	Merged-chr5-34575052-11
NR1387--MA0463.1.Bcl6	chr6	122557215	122557228	-	0.000	0.000	Merged-chr6-122557216-31
NR1619--MA0731.1.BCL6B	chr9	48357197	48357213	-	0.000	0.000	Merged-chr9-48357343-17
NR598--MA0463.1.Bcl6	chr15	86028074	86028087	-	0.000	0.000	Merged-chr15-86028178-32
NR701--MA0463.1.Bcl6	chr17	8244736	8244749	-	0.000	0.000	Merged-chr17-8244871-10
NR1499--MA0463.1.Bcl6	chr7	130800943	130800956	+	0.000	0.000	Merged-chr7-130801003-64
NR907--MA0463.1.Bcl6	chr2	76421639	76421652	+	0.000	0.000	Merged-chr2-76421582-29
NR772--MA0731.1.BCL6B	chr18	24052458	24052474	-	0.000	0.000	Merged-chr18-24052394-19
NR813--MA0463.1.Bcl6	chr18	82954432	82954445	-	0.000	0.000	Merged-chr18-82954244-58
NR258--MA0463.1.Bcl6	chr11	69579378	69579391	+	0.000	0.000	Merged-chr11-69579298-38
NR676--MA0731.1.BCL6B	chr16	91443358	91443374	+	0.000	0.000	Merged-chr16-91443415-25
NR947--MA0731.1.BCL6B	chr2	128698283	128698299	-	0.000	0.000	Merged-chr2-128698451-42
NR1566--MA0731.1.BCL6B	chr8	95428235	95428251	+	0.000	0.000	Merged-chr8-95428212-77
NR155--MA0463.1.Bcl6	chr10	60531571	60531584	-	0.000	0.000	Merged-chr10-60531472-32
NR1056--MA0463.1.Bcl6	chr3	104968184	104968197	+	0.000	0.000	Merged-chr3-104968115-29
NR371--MA0731.1.BCL6B	chr12	104750163	104750179	-	0.000	0.000	Merged-chr12-104750134-9
NR1327--MA0731.1.BCL6B	chr6	22340070	22340086	+	0.000	0.000	Merged-chr6-22340067-27
NR1074--MA0463.1.Bcl6	chr3	130571143	130571156	+	0.000	0.000	Merged-chr3-130571110-5
NR603--MA0463.1.Bcl6	chr15	91664497	91664510	+	0.000	0.000	Merged-chr15-91664603-13
NR132--MA0731.1.BCL6B	chr10	7681970	7681986	-	0.000	0.000	Merged-chr10-7681828-7
NR500--MA0463.1.Bcl6	chr14	47518920	47518933	+	0.000	0.000	Merged-chr14-47518812-18
NR1401--MA0463.1.Bcl6	chr6	134045665	134045678	+	0.000	0.000	Merged-chr6-134045527-34
NR31--MA0463.1.Bcl6	chr1	81250125	81250138	+	0.000	0.000	Merged-chr1-81250273-28
NR416--MA0731.1.BCL6B	chr13	45693710	45693726	+	0.000	0.000	Merged-chr13-45693757-77
NR873--MA0731.1.BCL6B	chr2	32608652	32608668	+	0.000	0.000	Merged-chr2-32608716-12
NR1396--MA0731.1.BCL6B	chr6	127617401	127617417	-	0.000	0.000	Merged-chr6-127617353-34
NR472--MA0731.1.BCL6B	chr13	117241310	117241326	+	0.000	0.000	Merged-chr13-117241409-28
NR523--MA0463.1.Bcl6	chr14	63193889	63193902	+	0.000	0.000	Merged-chr14-63193803-41
