#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR3036--MA0002.2.RUNX1	chr13	104576341	104576351	+	0.000	0.000	Merged-chr13-104576446-28
NR7889--MA0511.2.RUNX2	chr5	36722555	36722563	-	0.000	0.000	Merged-chr5-36722614-37
NR1356--MA0002.2.RUNX1	chr10	96609528	96609538	-	0.000	0.000	Merged-chr10-96609713-52
NR10104--MA0002.2.RUNX1	chr8	88771479	88771489	+	0.000	0.000	Merged-chr8-88771445-24
NR2782--MA0002.2.RUNX1	chr13	52600416	52600426	+	0.000	0.000	Merged-chr13-52600425-17
NR10726--MA0511.2.RUNX2	chr9	96416168	96416176	-	0.000	0.000	Merged-chr9-96416210-33
NR3641--MA0684.1.RUNX3	chr14	118483013	118483022	-	0.000	0.000	Merged-chr14-118482949-23
NR5444--MA0002.2.RUNX1	chr19	14620504	14620514	+	0.000	0.000	Merged-chr19-14620634-30
NR1213--MA0002.2.RUNX1	chr10	75643152	75643162	+	0.000	0.000	Merged-chr10-75643156-15
NR9261--MA0002.2.RUNX1	chr7	29906233	29906243	-	0.000	0.000	Merged-chr7-29906235-59
NR3515--MA0511.2.RUNX2	chr14	78688062	78688070	+	0.000	0.000	Merged-chr14-78687892-42
NR9327--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR7376--MA0002.2.RUNX1	chr4	95663658	95663668	-	0.000	0.000	Merged-chr4-95663846-5
NR7647--MA0002.2.RUNX1	chr4	141857645	141857655	-	0.000	0.000	Merged-chr4-141857674-32
NR5639--MA0684.1.RUNX3	chr2	6309690	6309699	+	0.000	0.000	Merged-chr2-6309619-42
NR3959--MA0684.1.RUNX3	chr15	78614699	78614708	+	0.000	0.000	Merged-chr15-78614745-50
NR1408--MA0684.1.RUNX3	chr10	116746692	116746701	-	0.000	0.000	Merged-chr10-116746686-40
NR1465--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR5447--MA0511.2.RUNX2	chr19	14797157	14797165	-	0.000	0.000	Merged-chr19-14797305-5
NR3972--MA0511.2.RUNX2	chr15	80572482	80572490	-	0.000	0.000	Merged-chr15-80572443-63
NR3816--MA0684.1.RUNX3	chr15	38143290	38143299	+	0.000	0.000	Merged-chr15-38143465-33
NR8930--MA0002.2.RUNX1	chr6	122284994	122285004	-	0.000	0.000	Merged-chr6-122284874-14
