#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR47197--MA0039.3.KLF4	chr5	65535730	65535740	+	0.000	0.000	Merged-chr5-65535639-23
NR15263--MA0493.1.Klf1	chr13	17944184	17944194	+	0.000	0.000	Merged-chr13-17944347-3
NR32945--MA0493.1.Klf1	chr2	32381917	32381927	+	0.000	0.000	Merged-chr2-32381893-56
NR55831--MA0039.3.KLF4	chr7	30453874	30453884	+	0.000	0.000	Merged-chr7-30453953-45
NR13396--MA0740.1.KLF14	chr12	69583025	69583038	+	0.000	0.000	Merged-chr12-69582922-61
NR18182--MA0740.1.KLF14	chr14	25855440	25855453	+	0.000	0.000	Merged-chr14-25855569-55
NR41492--MA0599.1.KLF5	chr4	3938668	3938677	-	0.000	0.000	Merged-chr4-3938834-66
NR49012--MA0741.1.KLF16	chr5	121100546	121100556	+	0.000	0.000	Merged-chr5-121100615-3
NR46458--MA0599.1.KLF5	chr5	28071818	28071827	-	0.000	0.000	Merged-chr5-28071950-1
NR39329--MA1107.1.KLF9	chr3	96501574	96501586	-	0.000	0.000	Merged-chr3-96501707-37
NR21989--MA0740.1.KLF14	chr15	80264286	80264299	+	0.000	0.000	Merged-chr15-80264351-45
NR43872--MA1107.1.KLF9	chr4	118260842	118260854	-	0.000	0.000	Merged-chr4-118260858-21
NR47332--MA0741.1.KLF16	chr5	71658015	71658025	+	0.000	0.000	Merged-chr5-71657956-24
NR36991--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR59307--MA0742.1.Klf12	chr7	143666812	143666826	+	0.000	0.000	Merged-chr7-143666979-29
NR29997--MA1107.1.KLF9	chr18	80659083	80659095	+	0.000	0.000	Merged-chr18-80658941-8
NR24256--MA0741.1.KLF16	chr16	57176554	57176564	-	0.000	0.000	Merged-chr16-57176339-30
NR8305--MA1107.1.KLF9	chr10	121586916	121586928	+	0.000	0.000	Merged-chr10-121586960-109
NR29782--MA1107.1.KLF9	chr18	74442353	74442365	+	0.000	0.000	Merged-chr18-74442456-61
NR43514--MA1107.1.KLF9	chr4	106911434	106911446	-	0.000	0.000	Merged-chr4-106911320-71
NR55059--MA0657.1.KLF13	chr7	12961800	12961817	-	0.000	0.000	Merged-chr7-12961778-99
NR6931--MA1107.1.KLF9	chr10	81247994	81248006	+	0.000	0.000	Merged-chr10-81248090-40
