#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8964--MA0002.2.RUNX1	chr9	85672216	85672226	+	0.000	0.000	Merged-chr9-85672342-1
NR1627--MA0002.2.RUNX1	chr11	101665569	101665579	+	0.000	0.000	Merged-chr11-101665520-54
NR7396--MA0684.1.RUNX3	chr6	122293951	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR3929--MA0511.2.RUNX2	chr17	32424230	32424238	-	0.000	0.000	Merged-chr17-32424197-48
NR2782--MA0002.2.RUNX1	chr14	50870659	50870669	-	0.000	0.000	Merged-chr14-50870513-68
NR3370--MA0684.1.RUNX3	chr15	96599113	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR5173--MA0002.2.RUNX1	chr2	154732922	154732932	-	0.000	0.000	Merged-chr2-154732933-29
NR4098--MA0511.2.RUNX2	chr17	83732387	83732395	+	0.000	0.000	Merged-chr17-83732480-77
NR323--MA0002.2.RUNX1	chr1	105292073	105292083	-	0.000	0.000	Merged-chr1-105291975-13
NR7746--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR7524--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR9327--MA0002.2.RUNX1	chrX	102037244	102037254	+	0.000	0.000	Merged-chrX-102037181-28
NR7918--MA0002.2.RUNX1	chr7	96946736	96946746	-	0.000	0.000	Merged-chr7-96946684-14
NR8950--MA0684.1.RUNX3	chr9	83441009	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR4941--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR1736--MA0002.2.RUNX1	chr11	117991884	117991894	+	0.000	0.000	Merged-chr11-117991955-26
NR7110--MA0684.1.RUNX3	chr6	41189074	41189083	+	0.000	0.000	Merged-chr6-41189154-9
NR3767--MA0511.2.RUNX2	chr16	97997384	97997392	-	0.000	0.000	Merged-chr16-97997295-73
NR3624--MA0511.2.RUNX2	chr16	57231581	57231589	+	0.000	0.000	Merged-chr16-57231478-49
NR7428--MA0684.1.RUNX3	chr6	126811746	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR3131--MA0684.1.RUNX3	chr15	36650102	36650111	-	0.000	0.000	Merged-chr15-36650116-39
NR561--MA0684.1.RUNX3	chr1	165603453	165603462	+	0.000	0.000	Merged-chr1-165603509-17
NR5490--MA0511.2.RUNX2	chr3	86142834	86142842	-	0.000	0.000	Merged-chr3-86142688-69
NR9022--MA0002.2.RUNX1	chr9	96350785	96350795	-	0.000	0.000	Merged-chr9-96350613-81
NR2795--MA0002.2.RUNX1	chr14	55062762	55062772	+	0.000	0.000	Merged-chr14-55062835-18
NR3111--MA0002.2.RUNX1	chr15	31357121	31357131	-	0.000	0.000	Merged-chr15-31357016-32
NR3777--MA0002.2.RUNX1	chr17	5402773	5402783	-	0.000	0.000	Merged-chr17-5402492-35
NR812--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR1577--MA0511.2.RUNX2	chr11	90196638	90196646	-	0.000	0.000	Merged-chr11-90196675-9
NR941--MA0684.1.RUNX3	chr10	60370955	60370964	-	0.000	0.000	Merged-chr10-60370964-39
NR5043--MA0002.2.RUNX1	chr2	118663494	118663504	-	0.000	0.000	Merged-chr2-118663406-49
NR1084--MA0684.1.RUNX3	chr10	91082821	91082830	+	0.000	0.000	Merged-chr10-91082825-101
NR1749--MA0002.2.RUNX1	chr11	119166169	119166179	+	0.000	0.000	Merged-chr11-119166198-51
NR3095--MA0511.2.RUNX2	chr15	27672034	27672042	+	0.000	0.000	Merged-chr15-27671906-23
NR3908--MA0511.2.RUNX2	chr17	29531959	29531967	+	0.000	0.000	Merged-chr17-29531941-77
NR9134--MA0511.2.RUNX2	chr9	115611929	115611937	-	0.000	0.000	Merged-chr9-115612034-68
NR968--MA0002.2.RUNX1	chr10	67727768	67727778	-	0.000	0.000	Merged-chr10-67727735-22
NR5569--MA0511.2.RUNX2	chr3	101800520	101800528	+	0.000	0.000	Merged-chr3-101800601-48
NR6915--MA0002.2.RUNX1	chr5	136460078	136460088	-	0.000	0.000	Merged-chr5-136460136-37
NR5823--MA0684.1.RUNX3	chr3	149443135	149443144	-	0.000	0.000	Merged-chr3-149443176-11
NR7626--MA0002.2.RUNX1	chr7	3444924	3444934	-	0.000	0.000	Merged-chr7-3444811-26
NR1239--MA0002.2.RUNX1	chr10	125387828	125387838	+	0.000	0.000	Merged-chr10-125387933-3
NR4550--MA0002.2.RUNX1	chr19	45528076	45528086	+	0.000	0.000	Merged-chr19-45528060-29
NR1795--MA0511.2.RUNX2	chr12	12937241	12937249	-	0.000	0.000	Merged-chr12-12937442-17
NR7007--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR1368--MA0684.1.RUNX3	chr11	48935110	48935119	+	0.000	0.000	Merged-chr11-48935044-1
NR3918--MA0002.2.RUNX1	chr17	31789468	31789478	-	0.000	0.000	Merged-chr17-31789470-34
NR9021--MA0684.1.RUNX3	chr9	96350750	96350759	-	0.000	0.000	Merged-chr9-96350613-81
NR1696--MA0002.2.RUNX1	chr11	110537707	110537717	-	0.000	0.000	Merged-chr11-110537806-33
NR5949--MA0511.2.RUNX2	chr4	40876126	40876134	+	0.000	0.000	Merged-chr4-40876034-58
NR3776--MA0684.1.RUNX3	chr17	5107994	5108003	-	0.000	0.000	Merged-chr17-5107865-36
NR811--MA0684.1.RUNX3	chr10	12981128	12981137	-	0.000	0.000	Merged-chr10-12981234-40
NR392--MA0002.2.RUNX1	chr1	131060479	131060489	+	0.000	0.000	Merged-chr1-131060576-40
NR934--MA0002.2.RUNX1	chr10	60156123	60156133	+	0.000	0.000	Merged-chr10-60156095-8
NR6610--MA0002.2.RUNX1	chr5	67155858	67155868	-	0.000	0.000	Merged-chr5-67155759-12
NR1619--MA0002.2.RUNX1	chr11	100843484	100843494	-	0.000	0.000	Merged-chr11-100843407-12
NR9001--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR2774--MA0002.2.RUNX1	chr14	47188183	47188193	-	0.000	0.000	Merged-chr14-47188104-35
NR9081--MA0511.2.RUNX2	chr9	108827249	108827257	+	0.000	0.000	Merged-chr9-108827209-27
NR4977--MA0002.2.RUNX1	chr2	93451428	93451438	+	0.000	0.000	Merged-chr2-93451465-9
NR7368--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR7053--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR1605--MA0684.1.RUNX3	chr11	98355973	98355982	+	0.000	0.000	Merged-chr11-98355961-5
NR3408--MA0002.2.RUNX1	chr15	100265823	100265833	-	0.000	0.000	Merged-chr15-100265875-19
NR1457--MA0002.2.RUNX1	chr11	62005367	62005377	+	0.000	0.000	Merged-chr11-62005432-28
NR1728--MA0002.2.RUNX1	chr11	116168236	116168246	-	0.000	0.000	Merged-chr11-116168194-50
NR9190--MA0511.2.RUNX2	chr9	120030057	120030065	-	0.000	0.000	Merged-chr9-120030028-3
NR5217--MA0684.1.RUNX3	chr2	163160531	163160540	-	0.000	0.000	Merged-chr2-163160622-8
NR1586--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR1314--MA0002.2.RUNX1	chr11	30190390	30190400	-	0.000	0.000	Merged-chr11-30190229-31
NR75--MA0002.2.RUNX1	chr1	38694252	38694262	-	0.000	0.000	Merged-chr1-38694375-50
NR7063--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR5449--MA0002.2.RUNX1	chr3	65985000	65985010	-	0.000	0.000	Merged-chr3-65985116-9
NR9266--MA0002.2.RUNX1	chrX	48137041	48137051	+	0.000	0.000	Merged-chrX-48136995-26
NR662--MA0684.1.RUNX3	chr1	181227026	181227035	+	0.000	0.000	Merged-chr1-181227002-33
NR3027--MA0684.1.RUNX3	chr14	122063832	122063841	-	0.000	0.000	Merged-chr14-122063804-67
NR1552--MA0684.1.RUNX3	chr11	85324192	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR1199--MA0002.2.RUNX1	chr10	118882694	118882704	-	0.000	0.000	Merged-chr10-118882775-60
NR3878--MA0002.2.RUNX1	chr17	24720021	24720031	-	0.000	0.000	Merged-chr17-24720071-62
NR8664--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR708--MA0002.2.RUNX1	chr1	186676260	186676270	+	0.000	0.000	Merged-chr1-186676331-13
NR5687--MA0684.1.RUNX3	chr3	123508536	123508545	+	0.000	0.000	Merged-chr3-123508551-84
NR5144--MA0002.2.RUNX1	chr2	150437716	150437726	-	0.000	0.000	Merged-chr2-150437755-14
NR5415--MA0002.2.RUNX1	chr3	52401307	52401317	+	0.000	0.000	Merged-chr3-52401346-35
NR3420--MA0511.2.RUNX2	chr15	102160658	102160666	-	0.000	0.000	Merged-chr15-102160711-16
NR2610--MA0002.2.RUNX1	chr13	109190438	109190448	+	0.000	0.000	Merged-chr13-109190361-18
NR4099--MA0684.1.RUNX3	chr17	83732387	83732396	+	0.000	0.000	Merged-chr17-83732480-77
NR5623--MA0511.2.RUNX2	chr3	108591377	108591385	+	0.000	0.000	Merged-chr3-108591488-55
NR6222--MA0002.2.RUNX1	chr4	129146580	129146590	-	0.000	0.000	Merged-chr4-129146648-24
NR3196--MA0511.2.RUNX2	chr15	59263622	59263630	-	0.000	0.000	Merged-chr15-59263707-44
NR74--MA0684.1.RUNX3	chr1	38657790	38657799	-	0.000	0.000	Merged-chr1-38657935-57
NR7747--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR9279--MA0002.2.RUNX1	chrX	57196486	57196496	+	0.000	0.000	Merged-chrX-57196423-53
NR675--MA0684.1.RUNX3	chr1	182363906	182363915	+	0.000	0.000	Merged-chr1-182363988-37
NR3639--MA0002.2.RUNX1	chr16	59451968	59451978	+	0.000	0.000	Merged-chr16-59451982-14
NR1373--MA0511.2.RUNX2	chr11	49972547	49972555	+	0.000	0.000	Merged-chr11-49972508-11
NR7456--MA0002.2.RUNX1	chr6	129014063	129014073	-	0.000	0.000	Merged-chr6-129014174-8
