#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1162--MA0731.1.BCL6B	chr4	139319746	139319762	-	0.000	0.000	Merged-chr4-139319909-27
NR918--MA0463.1.Bcl6	chr2	129873720	129873733	+	0.000	0.000	Merged-chr2-129873690-22
NR703--MA0463.1.Bcl6	chr17	43233050	43233063	+	0.000	0.000	Merged-chr17-43233095-49
NR30--MA0731.1.BCL6B	chr1	64970800	64970816	+	0.000	0.000	Merged-chr1-64970885-50
NR842--MA0463.1.Bcl6	chr2	24748162	24748175	-	0.000	0.000	Merged-chr2-24748146-35
NR1179--MA0463.1.Bcl6	chr4	149889170	149889183	-	0.000	0.000	Merged-chr4-149889246-22
NR1085--MA0463.1.Bcl6	chr4	32424836	32424849	-	0.000	0.000	Merged-chr4-32424580-38
NR1263--MA0731.1.BCL6B	chr5	125106445	125106461	+	0.000	0.000	Merged-chr5-125106359-47
NR1197--MA0463.1.Bcl6	chr5	21786687	21786700	-	0.000	0.000	Merged-chr5-21786800-52
NR990--MA0463.1.Bcl6	chr3	51333188	51333201	+	0.000	0.000	Merged-chr3-51333364-28
NR1430--MA0463.1.Bcl6	chr7	72261167	72261180	+	0.000	0.000	Merged-chr7-72261137-47
NR301--MA0463.1.Bcl6	chr11	78345897	78345910	+	0.000	0.000	Merged-chr11-78345997-37
NR628--MA0463.1.Bcl6	chr16	29977891	29977904	-	0.000	0.000	Merged-chr16-29977874-22
NR984--MA0731.1.BCL6B	chr3	32438122	32438138	+	0.000	0.000	Merged-chr3-32438051-51
NR1314--MA0463.1.Bcl6	chr6	54127380	54127393	+	0.000	0.000	Merged-chr6-54127507-32
NR1220--MA0463.1.Bcl6	chr5	74704703	74704716	-	0.000	0.000	Merged-chr5-74704453-70
NR431--MA0463.1.Bcl6	chr13	23446754	23446767	-	0.000	0.000	Merged-chr13-23446723-10
NR1364--MA0731.1.BCL6B	chr6	125467491	125467507	-	0.000	0.000	Merged-chr6-125467519-12
NR56--MA0463.1.Bcl6	chr1	91278811	91278824	+	0.000	0.000	Merged-chr1-91278817-42
NR1350--MA0463.1.Bcl6	chr6	120066013	120066026	-	0.000	0.000	Merged-chr6-120065938-28
NR794--MA0463.1.Bcl6	chr19	18766775	18766788	-	0.000	0.000	Merged-chr19-18766611-24
NR1480--MA0463.1.Bcl6	chr7	128724875	128724888	-	0.000	0.000	Merged-chr7-128725026-31
NR1614--MA0731.1.BCL6B	chr9	58542126	58542142	-	0.000	0.000	Merged-chr9-58542052-13
NR1346--MA0463.1.Bcl6	chr6	116264065	116264078	+	0.000	0.000	Merged-chr6-116264225-57
NR671--MA0731.1.BCL6B	chr16	93683207	93683223	+	0.000	0.000	Merged-chr16-93683048-46
NR678--MA0463.1.Bcl6	chr16	96127077	96127090	-	0.000	0.000	Merged-chr16-96126914-2
NR1270--MA0463.1.Bcl6	chr5	134704330	134704343	+	0.000	0.000	Merged-chr5-134704311-24
NR432--MA0731.1.BCL6B	chr13	23446754	23446770	+	0.000	0.000	Merged-chr13-23446723-10
NR123--MA0463.1.Bcl6	chr1	180988027	180988040	+	0.000	0.000	Merged-chr1-180987901-35
NR356--MA0463.1.Bcl6	chr12	26187549	26187562	+	0.000	0.000	Merged-chr12-26187652-24
NR716--MA0731.1.BCL6B	chr17	65870407	65870423	-	0.000	0.000	Merged-chr17-65870335-22
NR1335--MA0731.1.BCL6B	chr6	99050719	99050735	+	0.000	0.000	Merged-chr6-99050691-51
NR825--MA0731.1.BCL6B	chr19	60310813	60310829	-	0.000	0.000	Merged-chr19-60310774-21
NR1619--MA0731.1.BCL6B	chr9	62733139	62733155	-	0.000	0.000	Merged-chr9-62733060-12
NR1186--MA0731.1.BCL6B	chr5	3508574	3508590	+	0.000	0.000	Merged-chr5-3508647-19
NR1457--MA0731.1.BCL6B	chr7	108934377	108934393	-	0.000	0.000	Merged-chr7-108934410-57
NR424--MA0731.1.BCL6B	chr13	12521860	12521876	-	0.000	0.000	Merged-chr13-12521905-15
NR155--MA0463.1.Bcl6	chr10	17733165	17733178	-	0.000	0.000	Merged-chr10-17733283-32
NR1289--MA0463.1.Bcl6	chr5	146845045	146845058	-	0.000	0.000	Merged-chr5-146845015-50
NR715--MA0463.1.Bcl6	chr17	65870410	65870423	+	0.000	0.000	Merged-chr17-65870335-22
NR1449--MA0731.1.BCL6B	chr7	101310836	101310852	-	0.000	0.000	Merged-chr7-101310709-58
NR111--MA0731.1.BCL6B	chr1	175923817	175923833	+	0.000	0.000	Merged-chr1-175923959-45
NR1518--MA0463.1.Bcl6	chr8	46211127	46211140	+	0.000	0.000	Merged-chr8-46210944-80
NR1428--MA0731.1.BCL6B	chr7	68286116	68286132	-	0.000	0.000	Merged-chr7-68286059-41
NR1303--MA0463.1.Bcl6	chr6	30401863	30401876	+	0.000	0.000	Merged-chr6-30401803-70
NR995--MA0731.1.BCL6B	chr3	63899336	63899352	-	0.000	0.000	Merged-chr3-63899109-67
NR1442--MA0463.1.Bcl6	chr7	88277848	88277861	+	0.000	0.000	Merged-chr7-88277726-133
NR594--MA0731.1.BCL6B	chr15	78903365	78903381	-	0.000	0.000	Merged-chr15-78903471-19
NR722--MA0731.1.BCL6B	chr17	78418044	78418060	-	0.000	0.000	Merged-chr17-78417856-75
NR1407--MA0731.1.BCL6B	chr7	29908429	29908445	-	0.000	0.000	Merged-chr7-29908489-59
NR313--MA0463.1.Bcl6	chr11	95666808	95666821	+	0.000	0.000	Merged-chr11-95666991-65
NR769--MA0731.1.BCL6B	chr18	74286182	74286198	+	0.000	0.000	Merged-chr18-74286242-18
NR1572--MA0463.1.Bcl6	chr8	123924781	123924794	-	0.000	0.000	Merged-chr8-123924931-30
NR1111--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR331--MA0463.1.Bcl6	chr11	107459062	107459075	+	0.000	0.000	Merged-chr11-107459149-15
NR1590--MA0463.1.Bcl6	chr9	20385029	20385042	+	0.000	0.000	Merged-chr9-20385191-56
NR1258--MA0731.1.BCL6B	chr5	121185064	121185080	+	0.000	0.000	Merged-chr5-121185063-20
NR225--MA0731.1.BCL6B	chr10	117665899	117665915	+	0.000	0.000	Merged-chr10-117665862-11
NR1362--MA0463.1.Bcl6	chr6	125096372	125096385	-	0.000	0.000	Merged-chr6-125096405-107
NR215--MA0463.1.Bcl6	chr10	105841471	105841484	-	0.000	0.000	Merged-chr10-105841335-60
NR685--MA0463.1.Bcl6	chr17	8856744	8856757	+	0.000	0.000	Merged-chr17-8856743-33
NR591--MA0463.1.Bcl6	chr15	76925616	76925629	+	0.000	0.000	Merged-chr15-76925538-45
NR966--MA0731.1.BCL6B	chr2	173000108	173000124	+	0.000	0.000	Merged-chr2-173000238-62
NR233--MA0463.1.Bcl6	chr10	119066059	119066072	-	0.000	0.000	Merged-chr10-119065917-22
NR1134--MA0463.1.Bcl6	chr4	120975305	120975318	+	0.000	0.000	Merged-chr4-120975309-99
NR618--MA0731.1.BCL6B	chr16	10384151	10384167	+	0.000	0.000	Merged-chr16-10384220-18
NR1246--MA0463.1.Bcl6	chr5	111200319	111200332	-	0.000	0.000	Merged-chr5-111200479-33
NR363--MA0463.1.Bcl6	chr12	41852146	41852159	-	0.000	0.000	Merged-chr12-41852230-53
NR1264--MA0463.1.Bcl6	chr5	125137678	125137691	+	0.000	0.000	Merged-chr5-125137642-19
NR1394--MA0463.1.Bcl6	chr6	149193847	149193860	+	0.000	0.000	Merged-chr6-149193776-50
NR914--MA0463.1.Bcl6	chr2	128325835	128325848	-	0.000	0.000	Merged-chr2-128325647-45
NR283--MA0463.1.Bcl6	chr11	58214898	58214911	-	0.000	0.000	Merged-chr11-58214991-50
NR395--MA0463.1.Bcl6	chr12	92812664	92812677	+	0.000	0.000	Merged-chr12-92812766-7
NR209--MA0731.1.BCL6B	chr10	98785560	98785576	+	0.000	0.000	Merged-chr10-98785565-23
NR1623--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR955--MA0463.1.Bcl6	chr2	167335350	167335363	-	0.000	0.000	Merged-chr2-167335475-48
NR1198--MA0463.1.Bcl6	chr5	23787890	23787903	+	0.000	0.000	Merged-chr5-23787783-52
NR897--MA0731.1.BCL6B	chr2	102940432	102940448	+	0.000	0.000	Merged-chr2-102940333-7
NR278--MA0731.1.BCL6B	chr11	53763623	53763639	+	0.000	0.000	Merged-chr11-53763652-107
NR1413--MA0463.1.Bcl6	chr7	46846560	46846573	-	0.000	0.000	Merged-chr7-46846401-155
NR624--MA0463.1.Bcl6	chr16	22548239	22548252	-	0.000	0.000	Merged-chr16-22548400-52
NR1431--MA0463.1.Bcl6	chr7	75387910	75387923	+	0.000	0.000	Merged-chr7-75388095-45
NR70--MA0463.1.Bcl6	chr1	134060902	134060915	+	0.000	0.000	Merged-chr1-134061079-45
NR987--MA0463.1.Bcl6	chr3	37204799	37204812	+	0.000	0.000	Merged-chr3-37204884-40
NR1673--MA0463.1.Bcl6	chr9	121277578	121277591	+	0.000	0.000	Merged-chr9-121277649-80
NR1315--MA0463.1.Bcl6	chr6	54127518	54127531	+	0.000	0.000	Merged-chr6-54127507-32
NR39--MA0463.1.Bcl6	chr1	72255173	72255186	-	0.000	0.000	Merged-chr1-72255084-113
NR1427--MA0463.1.Bcl6	chr7	67803630	67803643	+	0.000	0.000	Merged-chr7-67803382-70
NR790--MA0463.1.Bcl6	chr19	14305849	14305862	+	0.000	0.000	Merged-chr19-14305924-12
NR1691--MA0463.1.Bcl6	chrX	100494181	100494194	+	0.000	0.000	Merged-chrX-100494288-61
NR450--MA0463.1.Bcl6	chr13	59704805	59704818	+	0.000	0.000	Merged-chr13-59704642-41
NR507--MA0731.1.BCL6B	chr14	50807633	50807649	+	0.000	0.000	Merged-chr14-50807721-56
NR75--MA0463.1.Bcl6	chr1	138973655	138973668	+	0.000	0.000	Merged-chr1-138973780-39
NR562--MA0463.1.Bcl6	chr15	10486030	10486043	-	0.000	0.000	Merged-chr15-10486107-67
NR419--MA0463.1.Bcl6	chr12	117712569	117712582	-	0.000	0.000	Merged-chr12-117712681-21
NR889--MA0463.1.Bcl6	chr2	93199062	93199075	+	0.000	0.000	Merged-chr2-93199242-68
NR110--MA0463.1.Bcl6	chr1	175923817	175923830	-	0.000	0.000	Merged-chr1-175923959-45
NR249--MA0731.1.BCL6B	chr11	3931991	3932007	-	0.000	0.000	Merged-chr11-3931934-36
NR1692--MA0731.1.BCL6B	chrX	100494178	100494194	-	0.000	0.000	Merged-chrX-100494288-61
NR1615--MA0731.1.BCL6B	chr9	61664154	61664170	+	0.000	0.000	Merged-chr9-61664278-40
NR196--MA0731.1.BCL6B	chr10	86021938	86021954	-	0.000	0.000	Merged-chr10-86022093-75
NR679--MA0463.1.Bcl6	chr16	97272489	97272502	+	0.000	0.000	Merged-chr16-97272459-57
NR1365--MA0463.1.Bcl6	chr6	126552063	126552076	+	0.000	0.000	Merged-chr6-126552098-38
NR482--MA0463.1.Bcl6	chr13	104914841	104914854	-	0.000	0.000	Merged-chr13-104914750-21
NR124--MA0463.1.Bcl6	chr1	181379703	181379716	-	0.000	0.000	Merged-chr1-181379828-26
NR912--MA0463.1.Bcl6	chr2	125866159	125866172	+	0.000	0.000	Merged-chr2-125866332-46
NR375--MA0463.1.Bcl6	chr12	77781603	77781616	+	0.000	0.000	Merged-chr12-77781498-27
NR50--MA0731.1.BCL6B	chr1	85937326	85937342	-	0.000	0.000	Merged-chr1-85937203-47
NR459--MA0731.1.BCL6B	chr13	75227772	75227788	+	0.000	0.000	Merged-chr13-75227796-31
NR1388--MA0463.1.Bcl6	chr6	145359808	145359821	-	0.000	0.000	Merged-chr6-145360005-41
NR1445--MA0731.1.BCL6B	chr7	92165372	92165388	-	0.000	0.000	Merged-chr7-92165181-43
NR384--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR138--MA0463.1.Bcl6	chr1	191402858	191402871	-	0.000	0.000	Merged-chr1-191402800-7
NR1612--MA0463.1.Bcl6	chr9	57651100	57651113	-	0.000	0.000	Merged-chr9-57651081-19
NR277--MA0463.1.Bcl6	chr11	53763623	53763636	-	0.000	0.000	Merged-chr11-53763652-107
NR1262--MA0731.1.BCL6B	chr5	124050169	124050185	+	0.000	0.000	Merged-chr5-124050362-25
NR1187--MA0463.1.Bcl6	chr5	3670359	3670372	+	0.000	0.000	Merged-chr5-3670094-38
NR1514--MA0463.1.Bcl6	chr8	34622655	34622668	+	0.000	0.000	Merged-chr8-34622775-45
NR861--MA0731.1.BCL6B	chr2	60037444	60037460	-	0.000	0.000	Merged-chr2-60037299-59
NR1241--MA0731.1.BCL6B	chr5	107015730	107015746	+	0.000	0.000	Merged-chr5-107015636-39
NR1653--MA0463.1.Bcl6	chr9	107338458	107338471	+	0.000	0.000	Merged-chr9-107338409-31
NR864--MA0463.1.Bcl6	chr2	62411685	62411698	-	0.000	0.000	Merged-chr2-62411627-90
NR524--MA0463.1.Bcl6	chr14	68044927	68044940	+	0.000	0.000	Merged-chr14-68044800-35
NR421--MA0463.1.Bcl6	chr12	118376797	118376810	+	0.000	0.000	Merged-chr12-118376782-123
NR1555--MA0463.1.Bcl6	chr8	109614654	109614667	-	0.000	0.000	Merged-chr8-109614638-43
NR4--MA0463.1.Bcl6	chr1	23321543	23321556	+	0.000	0.000	Merged-chr1-23321414-28
NR82--MA0463.1.Bcl6	chr1	153379823	153379836	+	0.000	0.000	Merged-chr1-153380015-29
NR999--MA0463.1.Bcl6	chr3	79178436	79178449	+	0.000	0.000	Merged-chr3-79178280-26
NR1327--MA0463.1.Bcl6	chr6	84617231	84617244	-	0.000	0.000	Merged-chr6-84617241-46
NR1130--MA0463.1.Bcl6	chr4	117211562	117211575	+	0.000	0.000	Merged-chr4-117211623-2
NR556--MA0463.1.Bcl6	chr14	120572382	120572395	-	0.000	0.000	Merged-chr14-120572441-59
NR1363--MA0463.1.Bcl6	chr6	125467494	125467507	+	0.000	0.000	Merged-chr6-125467519-12
NR1260--MA0463.1.Bcl6	chr5	122264605	122264618	-	0.000	0.000	Merged-chr5-122264410-49
NR1587--MA0463.1.Bcl6	chr9	15004361	15004374	+	0.000	0.000	Merged-chr9-15004523-21
NR234--MA0463.1.Bcl6	chr10	121507398	121507411	-	0.000	0.000	Merged-chr10-121507364-82
NR1126--MA0463.1.Bcl6	chr4	115985141	115985154	-	0.000	0.000	Merged-chr4-115985181-4
NR346--MA0463.1.Bcl6	chr11	117334409	117334422	-	0.000	0.000	Merged-chr11-117334271-49
NR1063--MA0731.1.BCL6B	chr3	148419638	148419654	-	0.000	0.000	Merged-chr3-148419698-33
NR1032--MA0463.1.Bcl6	chr3	121494123	121494136	-	0.000	0.000	Merged-chr3-121494135-61
