#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1814--MA0463.1.Bcl6	chr7	73531189	73531202	+	0.000	0.000	Merged-chr7-73531012-64
NR2125--MA0463.1.Bcl6	chrX	151521073	151521086	-	0.000	0.000	Merged-chrX-151521261-1
NR891--MA0731.1.BCL6B	chr17	85888672	85888688	+	0.000	0.000	Merged-chr17-85888819-19
NR1704--MA0731.1.BCL6B	chr6	113645087	113645103	+	0.000	0.000	Merged-chr6-113645003-16
NR208--MA0731.1.BCL6B	chr10	40527686	40527702	+	0.000	0.000	Merged-chr10-40527748-36
NR1175--MA0731.1.BCL6B	chr2	155514877	155514893	-	0.000	0.000	Merged-chr2-155514842-20
NR1604--MA0463.1.Bcl6	chr5	125408980	125408993	+	0.000	0.000	Merged-chr5-125409067-24
NR1049--MA0463.1.Bcl6	chr2	30415789	30415802	-	0.000	0.000	Merged-chr2-30415934-79
NR2027--MA0463.1.Bcl6	chr9	55110637	55110650	+	0.000	0.000	Merged-chr9-55110680-29
NR1622--MA0463.1.Bcl6	chr5	139303891	139303904	+	0.000	0.000	Merged-chr5-139303910-62
NR842--MA0463.1.Bcl6	chr17	31831308	31831321	+	0.000	0.000	Merged-chr17-31831136-47
NR1882--MA0731.1.BCL6B	chr7	133637820	133637836	-	0.000	0.000	Merged-chr7-133637648-127
NR1197--MA0463.1.Bcl6	chr2	173023764	173023777	+	0.000	0.000	Merged-chr2-173023748-35
NR1799--MA0731.1.BCL6B	chr7	47007890	47007906	-	0.000	0.000	Merged-chr7-47007764-1
NR971--MA0731.1.BCL6B	chr18	89160219	89160235	+	0.000	0.000	Merged-chr18-89160072-9
NR22--MA0731.1.BCL6B	chr1	53313745	53313761	+	0.000	0.000	Merged-chr1-53313672-58
NR1099--MA0463.1.Bcl6	chr2	79865555	79865568	-	0.000	0.000	Merged-chr2-79865504-43
NR892--MA0463.1.Bcl6	chr17	86185023	86185036	+	0.000	0.000	Merged-chr17-86185009-23
NR534--MA0463.1.Bcl6	chr13	49247952	49247965	+	0.000	0.000	Merged-chr13-49248043-74
NR2095--MA0463.1.Bcl6	chr9	123936671	123936684	-	0.000	0.000	Merged-chr9-123936830-62
NR56--MA0463.1.Bcl6	chr1	85894504	85894517	+	0.000	0.000	Merged-chr1-85894541-45
NR776--MA0463.1.Bcl6	chr16	32430855	32430868	-	0.000	0.000	Merged-chr16-32431022-65
NR418--MA0463.1.Bcl6	chr12	8859314	8859327	+	0.000	0.000	Merged-chr12-8859142-27
NR1582--MA0731.1.BCL6B	chr5	107013610	107013626	+	0.000	0.000	Merged-chr5-107013528-15
NR1583--MA0463.1.Bcl6	chr5	107648917	107648930	+	0.000	0.000	Merged-chr5-107649073-49
NR1010--MA0463.1.Bcl6	chr19	44283179	44283192	+	0.000	0.000	Merged-chr19-44283330-35
NR1216--MA0463.1.Bcl6	chr3	30592527	30592540	-	0.000	0.000	Merged-chr3-30592585-30
NR1138--MA0731.1.BCL6B	chr2	126593899	126593915	+	0.000	0.000	Merged-chr2-126594082-30
NR333--MA0463.1.Bcl6	chr11	48874724	48874737	+	0.000	0.000	Merged-chr11-48874732-31
NR833--MA0731.1.BCL6B	chr17	17845562	17845578	+	0.000	0.000	Merged-chr17-17845619-46
NR1140--MA0463.1.Bcl6	chr2	127143236	127143249	+	0.000	0.000	Merged-chr2-127143269-68
NR1213--MA0731.1.BCL6B	chr3	21809898	21809914	-	0.000	0.000	Merged-chr3-21809864-17
NR1364--MA0463.1.Bcl6	chr4	33338154	33338167	+	0.000	0.000	Merged-chr4-33338235-7
NR780--MA0731.1.BCL6B	chr16	38260059	38260075	-	0.000	0.000	Merged-chr16-38260034-8
NR1485--MA0463.1.Bcl6	chr4	156008435	156008448	-	0.000	0.000	Merged-chr4-156008555-53
NR703--MA0731.1.BCL6B	chr15	50652005	50652021	-	0.000	0.000	Merged-chr15-50651925-26
NR696--MA0463.1.Bcl6	chr15	36708581	36708594	+	0.000	0.000	Merged-chr15-36708582-23
NR481--MA0463.1.Bcl6	chr12	108635767	108635780	-	0.000	0.000	Merged-chr12-108635835-63
NR1574--MA0731.1.BCL6B	chr5	97009427	97009443	+	0.000	0.000	Merged-chr5-97009545-38
NR1906--MA0463.1.Bcl6	chr8	27192528	27192541	-	0.000	0.000	Merged-chr8-27192491-24
NR1042--MA0463.1.Bcl6	chr2	25241268	25241281	-	0.000	0.000	Merged-chr2-25241119-44
NR96--MA0731.1.BCL6B	chr1	139179803	139179819	+	0.000	0.000	Merged-chr1-139179878-22
NR302--MA0731.1.BCL6B	chr11	3138527	3138543	-	0.000	0.000	Merged-chr11-3138562-20
NR1858--MA0731.1.BCL6B	chr7	113377923	113377939	-	0.000	0.000	Merged-chr7-113378054-39
NR411--MA0731.1.BCL6B	chr11	116669950	116669966	-	0.000	0.000	Merged-chr11-116669972-23
NR486--MA0463.1.Bcl6	chr12	108903011	108903024	-	0.000	0.000	Merged-chr12-108903153-23
NR128--MA0463.1.Bcl6	chr1	164503469	164503482	+	0.000	0.000	Merged-chr1-164503488-46
NR424--MA0731.1.BCL6B	chr12	16170327	16170343	+	0.000	0.000	Merged-chr12-16170449-47
NR1038--MA0463.1.Bcl6	chr2	18765846	18765859	+	0.000	0.000	Merged-chr2-18765910-35
NR1159--MA0463.1.Bcl6	chr2	143903718	143903731	+	0.000	0.000	Merged-chr2-143903810-20
NR155--MA0463.1.Bcl6	chr1	178874022	178874035	+	0.000	0.000	Merged-chr1-178874128-3
NR41--MA0731.1.BCL6B	chr1	75142361	75142377	+	0.000	0.000	Merged-chr1-75142250-107
NR1177--MA0463.1.Bcl6	chr2	158175265	158175278	+	0.000	0.000	Merged-chr2-158175276-28
NR88--MA0731.1.BCL6B	chr1	132316104	132316120	+	0.000	0.000	Merged-chr1-132316198-37
NR480--MA0731.1.BCL6B	chr12	108634253	108634269	+	0.000	0.000	Merged-chr12-108634224-17
NR13--MA0463.1.Bcl6	chr1	38777882	38777895	+	0.000	0.000	Merged-chr1-38777708-41
NR500--MA0463.1.Bcl6	chr12	117678925	117678938	+	0.000	0.000	Merged-chr12-117679056-43
NR827--MA0463.1.Bcl6	chr17	12165427	12165440	+	0.000	0.000	Merged-chr17-12165459-54
NR1178--MA0731.1.BCL6B	chr2	158175262	158175278	-	0.000	0.000	Merged-chr2-158175276-28
NR178--MA0463.1.Bcl6	chr1	191599406	191599419	-	0.000	0.000	Merged-chr1-191599385-45
NR845--MA0463.1.Bcl6	chr17	35997138	35997151	-	0.000	0.000	Merged-chr17-35997233-37
