#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR6223--MA0117.2.Mafb	chr2	33878564	33878575	-	0.000	0.000	Merged-chr2-33878661-16
NR5033--MA0495.2.MAFF	chr17	24344784	24344804	+	0.000	0.000	Merged-chr17-24344874-27
NR9139--MA0117.2.Mafb	chr5	106982741	106982752	+	0.000	0.000	Merged-chr5-106982609-23
NR8522--MA0089.1.MAFG::NFE2L1	chr4	141419643	141419648	-	0.000	0.000	Merged-chr4-141419764-31
NR4593--MA0089.1.MAFG::NFE2L1	chr16	24238607	24238612	+	0.000	0.000	Merged-chr16-24238458-30
NR4176--MA0495.2.MAFF	chr15	57906811	57906831	-	0.000	0.000	Merged-chr15-57906740-47
NR12075--MA0496.2.MAFK	chr9	121313869	121313887	-	0.000	0.000	Merged-chr9-121314166-60
NR489--MA0501.1.MAF::NFE2	chr1	106268523	106268537	+	0.000	0.000	Merged-chr1-106268464-31
NR3625--MA0117.2.Mafb	chr14	31556160	31556171	-	0.000	0.000	Merged-chr14-31556211-33
NR7671--MA0117.2.Mafb	chr3	121105070	121105081	-	0.000	0.000	Merged-chr3-121105161-35
NR1415--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR4314--MA0591.1.Bach1::Mafk	chr15	76671569	76671583	+	0.000	0.000	Merged-chr15-76671670-56
NR11673--MA0089.1.MAFG::NFE2L1	chr9	43545304	43545309	+	0.000	0.000	Merged-chr9-43545263-46
NR2556--MA0495.2.MAFF	chr12	76385221	76385241	+	0.000	0.000	Merged-chr12-76385327-16
NR11423--MA0591.1.Bach1::Mafk	chr8	115826708	115826722	-	0.000	0.000	Merged-chr8-115826691-38
NR10167--MA0591.1.Bach1::Mafk	chr6	141059389	141059403	-	0.000	0.000	Merged-chr6-141059319-2
NR11384--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR1791--MA0591.1.Bach1::Mafk	chr11	32486757	32486771	-	0.000	0.000	Merged-chr11-32486832-15
NR4178--MA0659.1.MAFG	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR10023--MA0117.2.Mafb	chr6	120932824	120932835	+	0.000	0.000	Merged-chr6-120932885-30
NR3851--MA0089.1.MAFG::NFE2L1	chr14	73244425	73244430	+	0.000	0.000	Merged-chr14-73244258-38
NR1011--MA0089.1.MAFG::NFE2L1	chr1	190899914	190899919	+	0.000	0.000	Merged-chr1-190900039-25
NR548--MA0591.1.Bach1::Mafk	chr1	127306506	127306520	+	0.000	0.000	Merged-chr1-127306528-2
NR8247--MA0591.1.Bach1::Mafk	chr4	85802087	85802101	+	0.000	0.000	Merged-chr4-85801965-31
NR8533--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR1103--MA0496.2.MAFK	chr10	21239589	21239607	-	0.000	0.000	Merged-chr10-21239598-1
NR7763--MA0496.2.MAFK	chr3	135604826	135604844	+	0.000	0.000	Merged-chr3-135604723-37
NR5721--MA0089.1.MAFG::NFE2L1	chr18	75426321	75426326	-	0.000	0.000	Merged-chr18-75426395-54
NR4019--MA0496.2.MAFK	chr14	121903486	121903504	-	0.000	0.000	Merged-chr14-121903586-22
