#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4388--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR3184--MA0496.2.MAFK	chr13	108763561	108763579	+	0.000	0.000	Merged-chr13-108763497-25
NR2786--MA0659.1.MAFG	chr13	23533853	23533873	+	0.000	0.000	Merged-chr13-23533937-41
NR7441--MA0591.1.Bach1::Mafk	chr4	57295324	57295338	-	0.000	0.000	Merged-chr4-57295265-18
NR2300--MA0496.2.MAFK	chr12	33380192	33380210	-	0.000	0.000	Merged-chr12-33380156-47
NR7886--MA0117.2.Mafb	chr4	152042450	152042461	+	0.000	0.000	Merged-chr4-152042286-12
NR269--MA0591.1.Bach1::Mafk	chr1	75179428	75179442	-	0.000	0.000	Merged-chr1-75179465-11
NR10875--MA0591.1.Bach1::Mafk	chr9	123806543	123806557	-	0.000	0.000	Merged-chr9-123806408-51
NR2835--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR7671--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR6888--MA0496.2.MAFK	chr3	86999338	86999356	+	0.000	0.000	Merged-chr3-86999181-65
NR3723--MA0591.1.Bach1::Mafk	chr15	28081379	28081393	+	0.000	0.000	Merged-chr15-28081319-36
NR6678--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR2891--MA0496.2.MAFK	chr13	48516053	48516071	+	0.000	0.000	Merged-chr13-48516187-54
NR2922--MA0089.1.MAFG::NFE2L1	chr13	52874098	52874103	-	0.000	0.000	Merged-chr13-52874286-33
NR8976--MA0117.2.Mafb	chr6	98105382	98105393	-	0.000	0.000	Merged-chr6-98105536-59
NR417--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR10179--MA0089.1.MAFG::NFE2L1	chr8	115110609	115110614	+	0.000	0.000	Merged-chr8-115110593-29
NR8755--MA0495.2.MAFF	chr6	54760017	54760037	+	0.000	0.000	Merged-chr6-54760187-57
NR7405--MA0496.2.MAFK	chr4	45320509	45320527	+	0.000	0.000	Merged-chr4-45320461-64
NR1804--MA0089.1.MAFG::NFE2L1	chr11	62550460	62550465	+	0.000	0.000	Merged-chr11-62550313-13
NR10266--MA0089.1.MAFG::NFE2L1	chr8	125950507	125950512	+	0.000	0.000	Merged-chr8-125950444-55
NR11005--MA0089.1.MAFG::NFE2L1	chrX	112370988	112370993	-	0.000	0.000	Merged-chrX-112370984-49
NR2577--MA0501.1.MAF::NFE2	chr12	105069094	105069108	-	0.000	0.000	Merged-chr12-105069151-33
NR9060--MA0089.1.MAFG::NFE2L1	chr6	114905013	114905018	+	0.000	0.000	Merged-chr6-114905018-60
NR7875--MA0496.2.MAFK	chr4	149854314	149854332	+	0.000	0.000	Merged-chr4-149854542-67
NR3321--MA0659.1.MAFG	chr14	20253559	20253579	-	0.000	0.000	Merged-chr14-20253489-29
NR9838--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR8848--MA0591.1.Bach1::Mafk	chr6	73268197	73268211	-	0.000	0.000	Merged-chr6-73268077-15
NR8867--MA0495.2.MAFF	chr6	85075166	85075186	+	0.000	0.000	Merged-chr6-85075148-16
NR449--MA0495.2.MAFF	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR9651--MA0089.1.MAFG::NFE2L1	chr7	108944132	108944137	+	0.000	0.000	Merged-chr7-108944158-41
NR8231--MA0089.1.MAFG::NFE2L1	chr5	100070460	100070465	+	0.000	0.000	Merged-chr5-100070344-29
NR1262--MA0117.2.Mafb	chr10	70173569	70173580	+	0.000	0.000	Merged-chr10-70173455-28
NR5600--MA0501.1.MAF::NFE2	chr19	57882131	57882145	-	0.000	0.000	Merged-chr19-57882261-17
NR4568--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR7549--MA0591.1.Bach1::Mafk	chr4	95194839	95194853	-	0.000	0.000	Merged-chr4-95194969-49
NR9362--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR261--MA0495.2.MAFF	chr1	74398274	74398294	-	0.000	0.000	Merged-chr1-74398237-10
NR8312--MA0495.2.MAFF	chr5	112324698	112324718	+	0.000	0.000	Merged-chr5-112324796-2
NR1702--MA0089.1.MAFG::NFE2L1	chr11	34049147	34049152	-	0.000	0.000	Merged-chr11-34049016-54
NR441--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR2346--MA0495.2.MAFF	chr12	51871958	51871978	-	0.000	0.000	Merged-chr12-51871812-58
NR9840--MA0496.2.MAFK	chr7	141072585	141072603	-	0.000	0.000	Merged-chr7-141072410-71
NR10030--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR9664--MA0089.1.MAFG::NFE2L1	chr7	109986407	109986412	-	0.000	0.000	Merged-chr7-109986340-83
NR2323--MA0496.2.MAFK	chr12	41566489	41566507	+	0.000	0.000	Merged-chr12-41566300-31
NR5545--MA0089.1.MAFG::NFE2L1	chr19	53390661	53390666	+	0.000	0.000	Merged-chr19-53390523-85
NR5659--MA0591.1.Bach1::Mafk	chr2	4669938	4669952	-	0.000	0.000	Merged-chr2-4669816-18
NR3865--MA0496.2.MAFK	chr15	61541266	61541284	+	0.000	0.000	Merged-chr15-61541070-57
NR263--MA0659.1.MAFG	chr1	74398274	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR8757--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR9068--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR7553--MA0496.2.MAFK	chr4	95194837	95194855	+	0.000	0.000	Merged-chr4-95194969-49
NR5835--MA0495.2.MAFF	chr2	31062426	31062446	+	0.000	0.000	Merged-chr2-31062467-40
NR2348--MA0659.1.MAFG	chr12	51871958	51871978	-	0.000	0.000	Merged-chr12-51871812-58
NR6813--MA0495.2.MAFF	chr3	68045928	68045948	+	0.000	0.000	Merged-chr3-68046058-50
NR1080--MA0501.1.MAF::NFE2	chr10	25457256	25457270	-	0.000	0.000	Merged-chr10-25457296-47
NR8035--MA0591.1.Bach1::Mafk	chr5	38580974	38580988	-	0.000	0.000	Merged-chr5-38580877-38
NR8055--MA0089.1.MAFG::NFE2L1	chr5	52669686	52669691	+	0.000	0.000	Merged-chr5-52669668-56
NR7766--MA0591.1.Bach1::Mafk	chr4	135493526	135493540	-	0.000	0.000	Merged-chr4-135493487-11
NR2254--MA0659.1.MAFG	chr12	24708697	24708717	-	0.000	0.000	Merged-chr12-24708482-79
NR4311--MA0495.2.MAFF	chr16	43700788	43700808	+	0.000	0.000	Merged-chr16-43700750-21
NR2859--MA0089.1.MAFG::NFE2L1	chr13	38528202	38528207	+	0.000	0.000	Merged-chr13-38528212-101
NR1182--MA0659.1.MAFG	chr10	45635338	45635358	-	0.000	0.000	Merged-chr10-45635407-27
NR4774--MA0659.1.MAFG	chr17	47272446	47272466	+	0.000	0.000	Merged-chr17-47272458-17
NR2236--MA0117.2.Mafb	chr12	16474684	16474695	+	0.000	0.000	Merged-chr12-16474710-17
NR7401--MA0591.1.Bach1::Mafk	chr4	45320511	45320525	+	0.000	0.000	Merged-chr4-45320461-64
NR2385--MA0591.1.Bach1::Mafk	chr12	70937893	70937907	+	0.000	0.000	Merged-chr12-70937913-56
NR6831--MA0495.2.MAFF	chr3	78959025	78959045	+	0.000	0.000	Merged-chr3-78959037-23
NR3726--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR10513--MA0591.1.Bach1::Mafk	chr9	69125460	69125474	-	0.000	0.000	Merged-chr9-69125560-59
NR1661--MA0501.1.MAF::NFE2	chr11	20553188	20553202	+	0.000	0.000	Merged-chr11-20553238-64
NR229--MA0591.1.Bach1::Mafk	chr1	69461392	69461406	-	0.000	0.000	Merged-chr1-69461360-14
NR6083--MA0089.1.MAFG::NFE2L1	chr2	83929815	83929820	-	0.000	0.000	Merged-chr2-83929608-43
NR6065--MA0501.1.MAF::NFE2	chr2	78980215	78980229	+	0.000	0.000	Merged-chr2-78980224-38
NR2825--MA0501.1.MAF::NFE2	chr13	32680177	32680191	-	0.000	0.000	Merged-chr13-32680328-19
NR7238--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR160--MA0117.2.Mafb	chr1	58029653	58029664	-	0.000	0.000	Merged-chr1-58029750-23
NR10955--MA0089.1.MAFG::NFE2L1	chrX	93368270	93368275	+	0.000	0.000	Merged-chrX-93368471-14
NR1276--MA0117.2.Mafb	chr10	75667572	75667583	-	0.000	0.000	Merged-chr10-75667633-88
NR9977--MA0117.2.Mafb	chr8	57531133	57531144	-	0.000	0.000	Merged-chr8-57531169-32
NR6833--MA0659.1.MAFG	chr3	78959025	78959045	+	0.000	0.000	Merged-chr3-78959037-23
NR487--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR1923--MA0496.2.MAFK	chr11	83224447	83224465	+	0.000	0.000	Merged-chr11-83224215-94
NR3888--MA0089.1.MAFG::NFE2L1	chr15	65727211	65727216	-	0.000	0.000	Merged-chr15-65727192-50
NR9675--MA0089.1.MAFG::NFE2L1	chr7	113197602	113197607	+	0.000	0.000	Merged-chr7-113197463-17
NR9444--MA0591.1.Bach1::Mafk	chr7	51892733	51892747	+	0.000	0.000	Merged-chr7-51892724-31
NR7211--MA0089.1.MAFG::NFE2L1	chr3	142550486	142550491	-	0.000	0.000	Merged-chr3-142550449-49
NR1990--MA0089.1.MAFG::NFE2L1	chr11	95117120	95117125	+	0.000	0.000	Merged-chr11-95117134-19
NR7240--MA0496.2.MAFK	chr3	146063413	146063431	+	0.000	0.000	Merged-chr3-146063322-20
NR5758--MA0089.1.MAFG::NFE2L1	chr2	14055737	14055742	-	0.000	0.000	Merged-chr2-14055781-42
NR1603--MA0117.2.Mafb	chr10	128645971	128645982	+	0.000	0.000	Merged-chr10-128645990-43
NR3484--MA0089.1.MAFG::NFE2L1	chr14	68044971	68044976	-	0.000	0.000	Merged-chr14-68044800-35
NR9425--MA0495.2.MAFF	chr7	49923214	49923234	-	0.000	0.000	Merged-chr7-49923438-49
NR3456--MA0117.2.Mafb	chr14	61971194	61971205	+	0.000	0.000	Merged-chr14-61971047-1
NR6374--MA0501.1.MAF::NFE2	chr2	143903663	143903677	-	0.000	0.000	Merged-chr2-143903810-20
NR5371--MA0501.1.MAF::NFE2	chr19	4333915	4333929	-	0.000	0.000	Merged-chr19-4333820-69
NR398--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR10073--MA0089.1.MAFG::NFE2L1	chr8	84737848	84737853	+	0.000	0.000	Merged-chr8-84737825-38
NR8677--MA0117.2.Mafb	chr6	34863111	34863122	-	0.000	0.000	Merged-chr6-34862986-94
NR4096--MA0496.2.MAFK	chr15	100189235	100189253	+	0.000	0.000	Merged-chr15-100189073-42
NR2836--MA0591.1.Bach1::Mafk	chr13	34875265	34875279	+	0.000	0.000	Merged-chr13-34875559-98
NR9464--MA0501.1.MAF::NFE2	chr7	64160839	64160853	-	0.000	0.000	Merged-chr7-64160970-41
NR3353--MA0117.2.Mafb	chr14	27560687	27560698	+	0.000	0.000	Merged-chr14-27560598-17
NR6918--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR9337--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR725--MA0591.1.Bach1::Mafk	chr1	155087011	155087025	+	0.000	0.000	Merged-chr1-155087045-33
NR7035--MA0495.2.MAFF	chr3	108537560	108537580	+	0.000	0.000	Merged-chr3-108537509-16
NR9691--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR5853--MA0496.2.MAFK	chr2	32038774	32038792	+	0.000	0.000	Merged-chr2-32038826-16
NR4215--MA0659.1.MAFG	chr16	23286610	23286630	-	0.000	0.000	Merged-chr16-23286554-38
NR5252--MA0089.1.MAFG::NFE2L1	chr18	69548008	69548013	-	0.000	0.000	Merged-chr18-69547959-32
NR533--MA0591.1.Bach1::Mafk	chr1	125390371	125390385	+	0.000	0.000	Merged-chr1-125390190-80
NR7037--MA0659.1.MAFG	chr3	108537560	108537580	-	0.000	0.000	Merged-chr3-108537509-16
NR3557--MA0496.2.MAFK	chr14	79268127	79268145	-	0.000	0.000	Merged-chr14-79268055-17
NR4538--MA0089.1.MAFG::NFE2L1	chr16	94581103	94581108	-	0.000	0.000	Merged-chr16-94581097-17
NR4423--MA0089.1.MAFG::NFE2L1	chr16	65815333	65815338	-	0.000	0.000	Merged-chr16-65815445-39
NR3644--MA0591.1.Bach1::Mafk	chr14	118709873	118709887	+	0.000	0.000	Merged-chr14-118709896-7
NR10857--MA0117.2.Mafb	chr9	121925183	121925194	-	0.000	0.000	Merged-chr9-121925182-15
NR1989--MA0591.1.Bach1::Mafk	chr11	94521297	94521311	+	0.000	0.000	Merged-chr11-94521402-11
