#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1053--MA0731.1.BCL6B	chr2	154754139	154754155	-	0.000	0.000	Merged-chr2-154754253-27
NR170--MA0463.1.Bcl6	chr10	21077157	21077170	+	0.000	0.000	Merged-chr10-21077347-58
NR870--MA0731.1.BCL6B	chr19	24271844	24271860	-	0.000	0.000	Merged-chr19-24271931-46
NR1393--MA0731.1.BCL6B	chr5	100200564	100200580	+	0.000	0.000	Merged-chr5-100200514-7
NR1250--MA0731.1.BCL6B	chr4	86683518	86683534	+	0.000	0.000	Merged-chr4-86683553-15
NR1773--MA0731.1.BCL6B	chr8	124617270	124617286	+	0.000	0.000	Merged-chr8-124617386-28
NR708--MA0463.1.Bcl6	chr16	57177666	57177679	+	0.000	0.000	Merged-chr16-57177558-14
NR1197--MA0463.1.Bcl6	chr3	154779036	154779049	+	0.000	0.000	Merged-chr3-154778992-62
NR726--MA0463.1.Bcl6	chr16	93687086	93687099	-	0.000	0.000	Merged-chr16-93687116-36
NR623--MA0463.1.Bcl6	chr15	38129610	38129623	+	0.000	0.000	Merged-chr15-38129582-31
NR610--MA0731.1.BCL6B	chr15	12895527	12895543	+	0.000	0.000	Merged-chr15-12895648-51
NR591--MA0731.1.BCL6B	chr14	103719069	103719085	-	0.000	0.000	Merged-chr14-103719095-60
NR862--MA0731.1.BCL6B	chr19	5273246	5273262	-	0.000	0.000	Merged-chr19-5273188-67
NR1547--MA0731.1.BCL6B	chr7	12477996	12478012	+	0.000	0.000	Merged-chr7-12478160-1
NR1656--MA0731.1.BCL6B	chr7	127895917	127895933	+	0.000	0.000	Merged-chr7-127895657-49
NR1513--MA0731.1.BCL6B	chr6	124741126	124741142	+	0.000	0.000	Merged-chr6-124741027-92
NR628--MA0463.1.Bcl6	chr15	54919970	54919983	+	0.000	0.000	Merged-chr15-54920011-57
NR1460--MA0731.1.BCL6B	chr6	40385738	40385754	+	0.000	0.000	Merged-chr6-40385815-18
NR1426--MA0463.1.Bcl6	chr5	130088187	130088200	-	0.000	0.000	Merged-chr5-130088239-22
NR431--MA0463.1.Bcl6	chr13	6659645	6659658	-	0.000	0.000	Merged-chr13-6659549-27
NR776--MA0463.1.Bcl6	chr17	63284479	63284492	+	0.000	0.000	Merged-chr17-63284563-27
NR1122--MA0463.1.Bcl6	chr3	88376308	88376321	+	0.000	0.000	Merged-chr3-88376347-33
NR548--MA0463.1.Bcl6	chr14	47277008	47277021	+	0.000	0.000	Merged-chr14-47276879-81
NR27--MA0731.1.BCL6B	chr1	63953647	63953663	+	0.000	0.000	Merged-chr1-63953679-17
NR454--MA0463.1.Bcl6	chr13	44376071	44376084	+	0.000	0.000	Merged-chr13-44376077-22
NR1252--MA0463.1.Bcl6	chr4	86722040	86722053	+	0.000	0.000	Merged-chr4-86721990-52
NR696--MA0463.1.Bcl6	chr16	38017094	38017107	+	0.000	0.000	Merged-chr16-38017190-20
NR123--MA0463.1.Bcl6	chr1	170632632	170632645	+	0.000	0.000	Merged-chr1-170632592-34
NR1812--MA0463.1.Bcl6	chr9	57910728	57910741	+	0.000	0.000	Merged-chr9-57910842-63
NR1369--MA0463.1.Bcl6	chr5	72161046	72161059	+	0.000	0.000	Merged-chr5-72161207-53
NR925--MA0463.1.Bcl6	chr2	36276781	36276794	-	0.000	0.000	Merged-chr2-36276714-8
NR155--MA0463.1.Bcl6	chr1	189936666	189936679	-	0.000	0.000	Merged-chr1-189936861-20
NR943--MA0463.1.Bcl6	chr2	56114705	56114718	-	0.000	0.000	Merged-chr2-56114596-15
NR173--MA0463.1.Bcl6	chr10	28816361	28816374	+	0.000	0.000	Merged-chr10-28816240-37
NR1750--MA0463.1.Bcl6	chr8	108780854	108780867	+	0.000	0.000	Merged-chr8-108780994-1
NR1165--MA0731.1.BCL6B	chr3	132791402	132791418	-	0.000	0.000	Merged-chr3-132791387-40
NR603--MA0463.1.Bcl6	chr15	5143882	5143895	+	0.000	0.000	Merged-chr15-5143962-110
NR798--MA0731.1.BCL6B	chr17	86832839	86832855	-	0.000	0.000	Merged-chr17-86833009-31
NR403--MA0731.1.BCL6B	chr12	99979770	99979786	+	0.000	0.000	Merged-chr12-99979837-10
NR809--MA0463.1.Bcl6	chr18	12601058	12601071	-	0.000	0.000	Merged-chr18-12601171-14
NR1504--MA0463.1.Bcl6	chr6	116654210	116654223	-	0.000	0.000	Merged-chr6-116654306-47
NR13--MA0463.1.Bcl6	chr1	30792973	30792986	+	0.000	0.000	Merged-chr1-30793129-16
NR715--MA0463.1.Bcl6	chr16	75617789	75617802	+	0.000	0.000	Merged-chr16-75617911-31
NR827--MA0463.1.Bcl6	chr18	53177273	53177286	-	0.000	0.000	Merged-chr18-53177390-15
