#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1060--MA0508.2.PRDM1	chr3	51234499	51234508	+	0.000	0.000	Merged-chr3-51234583-28
NR92--MA0508.2.PRDM1	chr1	161487214	161487223	+	0.000	0.000	Merged-chr1-161487288-6
NR693--MA0508.2.PRDM1	chr16	37094555	37094564	-	0.000	0.000	Merged-chr16-37094405-73
NR1378--MA0508.2.PRDM1	chr5	137760357	137760366	-	0.000	0.000	Merged-chr5-137760235-32
NR1506--MA0508.2.PRDM1	chr6	134883881	134883890	-	0.000	0.000	Merged-chr6-134883955-22
NR202--MA0508.2.PRDM1	chr10	93419617	93419626	+	0.000	0.000	Merged-chr10-93419744-14
NR725--MA0508.2.PRDM1	chr16	84982725	84982734	+	0.000	0.000	Merged-chr16-84982791-18
NR311--MA0508.2.PRDM1	chr11	119352365	119352374	+	0.000	0.000	Merged-chr11-119352427-33
NR1596--MA0508.2.PRDM1	chr7	101341586	101341595	+	0.000	0.000	Merged-chr7-101341598-26
NR834--MA0508.2.PRDM1	chr18	69898889	69898898	-	0.000	0.000	Merged-chr18-69898906-38
NR71--MA0508.2.PRDM1	chr1	138561165	138561174	-	0.000	0.000	Merged-chr1-138560961-36
NR1086--MA0508.2.PRDM1	chr3	84667598	84667607	-	0.000	0.000	Merged-chr3-84667466-30
NR1628--MA0508.2.PRDM1	chr7	120830961	120830970	+	0.000	0.000	Merged-chr7-120830904-87
NR1214--MA0508.2.PRDM1	chr4	59278647	59278656	-	0.000	0.000	Merged-chr4-59278599-46
NR781--MA0508.2.PRDM1	chr17	57061354	57061363	-	0.000	0.000	Merged-chr17-57061282-9
NR1737--MA0508.2.PRDM1	chr9	37552767	37552776	+	0.000	0.000	Merged-chr9-37552724-59
NR433--MA0508.2.PRDM1	chr13	6633782	6633791	-	0.000	0.000	Merged-chr13-6633671-76
NR1118--MA0508.2.PRDM1	chr3	108124505	108124514	-	0.000	0.000	Merged-chr3-108124378-33
NR794--MA0508.2.PRDM1	chr17	78362369	78362378	+	0.000	0.000	Merged-chr17-78362512-60
NR1065--MA0508.2.PRDM1	chr3	55659874	55659883	-	0.000	0.000	Merged-chr3-55660012-44
NR760--MA0508.2.PRDM1	chr17	29660669	29660678	-	0.000	0.000	Merged-chr17-29660811-69
NR284--MA0508.2.PRDM1	chr11	84016306	84016315	-	0.000	0.000	Merged-chr11-84016302-8
NR555--MA0508.2.PRDM1	chr14	51386101	51386110	+	0.000	0.000	Merged-chr14-51385941-36
NR935--MA0508.2.PRDM1	chr2	58097083	58097092	+	0.000	0.000	Merged-chr2-58097168-10
NR1078--MA0508.2.PRDM1	chr3	81761175	81761184	+	0.000	0.000	Merged-chr3-81761081-32
NR4--MA0508.2.PRDM1	chr1	16106046	16106055	+	0.000	0.000	Merged-chr1-16105977-9
NR1044--MA0508.2.PRDM1	chr3	21598168	21598177	-	0.000	0.000	Merged-chr3-21598278-24
NR677--MA0508.2.PRDM1	chr16	24527382	24527391	+	0.000	0.000	Merged-chr16-24527284-22
NR1567--MA0508.2.PRDM1	chr7	68282714	68282723	+	0.000	0.000	Merged-chr7-68282817-37
NR805--MA0508.2.PRDM1	chr17	88042613	88042622	+	0.000	0.000	Merged-chr17-88042729-54
NR1153--MA0508.2.PRDM1	chr3	138992905	138992914	-	0.000	0.000	Merged-chr3-138992913-17
NR1219--MA0508.2.PRDM1	chr4	63853965	63853974	+	0.000	0.000	Merged-chr4-63853989-30
NR914--MA0508.2.PRDM1	chr2	23006230	23006239	-	0.000	0.000	Merged-chr2-23006422-36
NR752--MA0508.2.PRDM1	chr17	21579695	21579704	-	0.000	0.000	Merged-chr17-21579709-31
NR861--MA0508.2.PRDM1	chr19	4114053	4114062	+	0.000	0.000	Merged-chr19-4113915-47
NR1275--MA0508.2.PRDM1	chr4	143190833	143190842	+	0.000	0.000	Merged-chr4-143190909-19
NR242--MA0508.2.PRDM1	chr10	130371154	130371163	+	0.000	0.000	Merged-chr10-130371145-16
NR68--MA0508.2.PRDM1	chr1	136685609	136685618	+	0.000	0.000	Merged-chr1-136685597-75
NR906--MA0508.2.PRDM1	chr19	60681667	60681676	-	0.000	0.000	Merged-chr19-60681647-27
NR473--MA0508.2.PRDM1	chr13	74861745	74861754	-	0.000	0.000	Merged-chr13-74861692-20
NR125--MA0508.2.PRDM1	chr1	191111595	191111604	-	0.000	0.000	Merged-chr1-191111364-43
NR691--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR486--MA0508.2.PRDM1	chr13	92354948	92354957	+	0.000	0.000	Merged-chr13-92354723-122
NR409--MA0508.2.PRDM1	chr12	112823493	112823502	+	0.000	0.000	Merged-chr12-112823453-38
NR866--MA0508.2.PRDM1	chr19	10182733	10182742	+	0.000	0.000	Merged-chr19-10183021-72
NR1389--MA0508.2.PRDM1	chr5	148708242	148708251	-	0.000	0.000	Merged-chr5-148708348-12
NR356--MA0508.2.PRDM1	chr12	73687068	73687077	-	0.000	0.000	Merged-chr12-73687229-37
NR879--MA0508.2.PRDM1	chr19	32197380	32197389	+	0.000	0.000	Merged-chr19-32197221-70
NR845--MA0508.2.PRDM1	chr18	80979661	80979670	+	0.000	0.000	Merged-chr18-80979696-46
NR369--MA0508.2.PRDM1	chr12	79751787	79751796	+	0.000	0.000	Merged-chr12-79751930-19
NR683--MA0508.2.PRDM1	chr16	30550527	30550536	-	0.000	0.000	Merged-chr16-30550510-54
NR335--MA0508.2.PRDM1	chr12	32006713	32006722	+	0.000	0.000	Merged-chr12-32006631-21
NR587--MA0508.2.PRDM1	chr14	103477447	103477456	-	0.000	0.000	Merged-chr14-103477505-31
