#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR2648--MA0766.1.GATA5	chr18	56714570	56714577	-	0.000	0.000	Merged-chr18-56714625-64
NR3307--MA0035.3.Gata1	chr2	174018224	174018234	-	0.000	0.000	Merged-chr2-174018150-40
NR3206--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR2757--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5232--MA1104.1.GATA6	chr9	15530049	15530061	-	0.000	0.000	Merged-chr9-15530031-64
NR2814--MA0035.3.Gata1	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR5205--MA0035.3.Gata1	chr8	126986757	126986767	+	0.000	0.000	Merged-chr8-126986650-28
NR4384--MA0766.1.GATA5	chr6	51768111	51768118	+	0.000	0.000	Merged-chr6-51768092-8
NR3158--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR5388--MA1104.1.GATA6	chr9	87025898	87025910	-	0.000	0.000	Merged-chr9-87025935-38
NR293--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR743--MA1104.1.GATA6	chr10	118172703	118172715	-	0.000	0.000	Merged-chr10-118172658-46
NR3910--MA0766.1.GATA5	chr4	141147779	141147786	+	0.000	0.000	Merged-chr4-141148064-85
NR4507--MA0035.3.Gata1	chr6	107068037	107068047	-	0.000	0.000	Merged-chr6-107068054-3
NR302--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR2711--MA1104.1.GATA6	chr18	79257454	79257466	+	0.000	0.000	Merged-chr18-79257508-110
NR581--MA1104.1.GATA6	chr10	68105559	68105571	+	0.000	0.000	Merged-chr10-68105401-48
NR3309--MA0482.1.Gata4	chr2	181319880	181319890	+	0.000	0.000	Merged-chr2-181319811-50
NR2870--MA0035.3.Gata1	chr19	55860148	55860158	-	0.000	0.000	Merged-chr19-55860279-23
NR4987--MA0482.1.Gata4	chr8	27192325	27192335	-	0.000	0.000	Merged-chr8-27192491-24
NR986--MA0766.1.GATA5	chr11	90225057	90225064	-	0.000	0.000	Merged-chr11-90225249-59
NR4868--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR2160--MA0766.1.GATA5	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR5192--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR4953--MA0482.1.Gata4	chr7	140189368	140189378	-	0.000	0.000	Merged-chr7-140189326-3
NR4563--MA0035.3.Gata1	chr6	127668196	127668206	-	0.000	0.000	Merged-chr6-127668344-1
NR3036--MA0036.3.GATA2	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR180--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR543--MA0482.1.Gata4	chr10	40713351	40713361	-	0.000	0.000	Merged-chr10-40713251-44
NR1659--MA1104.1.GATA6	chr13	111984291	111984303	-	0.000	0.000	Merged-chr13-111984309-48
NR5154--MA0482.1.Gata4	chr8	116923769	116923779	-	0.000	0.000	Merged-chr8-116923775-40
NR5035--MA0035.3.Gata1	chr8	69328895	69328905	+	0.000	0.000	Merged-chr8-69328899-30
NR1102--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR4300--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR3557--MA1104.1.GATA6	chr3	130804037	130804049	+	0.000	0.000	Merged-chr3-130803996-20
NR3259--MA0035.3.Gata1	chr2	166046194	166046204	-	0.000	0.000	Merged-chr2-166046105-43
NR546--MA0035.3.Gata1	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR2314--MA0766.1.GATA5	chr16	97190135	97190142	-	0.000	0.000	Merged-chr16-97190176-3
NR3546--MA0140.2.GATA1::TAL1	chr3	126691135	126691152	-	0.000	0.000	Merged-chr3-126690917-48
NR2812--MA1104.1.GATA6	chr19	32465410	32465422	-	0.000	0.000	Merged-chr19-32465460-36
NR3073--MA0482.1.Gata4	chr2	84479310	84479320	+	0.000	0.000	Merged-chr2-84479185-38
NR5203--MA1104.1.GATA6	chr8	125337295	125337307	-	0.000	0.000	Merged-chr8-125337409-109
NR2152--MA0766.1.GATA5	chr16	24151678	24151685	+	0.000	0.000	Merged-chr16-24151708-115
NR360--MA0482.1.Gata4	chr1	172341309	172341319	+	0.000	0.000	Merged-chr1-172341107-36
NR5157--MA0035.3.Gata1	chr8	116923764	116923774	-	0.000	0.000	Merged-chr8-116923775-40
NR8--MA0140.2.GATA1::TAL1	chr1	9883364	9883381	-	0.000	0.000	Merged-chr1-9883358-36
