#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4775--MA0036.3.GATA2	chr9	80070146	80070156	+	0.000	0.000	Merged-chr9-80070269-16
NR2700--MA0036.3.GATA2	chr2	18524604	18524614	-	0.000	0.000	Merged-chr2-18524516-29
NR2505--MA0766.1.GATA5	chr18	79257457	79257464	+	0.000	0.000	Merged-chr18-79257508-110
NR1008--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR2219--MA0140.2.GATA1::TAL1	chr17	23620399	23620416	+	0.000	0.000	Merged-chr17-23620522-49
NR3264--MA0482.1.Gata4	chr3	122474204	122474214	-	0.000	0.000	Merged-chr3-122474297-38
NR2410--MA0482.1.Gata4	chr18	49983167	49983177	+	0.000	0.000	Merged-chr18-49983163-13
NR667--MA0140.2.GATA1::TAL1	chr10	107941349	107941366	+	0.000	0.000	Merged-chr10-107941228-1
NR4297--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR2543--MA0035.3.Gata1	chr18	89206488	89206498	-	0.000	0.000	Merged-chr18-89206335-76
NR3373--MA0482.1.Gata4	chr4	3835293	3835303	+	0.000	0.000	Merged-chr4-3835460-93
NR3076--MA1104.1.GATA6	chr3	52878541	52878553	-	0.000	0.000	Merged-chr3-52878450-55
NR2442--MA0036.3.GATA2	chr18	57249952	57249962	-	0.000	0.000	Merged-chr18-57249763-26
NR2723--MA0766.1.GATA5	chr2	19628498	19628505	-	0.000	0.000	Merged-chr2-19628399-27
NR33--MA1104.1.GATA6	chr1	43538867	43538879	-	0.000	0.000	Merged-chr1-43538951-30
NR270--MA0035.3.Gata1	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR3727--MA1104.1.GATA6	chr5	90612253	90612265	+	0.000	0.000	Merged-chr5-90612116-89
NR3042--MA1104.1.GATA6	chr2	172394056	172394068	-	0.000	0.000	Merged-chr2-172393836-103
NR2675--MA0482.1.Gata4	chr2	3727762	3727772	+	0.000	0.000	Merged-chr2-3727720-19
NR3657--MA0482.1.Gata4	chr5	38580781	38580791	+	0.000	0.000	Merged-chr5-38580877-38
NR697--MA0035.3.Gata1	chr10	121268937	121268947	+	0.000	0.000	Merged-chr10-121268962-23
NR852--MA1104.1.GATA6	chr11	61564066	61564078	-	0.000	0.000	Merged-chr11-61564144-31
NR3500--MA0140.2.GATA1::TAL1	chr4	119232759	119232776	-	0.000	0.000	Merged-chr4-119232903-70
NR2251--MA0035.3.Gata1	chr17	44718329	44718339	-	0.000	0.000	Merged-chr17-44718379-50
NR4752--MA1104.1.GATA6	chr9	71188911	71188923	-	0.000	0.000	Merged-chr9-71189020-54
NR638--MA0766.1.GATA5	chr10	95971102	95971109	-	0.000	0.000	Merged-chr10-95971075-85
NR2468--MA0036.3.GATA2	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR2545--MA0482.1.Gata4	chr18	89340526	89340536	-	0.000	0.000	Merged-chr18-89340691-47
NR1868--MA0140.2.GATA1::TAL1	chr15	66825532	66825549	+	0.000	0.000	Merged-chr15-66825502-98
NR4630--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR4943--MA0035.3.Gata1	chrX	42399488	42399498	-	0.000	0.000	Merged-chrX-42399563-21
NR4443--MA0482.1.Gata4	chr8	81766178	81766188	-	0.000	0.000	Merged-chr8-81766244-47
NR761--MA0482.1.Gata4	chr11	11522194	11522204	-	0.000	0.000	Merged-chr11-11522120-49
NR3007--MA0035.3.Gata1	chr2	166046194	166046204	-	0.000	0.000	Merged-chr2-166046105-43
NR437--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR4823--MA0482.1.Gata4	chr9	103426517	103426527	-	0.000	0.000	Merged-chr9-103426550-25
NR4342--MA0766.1.GATA5	chr7	122256974	122256981	-	0.000	0.000	Merged-chr7-122257038-26
NR4332--MA0036.3.GATA2	chr7	119836235	119836245	+	0.000	0.000	Merged-chr7-119836348-71
NR2662--MA0766.1.GATA5	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR2134--MA0035.3.Gata1	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR1625--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR2033--MA0036.3.GATA2	chr16	36602847	36602857	+	0.000	0.000	Merged-chr16-36602811-38
NR2870--MA0140.2.GATA1::TAL1	chr2	93413796	93413813	-	0.000	0.000	Merged-chr2-93413697-49
NR2827--MA0036.3.GATA2	chr2	75825827	75825837	-	0.000	0.000	Merged-chr2-75825835-11
NR1096--MA1104.1.GATA6	chr12	15967868	15967880	+	0.000	0.000	Merged-chr12-15967723-42
NR835--MA0766.1.GATA5	chr11	54958859	54958866	+	0.000	0.000	Merged-chr11-54958732-50
NR631--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR493--MA0035.3.Gata1	chr10	60305447	60305457	-	0.000	0.000	Merged-chr10-60305430-32
NR1568--MA0482.1.Gata4	chr13	112424854	112424864	-	0.000	0.000	Merged-chr13-112424975-114
NR187--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR4826--MA0035.3.Gata1	chr9	103426518	103426528	-	0.000	0.000	Merged-chr9-103426550-25
NR330--MA0140.2.GATA1::TAL1	chr1	177670878	177670895	+	0.000	0.000	Merged-chr1-177670807-27
NR1792--MA0036.3.GATA2	chr14	118827866	118827876	-	0.000	0.000	Merged-chr14-118827968-19
NR2004--MA0035.3.Gata1	chr16	23844919	23844929	-	0.000	0.000	Merged-chr16-23844946-41
NR939--MA0035.3.Gata1	chr11	80576067	80576077	-	0.000	0.000	Merged-chr11-80575922-30
NR2411--MA1104.1.GATA6	chr18	49983165	49983177	-	0.000	0.000	Merged-chr18-49983163-13
NR4368--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR1078--MA0140.2.GATA1::TAL1	chr11	118130035	118130052	-	0.000	0.000	Merged-chr11-118130065-25
NR1694--MA0037.3.GATA3	chr14	62799052	62799059	-	0.000	0.000	Merged-chr14-62798973-44
NR2745--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR3185--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR1346--MA0037.3.GATA3	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR1617--MA0037.3.GATA3	chr14	25857535	25857542	-	0.000	0.000	Merged-chr14-25857742-93
NR3483--MA0037.3.GATA3	chr4	97855121	97855128	-	0.000	0.000	Merged-chr4-97855012-35
NR3658--MA1104.1.GATA6	chr5	38580779	38580791	-	0.000	0.000	Merged-chr5-38580877-38
NR2819--MA0036.3.GATA2	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR4305--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR2440--MA0035.3.Gata1	chr18	56888876	56888886	+	0.000	0.000	Merged-chr18-56889017-47
NR2506--MA0035.3.Gata1	chr18	79257455	79257465	-	0.000	0.000	Merged-chr18-79257508-110
NR4300--MA0766.1.GATA5	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR2211--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR827--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR1803--MA0036.3.GATA2	chr14	121711322	121711332	-	0.000	0.000	Merged-chr14-121711337-42
NR4666--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR256--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR2122--MA0140.2.GATA1::TAL1	chr16	77358801	77358818	-	0.000	0.000	Merged-chr16-77358770-12
NR2546--MA1104.1.GATA6	chr18	89340526	89340538	+	0.000	0.000	Merged-chr18-89340691-47
NR1380--MA0766.1.GATA5	chr13	30748316	30748323	+	0.000	0.000	Merged-chr13-30748527-182
NR4242--MA0035.3.Gata1	chr7	82834593	82834603	+	0.000	0.000	Merged-chr7-82834673-11
NR155--MA0766.1.GATA5	chr1	105971903	105971910	-	0.000	0.000	Merged-chr1-105971949-55
NR4037--MA0035.3.Gata1	chr6	122274707	122274717	-	0.000	0.000	Merged-chr6-122274694-14
NR1760--MA0766.1.GATA5	chr14	79499549	79499556	-	0.000	0.000	Merged-chr14-79499625-44
NR4884--MA0482.1.Gata4	chr9	120493245	120493255	+	0.000	0.000	Merged-chr9-120493281-1
NR1609--MA1104.1.GATA6	chr14	20803592	20803604	-	0.000	0.000	Merged-chr14-20803678-27
NR4444--MA1104.1.GATA6	chr8	81766178	81766190	+	0.000	0.000	Merged-chr8-81766244-47
NR4030--MA1104.1.GATA6	chr6	119902591	119902603	+	0.000	0.000	Merged-chr6-119902691-53
NR1940--MA0140.2.GATA1::TAL1	chr15	97406298	97406315	+	0.000	0.000	Merged-chr15-97406164-9
NR4553--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR2002--MA1104.1.GATA6	chr16	23844918	23844930	+	0.000	0.000	Merged-chr16-23844946-41
NR3724--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR1620--MA0036.3.GATA2	chr14	25857534	25857544	+	0.000	0.000	Merged-chr14-25857742-93
NR4406--MA0482.1.Gata4	chr8	35628399	35628409	+	0.000	0.000	Merged-chr8-35628375-52
NR3074--MA0037.3.GATA3	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR1665--MA0037.3.GATA3	chr14	53903506	53903513	+	0.000	0.000	Merged-chr14-53903488-3
NR2615--MA0036.3.GATA2	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
