#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR358--MA0463.1.Bcl6	chr13	41471708	41471721	-	0.000	0.000	Merged-chr13-41471691-6
NR264--MA0463.1.Bcl6	chr11	115955249	115955262	+	0.000	0.000	Merged-chr11-115955280-58
NR376--MA0463.1.Bcl6	chr13	67173145	67173158	-	0.000	0.000	Merged-chr13-67173285-60
NR189--MA0731.1.BCL6B	chr11	4498764	4498780	-	0.000	0.000	Merged-chr11-4498961-7
NR1398--MA0463.1.Bcl6	chr8	111337714	111337727	+	0.000	0.000	Merged-chr8-111337975-54
NR918--MA0463.1.Bcl6	chr3	95722519	95722532	-	0.000	0.000	Merged-chr3-95722546-39
NR1521--MA0731.1.BCL6B	chrX	107325966	107325982	+	0.000	0.000	Merged-chrX-107325945-70
NR1067--MA0463.1.Bcl6	chr5	20845318	20845331	+	0.000	0.000	Merged-chr5-20845245-18
NR1316--MA0731.1.BCL6B	chr7	105395366	105395382	-	0.000	0.000	Merged-chr7-105395581-59
NR1179--MA0463.1.Bcl6	chr6	61263435	61263448	-	0.000	0.000	Merged-chr6-61263601-18
NR740--MA0731.1.BCL6B	chr19	56756459	56756475	+	0.000	0.000	Merged-chr19-56756635-43
NR399--MA0463.1.Bcl6	chr13	96948526	96948539	+	0.000	0.000	Merged-chr13-96948554-6
NR972--MA0463.1.Bcl6	chr4	33146892	33146905	+	0.000	0.000	Merged-chr4-33147019-23
NR1506--MA0463.1.Bcl6	chr9	123519557	123519570	+	0.000	0.000	Merged-chr9-123519487-45
NR501--MA0731.1.BCL6B	chr15	36688497	36688513	-	0.000	0.000	Merged-chr15-36688481-45
NR1120--MA0731.1.BCL6B	chr5	114194315	114194331	-	0.000	0.000	Merged-chr5-114194325-12
NR1412--MA0463.1.Bcl6	chr9	20492908	20492921	-	0.000	0.000	Merged-chr9-20492841-60
NR838--MA0463.1.Bcl6	chr2	129873720	129873733	+	0.000	0.000	Merged-chr2-129873690-22
NR744--MA0463.1.Bcl6	chr19	58358263	58358276	+	0.000	0.000	Merged-chr19-58358384-21
NR60--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR22--MA0731.1.BCL6B	chr1	60909214	60909230	+	0.000	0.000	Merged-chr1-60909043-49
NR516--MA0463.1.Bcl6	chr15	61408789	61408802	+	0.000	0.000	Merged-chr15-61408601-39
NR35--MA0731.1.BCL6B	chr1	85794368	85794384	-	0.000	0.000	Merged-chr1-85794071-131
NR892--MA0463.1.Bcl6	chr3	51226851	51226864	+	0.000	0.000	Merged-chr3-51226819-40
NR38--MA0463.1.Bcl6	chr1	91062562	91062575	+	0.000	0.000	Merged-chr1-91062639-48
NR646--MA0463.1.Bcl6	chr18	32880671	32880684	-	0.000	0.000	Merged-chr18-32880667-46
NR1016--MA0731.1.BCL6B	chr4	126194979	126194995	+	0.000	0.000	Merged-chr4-126195101-15
NR1473--MA0731.1.BCL6B	chr9	86662058	86662074	-	0.000	0.000	Merged-chr9-86661955-9
NR74--MA0463.1.Bcl6	chr1	173534021	173534034	+	0.000	0.000	Merged-chr1-173534011-13
NR91--MA0731.1.BCL6B	chr1	187217307	187217323	+	0.000	0.000	Merged-chr1-187217091-50
NR776--MA0463.1.Bcl6	chr2	29628549	29628562	-	0.000	0.000	Merged-chr2-29628514-8
NR418--MA0463.1.Bcl6	chr13	112551548	112551561	-	0.000	0.000	Merged-chr13-112551755-26
