#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1814--MA0463.1.Bcl6	chr9	62261251	62261264	-	0.000	0.000	Merged-chr9-62261115-16
NR1259--MA0463.1.Bcl6	chr4	97831637	97831650	-	0.000	0.000	Merged-chr4-97831633-55
NR1542--MA0731.1.BCL6B	chr6	148436696	148436712	-	0.000	0.000	Merged-chr6-148436541-68
NR282--MA0463.1.Bcl6	chr11	46127033	46127046	-	0.000	0.000	Merged-chr11-46127089-49
NR1295--MA0463.1.Bcl6	chr4	126114002	126114015	+	0.000	0.000	Merged-chr4-126114161-6
NR1622--MA0463.1.Bcl6	chr7	101896592	101896605	+	0.000	0.000	Merged-chr7-101896554-69
NR1664--MA0731.1.BCL6B	chr7	135652254	135652270	+	0.000	0.000	Merged-chr7-135652396-133
NR1179--MA0463.1.Bcl6	chr3	143426913	143426926	-	0.000	0.000	Merged-chr3-143426791-9
NR1855--MA0463.1.Bcl6	chr9	107644684	107644697	+	0.000	0.000	Merged-chr9-107644761-45
NR1882--MA0731.1.BCL6B	chrX	20364486	20364502	+	0.000	0.000	Merged-chrX-20364570-48
NR1752--MA0463.1.Bcl6	chr8	109853619	109853632	-	0.000	0.000	Merged-chr8-109853670-31
NR972--MA0463.1.Bcl6	chr2	79005096	79005109	+	0.000	0.000	Merged-chr2-79004997-23
NR1805--MA0731.1.BCL6B	chr9	46067768	46067784	+	0.000	0.000	Merged-chr9-46067902-17
NR1300--MA0463.1.Bcl6	chr4	133339397	133339410	+	0.000	0.000	Merged-chr4-133339340-75
NR511--MA0463.1.Bcl6	chr13	111655971	111655984	+	0.000	0.000	Merged-chr13-111655949-74
NR874--MA0463.1.Bcl6	chr19	31199619	31199632	+	0.000	0.000	Merged-chr19-31199719-19
NR1672--MA0463.1.Bcl6	chr7	141302903	141302916	-	0.000	0.000	Merged-chr7-141303065-41
NR570--MA0731.1.BCL6B	chr14	69979212	69979228	-	0.000	0.000	Merged-chr14-69979172-46
NR1778--MA0731.1.BCL6B	chr8	126824746	126824762	+	0.000	0.000	Merged-chr8-126824669-18
NR950--MA0731.1.BCL6B	chr2	65342171	65342187	+	0.000	0.000	Merged-chr2-65342235-52
NR1659--MA0463.1.Bcl6	chr7	130812771	130812784	-	0.000	0.000	Merged-chr7-130812664-20
NR561--MA0463.1.Bcl6	chr14	57680133	57680146	+	0.000	0.000	Merged-chr14-57680165-28
NR1462--MA0463.1.Bcl6	chr6	43349277	43349290	+	0.000	0.000	Merged-chr6-43349235-32
NR1486--MA0731.1.BCL6B	chr6	94555061	94555077	+	0.000	0.000	Merged-chr6-94555106-40
NR562--MA0731.1.BCL6B	chr14	57680130	57680146	-	0.000	0.000	Merged-chr14-57680165-28
NR833--MA0731.1.BCL6B	chr18	62179950	62179966	-	0.000	0.000	Merged-chr18-62179910-61
NR942--MA0731.1.BCL6B	chr2	53102298	53102314	+	0.000	0.000	Merged-chr2-53102302-39
NR472--MA0463.1.Bcl6	chr13	67844440	67844453	-	0.000	0.000	Merged-chr13-67844387-42
NR703--MA0731.1.BCL6B	chr16	49791228	49791244	+	0.000	0.000	Merged-chr16-49791413-4
NR1322--MA0731.1.BCL6B	chr4	150240222	150240238	-	0.000	0.000	Merged-chr4-150240051-83
NR1118--MA0463.1.Bcl6	chr3	84667413	84667426	-	0.000	0.000	Merged-chr3-84667466-30
NR1597--MA0463.1.Bcl6	chr7	80647583	80647596	+	0.000	0.000	Merged-chr7-80647614-48
NR1024--MA0463.1.Bcl6	chr2	132607901	132607914	+	0.000	0.000	Merged-chr2-132607891-50
NR1136--MA0463.1.Bcl6	chr3	104864536	104864549	-	0.000	0.000	Merged-chr3-104864640-175
NR1154--MA0463.1.Bcl6	chr3	122304647	122304660	-	0.000	0.000	Merged-chr3-122304797-29
NR19--MA0731.1.BCL6B	chr1	38723918	38723934	-	0.000	0.000	Merged-chr1-38723833-22
NR140--MA0731.1.BCL6B	chr1	180264979	180264995	+	0.000	0.000	Merged-chr1-180265063-87
NR486--MA0463.1.Bcl6	chr13	81685149	81685162	+	0.000	0.000	Merged-chr13-81685096-36
NR271--MA0463.1.Bcl6	chr11	5061893	5061906	-	0.000	0.000	Merged-chr11-5061919-43
NR663--MA0731.1.BCL6B	chr15	97355992	97356008	-	0.000	0.000	Merged-chr15-97356067-61
NR1172--MA0463.1.Bcl6	chr3	137955595	137955608	+	0.000	0.000	Merged-chr3-137955835-60
NR701--MA0463.1.Bcl6	chr16	45756938	45756951	+	0.000	0.000	Merged-chr16-45757061-23
NR1714--MA0463.1.Bcl6	chr8	67733436	67733449	-	0.000	0.000	Merged-chr8-67733426-3
NR1159--MA0463.1.Bcl6	chr3	123386117	123386130	+	0.000	0.000	Merged-chr3-123385920-64
NR1611--MA0463.1.Bcl6	chr7	97696750	97696763	+	0.000	0.000	Merged-chr7-97696718-62
NR1056--MA0463.1.Bcl6	chr2	158794586	158794599	+	0.000	0.000	Merged-chr2-158794730-73
NR1401--MA0463.1.Bcl6	chr5	105614851	105614864	+	0.000	0.000	Merged-chr5-105614954-45
NR621--MA0463.1.Bcl6	chr15	36708581	36708594	+	0.000	0.000	Merged-chr15-36708582-23
NR416--MA0731.1.BCL6B	chr12	111406845	111406861	-	0.000	0.000	Merged-chr12-111406868-16
NR1287--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR1531--MA0463.1.Bcl6	chr6	140514824	140514837	+	0.000	0.000	Merged-chr6-140514739-89
NR751--MA0463.1.Bcl6	chr17	32424202	32424215	-	0.000	0.000	Merged-chr17-32424197-48
NR863--MA0463.1.Bcl6	chr19	8984436	8984449	-	0.000	0.000	Merged-chr19-8984601-50
NR1303--MA0463.1.Bcl6	chr4	136031602	136031615	+	0.000	0.000	Merged-chr4-136031447-41
NR1782--MA0463.1.Bcl6	chr8	127968324	127968337	-	0.000	0.000	Merged-chr8-127968270-33
NR376--MA0731.1.BCL6B	chr12	52818765	52818781	+	0.000	0.000	Merged-chr12-52818712-31
NR918--MA0731.1.BCL6B	chr2	30131289	30131305	+	0.000	0.000	Merged-chr2-30131357-10
NR1442--MA0463.1.Bcl6	chr5	146655533	146655546	-	0.000	0.000	Merged-chr5-146655552-37
NR1648--MA0463.1.Bcl6	chr7	122932202	122932215	-	0.000	0.000	Merged-chr7-122932357-26
NR1769--MA0463.1.Bcl6	chr8	122556837	122556850	-	0.000	0.000	Merged-chr8-122556749-52
NR1554--MA0463.1.Bcl6	chr7	16827406	16827419	-	0.000	0.000	Merged-chr7-16827547-27
NR765--MA0463.1.Bcl6	chr17	44121573	44121586	-	0.000	0.000	Merged-chr17-44121634-62
NR886--MA0463.1.Bcl6	chr19	40300200	40300213	-	0.000	0.000	Merged-chr19-40300210-18
NR313--MA0463.1.Bcl6	chr11	78766586	78766599	+	0.000	0.000	Merged-chr11-78766561-26
NR331--MA0463.1.Bcl6	chr11	95666808	95666821	+	0.000	0.000	Merged-chr11-95666991-65
NR1590--MA0463.1.Bcl6	chr7	68280472	68280485	+	0.000	0.000	Merged-chr7-68280553-5
NR68--MA0463.1.Bcl6	chr1	106037134	106037147	+	0.000	0.000	Merged-chr1-106037167-27
NR461--MA0463.1.Bcl6	chr13	52828261	52828274	-	0.000	0.000	Merged-chr13-52828332-16
NR1367--MA0731.1.BCL6B	chr5	65867462	65867478	-	0.000	0.000	Merged-chr5-65867573-52
NR685--MA0463.1.Bcl6	chr16	18127358	18127371	-	0.000	0.000	Merged-chr16-18127553-42
NR112--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR439--MA0463.1.Bcl6	chr13	23551448	23551461	-	0.000	0.000	Merged-chr13-23551555-61
NR251--MA0463.1.Bcl6	chr10	122815227	122815240	-	0.000	0.000	Merged-chr10-122815337-49
NR457--MA0463.1.Bcl6	chr13	49309079	49309092	-	0.000	0.000	Merged-chr13-49309236-55
NR217--MA0731.1.BCL6B	chr10	93985650	93985666	+	0.000	0.000	Merged-chr10-93985650-27
NR260--MA0731.1.BCL6B	chr10	127115264	127115280	+	0.000	0.000	Merged-chr10-127115294-7
NR802--MA0463.1.Bcl6	chr17	87636448	87636461	-	0.000	0.000	Merged-chr17-87636407-1
NR820--MA0463.1.Bcl6	chr18	40308077	40308090	+	0.000	0.000	Merged-chr18-40308184-41
NR1054--MA0463.1.Bcl6	chr2	155514880	155514893	+	0.000	0.000	Merged-chr2-155514842-20
NR1801--MA0731.1.BCL6B	chr9	44954618	44954634	+	0.000	0.000	Merged-chr9-44954642-27
NR1833--MA0463.1.Bcl6	chr9	80082450	80082463	+	0.000	0.000	Merged-chr9-80082362-35
NR177--MA0731.1.BCL6B	chr10	44700486	44700502	-	0.000	0.000	Merged-chr10-44700385-25
NR1072--MA0463.1.Bcl6	chr2	173018225	173018238	+	0.000	0.000	Merged-chr2-173018174-48
NR143--MA0731.1.BCL6B	chr1	180778302	180778318	-	0.000	0.000	Merged-chr1-180778261-1
NR740--MA0463.1.Bcl6	chr17	17845415	17845428	+	0.000	0.000	Merged-chr17-17845619-46
NR606--MA0463.1.Bcl6	chr15	9580832	9580845	-	0.000	0.000	Merged-chr15-9580927-74
NR1507--MA0463.1.Bcl6	chr6	117917776	117917789	+	0.000	0.000	Merged-chr6-117917768-1
NR1628--MA0463.1.Bcl6	chr7	109781533	109781546	+	0.000	0.000	Merged-chr7-109781592-85
NR991--MA0463.1.Bcl6	chr2	93823660	93823673	+	0.000	0.000	Merged-chr2-93823719-41
NR1431--MA0463.1.Bcl6	chr5	134437612	134437625	-	0.000	0.000	Merged-chr5-134437601-35
NR857--MA0463.1.Bcl6	chr18	89089098	89089111	-	0.000	0.000	Merged-chr18-89089145-29
NR642--MA0463.1.Bcl6	chr15	66998608	66998621	-	0.000	0.000	Merged-chr15-66998486-48
NR496--MA0731.1.BCL6B	chr13	100790432	100790448	+	0.000	0.000	Merged-chr13-100790409-21
NR767--MA0731.1.BCL6B	chr17	47116178	47116194	-	0.000	0.000	Merged-chr17-47115984-25
NR763--MA0463.1.Bcl6	chr17	44121486	44121499	+	0.000	0.000	Merged-chr17-44121634-62
NR1776--MA0463.1.Bcl6	chr8	126614626	126614639	+	0.000	0.000	Merged-chr8-126614626-35
NR647--MA0463.1.Bcl6	chr15	76274228	76274241	+	0.000	0.000	Merged-chr15-76274407-77
NR889--MA0463.1.Bcl6	chr19	44283179	44283192	+	0.000	0.000	Merged-chr19-44283330-35
NR1575--MA0463.1.Bcl6	chr7	45053897	45053910	+	0.000	0.000	Merged-chr7-45054001-89
NR93--MA0463.1.Bcl6	chr1	138973655	138973668	+	0.000	0.000	Merged-chr1-138973780-39
NR437--MA0463.1.Bcl6	chr13	22041128	22041141	-	0.000	0.000	Merged-chr13-22041216-55
NR1123--MA0463.1.Bcl6	chr3	88510323	88510336	-	0.000	0.000	Merged-chr3-88510082-59
NR334--MA0463.1.Bcl6	chr11	99136767	99136780	-	0.000	0.000	Merged-chr11-99136684-32
NR1020--MA0463.1.Bcl6	chr2	126499986	126499999	+	0.000	0.000	Merged-chr2-126499929-54
NR1253--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR339--MA0463.1.Bcl6	chr11	104630448	104630461	-	0.000	0.000	Merged-chr11-104630373-60
NR1383--MA0463.1.Bcl6	chr5	92392655	92392668	+	0.000	0.000	Merged-chr5-92392769-24
NR1137--MA0463.1.Bcl6	chr3	104968184	104968197	+	0.000	0.000	Merged-chr3-104968115-29
NR175--MA0731.1.BCL6B	chr10	37014498	37014514	+	0.000	0.000	Merged-chr10-37014409-21
NR1650--MA0731.1.BCL6B	chr7	123322504	123322520	-	0.000	0.000	Merged-chr7-123322591-57
NR599--MA0463.1.Bcl6	chr14	122035964	122035977	-	0.000	0.000	Merged-chr14-122036030-34
NR384--MA0463.1.Bcl6	chr12	75669771	75669784	+	0.000	0.000	Merged-chr12-75669660-74
NR908--MA0463.1.Bcl6	chr2	18609092	18609105	+	0.000	0.000	Merged-chr2-18609153-119
NR814--MA0463.1.Bcl6	chr18	32564352	32564365	-	0.000	0.000	Merged-chr18-32564483-46
NR1827--MA0463.1.Bcl6	chr9	77544966	77544979	+	0.000	0.000	Merged-chr9-77544648-151
NR277--MA0463.1.Bcl6	chr11	21102696	21102709	+	0.000	0.000	Merged-chr11-21102815-54
NR389--MA0463.1.Bcl6	chr12	84246006	84246019	+	0.000	0.000	Merged-chr12-84245896-45
NR42--MA0731.1.BCL6B	chr1	80757615	80757631	-	0.000	0.000	Merged-chr1-80757990-114
NR962--MA0463.1.Bcl6	chr2	72365411	72365424	-	0.000	0.000	Merged-chr2-72365558-19
NR1760--MA0463.1.Bcl6	chr8	115189960	115189973	+	0.000	0.000	Merged-chr8-115189942-43
NR1708--MA0731.1.BCL6B	chr8	57406487	57406503	+	0.000	0.000	Merged-chr8-57406598-17
NR1729--MA0463.1.Bcl6	chr8	85060065	85060078	-	0.000	0.000	Merged-chr8-85060180-46
NR1275--MA0731.1.BCL6B	chr4	115102016	115102032	-	0.000	0.000	Merged-chr4-115101833-38
NR958--MA0463.1.Bcl6	chr2	70559674	70559687	+	0.000	0.000	Merged-chr2-70559550-15
NR1493--MA0731.1.BCL6B	chr6	100011675	100011691	+	0.000	0.000	Merged-chr6-100011850-11
NR1765--MA0463.1.Bcl6	chr8	116689893	116689906	+	0.000	0.000	Merged-chr8-116689955-52
NR1407--MA0463.1.Bcl6	chr5	111201014	111201027	-	0.000	0.000	Merged-chr5-111200863-1
NR1671--MA0463.1.Bcl6	chr7	140193006	140193019	-	0.000	0.000	Merged-chr7-140193008-50
NR1877--MA0463.1.Bcl6	chr9	123519604	123519617	+	0.000	0.000	Merged-chr9-123519487-45
NR1730--MA0731.1.BCL6B	chr8	85060065	85060081	+	0.000	0.000	Merged-chr8-85060180-46
NR1111--MA0731.1.BCL6B	chr3	78890029	78890045	-	0.000	0.000	Merged-chr3-78890015-28
NR1363--MA0731.1.BCL6B	chr5	62772042	62772058	+	0.000	0.000	Merged-chr5-62772215-28
NR1309--MA0463.1.Bcl6	chr4	141138560	141138573	-	0.000	0.000	Merged-chr4-141138597-22
