#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR15253--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR34239--MA0599.1.KLF5	chr3	89871073	89871082	+	0.000	0.000	Merged-chr3-89871193-44
NR6746--MA0741.1.KLF16	chr10	116950211	116950221	-	0.000	0.000	Merged-chr10-116950301-86
NR56850--MA0742.1.Klf12	chr9	102792177	102792191	+	0.000	0.000	Merged-chr9-102792084-52
NR15618--MA0740.1.KLF14	chr13	111725455	111725468	+	0.000	0.000	Merged-chr13-111725455-80
NR35645--MA0039.3.KLF4	chr3	135324523	135324533	-	0.000	0.000	Merged-chr3-135324604-5
NR31357--MA0741.1.KLF16	chr2	130642931	130642941	-	0.000	0.000	Merged-chr2-130642738-65
NR17304--MA0493.1.Klf1	chr14	70781297	70781307	-	0.000	0.000	Merged-chr14-70781292-78
NR26141--MA0741.1.KLF16	chr18	69344385	69344395	-	0.000	0.000	Merged-chr18-69344405-52
NR39010--MA0741.1.KLF16	chr4	134362742	134362752	-	0.000	0.000	Merged-chr4-134362784-33
NR24190--MA0741.1.KLF16	chr17	65951222	65951232	+	0.000	0.000	Merged-chr17-65951140-56
NR39676--MA0741.1.KLF16	chr4	148288297	148288307	+	0.000	0.000	Merged-chr4-148288108-27
NR37410--MA0599.1.KLF5	chr4	63544704	63544713	+	0.000	0.000	Merged-chr4-63544778-69
NR39373--MA0740.1.KLF14	chr4	139574478	139574491	-	0.000	0.000	Merged-chr4-139574722-95
NR47332--MA0741.1.KLF16	chr6	143938540	143938550	+	0.000	0.000	Merged-chr6-143938728-3
NR22579--MA0493.1.Klf1	chr17	21474864	21474874	-	0.000	0.000	Merged-chr17-21475108-14
NR57356--MA0742.1.Klf12	chr9	114933885	114933899	+	0.000	0.000	Merged-chr9-114933914-87
NR50294--MA0740.1.KLF14	chr7	110221679	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR23--MA0740.1.KLF14	chr1	7397690	7397703	-	0.000	0.000	Merged-chr1-7397839-113
NR14525--MA0741.1.KLF16	chr13	63431379	63431389	+	0.000	0.000	Merged-chr13-63431477-108
NR55925--MA0741.1.KLF16	chr9	65551207	65551217	+	0.000	0.000	Merged-chr9-65551237-57
NR36633--MA0493.1.Klf1	chr4	40757924	40757934	+	0.000	0.000	Merged-chr4-40757747-77
NR43972--MA0741.1.KLF16	chr5	142440817	142440827	+	0.000	0.000	Merged-chr5-142441069-143
NR35002--MA0599.1.KLF5	chr3	108383790	108383799	-	0.000	0.000	Merged-chr3-108383794-50
NR8883--MA0741.1.KLF16	chr11	69795541	69795551	+	0.000	0.000	Merged-chr11-69795506-54
NR9302--MA0599.1.KLF5	chr11	78328389	78328398	+	0.000	0.000	Merged-chr11-78328473-53
NR27757--MA0740.1.KLF14	chr19	43940232	43940245	+	0.000	0.000	Merged-chr19-43940128-49
NR54093--MA0493.1.Klf1	chr8	117074430	117074440	+	0.000	0.000	Merged-chr8-117074609-38
NR2358--MA0599.1.KLF5	chr1	144004195	144004204	-	0.000	0.000	Merged-chr1-144004210-81
NR38051--MA1107.1.KLF9	chr4	107923618	107923630	+	0.000	0.000	Merged-chr4-107923581-50
NR38551--MA0741.1.KLF16	chr4	126753433	126753443	+	0.000	0.000	Merged-chr4-126753517-82
NR51276--MA0740.1.KLF14	chr7	139389008	139389021	+	0.000	0.000	Merged-chr7-139388959-78
NR3589--MA0740.1.KLF14	chr1	181853227	181853240	+	0.000	0.000	Merged-chr1-181853067-80
NR19077--MA0599.1.KLF5	chr15	74753072	74753081	+	0.000	0.000	Merged-chr15-74752931-48
NR45171--MA0599.1.KLF5	chr6	53778928	53778937	-	0.000	0.000	Merged-chr6-53778855-8
NR19824--MA0493.1.Klf1	chr15	94601413	94601423	-	0.000	0.000	Merged-chr15-94601512-25
NR4652--MA0741.1.KLF16	chr10	39731544	39731554	+	0.000	0.000	Merged-chr10-39731442-1
NR36124--MA0740.1.KLF14	chr3	152210452	152210465	+	0.000	0.000	Merged-chr3-152210438-105
NR40062--MA0599.1.KLF5	chr4	155734817	155734826	-	0.000	0.000	Merged-chr4-155734868-75
NR51284--MA1107.1.KLF9	chr7	139389026	139389038	+	0.000	0.000	Merged-chr7-139388959-78
NR28371--MA0599.1.KLF5	chr2	3475122	3475131	-	0.000	0.000	Merged-chr2-3474992-83
NR7882--MA0740.1.KLF14	chr11	29515043	29515056	-	0.000	0.000	Merged-chr11-29515062-56
NR54402--MA0493.1.Klf1	chr8	123037169	123037179	-	0.000	0.000	Merged-chr8-123037224-33
NR9861--MA0493.1.Klf1	chr11	96064545	96064555	-	0.000	0.000	Merged-chr11-96064642-6
NR57247--MA0599.1.KLF5	chr9	112186621	112186630	+	0.000	0.000	Merged-chr9-112186441-37
NR24779--MA0741.1.KLF16	chr17	86850996	86851006	-	0.000	0.000	Merged-chr17-86850931-27
NR14420--MA0599.1.KLF5	chr13	58274208	58274217	-	0.000	0.000	Merged-chr13-58274156-88
NR54661--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR15295--MA0599.1.KLF5	chr13	101510229	101510238	-	0.000	0.000	Merged-chr13-101510173-22
NR55197--MA0599.1.KLF5	chr9	35211019	35211028	+	0.000	0.000	Merged-chr9-35211181-71
NR57008--MA0742.1.Klf12	chr9	106685821	106685835	+	0.000	0.000	Merged-chr9-106685635-87
NR52937--MA0742.1.Klf12	chr8	72169382	72169396	+	0.000	0.000	Merged-chr8-72169499-55
NR37522--MA0599.1.KLF5	chr4	82513320	82513329	-	0.000	0.000	Merged-chr4-82513258-36
NR50088--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR31201--MA1107.1.KLF9	chr2	125724215	125724227	-	0.000	0.000	Merged-chr2-125724208-99
NR8740--MA0741.1.KLF16	chr11	65788374	65788384	+	0.000	0.000	Merged-chr11-65788138-67
NR30755--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR30578--MA0599.1.KLF5	chr2	102912592	102912601	+	0.000	0.000	Merged-chr2-102912597-1
NR35409--MA0493.1.Klf1	chr3	126660886	126660896	+	0.000	0.000	Merged-chr3-126660767-126
NR7453--MA0493.1.Klf1	chr11	3895201	3895211	-	0.000	0.000	Merged-chr11-3895194-47
NR7588--MA0599.1.KLF5	chr11	6415714	6415723	+	0.000	0.000	Merged-chr11-6415741-2
NR48534--MA0740.1.KLF14	chr7	34630504	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR13643--MA0493.1.Klf1	chr13	20140002	20140012	+	0.000	0.000	Merged-chr13-20140166-30
