#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3179--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR994--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR3857--MA1104.1.GATA6	chr9	68969101	68969113	-	0.000	0.000	Merged-chr9-68969270-17
NR222--MA0036.3.GATA2	chr1	165985997	165986007	-	0.000	0.000	Merged-chr1-165985990-54
NR67--MA1104.1.GATA6	chr1	69331722	69331734	+	0.000	0.000	Merged-chr1-69331775-34
NR3238--MA1104.1.GATA6	chr6	140598739	140598751	-	0.000	0.000	Merged-chr6-140598794-45
NR2072--MA0766.1.GATA5	chr19	60730390	60730397	-	0.000	0.000	Merged-chr19-60730529-28
NR1287--MA1104.1.GATA6	chr14	62799050	62799062	-	0.000	0.000	Merged-chr14-62798973-44
NR989--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR2585--MA0036.3.GATA2	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR1117--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR612--MA0766.1.GATA5	chr11	49204196	49204203	-	0.000	0.000	Merged-chr11-49204089-8
NR203--MA0482.1.Gata4	chr1	155201432	155201442	+	0.000	0.000	Merged-chr1-155201490-45
NR3618--MA1104.1.GATA6	chr8	84813345	84813357	+	0.000	0.000	Merged-chr8-84813219-19
NR2713--MA0036.3.GATA2	chr4	63948283	63948293	+	0.000	0.000	Merged-chr4-63948222-34
NR33--MA1104.1.GATA6	chr1	43538867	43538879	-	0.000	0.000	Merged-chr1-43538951-30
NR1620--MA0037.3.GATA3	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR3565--MA1104.1.GATA6	chr8	33663411	33663423	-	0.000	0.000	Merged-chr8-33663493-16
