#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1504--MA0684.1.RUNX3	chr11	98945534	98945543	-	0.000	0.000	Merged-chr11-98945564-16
NR5272--MA0511.2.RUNX2	chr3	108591377	108591385	+	0.000	0.000	Merged-chr3-108591488-55
NR7872--MA0684.1.RUNX3	chr8	127178774	127178783	-	0.000	0.000	Merged-chr8-127178768-26
NR2930--MA0684.1.RUNX3	chr15	41846725	41846734	-	0.000	0.000	Merged-chr15-41846585-48
NR4733--MA0002.2.RUNX1	chr2	101732831	101732841	+	0.000	0.000	Merged-chr2-101732901-49
NR3658--MA0511.2.RUNX2	chr17	25867734	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR2782--MA0002.2.RUNX1	chr14	118658446	118658456	-	0.000	0.000	Merged-chr14-118658326-68
NR3707--MA0684.1.RUNX3	chr17	35508086	35508095	-	0.000	0.000	Merged-chr17-35508038-19
NR5239--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR323--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR7918--MA0002.2.RUNX1	chr9	15526089	15526099	-	0.000	0.000	Merged-chr9-15526156-7
NR2990--MA0511.2.RUNX2	chr15	64163572	64163580	+	0.000	0.000	Merged-chr15-64163684-42
NR2891--MA0002.2.RUNX1	chr15	36361438	36361448	-	0.000	0.000	Merged-chr15-36361606-62
NR7233--MA0002.2.RUNX1	chr7	80647630	80647640	+	0.000	0.000	Merged-chr7-80647614-48
NR161--MA0002.2.RUNX1	chr1	74364445	74364455	-	0.000	0.000	Merged-chr1-74364458-13
NR1389--MA0684.1.RUNX3	chr11	77630648	77630657	-	0.000	0.000	Merged-chr11-77630549-32
NR1051--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR1117--MA0002.2.RUNX1	chr11	3387159	3387169	+	0.000	0.000	Merged-chr11-3387260-37
NR2814--MA0002.2.RUNX1	chr14	123163086	123163096	-	0.000	0.000	Merged-chr14-123163033-38
NR1180--MA0684.1.RUNX3	chr11	32271306	32271315	+	0.000	0.000	Merged-chr11-32271419-2
NR1517--MA0684.1.RUNX3	chr11	101008252	101008261	-	0.000	0.000	Merged-chr11-101008310-35
NR3049--MA0002.2.RUNX1	chr15	78614723	78614733	+	0.000	0.000	Merged-chr15-78614745-50
NR5556--MA0511.2.RUNX2	chr4	55443653	55443661	+	0.000	0.000	Merged-chr4-55443732-37
NR1369--MA0002.2.RUNX1	chr11	75652387	75652397	-	0.000	0.000	Merged-chr11-75652327-7
NR7014--MA0684.1.RUNX3	chr6	146776791	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR1530--MA0511.2.RUNX2	chr11	102930830	102930838	-	0.000	0.000	Merged-chr11-102930777-13
NR2795--MA0002.2.RUNX1	chr14	121659041	121659051	-	0.000	0.000	Merged-chr14-121658944-24
NR2400--MA0002.2.RUNX1	chr13	101540650	101540660	-	0.000	0.000	Merged-chr13-101540748-63
NR7137--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR7408--MA0002.2.RUNX1	chr7	131469657	131469667	+	0.000	0.000	Merged-chr7-131469591-22
NR812--MA0002.2.RUNX1	chr10	62544360	62544370	+	0.000	0.000	Merged-chr10-62544557-11
NR5142--MA0511.2.RUNX2	chr3	75731404	75731412	+	0.000	0.000	Merged-chr3-75731321-54
NR7471--MA0684.1.RUNX3	chr7	141580197	141580206	+	0.000	0.000	Merged-chr7-141580300-4
NR3462--MA0511.2.RUNX2	chr16	78573107	78573115	+	0.000	0.000	Merged-chr16-78573118-8
NR7537--MA0684.1.RUNX3	chr8	22405901	22405910	-	0.000	0.000	Merged-chr8-22405869-37
NR7594--MA0002.2.RUNX1	chr8	57406620	57406630	+	0.000	0.000	Merged-chr8-57406598-17
NR2381--MA0002.2.RUNX1	chr13	98692165	98692175	-	0.000	0.000	Merged-chr13-98692096-35
NR2923--MA0002.2.RUNX1	chr15	41846515	41846525	+	0.000	0.000	Merged-chr15-41846585-48
NR3306--MA0684.1.RUNX3	chr16	31683859	31683868	-	0.000	0.000	Merged-chr16-31683796-20
NR3363--MA0002.2.RUNX1	chr16	44727676	44727686	+	0.000	0.000	Merged-chr16-44727692-16
NR2288--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR7074--MA0511.2.RUNX2	chr7	25155974	25155982	+	0.000	0.000	Merged-chr7-25155994-40
NR5109--MA0002.2.RUNX1	chr3	59079588	59079598	+	0.000	0.000	Merged-chr3-59079479-32
NR7994--MA0684.1.RUNX3	chr9	52356781	52356790	-	0.000	0.000	Merged-chr9-52356728-32
NR7789--MA0684.1.RUNX3	chr8	115185669	115185678	-	0.000	0.000	Merged-chr8-115185594-22
NR3763--MA0684.1.RUNX3	chr17	50167698	50167707	+	0.000	0.000	Merged-chr17-50167764-6
NR5295--MA0002.2.RUNX1	chr3	121107636	121107646	-	0.000	0.000	Merged-chr3-121107618-36
NR650--MA0002.2.RUNX1	chr10	17775272	17775282	+	0.000	0.000	Merged-chr10-17775311-43
NR5251--MA0511.2.RUNX2	chr3	104466710	104466718	+	0.000	0.000	Merged-chr3-104466607-13
NR4269--MA0684.1.RUNX3	chr19	32964065	32964074	-	0.000	0.000	Merged-chr19-32964123-34
NR7580--MA0684.1.RUNX3	chr8	40584804	40584813	+	0.000	0.000	Merged-chr8-40584789-43
NR2761--MA0002.2.RUNX1	chr14	103622590	103622600	+	0.000	0.000	Merged-chr14-103622465-10
NR6028--MA0511.2.RUNX2	chr5	29739758	29739766	-	0.000	0.000	Merged-chr5-29739695-4
NR3144--MA0684.1.RUNX3	chr15	97843391	97843400	-	0.000	0.000	Merged-chr15-97843455-26
NR3809--MA0002.2.RUNX1	chr17	64617871	64617881	-	0.000	0.000	Merged-chr17-64617840-28
NR1587--MA0002.2.RUNX1	chr11	109621181	109621191	-	0.000	0.000	Merged-chr11-109621340-31
NR7232--MA0684.1.RUNX3	chr7	80450004	80450013	+	0.000	0.000	Merged-chr7-80450087-44
NR4964--MA0002.2.RUNX1	chr2	166610374	166610384	-	0.000	0.000	Merged-chr2-166610595-30
NR1272--MA0511.2.RUNX2	chr11	57805278	57805286	+	0.000	0.000	Merged-chr11-57805317-26
NR7084--MA0002.2.RUNX1	chr7	25774519	25774529	+	0.000	0.000	Merged-chr7-25774614-28
NR5618--MA0684.1.RUNX3	chr4	83234308	83234317	+	0.000	0.000	Merged-chr4-83234214-31
NR5675--MA0002.2.RUNX1	chr4	102629841	102629851	+	0.000	0.000	Merged-chr4-102629885-23
NR19--MA0002.2.RUNX1	chr1	21870692	21870702	+	0.000	0.000	Merged-chr1-21870806-15
NR702--MA0684.1.RUNX3	chr10	22732436	22732445	-	0.000	0.000	Merged-chr10-22732322-3
NR3938--MA0684.1.RUNX3	chr18	7410390	7410399	-	0.000	0.000	Merged-chr18-7410256-40
NR3124--MA0002.2.RUNX1	chr15	95890624	95890634	+	0.000	0.000	Merged-chr15-95890636-4
NR2049--MA0511.2.RUNX2	chr12	118411072	118411080	-	0.000	0.000	Merged-chr12-118411153-21
NR4550--MA0002.2.RUNX1	chr2	35898959	35898969	-	0.000	0.000	Merged-chr2-35899032-12
NR510--MA0511.2.RUNX2	chr1	181860901	181860909	-	0.000	0.000	Merged-chr1-181860828-54
NR7878--MA0002.2.RUNX1	chr8	127968205	127968215	+	0.000	0.000	Merged-chr8-127968270-33
NR2936--MA0002.2.RUNX1	chr15	44229501	44229511	-	0.000	0.000	Merged-chr15-44229418-16
NR3376--MA0002.2.RUNX1	chr16	45204612	45204622	+	0.000	0.000	Merged-chr16-45204582-16
NR8069--MA0511.2.RUNX2	chr9	69023482	69023490	-	0.000	0.000	Merged-chr9-69023585-49
NR3603--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR2522--MA0002.2.RUNX1	chr14	21654029	21654039	-	0.000	0.000	Merged-chr14-21654080-31
NR3110--MA0684.1.RUNX3	chr15	93275367	93275376	+	0.000	0.000	Merged-chr15-93275409-98
NR1718--MA0511.2.RUNX2	chr12	32202056	32202064	-	0.000	0.000	Merged-chr12-32202051-6
NR7659--MA0684.1.RUNX3	chr8	78975205	78975214	-	0.000	0.000	Merged-chr8-78975191-34
NR5165--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR5436--MA0002.2.RUNX1	chr3	157572187	157572197	+	0.000	0.000	Merged-chr3-157572162-49
NR5707--MA0002.2.RUNX1	chr4	116123854	116123864	+	0.000	0.000	Merged-chr4-116123762-43
NR7196--MA0511.2.RUNX2	chr7	75586207	75586215	-	0.000	0.000	Merged-chr7-75586314-49
NR7738--MA0511.2.RUNX2	chr8	105851849	105851857	+	0.000	0.000	Merged-chr8-105851882-54
NR6862--MA0002.2.RUNX1	chr6	125241739	125241749	+	0.000	0.000	Merged-chr6-125241695-39
NR4139--MA0684.1.RUNX3	chr18	80611207	80611216	+	0.000	0.000	Merged-chr18-80611321-12
NR4040--MA0002.2.RUNX1	chr18	56718578	56718588	+	0.000	0.000	Merged-chr18-56718597-44
NR4311--MA0002.2.RUNX1	chr19	46503784	46503794	+	0.000	0.000	Merged-chr19-46503921-48
NR5294--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR5836--MA0684.1.RUNX3	chr4	136269031	136269040	-	0.000	0.000	Merged-chr4-136269140-11
NR7368--MA0002.2.RUNX1	chr7	122317701	122317711	+	0.000	0.000	Merged-chr7-122317666-3
NR5688--MA0002.2.RUNX1	chr4	107092483	107092493	-	0.000	0.000	Merged-chr4-107092472-5
NR2982--MA0511.2.RUNX2	chr15	61952181	61952189	+	0.000	0.000	Merged-chr15-61952157-4
NR4563--MA0002.2.RUNX1	chr2	45017346	45017356	-	0.000	0.000	Merged-chr2-45017480-33
NR5151--MA0684.1.RUNX3	chr3	75939658	75939667	+	0.000	0.000	Merged-chr3-75939658-25
NR5217--MA0684.1.RUNX3	chr3	94916042	94916051	+	0.000	0.000	Merged-chr3-94916123-28
NR5274--MA0002.2.RUNX1	chr3	108726488	108726498	+	0.000	0.000	Merged-chr3-108726514-23
NR5069--MA0002.2.RUNX1	chr3	36854118	36854128	-	0.000	0.000	Merged-chr3-36854131-63
NR900--MA0002.2.RUNX1	chr10	80148092	80148102	+	0.000	0.000	Merged-chr10-80148120-8
