#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR358--MA0463.1.Bcl6	chr12	108765905	108765918	+	0.000	0.000	Merged-chr12-108765872-68
NR1259--MA0463.1.Bcl6	chr7	131540223	131540236	-	0.000	0.000	Merged-chr7-131540239-21
NR264--MA0463.1.Bcl6	chr11	76399039	76399052	-	0.000	0.000	Merged-chr11-76399136-77
NR170--MA0463.1.Bcl6	chr10	74823592	74823605	-	0.000	0.000	Merged-chr10-74823662-27
NR1071--MA0463.1.Bcl6	chr5	122143605	122143618	+	0.000	0.000	Merged-chr5-122143797-29
NR189--MA0731.1.BCL6B	chr10	93985650	93985666	+	0.000	0.000	Merged-chr10-93985650-27
NR1303--MA0731.1.BCL6B	chr8	75084049	75084065	-	0.000	0.000	Merged-chr8-75083999-30
NR870--MA0731.1.BCL6B	chr3	69005920	69005936	-	0.000	0.000	Merged-chr3-69006115-39
NR1049--MA0463.1.Bcl6	chr5	92327440	92327453	-	0.000	0.000	Merged-chr5-92327493-24
NR721--MA0463.1.Bcl6	chr19	45058682	45058695	-	0.000	0.000	Merged-chr19-45058529-63
NR166--MA0463.1.Bcl6	chr10	60290539	60290552	+	0.000	0.000	Merged-chr10-60290356-31
NR842--MA0463.1.Bcl6	chr2	167505401	167505414	-	0.000	0.000	Merged-chr2-167505349-52
NR883--MA0731.1.BCL6B	chr3	93555233	93555249	+	0.000	0.000	Merged-chr3-93555296-85
NR740--MA0731.1.BCL6B	chr2	13718738	13718754	-	0.000	0.000	Merged-chr2-13718816-55
NR399--MA0463.1.Bcl6	chr13	63261323	63261336	+	0.000	0.000	Merged-chr13-63261451-54
NR860--MA0463.1.Bcl6	chr3	38497052	38497065	-	0.000	0.000	Merged-chr3-38497155-35
NR1300--MA0463.1.Bcl6	chr8	72285484	72285497	+	0.000	0.000	Merged-chr8-72285397-19
NR501--MA0731.1.BCL6B	chr15	36688497	36688513	-	0.000	0.000	Merged-chr15-36688481-45
