#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4027--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR1894--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR7808--MA0089.1.MAFG::NFE2L1	chr8	68218573	68218578	+	0.000	0.000	Merged-chr8-68218689-19
NR6335--MA0117.2.Mafb	chr5	43425120	43425131	+	0.000	0.000	Merged-chr5-43425059-17
NR1940--MA0591.1.Bach1::Mafk	chr12	40009994	40010008	+	0.000	0.000	Merged-chr12-40010101-23
NR4820--MA0496.2.MAFK	chr2	73270747	73270765	+	0.000	0.000	Merged-chr2-73270771-46
NR3388--MA0089.1.MAFG::NFE2L1	chr16	17554151	17554156	+	0.000	0.000	Merged-chr16-17554152-45
NR6463--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR3764--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR3883--MA0501.1.MAF::NFE2	chr17	44777259	44777273	-	0.000	0.000	Merged-chr17-44777259-107
NR1477--MA0659.1.MAFG	chr11	70229280	70229300	+	0.000	0.000	Merged-chr11-70229187-24
NR1126--MA0495.2.MAFF	chr10	112000681	112000701	-	0.000	0.000	Merged-chr10-112000662-33
NR202--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR1676--MA0496.2.MAFK	chr11	104639166	104639184	+	0.000	0.000	Merged-chr11-104639154-13
NR4915--MA0591.1.Bach1::Mafk	chr2	103600750	103600764	+	0.000	0.000	Merged-chr2-103600577-48
NR1083--MA0591.1.Bach1::Mafk	chr10	99221681	99221695	-	0.000	0.000	Merged-chr10-99221651-27
