#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR3063--MA1104.1.GATA6	chr19	41282817	41282829	-	0.000	0.000	Merged-chr19-41282944-15
NR737--MA0035.3.Gata1	chr10	96204410	96204420	+	0.000	0.000	Merged-chr10-96204406-28
NR5292--MA0482.1.Gata4	chr8	57638198	57638208	-	0.000	0.000	Merged-chr8-57637972-56
NR1980--MA0766.1.GATA5	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR5173--MA0035.3.Gata1	chr7	127745505	127745515	-	0.000	0.000	Merged-chr7-127745605-87
NR222--MA0036.3.GATA2	chr1	131204670	131204680	-	0.000	0.000	Merged-chr1-131204658-49
NR3264--MA0482.1.Gata4	chr2	75634495	75634505	+	0.000	0.000	Merged-chr2-75634644-14
NR3535--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2614--MA0766.1.GATA5	chr17	34196618	34196625	-	0.000	0.000	Merged-chr17-34196730-34
NR345--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR4637--MA0035.3.Gata1	chr6	84407447	84407457	-	0.000	0.000	Merged-chr6-84407362-1
NR4712--MA0140.2.GATA1::TAL1	chr6	115945752	115945769	+	0.000	0.000	Merged-chr6-115945918-28
NR5053--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR4384--MA0766.1.GATA5	chr5	137747962	137747969	-	0.000	0.000	Merged-chr5-137747869-32
NR2394--MA0140.2.GATA1::TAL1	chr16	55754440	55754457	-	0.000	0.000	Merged-chr16-55754578-52
NR3599--MA1104.1.GATA6	chr3	88142087	88142099	-	0.000	0.000	Merged-chr3-88142158-111
NR5228--MA0482.1.Gata4	chr8	19703585	19703595	-	0.000	0.000	Merged-chr8-19703358-67
NR2561--MA0766.1.GATA5	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR3158--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR2465--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4024--MA0037.3.GATA3	chr4	129234748	129234755	-	0.000	0.000	Merged-chr4-129234580-12
NR5098--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR663--MA0035.3.Gata1	chr10	81538965	81538975	+	0.000	0.000	Merged-chr10-81538773-24
NR2160--MA0766.1.GATA5	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR2702--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR4725--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR5555--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR1920--MA0035.3.Gata1	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR4037--MA0037.3.GATA3	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR4886--MA0766.1.GATA5	chr7	25156064	25156071	-	0.000	0.000	Merged-chr7-25155994-40
NR3137--MA0035.3.Gata1	chr2	26663354	26663364	-	0.000	0.000	Merged-chr2-26663568-32
NR3021--MA1104.1.GATA6	chr19	32256771	32256783	+	0.000	0.000	Merged-chr19-32256963-52
NR3435--MA0037.3.GATA3	chr2	147011946	147011953	-	0.000	0.000	Merged-chr2-147011946-5
NR2240--MA0482.1.Gata4	chr15	82906890	82906900	-	0.000	0.000	Merged-chr15-82906941-10
NR2967--MA0766.1.GATA5	chr19	5802464	5802471	-	0.000	0.000	Merged-chr19-5802452-32
NR5822--MA0140.2.GATA1::TAL1	chr9	120074656	120074673	-	0.000	0.000	Merged-chr9-120074668-51
NR4324--MA0035.3.Gata1	chr5	118561594	118561604	+	0.000	0.000	Merged-chr5-118561641-8
NR4255--MA0037.3.GATA3	chr5	93267090	93267097	+	0.000	0.000	Merged-chr5-93267290-2
NR156--MA0140.2.GATA1::TAL1	chr1	91065254	91065271	-	0.000	0.000	Merged-chr1-91065226-49
NR735--MA1104.1.GATA6	chr10	96204409	96204421	-	0.000	0.000	Merged-chr10-96204406-28
NR4731--MA1104.1.GATA6	chr6	125353458	125353470	+	0.000	0.000	Merged-chr6-125353566-72
NR1192--MA0037.3.GATA3	chr11	119023242	119023249	-	0.000	0.000	Merged-chr11-119023233-65
NR1115--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR150--MA0766.1.GATA5	chr1	88284885	88284892	-	0.000	0.000	Merged-chr1-88285028-12
NR1185--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5293--MA1104.1.GATA6	chr8	57638198	57638210	+	0.000	0.000	Merged-chr8-57637972-56
NR3105--MA0482.1.Gata4	chr2	11173735	11173745	+	0.000	0.000	Merged-chr2-11173621-55
NR3600--MA0036.3.GATA2	chr3	88142088	88142098	+	0.000	0.000	Merged-chr3-88142158-111
NR4040--MA0036.3.GATA2	chr4	133879299	133879309	+	0.000	0.000	Merged-chr4-133879423-50
NR2165--MA0766.1.GATA5	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR2436--MA0766.1.GATA5	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR2334--MA0140.2.GATA1::TAL1	chr16	24393096	24393113	+	0.000	0.000	Merged-chr16-24393324-125
NR5054--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR1119--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR4247--MA0037.3.GATA3	chr5	90603596	90603603	+	0.000	0.000	Merged-chr5-90603641-23
NR4420--MA0036.3.GATA2	chr5	146897120	146897130	+	0.000	0.000	Merged-chr5-146897155-34
NR460--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR2070--MA0482.1.Gata4	chr14	121423096	121423106	-	0.000	0.000	Merged-chr14-121422910-45
NR5669--MA0482.1.Gata4	chr9	68957361	68957371	+	0.000	0.000	Merged-chr9-68957208-21
NR1167--MA0482.1.Gata4	chr11	115581463	115581473	-	0.000	0.000	Merged-chr11-115581536-6
NR3893--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR5229--MA1104.1.GATA6	chr8	19703585	19703597	+	0.000	0.000	Merged-chr8-19703358-67
NR405--MA0482.1.Gata4	chr1	180364121	180364131	+	0.000	0.000	Merged-chr1-180364196-41
NR220--MA0035.3.Gata1	chr1	131021848	131021858	+	0.000	0.000	Merged-chr1-131021711-12
NR2915--MA0036.3.GATA2	chr18	80608595	80608605	-	0.000	0.000	Merged-chr18-80608570-30
NR824--MA0140.2.GATA1::TAL1	chr11	4259348	4259365	+	0.000	0.000	Merged-chr11-4259420-1
NR1617--MA0037.3.GATA3	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR2354--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR4491--MA0482.1.Gata4	chr6	17631511	17631521	+	0.000	0.000	Merged-chr6-17631637-13
NR2134--MA0036.3.GATA2	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR4438--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR1978--MA0037.3.GATA3	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR623--MA0482.1.Gata4	chr10	67537224	67537234	+	0.000	0.000	Merged-chr10-67537242-130
NR147--MA0482.1.Gata4	chr1	88284885	88284895	+	0.000	0.000	Merged-chr1-88285028-12
NR2657--MA0036.3.GATA2	chr17	52150039	52150049	+	0.000	0.000	Merged-chr17-52149947-112
NR2615--MA0035.3.Gata1	chr17	34196617	34196627	+	0.000	0.000	Merged-chr17-34196730-34
NR5718--MA0037.3.GATA3	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR531--MA0037.3.GATA3	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR5556--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR5699--MA0037.3.GATA3	chr9	85120480	85120487	+	0.000	0.000	Merged-chr9-85120366-55
NR4979--MA0766.1.GATA5	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR5761--MA0037.3.GATA3	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR4385--MA0035.3.Gata1	chr5	137747961	137747971	+	0.000	0.000	Merged-chr5-137747869-32
NR3636--MA0140.2.GATA1::TAL1	chr3	103397635	103397652	-	0.000	0.000	Merged-chr3-103397699-44
NR3692--MA0766.1.GATA5	chr3	130691403	130691410	-	0.000	0.000	Merged-chr3-130691489-97
NR2241--MA1104.1.GATA6	chr15	82906890	82906902	+	0.000	0.000	Merged-chr15-82906941-10
NR2789--MA0766.1.GATA5	chr18	10532930	10532937	-	0.000	0.000	Merged-chr18-10532827-93
NR535--MA0766.1.GATA5	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR2466--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR4250--MA0036.3.GATA2	chr5	90603594	90603604	-	0.000	0.000	Merged-chr5-90603641-23
NR649--MA0482.1.Gata4	chr10	80700850	80700860	+	0.000	0.000	Merged-chr10-80700904-35
NR2017--MA0036.3.GATA2	chr14	79499548	79499558	+	0.000	0.000	Merged-chr14-79499625-44
NR2161--MA0035.3.Gata1	chr15	40131079	40131089	+	0.000	0.000	Merged-chr15-40131241-26
NR3833--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR5165--MA0140.2.GATA1::TAL1	chr7	127285340	127285357	+	0.000	0.000	Merged-chr7-127285389-45
NR4058--MA0036.3.GATA2	chr4	138922043	138922053	+	0.000	0.000	Merged-chr4-138922216-32
NR4887--MA0035.3.Gata1	chr7	25156063	25156073	+	0.000	0.000	Merged-chr7-25155994-40
NR3074--MA1104.1.GATA6	chr19	53424926	53424938	+	0.000	0.000	Merged-chr19-53424819-25
NR2859--MA0035.3.Gata1	chr18	60502492	60502502	+	0.000	0.000	Merged-chr18-60502470-34
NR632--MA1104.1.GATA6	chr10	68105559	68105571	+	0.000	0.000	Merged-chr10-68105401-48
NR2564--MA0482.1.Gata4	chr17	24169000	24169010	-	0.000	0.000	Merged-chr17-24168826-4
NR899--MA0036.3.GATA2	chr11	48874849	48874859	-	0.000	0.000	Merged-chr11-48874732-31
NR4616--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR884--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR1710--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR1320--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
