#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR8031--MA0089.1.MAFG::NFE2L1	chr7	24082119	24082124	-	0.000	0.000	Merged-chr7-24082240-79
NR1--MA0089.1.MAFG::NFE2L1	chr1	4785675	4785680	+	0.000	0.000	Merged-chr1-4785759-53
NR1789--MA0591.1.Bach1::Mafk	chr11	116406578	116406592	-	0.000	0.000	Merged-chr11-116406570-59
NR7886--MA0117.2.Mafb	chr6	140817082	140817093	+	0.000	0.000	Merged-chr6-140817043-66
NR1940--MA0591.1.Bach1::Mafk	chr12	25363186	25363200	-	0.000	0.000	Merged-chr12-25363030-6
NR3883--MA0501.1.MAF::NFE2	chr16	87642408	87642422	-	0.000	0.000	Merged-chr16-87642367-32
NR6123--MA0495.2.MAFF	chr3	138909714	138909734	-	0.000	0.000	Merged-chr3-138909500-18
NR8421--MA0659.1.MAFG	chr7	127014384	127014404	+	0.000	0.000	Merged-chr7-127014477-45
NR6678--MA0089.1.MAFG::NFE2L1	chr4	144894044	144894049	+	0.000	0.000	Merged-chr4-144893886-50
NR5258--MA0089.1.MAFG::NFE2L1	chr2	120352979	120352984	-	0.000	0.000	Merged-chr2-120353009-52
NR775--MA0496.2.MAFK	chr1	193272801	193272819	-	0.000	0.000	Merged-chr1-193272785-4
NR548--MA0591.1.Bach1::Mafk	chr1	165075763	165075777	+	0.000	0.000	Merged-chr1-165075837-38
NR9495--MA0496.2.MAFK	chrX	142737930	142737948	+	0.000	0.000	Merged-chrX-142737886-3
NR2307--MA0117.2.Mafb	chr12	116467139	116467150	+	0.000	0.000	Merged-chr12-116467208-51
NR6492--MA0659.1.MAFG	chr4	106869719	106869739	+	0.000	0.000	Merged-chr4-106869679-64
NR7000--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR5454--MA0501.1.MAF::NFE2	chr2	152914601	152914615	+	0.000	0.000	Merged-chr2-152914724-49
NR4491--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR5496--MA0117.2.Mafb	chr2	163048297	163048308	+	0.000	0.000	Merged-chr2-163048277-32
NR9162--MA0591.1.Bach1::Mafk	chr9	88380293	88380307	+	0.000	0.000	Merged-chr9-88380352-55
NR4091--MA0495.2.MAFF	chr17	42997888	42997908	-	0.000	0.000	Merged-chr17-42997897-25
NR1215--MA0496.2.MAFK	chr10	96599771	96599789	+	0.000	0.000	Merged-chr10-96599778-54
NR8893--MA0591.1.Bach1::Mafk	chr9	14171981	14171995	+	0.000	0.000	Merged-chr9-14171965-37
NR6253--MA0495.2.MAFF	chr4	11887894	11887914	+	0.000	0.000	Merged-chr4-11887917-34
NR1684--MA0591.1.Bach1::Mafk	chr11	95337036	95337050	+	0.000	0.000	Merged-chr11-95337203-127
NR486--MA0591.1.Bach1::Mafk	chr1	156076642	156076656	-	0.000	0.000	Merged-chr1-156076663-15
NR8596--MA0501.1.MAF::NFE2	chr8	57576373	57576387	+	0.000	0.000	Merged-chr8-57576457-48
NR7555--MA0117.2.Mafb	chr6	65937554	65937565	-	0.000	0.000	Merged-chr6-65937524-1
NR1239--MA0089.1.MAFG::NFE2L1	chr10	105841308	105841313	+	0.000	0.000	Merged-chr10-105841335-60
NR2466--MA0501.1.MAF::NFE2	chr13	48516052	48516066	-	0.000	0.000	Merged-chr13-48516187-54
NR4405--MA0501.1.MAF::NFE2	chr18	49983083	49983097	-	0.000	0.000	Merged-chr18-49983163-13
NR2168--MA0089.1.MAFG::NFE2L1	chr12	98259279	98259284	+	0.000	0.000	Merged-chr12-98259208-73
NR6494--MA0501.1.MAF::NFE2	chr4	106869719	106869733	-	0.000	0.000	Merged-chr4-106869679-64
NR9502--MA0117.2.Mafb	chrX	151343999	151344010	-	0.000	0.000	Merged-chrX-151344027-1
NR3203--MA0495.2.MAFF	chr14	121992769	121992789	+	0.000	0.000	Merged-chr14-121992584-62
NR7113--MA0089.1.MAFG::NFE2L1	chr5	103975944	103975949	+	0.000	0.000	Merged-chr5-103975926-24
NR3509--MA0591.1.Bach1::Mafk	chr15	85477770	85477784	+	0.000	0.000	Merged-chr15-85477783-17
NR3184--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR7819--MA0089.1.MAFG::NFE2L1	chr6	129275212	129275217	+	0.000	0.000	Merged-chr6-129275462-82
NR8244--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR4125--MA0089.1.MAFG::NFE2L1	chr17	52463365	52463370	-	0.000	0.000	Merged-chr17-52463426-13
NR8620--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR5659--MA0591.1.Bach1::Mafk	chr2	180070690	180070704	+	0.000	0.000	Merged-chr2-180070748-65
NR4661--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	+	0.000	0.000	Merged-chr19-14668781-26
NR3572--MA0659.1.MAFG	chr15	98066994	98067014	+	0.000	0.000	Merged-chr15-98066921-50
NR8743--MA0591.1.Bach1::Mafk	chr8	107324383	107324397	+	0.000	0.000	Merged-chr8-107324257-32
NR367--MA0089.1.MAFG::NFE2L1	chr1	128830886	128830891	-	0.000	0.000	Merged-chr1-128830861-23
NR3205--MA0659.1.MAFG	chr14	121992769	121992789	+	0.000	0.000	Merged-chr14-121992584-62
NR6124--MA0501.1.MAF::NFE2	chr3	138909720	138909734	+	0.000	0.000	Merged-chr3-138909500-18
NR4089--MA0501.1.MAF::NFE2	chr17	36121586	36121600	-	0.000	0.000	Merged-chr17-36121498-70
NR5938--MA0591.1.Bach1::Mafk	chr3	97658536	97658550	+	0.000	0.000	Merged-chr3-97658299-79
NR2775--MA0501.1.MAF::NFE2	chr13	114304857	114304871	+	0.000	0.000	Merged-chr13-114304908-17
NR2153--MA0089.1.MAFG::NFE2L1	chr12	91745195	91745200	-	0.000	0.000	Merged-chr12-91745246-3
NR3082--MA0089.1.MAFG::NFE2L1	chr14	76701107	76701112	-	0.000	0.000	Merged-chr14-76701003-15
NR2453--MA0496.2.MAFK	chr13	45623968	45623986	+	0.000	0.000	Merged-chr13-45624002-39
NR2063--MA0591.1.Bach1::Mafk	chr12	76191163	76191177	-	0.000	0.000	Merged-chr12-76191112-17
NR2236--MA0117.2.Mafb	chr12	107144772	107144783	-	0.000	0.000	Merged-chr12-107144688-5
NR6382--MA0591.1.Bach1::Mafk	chr4	83785349	83785363	-	0.000	0.000	Merged-chr4-83785408-9
NR2903--MA0117.2.Mafb	chr14	30825874	30825885	-	0.000	0.000	Merged-chr14-30825884-66
NR4110--MA0089.1.MAFG::NFE2L1	chr17	46378795	46378800	+	0.000	0.000	Merged-chr17-46378659-16
NR1822--MA0501.1.MAF::NFE2	chr11	119228647	119228661	+	0.000	0.000	Merged-chr11-119228815-89
NR8068--MA0089.1.MAFG::NFE2L1	chr7	35991369	35991374	+	0.000	0.000	Merged-chr7-35991280-23
NR8444--MA0089.1.MAFG::NFE2L1	chr7	130774229	130774234	-	0.000	0.000	Merged-chr7-130774226-12
NR7659--MA0591.1.Bach1::Mafk	chr6	94700143	94700157	+	0.000	0.000	Merged-chr6-94700200-117
NR1135--MA0496.2.MAFK	chr10	88875145	88875163	-	0.000	0.000	Merged-chr10-88875114-36
NR1943--MA0117.2.Mafb	chr12	26185259	26185270	-	0.000	0.000	Merged-chr12-26185150-29
NR2803--MA0495.2.MAFF	chr14	8347014	8347034	-	0.000	0.000	Merged-chr14-8346820-31
NR5658--MA0501.1.MAF::NFE2	chr2	179966558	179966572	-	0.000	0.000	Merged-chr2-179966777-32
NR5456--MA0089.1.MAFG::NFE2L1	chr2	153710957	153710962	-	0.000	0.000	Merged-chr2-153710877-23
NR1182--MA0117.2.Mafb	chr10	94689338	94689349	-	0.000	0.000	Merged-chr10-94689288-1
NR7938--MA0591.1.Bach1::Mafk	chr6	145374189	145374203	+	0.000	0.000	Merged-chr6-145374203-80
NR7475--MA0117.2.Mafb	chr6	43311014	43311025	+	0.000	0.000	Merged-chr6-43311066-1
NR278--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR4407--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR5684--MA0591.1.Bach1::Mafk	chr3	9974554	9974568	+	0.000	0.000	Merged-chr3-9974623-36
NR1800--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR2145--MA0495.2.MAFF	chr12	90797537	90797557	-	0.000	0.000	Merged-chr12-90797424-41
NR3888--MA0496.2.MAFK	chr16	87700099	87700117	+	0.000	0.000	Merged-chr16-87700097-27
NR8733--MA0501.1.MAF::NFE2	chr8	105121285	105121299	+	0.000	0.000	Merged-chr8-105121168-27
NR5643--MA0089.1.MAFG::NFE2L1	chr2	178078439	178078444	+	0.000	0.000	Merged-chr2-178078540-79
NR6383--MA0496.2.MAFK	chr4	83785347	83785365	+	0.000	0.000	Merged-chr4-83785408-9
NR8639--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR8424--MA0496.2.MAFK	chr7	127014385	127014403	-	0.000	0.000	Merged-chr7-127014477-45
NR9271--MA0089.1.MAFG::NFE2L1	chr9	115481405	115481410	+	0.000	0.000	Merged-chr9-115481366-14
NR2440--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR4385--MA0591.1.Bach1::Mafk	chr18	39035427	39035441	+	0.000	0.000	Merged-chr18-39035384-28
NR6398--MA0089.1.MAFG::NFE2L1	chr4	88544128	88544133	+	0.000	0.000	Merged-chr4-88544037-33
NR6774--MA0089.1.MAFG::NFE2L1	chr4	155669327	155669332	+	0.000	0.000	Merged-chr4-155669356-57
NR6283--MA0089.1.MAFG::NFE2L1	chr4	32363827	32363832	-	0.000	0.000	Merged-chr4-32363760-31
NR6495--MA0496.2.MAFK	chr4	106869720	106869738	+	0.000	0.000	Merged-chr4-106869679-64
NR7802--MA0117.2.Mafb	chr6	127219511	127219522	+	0.000	0.000	Merged-chr6-127219541-27
NR3212--MA0496.2.MAFK	chr14	122290558	122290576	-	0.000	0.000	Merged-chr14-122290582-19
NR403--MA0591.1.Bach1::Mafk	chr1	134560540	134560554	-	0.000	0.000	Merged-chr1-134560564-90
NR8644--MA0089.1.MAFG::NFE2L1	chr8	72343868	72343873	+	0.000	0.000	Merged-chr8-72343901-44
NR552--MA0089.1.MAFG::NFE2L1	chr1	165730219	165730224	+	0.000	0.000	Merged-chr1-165730262-25
NR8250--MA0495.2.MAFF	chr7	99794263	99794283	+	0.000	0.000	Merged-chr7-99794311-17
NR6019--MA0089.1.MAFG::NFE2L1	chr3	116331916	116331921	-	0.000	0.000	Merged-chr3-116332074-27
NR5164--MA0501.1.MAF::NFE2	chr2	102940423	102940437	+	0.000	0.000	Merged-chr2-102940333-7
