#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR254--MA1107.1.KLF9	chr1	23924242	23924254	-	0.000	0.000	Merged-chr1-23924181-63
NR20439--MA0741.1.KLF16	chr16	11073530	11073540	+	0.000	0.000	Merged-chr16-11073416-33
NR20646--MA0599.1.KLF5	chr16	18289384	18289393	-	0.000	0.000	Merged-chr16-18289278-69
NR23750--MA0741.1.KLF16	chr17	47542187	47542197	+	0.000	0.000	Merged-chr17-47542240-31
NR51500--MA0599.1.KLF5	chr7	142894918	142894927	+	0.000	0.000	Merged-chr7-142894881-29
NR14729--MA0599.1.KLF5	chr13	73937742	73937751	+	0.000	0.000	Merged-chr13-73937981-89
NR39123--MA1107.1.KLF9	chr4	135313294	135313306	+	0.000	0.000	Merged-chr4-135313205-6
NR34024--MA0599.1.KLF5	chr3	83987834	83987843	+	0.000	0.000	Merged-chr3-83987942-35
NR9310--MA0740.1.KLF14	chr11	78550823	78550836	+	0.000	0.000	Merged-chr11-78550738-54
NR2590--MA0493.1.Klf1	chr1	155784564	155784574	-	0.000	0.000	Merged-chr1-155784753-78
NR46458--MA0599.1.KLF5	chr6	119388794	119388803	+	0.000	0.000	Merged-chr6-119388745-63
NR3215--MA0599.1.KLF5	chr1	171150641	171150650	-	0.000	0.000	Merged-chr1-171150669-55
NR18724--MA0740.1.KLF14	chr15	58141111	58141124	-	0.000	0.000	Merged-chr15-58141006-1
NR28446--MA1107.1.KLF9	chr2	9595734	9595746	-	0.000	0.000	Merged-chr2-9595628-42
NR26948--MA0599.1.KLF5	chr19	5771389	5771398	-	0.000	0.000	Merged-chr19-5771303-55
NR47603--MA0741.1.KLF16	chr7	5020257	5020267	-	0.000	0.000	Merged-chr7-5020467-58
NR16801--MA0657.1.KLF13	chr14	54605956	54605973	+	0.000	0.000	Merged-chr14-54606117-28
NR42514--MA0740.1.KLF14	chr5	114380504	114380517	-	0.000	0.000	Merged-chr5-114380529-85
NR34005--MA1107.1.KLF9	chr3	81783076	81783088	-	0.000	0.000	Merged-chr3-81783133-49
NR37125--MA0741.1.KLF16	chr4	53491515	53491525	+	0.000	0.000	Merged-chr4-53491453-32
NR55066--MA1107.1.KLF9	chr9	27044028	27044040	-	0.000	0.000	Merged-chr9-27044000-29
NR19435--MA0740.1.KLF14	chr15	83076402	83076415	-	0.000	0.000	Merged-chr15-83076168-47
NR58462--MA0599.1.KLF5	chrX	101429419	101429428	+	0.000	0.000	Merged-chrX-101429503-77
NR40563--MA0740.1.KLF14	chr5	24685913	24685926	-	0.000	0.000	Merged-chr5-24685796-115
NR16466--MA0742.1.Klf12	chr14	40947900	40947914	-	0.000	0.000	Merged-chr14-40947872-74
