#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1126--MA0508.2.PRDM1	chr5	74348732	74348741	+	0.000	0.000	Merged-chr5-74348625-55
NR964--MA0508.2.PRDM1	chr3	100969744	100969753	+	0.000	0.000	Merged-chr3-100969599-56
NR550--MA0508.2.PRDM1	chr15	78476422	78476431	-	0.000	0.000	Merged-chr15-78476367-1
NR821--MA0508.2.PRDM1	chr2	25422229	25422238	+	0.000	0.000	Merged-chr2-25422261-1
NR1487--MA0508.2.PRDM1	chr9	114446474	114446483	-	0.000	0.000	Merged-chr9-114446417-16
NR1139--MA0508.2.PRDM1	chr5	103760624	103760633	+	0.000	0.000	Merged-chr5-103760727-77
NR943--MA0508.2.PRDM1	chr3	65435252	65435261	-	0.000	0.000	Merged-chr3-65435198-48
NR324--MA0508.2.PRDM1	chr12	69357234	69357243	-	0.000	0.000	Merged-chr12-69357106-39
NR433--MA0508.2.PRDM1	chr13	108854418	108854427	-	0.000	0.000	Merged-chr13-108854384-23
NR84--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR1099--MA0508.2.PRDM1	chr5	10245938	10245947	-	0.000	0.000	Merged-chr5-10245943-14
NR813--MA0508.2.PRDM1	chr2	13760430	13760439	+	0.000	0.000	Merged-chr2-13760550-51
NR303--MA0508.2.PRDM1	chr11	118739685	118739694	+	0.000	0.000	Merged-chr11-118739491-61
NR969--MA0508.2.PRDM1	chr3	104641014	104641023	-	0.000	0.000	Merged-chr3-104641156-30
NR284--MA0508.2.PRDM1	chr11	106167712	106167721	+	0.000	0.000	Merged-chr11-106167556-51
NR826--MA0508.2.PRDM1	chr2	30464201	30464210	+	0.000	0.000	Merged-chr2-30464187-57
NR1445--MA0508.2.PRDM1	chr9	61216396	61216405	-	0.000	0.000	Merged-chr9-61216256-31
NR935--MA0508.2.PRDM1	chr3	51234499	51234508	+	0.000	0.000	Merged-chr3-51234583-28
NR521--MA0508.2.PRDM1	chr15	12606546	12606555	+	0.000	0.000	Merged-chr15-12606518-21
NR1206--MA0508.2.PRDM1	chr6	67266807	67266816	+	0.000	0.000	Merged-chr6-67267043-98
NR1458--MA0508.2.PRDM1	chr9	75515654	75515663	-	0.000	0.000	Merged-chr9-75515692-28
NR154--MA0508.2.PRDM1	chr10	76238051	76238060	-	0.000	0.000	Merged-chr10-76237890-83
NR425--MA0508.2.PRDM1	chr13	104916887	104916896	+	0.000	0.000	Merged-chr13-104916842-22
NR1044--MA0508.2.PRDM1	chr4	101458550	101458559	+	0.000	0.000	Merged-chr4-101458526-22
NR534--MA0508.2.PRDM1	chr15	57694584	57694593	+	0.000	0.000	Merged-chr15-57694475-103
NR120--MA0508.2.PRDM1	chr10	17827848	17827857	+	0.000	0.000	Merged-chr10-17827922-26
NR818--MA0508.2.PRDM1	chr2	24776356	24776365	+	0.000	0.000	Merged-chr2-24776490-30
NR1166--MA0508.2.PRDM1	chr5	137760357	137760366	-	0.000	0.000	Merged-chr5-137760235-32
NR55--MA0508.2.PRDM1	chr1	136625575	136625584	+	0.000	0.000	Merged-chr1-136625526-2
NR590--MA0508.2.PRDM1	chr16	32130072	32130081	+	0.000	0.000	Merged-chr16-32130229-66
NR242--MA0508.2.PRDM1	chr11	53128858	53128867	+	0.000	0.000	Merged-chr11-53128879-36
NR417--MA0508.2.PRDM1	chr13	89740307	89740316	-	0.000	0.000	Merged-chr13-89740261-155
NR255--MA0508.2.PRDM1	chr11	71230842	71230851	-	0.000	0.000	Merged-chr11-71230864-28
NR983--MA0508.2.PRDM1	chr3	121494276	121494285	+	0.000	0.000	Merged-chr3-121494135-61
NR778--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR635--MA0508.2.PRDM1	chr16	94414378	94414387	+	0.000	0.000	Merged-chr16-94414336-19
NR906--MA0508.2.PRDM1	chr2	150667384	150667393	+	0.000	0.000	Merged-chr2-150667676-130
NR1429--MA0508.2.PRDM1	chr9	42995490	42995499	+	0.000	0.000	Merged-chr9-42995452-17
NR996--MA0508.2.PRDM1	chr3	138841436	138841445	+	0.000	0.000	Merged-chr3-138841387-35
NR582--MA0508.2.PRDM1	chr16	24152155	24152164	+	0.000	0.000	Merged-chr16-24152137-5
NR853--MA0508.2.PRDM1	chr2	66192273	66192282	-	0.000	0.000	Merged-chr2-66191998-44
NR1267--MA0508.2.PRDM1	chr6	145616546	145616555	-	0.000	0.000	Merged-chr6-145616643-48
NR234--MA0508.2.PRDM1	chr11	46431307	46431316	-	0.000	0.000	Merged-chr11-46431327-26
NR505--MA0508.2.PRDM1	chr14	118109989	118109998	+	0.000	0.000	Merged-chr14-118109992-14
NR1028--MA0508.2.PRDM1	chr4	63853965	63853974	+	0.000	0.000	Merged-chr4-63853989-30
NR595--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR518--MA0508.2.PRDM1	chr15	5143983	5143992	-	0.000	0.000	Merged-chr15-5143962-110
NR1137--MA0508.2.PRDM1	chr5	101239456	101239465	-	0.000	0.000	Merged-chr5-101239427-114
NR499--MA0508.2.PRDM1	chr14	105198616	105198625	+	0.000	0.000	Merged-chr14-105198652-25
NR104--MA0508.2.PRDM1	chr1	192753274	192753283	-	0.000	0.000	Merged-chr1-192753229-57
NR290--MA0508.2.PRDM1	chr11	108088210	108088219	-	0.000	0.000	Merged-chr11-108088190-36
NR194--MA0508.2.PRDM1	chr10	111298529	111298538	-	0.000	0.000	Merged-chr10-111298614-58
NR369--MA0508.2.PRDM1	chr12	117995044	117995053	-	0.000	0.000	Merged-chr12-117995119-48
NR160--MA0508.2.PRDM1	chr10	80161056	80161065	+	0.000	0.000	Merged-chr10-80160957-2
NR173--MA0508.2.PRDM1	chr10	93453449	93453458	-	0.000	0.000	Merged-chr10-93453277-72
NR696--MA0508.2.PRDM1	chr17	80933884	80933893	+	0.000	0.000	Merged-chr17-80933774-41
NR18--MA0508.2.PRDM1	chr1	60070884	60070893	+	0.000	0.000	Merged-chr1-60070874-17
NR457--MA0508.2.PRDM1	chr14	27376162	27376171	-	0.000	0.000	Merged-chr14-27376322-41
NR566--MA0508.2.PRDM1	chr15	94255282	94255291	+	0.000	0.000	Merged-chr15-94255177-46
NR837--MA0508.2.PRDM1	chr2	48322220	48322229	+	0.000	0.000	Merged-chr2-48322438-54
NR1108--MA0508.2.PRDM1	chr5	29468281	29468290	-	0.000	0.000	Merged-chr5-29468145-14
NR199--MA0508.2.PRDM1	chr10	115332395	115332404	+	0.000	0.000	Merged-chr10-115332593-43
NR261--MA0508.2.PRDM1	chr11	78328290	78328299	-	0.000	0.000	Merged-chr11-78328473-53
NR707--MA0508.2.PRDM1	chr18	6281386	6281395	+	0.000	0.000	Merged-chr18-6281338-48
NR545--MA0508.2.PRDM1	chr15	71917885	71917894	+	0.000	0.000	Merged-chr15-71917869-36
NR797--MA0508.2.PRDM1	chr19	43921647	43921656	-	0.000	0.000	Merged-chr19-43921566-29
NR449--MA0508.2.PRDM1	chr14	16270106	16270115	+	0.000	0.000	Merged-chr14-16270059-31
NR829--MA0508.2.PRDM1	chr2	33178260	33178269	+	0.000	0.000	Merged-chr2-33178100-27
NR396--MA0508.2.PRDM1	chr13	44321116	44321125	+	0.000	0.000	Merged-chr13-44321160-65
NR938--MA0508.2.PRDM1	chr3	55517379	55517388	-	0.000	0.000	Merged-chr3-55517605-60
NR253--MA0508.2.PRDM1	chr11	70789449	70789458	-	0.000	0.000	Merged-chr11-70789509-26
