#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8539--MA0599.1.KLF5	chr11	79962545	79962554	-	0.000	0.000	Merged-chr11-79962407-53
NR28931--MA0740.1.KLF14	chr2	90847171	90847184	-	0.000	0.000	Merged-chr2-90847182-63
NR12473--MA0599.1.KLF5	chr12	113014392	113014401	-	0.000	0.000	Merged-chr12-113014523-77
NR18756--MA0741.1.KLF16	chr15	96497810	96497820	-	0.000	0.000	Merged-chr15-96497899-21
NR39123--MA1107.1.KLF9	chr5	100916656	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR26066--MA0599.1.KLF5	chr19	29361758	29361767	+	0.000	0.000	Merged-chr19-29361880-50
NR26141--MA0741.1.KLF16	chr19	32389126	32389136	+	0.000	0.000	Merged-chr19-32389215-23
NR1921--MA0493.1.Klf1	chr1	138180256	138180266	-	0.000	0.000	Merged-chr1-138180262-18
NR47061--MA0741.1.KLF16	chr7	109986339	109986349	+	0.000	0.000	Merged-chr7-109986340-83
NR47874--MA0493.1.Klf1	chr7	137437517	137437527	-	0.000	0.000	Merged-chr7-137437784-89
NR34906--MA0599.1.KLF5	chr4	70534976	70534985	-	0.000	0.000	Merged-chr4-70535162-86
NR29371--MA0740.1.KLF14	chr2	117312727	117312740	-	0.000	0.000	Merged-chr2-117312690-43
NR13089--MA0742.1.Klf12	chr13	36117585	36117599	+	0.000	0.000	Merged-chr13-36117623-83
NR39691--MA0039.3.KLF4	chr5	114667636	114667646	-	0.000	0.000	Merged-chr5-114667670-56
NR26733--MA0599.1.KLF5	chr19	47090719	47090728	+	0.000	0.000	Merged-chr19-47090639-77
NR49292--MA1107.1.KLF9	chr8	70797486	70797498	-	0.000	0.000	Merged-chr8-70797334-59
NR37125--MA0741.1.KLF16	chr4	148444834	148444844	-	0.000	0.000	Merged-chr4-148444677-50
NR29443--MA0599.1.KLF5	chr2	119288630	119288639	+	0.000	0.000	Merged-chr2-119288645-61
NR29437--MA0740.1.KLF14	chr2	119271263	119271276	+	0.000	0.000	Merged-chr2-119271057-44
NR32846--MA1107.1.KLF9	chr3	107846246	107846258	+	0.000	0.000	Merged-chr3-107846367-77
NR37964--MA0740.1.KLF14	chr5	33629644	33629657	+	0.000	0.000	Merged-chr5-33629620-114
NR19435--MA0740.1.KLF14	chr16	11203340	11203353	-	0.000	0.000	Merged-chr16-11203305-84
NR8883--MA0741.1.KLF16	chr11	94128160	94128170	-	0.000	0.000	Merged-chr11-94128124-24
NR50463--MA0742.1.Klf12	chr8	117802078	117802092	+	0.000	0.000	Merged-chr8-117802067-74
NR17631--MA0741.1.KLF16	chr15	66969012	66969022	+	0.000	0.000	Merged-chr15-66968920-23
NR25750--MA0493.1.Klf1	chr19	10204372	10204382	-	0.000	0.000	Merged-chr19-10204187-93
NR1146--MA1107.1.KLF9	chr1	87847232	87847244	-	0.000	0.000	Merged-chr1-87847290-68
NR17902--MA0741.1.KLF16	chr15	76710591	76710601	-	0.000	0.000	Merged-chr15-76710526-48
NR38280--MA0741.1.KLF16	chr5	62752288	62752298	+	0.000	0.000	Merged-chr5-62752460-91
NR48677--MA0740.1.KLF14	chr8	25754303	25754316	+	0.000	0.000	Merged-chr8-25754369-70
NR22006--MA0493.1.Klf1	chr17	31855845	31855855	+	0.000	0.000	Merged-chr17-31855795-60
NR37928--MA0742.1.Klf12	chr5	32785366	32785380	+	0.000	0.000	Merged-chr5-32785581-60
NR19077--MA0599.1.KLF5	chr15	100761633	100761642	-	0.000	0.000	Merged-chr15-100761792-62
NR18342--MA0741.1.KLF16	chr15	84896461	84896471	+	0.000	0.000	Merged-chr15-84896641-45
NR10928--MA1107.1.KLF9	chr12	32169003	32169015	-	0.000	0.000	Merged-chr12-32169009-55
NR39262--MA0741.1.KLF16	chr5	105872404	105872414	-	0.000	0.000	Merged-chr5-105872355-24
NR39593--MA1107.1.KLF9	chr5	113613270	113613282	+	0.000	0.000	Merged-chr5-113613297-13
NR11249--MA0599.1.KLF5	chr12	59219866	59219875	-	0.000	0.000	Merged-chr12-59219593-133
NR52134--MA0741.1.KLF16	chr9	59656504	59656514	-	0.000	0.000	Merged-chr9-59656584-94
NR46024--MA0742.1.Klf12	chr7	46795803	46795817	+	0.000	0.000	Merged-chr7-46795936-83
NR16186--MA0741.1.KLF16	chr14	75064627	75064637	+	0.000	0.000	Merged-chr14-75064758-13
NR8445--MA0599.1.KLF5	chr11	78115565	78115574	-	0.000	0.000	Merged-chr11-78115538-52
NR37880--MA0599.1.KLF5	chr5	31202087	31202096	+	0.000	0.000	Merged-chr5-31202256-62
NR28013--MA0599.1.KLF5	chr2	32772084	32772093	-	0.000	0.000	Merged-chr2-32771998-3
NR22162--MA0741.1.KLF16	chr17	34171288	34171298	-	0.000	0.000	Merged-chr17-34171199-68
NR38477--MA0493.1.Klf1	chr5	67306943	67306953	+	0.000	0.000	Merged-chr5-67307077-62
NR12307--MA0493.1.Klf1	chr12	110737914	110737924	-	0.000	0.000	Merged-chr12-110737948-78
NR50088--MA0599.1.KLF5	chr8	105636241	105636250	+	0.000	0.000	Merged-chr8-105636224-5
NR44990--MA0599.1.KLF5	chr7	18991255	18991264	-	0.000	0.000	Merged-chr7-18991096-73
NR36078--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR17675--MA1107.1.KLF9	chr15	73137749	73137761	+	0.000	0.000	Merged-chr15-73137730-76
NR48263--MA0740.1.KLF14	chr7	143822869	143822882	+	0.000	0.000	Merged-chr7-143822961-65
NR35472--MA0599.1.KLF5	chr4	109118032	109118041	+	0.000	0.000	Merged-chr4-109118050-62
NR43420--MA1107.1.KLF9	chr6	115774004	115774016	+	0.000	0.000	Merged-chr6-115774096-4
NR24311--MA0493.1.Klf1	chr18	35771548	35771558	+	0.000	0.000	Merged-chr18-35771673-87
NR26250--MA0741.1.KLF16	chr19	36409638	36409648	-	0.000	0.000	Merged-chr19-36409790-61
NR42582--MA0599.1.KLF5	chr6	72410875	72410884	+	0.000	0.000	Merged-chr6-72410796-13
NR54337--MA0741.1.KLF16	chrX	20688312	20688322	+	0.000	0.000	Merged-chrX-20688182-94
NR36523--MA0741.1.KLF16	chr4	135406307	135406317	-	0.000	0.000	Merged-chr4-135406336-63
NR26826--MA1107.1.KLF9	chr19	53423977	53423989	+	0.000	0.000	Merged-chr19-53424032-140
NR36530--MA0493.1.Klf1	chr4	135433861	135433871	-	0.000	0.000	Merged-chr4-135433954-85
NR44032--MA0740.1.KLF14	chr6	134123762	134123775	-	0.000	0.000	Merged-chr6-134123705-19
NR39785--MA0741.1.KLF16	chr5	115126919	115126929	-	0.000	0.000	Merged-chr5-115126925-31
NR24570--MA0741.1.KLF16	chr18	56431883	56431893	+	0.000	0.000	Merged-chr18-56431859-87
NR14092--MA0741.1.KLF16	chr13	83518396	83518406	+	0.000	0.000	Merged-chr13-83518348-35
NR53107--MA0599.1.KLF5	chr9	101034557	101034566	+	0.000	0.000	Merged-chr9-101034724-70
NR11101--MA0741.1.KLF16	chr12	51871782	51871792	+	0.000	0.000	Merged-chr12-51871812-58
NR2624--MA0741.1.KLF16	chr1	167339539	167339549	-	0.000	0.000	Merged-chr1-167339598-12
NR22038--MA0599.1.KLF5	chr17	32402085	32402094	+	0.000	0.000	Merged-chr17-32402116-14
NR47561--MA0657.1.KLF13	chr7	127285325	127285342	-	0.000	0.000	Merged-chr7-127285389-45
NR29546--MA0740.1.KLF14	chr2	122028432	122028445	-	0.000	0.000	Merged-chr2-122028535-87
NR8351--MA0599.1.KLF5	chr11	76399197	76399206	+	0.000	0.000	Merged-chr11-76399136-77
NR52523--MA0742.1.Klf12	chr9	70542720	70542734	-	0.000	0.000	Merged-chr9-70542837-79
